# Timestamp: 20260520100842
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem.............................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.0,-44.4,-201.0,-1521.0,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260520 10:09:11,17,4003,-4.06,689,1,-0.058,15.16,14.08,60.4,0.02,-0.03,15,21.55,219,14.90,16.79,16.59,16.73,15.62,nan,nan,nan,nan,-52.44,nan,15.25,-0.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,554.860,0.326
20260520 10:09:12,18,4003,-3.87,684,1,-0.057,15.19,14.08,60.4,0.02,-0.03,15,21.55,219,14.90,16.80,16.59,16.73,15.62,nan,nan,nan,nan,-52.50,nan,15.31,-0.528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,559.014,0.326
20260520 10:09:13,19,4003,-3.50,689,1,-0.059,15.19,14.08,60.4,0.03,-0.03,15,21.55,219,14.90,16.80,16.59,16.74,15.88,nan,nan,nan,nan,-53.19,nan,15.44,-0.513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,561.387,0.326
20260520 10:09:14,20,4003,-3.14,689,1,-0.065,15.19,14.08,60.4,0.02,-0.03,15,21.55,219,14.90,16.80,16.59,16.74,15.62,nan,nan,nan,nan,-53.12,nan,15.31,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,557.827,0.326
20260520 10:09:15,21,4003,-3.14,689,0,-0.057,15.16,14.08,60.4,0.02,-0.03,15,21.55,219,14.90,16.79,16.58,16.73,15.62,nan,nan,nan,nan,-52.69,nan,15.25,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,555.454,0.326
20260520 10:09:16,22,4003,-2.95,686,1,-0.066,15.19,14.08,60.4,0.03,-0.03,15,21.55,-89,14.90,16.80,16.60,16.74,15.88,nan,nan,nan,nan,-52.69,nan,15.31,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,559.014,0.326
20260520 10:09:17,23,4003,-2.95,686,1,-0.068,15.19,14.08,60.4,0.03,-0.03,15,21.55,-89,14.90,16.81,16.59,16.74,15.88,nan,nan,nan,nan,-52.75,nan,15.44,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,562.574,0.326
20260520 10:09:18,24,4003,-2.58,684,0,-0.066,15.19,14.08,60.5,0.02,-0.03,15,21.46,-89,14.90,16.80,16.59,16.73,15.88,nan,nan,nan,nan,-52.69,nan,15.25,-0.509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.134,0.326
20260520 10:09:19,25,4003,-2.58,677,0,-0.062,15.19,14.08,60.5,0.02,-0.03,15,21.46,-89,15.00,16.80,16.59,16.73,15.62,nan,nan,nan,nan,-52.69,nan,15.25,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.948,0.326
20260520 10:09:20,26,4003,-2.21,677,0,-0.063,15.19,14.08,60.5,0.02,-0.03,15,21.46,-89,15.00,16.81,16.59,16.74,15.56,nan,nan,nan,nan,-52.50,nan,15.06,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,567.321,0.326
20260520 10:09:21,27,4003,-2.21,679,1,-0.055,15.19,14.08,60.5,0.03,-0.03,15,21.55,-114,15.00,16.81,16.60,16.74,15.44,nan,nan,nan,nan,-52.88,nan,15.31,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,569.695,0.326
20260520 10:09:22,28,4003,-2.21,683,0,-0.057,15.19,14.11,60.5,0.03,-0.03,15,21.55,-114,15.00,16.81,16.59,16.74,15.62,nan,nan,nan,nan,-53.19,nan,15.25,-0.538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,567.321,0.326
20260520 10:09:23,29,4003,-2.03,683,1,-0.062,15.19,14.08,60.5,0.02,-0.03,15,21.46,-114,15.00,16.80,16.59,16.74,15.62,nan,nan,nan,nan,-53.12,nan,15.25,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,563.167,0.326
20260520 10:09:24,30,4003,-2.03,681,1,-0.057,15.19,14.11,60.5,0.03,-0.03,15,21.55,-114,15.00,16.81,16.59,16.74,15.25,nan,nan,nan,nan,-52.44,nan,15.38,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.948,0.326
20260520 10:09:25,31,4003,-2.03,679,0,-0.072,15.19,14.11,60.5,0.03,-0.03,15,21.55,-114,15.00,16.81,16.60,16.75,15.88,nan,nan,nan,nan,-52.44,nan,15.31,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,569.101,0.326
20260520 10:09:26,32,4003,-1.84,681,1,-0.073,15.21,14.11,60.5,0.02,-0.03,15,21.46,-114,15.00,16.81,16.60,16.75,15.62,nan,nan,nan,nan,-52.50,nan,15.44,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,568.508,0.326
20260520 10:09:27,33,4003,-1.84,679,1,-0.067,15.19,14.08,60.5,0.02,-0.03,15,21.46,-111,15.00,16.81,16.59,16.74,15.88,nan,nan,nan,nan,-53.12,nan,15.25,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.354,0.326
20260520 10:09:28,34,4003,-1.66,677,0,-0.072,15.19,14.11,60.5,0.02,-0.03,15,21.46,-111,15.00,16.81,16.59,16.75,15.69,nan,nan,nan,nan,-53.12,nan,15.31,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.354,0.326
20260520 10:09:29,35,4003,-1.48,679,1,-0.062,15.21,14.11,60.5,0.03,-0.03,15,21.55,-111,15.00,16.81,16.60,16.75,15.44,nan,nan,nan,nan,-52.88,nan,15.25,-0.475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,568.508,0.326
20260520 10:09:30,36,4003,-1.48,681,0,-0.062,15.21,14.11,60.5,0.03,-0.03,15,21.55,-111,15.00,16.82,16.60,16.75,15.62,nan,nan,nan,nan,-52.69,nan,15.25,-0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,570.881,0.326
20260520 10:09:31,37,4003,-1.29,684,0,-0.067,15.19,14.11,60.5,0.03,-0.03,15,21.46,-111,15.00,16.82,16.60,16.75,15.62,nan,nan,nan,nan,-52.69,nan,15.31,-0.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,567.321,0.326
20260520 10:09:32,38,4003,-1.29,684,0,-0.069,15.19,14.11,60.5,0.02,-0.03,15,21.46,-108,15.00,16.81,16.60,16.75,15.88,nan,nan,nan,nan,-52.88,nan,15.31,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.354,0.326
20260520 10:09:33,39,4003,-1.29,683,0,-0.069,15.21,14.08,60.5,0.03,-0.03,15,21.46,-108,15.00,16.82,16.60,16.76,15.62,nan,nan,nan,nan,-52.44,nan,15.31,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.728,0.326
20260520 10:09:34,40,4003,-1.29,683,0,-0.069,15.21,14.11,60.5,0.03,-0.03,15,21.46,-108,15.00,16.82,16.60,16.76,15.62,nan,nan,nan,nan,-52.44,nan,15.44,-0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,569.695,0.326
20260520 10:09:35,41,4003,-1.11,679,0,-0.069,15.21,14.11,60.5,0.03,-0.03,15,21.46,-108,15.00,16.82,16.60,16.76,15.94,nan,nan,nan,nan,-52.44,nan,15.25,-0.479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.134,0.326
20260520 10:09:36,42,4003,-1.11,679,0,-0.068,15.21,14.08,60.5,0.02,-0.03,15,21.46,-108,15.00,16.82,16.60,16.76,15.69,nan,nan,nan,nan,-53.12,nan,15.25,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,562.574,0.326
20260520 10:09:37,43,4003,-0.92,677,0,-0.066,15.21,14.11,60.5,0.03,-0.03,15,21.46,-108,15.00,16.83,16.60,16.76,15.69,nan,nan,nan,nan,-53.12,nan,15.31,-0.455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.948,0.326
20260520 10:09:38,44,4003,-1.11,677,0,-0.058,15.21,14.11,60.5,0.03,-0.03,15,21.46,-108,15.00,16.83,16.60,16.76,15.62,nan,nan,nan,nan,-53.12,nan,15.50,-0.455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,568.508,0.326
20260520 10:09:39,45,4003,-0.92,677,0,-0.052,15.21,14.11,60.5,0.03,-0.03,15,21.46,-108,15.00,16.84,16.60,16.76,15.44,nan,nan,nan,nan,-52.38,nan,15.50,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.134,0.326
20260520 10:09:40,46,4003,-0.92,674,0,-0.051,15.21,14.08,60.5,0.03,-0.03,15,21.46,-108,15.00,16.83,16.60,16.76,15.88,nan,nan,nan,nan,-52.44,nan,15.31,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,563.761,0.326
