time_test,seconds_test,CO_test,ChipTemp_test,PM_test,Flow_test,FlueTemp_test,TC_test,F1Flow_test,DilFlow_test,CO2_test,PM_RH_test,datenumbers_test,phase_test,COconc_test,CO2conc_test,PMconc_test,Cconc_test,MCE_test,CER_CO_test,CER_CO2_test,CER_PM_test,EFmass_CO_test,EFmass_CO2_test,EFmass_PM_test,EFmass_dry_CO_test,EFmass_dry_CO2_test,EFmass_dry_PM_test,EFenergy_CO_test,EFenergy_CO2_test,EFenergy_PM_test,ER_CO_test,ER_CO2_test,ER_PM_test,ER_PM_heat_test,Realtime_conc_PM_test,PM_flowrate_test
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text,gm^-3,gm^-3,mgm^-3,gm^-3,mol/mol,g/g,g/g,mg/g,g/kg,g/kg,mg/kg,g/kg,g/kg,mg/kg,g/MJ,g/MJ,mg/MJ,g/min,g/min,mg/min,g/hr,mg/m^3,g/hr
20230605 12:37:53,5195.0,101.73563652360515,23.7504,564.8338309012876,14009.0,23.904,228.5,2758.382,2700.4320000000002,1837.005364806867,44.0,19513.526307870372,test,0.1185291547440551,3.3627978809559043,8.838735796299302,0.9685047930327311,0.9475248955617133,0.12238365323200766,3.4721540927286427,9.12616629249928,50.17729782512315,1423.5831780187436,3741.7281799247053,61.19182661600383,1736.0770463643214,4563.08314624964,3.2517204215619953,92.25475847441797,242.48125072417247,4.090314898572107,116.04657354607963,305.01535921868975,18.300921553121384,8838.735796299301,23.98842720986986
20230605 12:37:55,5197.0,107.02322652360515,23.75424,1028.5698309012876,14202.0,23.88096,228.60000000000002,2755.456,2673.072,1822.005364806867,44.0,19513.52633101852,test,0.12468956809329189,3.335339078069043,16.09545407164103,0.9636529249232499,0.94451962661176,0.12939261104118246,3.461141446060246,16.702542643060987,53.05097052688482,1419.067992884701,6848.0424836550055,64.69630552059124,1730.570723030123,8351.271321530494,3.4379476720163837,91.9621536442681,443.7847504150739,4.324568769846747,115.6785081096356,558.2335321158769,33.49401192695261,16095.45407164103,43.68324128084277
20230605 12:37:57,5199.0,113.44387152360514,23.75808,1463.4406309012875,14103.0,23.90016,228.70000000000002,2764.6520000000005,2650.728,1818.005364806867,44.0,19513.526354166668,test,0.1321700700173651,3.3280167306325468,22.900478658415565,0.9648621665306238,0.9412648961258049,0.1369833688190013,3.449214660990564,23.734456021588368,56.16318121579054,1414.1780110061313,9731.126968851231,68.49168440950065,1724.607330495282,11867.228010794184,3.6396332846730957,91.64526025572752,630.6219278628237,4.578267599797544,115.2798902764998,793.2546260125623,47.59527756075374,22900.478658415566,62.15215365964286
20230605 12:37:59,5201.0,121.99328652360515,23.76192,1835.9842309012874,14118.0,23.89248,228.8,2757.128,2690.856,1828.005364806867,44.0,19513.526377314814,test,0.14213073835476744,3.3463225992237877,28.730183383693742,0.9741285911449094,0.9374392969757339,0.1459055197093834,3.435195958359871,29.49321439167152,59.821263080847196,1408.4303429275471,12092.217900585323,72.95275985469169,1717.5979791799355,14746.607195835759,3.8766938682423175,91.27278484398595,783.6315145217629,4.8764643421766465,114.81135623036967,985.724245413231,59.14345472479386,28730.18338369374,77.9740370918778
20230605 12:38:01,5203.0,133.39250652360514,23.75424,2281.1978309012875,14447.0,23.91936,228.9,2767.5780000000004,2690.856,1833.005364806867,44.0,19513.526400462964,test,0.15541162947130388,3.355475533519408,35.697056060282755,0.9823208783875573,0.9321640302461519,0.15820861888470314,3.415865026738813,36.33950661710268,64.8655337427283,1400.5046609629135,14899.1977130121,79.10430944235156,1707.9325133694065,18169.75330855134,4.203585881843582,90.7591640828795,965.5367580203551,5.287659371303782,114.16527650056298,1214.5414963296757,72.87248977978055,35697.05606028275,96.88220698567191
20230605 12:38:03,5205.0,147.19517652360514,23.7696,2536.7258309012877,14433.0,23.888640000000002,229.10000000000002,2755.874,2653.464,1842.005364806867,44.0,19513.52642361111,test,0.17149270847385706,3.371950815251525,39.69565592628738,0.9937120312923488,0.9260028471412168,0.172577872737262,3.3932877021386303,39.94684040874712,70.75692782227742,1391.2479578768384,16378.20456758632,86.288936368631,1696.6438510693151,19973.42020437356,4.585375401612172,90.15928701165437,1061.3832264653179,5.767909564547027,113.41069560071882,1335.106055095657,80.10636330573942,39695.65592628738,107.73445147375902
20230605 12:38:05,5207.0,162.92060652360513,23.77344,2935.0250309012877,14093.0,23.904,229.20000000000002,2761.308,2666.232,1856.005364806867,44.0,19513.52644675926,test,0.18981393778522357,3.397579031279262,45.92839413012316,1.008561472971357,0.919303328186798,0.18820264591904975,3.368737674729474,45.53851734472066,77.1630848268104,1381.1824466390844,18670.79211133547,94.10132295952488,1684.368837364737,22769.25867236033,5.000523934081421,89.50699544028802,1209.9534775021368,6.290121811399303,112.59018289154464,1521.991467282657,91.31948803695941,45928.39413012316,124.65017224725354
20230605 12:38:07,5209.0,180.25978152360514,23.76576,3416.134230901287,14198.0,23.89632,229.4,2759.2180000000003,2620.1760000000004,1851.005364806867,44.0,19513.526469907407,test,0.21001529324862991,3.3884260969836415,53.456974883127096,1.014725550649277,0.9112573846652916,0.20696758164239645,3.339253746804287,52.68121498362035,84.85670847338255,1369.0940361897578,21599.298143284344,103.48379082119823,1669.6268734021435,26340.607491810177,5.499106245439865,88.72361066617574,1399.7341807584955,6.9172847872784935,111.60476901905471,1760.7152003697995,105.64291202218797,53456.9748831271,145.08282410485032
20230605 12:38:09,5211.0,198.25132152360513,23.77728,3611.3630309012874,14016.0,23.904,229.60000000000002,2763.398,2638.416,1870.005364806867,44.0,19513.526493055557,test,0.23097669970966933,3.4232072473069994,56.51198980720683,1.0332048027861411,0.9041456880889649,0.22355364501482894,3.3131933166357483,54.69582570156134,91.65699445607987,1358.4092598206569,22425.28853764015,111.77682250741447,1656.5966583178742,27347.91285078067,5.939796154240158,88.03118785695399,1453.2621695055507,7.471625341178371,110.73377552469078,1828.0476587234934,109.6828595234096,56511.98980720683,153.37416857088093
20230605 12:38:11,5213.0,216.34586652360514,23.788800000000002,3869.1218309012875,14534.0,23.90016,229.9,2757.9640000000004,2656.2000000000003,1890.005364806867,44.0,19513.526516203703,test,0.25205811422296664,3.4598189844894813,60.54549808474007,1.0522350648972647,0.8972887981331817,0.23954544248872414,3.288066611643741,57.539897789522385,98.21363142037691,1348.107310773934,23591.35809370418,119.77272124436207,1644.0333058218705,28769.948894761194,6.364696482429974,87.36357402462147,1528.8288570866555,8.006104299233483,109.89398905757169,1923.10243219023,115.38614593141381,60545.498084740066,164.3211548759275
20230605 12:38:13,5215.0,234.61208652360514,23.79648,4136.817830901288,14451.0,23.904,230.0,2762.98,2668.512,1904.005364806867,44.0,19513.526539351853,test,0.2733395421566937,3.4854472005172186,64.7345074681735,1.0683537670352001,0.8902973103592469,0.2558511521096997,3.262446680175725,60.5927638068979,104.89897236497688,1337.6031388720473,24843.03316082814,127.92557605484986,1631.2233400878624,30296.38190344895,6.797937422394977,86.6828552182002,1609.9431767758501,8.551074850717423,109.03771794115582,2025.1355307654385,121.50813184592631,64734.5074681735,175.69017291106644
20230605 12:38:15,5217.0,252.50062152360513,23.80416,8857.596230901288,14097.0,23.90016,230.10000000000002,2755.0380000000005,2671.2480000000005,1923.005364806867,44.0,19513.5265625,test,0.2941809405654753,3.520228350840576,138.6070532466304,1.0867815626669726,0.8839347613336105,0.27069003622361093,3.2391314609735384,127.5390179664875,110.98291485168049,1328.0438989991508,52290.99736625988,135.34501811180547,1619.5657304867693,63769.50898324375,7.192204967382573,86.06337236725753,3388.6979046244496,9.047021058943884,108.2584750770342,4262.617854270287,255.75707125621724,138607.05324663038,376.1810833822504
20230605 12:38:17,5219.0,269.7367915236051,23.79648,8857.596230901288,14539.0,23.9232,230.20000000000002,2761.7260000000006,2663.04,1962.005364806867,44.0,19513.52658564815,test,0.31426228797662376,3.5916212383464154,138.6070532466304,1.1148745364831896,0.879136220661298,0.28188130385320925,3.221547466386655,124.32524800849674,115.5713345798158,1320.8344612185285,50973.35168348367,140.94065192660463,1610.7737331933274,62162.62400424837,7.489555737140549,85.59616753408908,3303.308384646729,9.42105637747188,107.67078159726209,4155.207013095013,249.3124207857008,138607.05324663038,376.1810833822504
20230605 12:38:19,5221.0,286.0802515236051,23.80416,8857.596230901288,14539.0,23.90784,230.4,2758.382,2684.016,1994.005364806867,44.0,19513.526608796295,test,0.33330356560153745,3.6502000178383867,138.6070532466304,1.1390246796377703,0.8745309169644176,0.2926218997357755,3.2046715783184028,121.68924495183883,119.97497889166797,1313.915347110545,49892.59043025393,146.31094986788776,1602.3357891592013,60844.622475919416,7.774932207353249,85.14777701448676,3233.2700687093466,9.780029313789761,107.10675450239064,4067.106337142078,244.0263802285247,138607.05324663038,376.1810833822504
20230605 12:38:21,5223.0,301.53100152360514,23.78496,8857.596230901288,14533.0,23.91168,230.5,2764.234,2681.7360000000003,2044.005364806867,44.0,19513.526631944445,test,0.3513047734402164,3.741729360794591,138.6070532466304,1.1717208288599128,0.8714447553011757,0.2998195174033364,3.193362504646523,118.29358139984195,122.92600213536794,1309.2786269050744,48500.368373935205,149.9097587016682,1596.6812523232613,59146.79069992098,7.966172129827487,84.84729615093477,3143.047655624082,10.020588587862406,106.72878186219295,3953.616235723545,237.2169741434127,138607.05324663038,376.1810833822504
20230605 12:38:23,5225.0,315.81436152360516,23.80032,8857.596230901288,14104.0,23.91552,230.60000000000002,2757.5460000000003,2681.7360000000003,2064.005364806867,44.0,19513.52665509259,test,0.3679458900199729,3.778341097977073,138.6070532466304,1.1888472002826458,0.8672948383319058,0.30949804981876106,3.178155356784943,116.58946012042327,126.89420042569205,1303.043696281827,47801.67864937354,154.74902490938052,1589.0776783924716,58294.73006021164,8.223329688658678,84.44324387802651,3097.769337656247,10.344065165735723,106.22052751759442,3896.660976797208,233.79965860783247,138607.05324663038,376.1810833822504
20230605 12:38:25,5227.0,328.5526465236051,23.81568,8857.596230901288,14117.0,23.89248,230.70000000000002,2760.8900000000003,2663.952,2078.005364806867,44.0,19513.52667824074,test,0.38278688581586146,3.80396931400481,138.6070532466304,1.2022044033139963,0.8634761161057721,0.3184041621879534,3.1641618542726926,115.29408215819726,130.5457064970609,1297.306360251804,47270.57368486088,159.20208109397672,1582.0809271363462,57647.04107909863,8.459964130455635,84.0714380307047,3063.351285390505,10.641725867553513,105.75283571156083,3853.366765207279,231.20200591243676,138607.05324663038,376.1810833822504
20230605 12:38:27,5229.0,339.74585652360514,23.81184,8857.596230901288,14432.0,23.93856,230.70000000000002,2765.9060000000004,2696.784,2109.005364806867,44.0,19513.526701388888,test,0.39582776082788224,3.860717506637657,138.6070532466304,1.223282167744827,0.8612575040027903,0.3235784606895788,3.156031869372424,113.30750737759746,132.6671688827273,1293.9730664426938,46456.07802481497,161.7892303447894,1578.015934686212,56653.75368879873,8.597444681662065,83.85542521176164,3010.5682084644527,10.814661628923012,105.48111479553545,3786.971325884916,227.21827955309496,138607.05324663038,376.1810833822504
20230605 12:38:29,5231.0,349.77167652360515,23.8272,8857.596230901288,13914.0,23.91552,230.8,2763.398,2668.056,2104.005364806867,44.0,19513.526724537038,test,0.40750854458098057,3.851564572342036,138.6070532466304,1.2257928335612407,0.857455803590878,0.3324448743896343,3.1421007423842244,113.07543122432978,136.3023984997501,1288.2613043775323,46360.92680197521,166.22243719481716,1571.0503711921122,56537.71561216489,8.833024334116397,83.48527667536338,3004.401970188271,11.110995519083076,105.01550770856848,3779.214860685151,226.75289164110907,138607.05324663038,376.1810833822504
20230605 12:38:31,5233.0,359.3511415236051,23.834880000000002,8857.596230901288,14200.0,23.90784,230.9,2761.7260000000006,2694.96,2133.005364806867,44.0,19513.526747685184,test,0.41866929344096143,3.904651591256635,138.6070532466304,1.245065339140633,0.8558187239221717,0.3362629094870914,3.1361017518580168,111.32512398289035,137.8677928897075,1285.8017182617868,45643.30083298505,168.1314547435457,1568.0508759290083,55662.561991445174,8.934469113453924,83.325884146315,2957.8964962079613,11.23860215142305,104.81500903347805,3720.715971350918,223.24295828105508,138607.05324663038,376.1810833822504
20230605 12:38:33,5235.0,368.5185865236051,23.8272,8857.596230901288,14446.0,23.934720000000002,231.20000000000002,2768.4139999999998,2666.688,2158.005364806867,44.0,19513.526770833334,test,0.4293500100919109,3.9504162627347372,138.6070532466304,1.2621338048229873,0.8541400779796515,0.3401778864104878,3.129950443953744,109.8196187416673,139.4729334283,1283.2796820210351,45026.0436840836,170.0889432052439,1564.975221976872,54909.80937083365,9.038489626615256,83.16244456101582,2917.8953848800206,11.369448780155214,104.60941959647332,3670.398871350814,220.22393228104883,138607.05324663038,376.1810833822504
20230605 12:38:35,5237.0,377.3083465236051,23.83104,8857.596230901288,14099.0,23.94624,231.70000000000002,2761.308,2711.8320000000003,2164.005364806867,44.0,19513.52679398148,test,0.4395906972179149,3.9613997838894814,138.6070532466304,1.269522080739148,0.8515301968264004,0.34626471164800376,3.1203866746319635,109.18049819655742,141.96853177568156,1279.358536599105,44764.00426058855,173.13235582400188,1560.1933373159818,54590.24909827871,9.200215914437273,82.90833624516267,2900.914021164445,11.572883073024522,104.2897786386305,3649.038140414873,218.94228842489238,138607.05324663038,376.1810833822504
20230605 12:38:37,5239.0,385.34273652360514,23.834880000000002,8857.596230901288,14171.0,23.91552,232.5,2761.7260000000006,2693.136,2205.005364806867,44.0,19513.52681712963,test,0.448951325294028,4.036453845113569,138.6070532466304,1.294017380372181,0.8512390144298819,0.34694381397327295,3.1193196523779436,107.11374928114542,142.2469637290419,1278.921057474957,43916.637205269624,173.47190698663647,1559.659826188972,53556.87464057271,9.218259589724704,82.87998557935047,2846.000726153174,11.59558007777431,104.2541165472689,3579.9631156295645,214.79778693777388,138607.05324663038,376.1810833822504
