variable_name,units,value,uncertainty
net_mass,mg,2.140000000000015,0.0
volume_tot,m^3,0.25940228673333393,0.0
PMconc_tot,mg/m^3,8.249734522193858,0.0
PM_tot,Mm^-1,527.1940763338969,0.0
MSC,m^2/g,0.06390436866975686,0.0
PMconc_prebkg,mg/m^3,nan,nan
PMconc_test,mg/m^3,24.264539433750215,0.0
PMconc_postbkg,mg/m^3,nan,nan
