time,Coal Hea Usage (EXACT 3944),Temperature,seconds
yyyymmdd hhmmss,,C,s
2023-03-22 20:20:00,1.0,6.0,7440
2023-03-22 20:21:00,0.0,2.0,7500
2023-03-22 20:22:00,1.0,5.0,7560
2023-03-22 20:23:00,1.0,8.0,7620
2023-03-22 20:24:00,1.0,9.0,7680
2023-03-22 20:25:00,1.0,7.0,7740
2023-03-22 20:26:00,1.0,9.0,7800
2023-03-22 20:27:00,1.0,7.0,7860
2023-03-22 20:28:00,1.0,8.0,7920
2023-03-22 20:29:00,0.0,2.0,7980
2023-03-22 20:30:00,1.0,6.0,8040
2023-03-22 20:31:00,1.0,4.0,8100
2023-03-22 20:32:00,0.0,3.0,8160
2023-03-22 20:33:00,0.0,1.0,8220
2023-03-22 20:34:00,0.0,2.0,8280
2023-03-22 20:35:00,0.0,0.0,8340
2023-03-22 20:36:00,0.0,0.0,8400
2023-03-22 20:37:00,0.0,0.0,8460
2023-03-22 20:38:00,0.0,0.0,8520
2023-03-22 20:39:00,0.0,0.0,8580
2023-03-22 20:40:00,0.0,0.0,8640
2023-03-22 20:41:00,0.0,0.0,8700
2023-03-22 20:42:00,0.0,0.0,8760
2023-03-22 20:43:00,0.0,0.0,8820
2023-03-22 20:44:00,0.0,0.0,8880
2023-03-22 20:45:00,0.0,0.0,8940
2023-03-22 20:46:00,0.0,0.0,9000
2023-03-22 20:47:00,0.0,0.0,9060
2023-03-22 20:48:00,0.0,0.0,9120
2023-03-22 20:49:00,0.0,0.0,9180
2023-03-22 20:50:00,0.0,0.0,9240
2023-03-22 20:51:00,0.0,0.0,9300
2023-03-22 20:52:00,0.0,0.0,9360
2023-03-22 20:53:00,0.0,0.0,9420
2023-03-22 20:54:00,0.0,0.0,9480
2023-03-22 20:55:00,0.0,0.0,9540
2023-03-22 20:56:00,0.0,0.0,9600
2023-03-22 20:57:00,0.0,0.0,9660
2023-03-22 20:58:00,0.0,0.0,9720
2023-03-22 20:59:00,0.0,0.0,9780
2023-03-22 21:00:00,0.0,0.0,9840
2023-03-22 21:01:00,0.0,0.0,9900
2023-03-22 21:02:00,0.0,0.0,9960
2023-03-22 21:03:00,0.0,0.0,10020
2023-03-22 21:04:00,0.0,0.0,10080
2023-03-22 21:05:00,0.0,0.0,10140
2023-03-22 21:06:00,0.0,0.0,10200
2023-03-22 21:07:00,0.0,0.0,10260
2023-03-22 21:08:00,0.0,0.0,10320
2023-03-22 21:09:00,0.0,0.0,10380
2023-03-22 21:10:00,0.0,0.0,10440
2023-03-22 21:11:00,0.0,0.0,10500
2023-03-22 21:12:00,0.0,0.0,10560
2023-03-22 21:13:00,0.0,0.0,10620
2023-03-22 21:14:00,0.0,0.0,10680
2023-03-22 21:15:00,0.0,0.0,10740
2023-03-22 21:16:00,0.0,0.0,10800
2023-03-22 21:17:00,0.0,0.0,10860
2023-03-22 21:18:00,0.0,0.0,10920
2023-03-22 21:19:00,0.0,0.0,10980
2023-03-22 21:20:00,0.0,0.0,11040
2023-03-22 21:21:00,0.0,0.0,11100
2023-03-22 21:22:00,0.0,0.0,11160
2023-03-22 21:23:00,0.0,0.0,11220
2023-03-22 21:24:00,0.0,0.0,11280
2023-03-22 21:25:00,0.0,0.0,11340
2023-03-22 21:26:00,0.0,0.0,11400
2023-03-22 21:27:00,0.0,0.0,11460
2023-03-22 21:28:00,0.0,0.0,11520
2023-03-22 21:29:00,0.0,0.0,11580
2023-03-22 21:30:00,0.0,0.0,11640
2023-03-22 21:31:00,0.0,0.0,11700
2023-03-22 21:32:00,0.0,0.0,11760
2023-03-22 21:33:00,0.0,0.0,11820
2023-03-22 21:34:00,0.0,0.0,11880
2023-03-22 21:35:00,0.0,0.0,11940
2023-03-22 21:36:00,0.0,0.0,12000
2023-03-22 21:37:00,0.0,0.0,12060
2023-03-22 21:38:00,0.0,0.0,12120
2023-03-22 21:39:00,0.0,0.0,12180
2023-03-22 21:40:00,0.0,0.0,12240
2023-03-22 21:41:00,0.0,0.0,12300
2023-03-22 21:42:00,0.0,0.0,12360
2023-03-22 21:43:00,0.0,0.0,12420
2023-03-22 21:44:00,0.0,0.0,12480
2023-03-22 21:45:00,0.0,0.0,12540
2023-03-22 21:46:00,0.0,0.0,12600
2023-03-22 21:47:00,0.0,0.0,12660
2023-03-22 21:48:00,0.0,0.0,12720
2023-03-22 21:49:00,0.0,0.0,12780
2023-03-22 21:50:00,0.0,0.0,12840
2023-03-22 21:51:00,0.0,0.0,12900
2023-03-22 21:52:00,0.0,0.0,12960
2023-03-22 21:53:00,0.0,0.0,13020
2023-03-22 21:54:00,0.0,0.0,13080
2023-03-22 21:55:00,0.0,0.0,13140
2023-03-22 21:56:00,0.0,0.0,13200
2023-03-22 21:57:00,0.0,0.0,13260
2023-03-22 21:58:00,0.0,0.0,13320
2023-03-22 21:59:00,0.0,0.0,13380
2023-03-22 22:00:00,0.0,0.0,13440
2023-03-22 22:01:00,0.0,0.0,13500
2023-03-22 22:02:00,0.0,0.0,13560
2023-03-22 22:03:00,0.0,0.0,13620
2023-03-22 22:04:00,0.0,0.0,13680
2023-03-22 22:05:00,0.0,0.0,13740
2023-03-22 22:06:00,0.0,0.0,13800
2023-03-22 22:07:00,0.0,0.0,13860
2023-03-22 22:08:00,0.0,0.0,13920
2023-03-22 22:09:00,0.0,1.0,13980
2023-03-22 22:10:00,1.0,4.0,14040
2023-03-22 22:11:00,1.0,9.0,14100
2023-03-22 22:12:00,1.0,6.0,14160
2023-03-22 22:13:00,0.0,1.0,14220
2023-03-22 22:14:00,0.0,2.0,14280
2023-03-22 22:15:00,0.0,0.0,14340
2023-03-22 22:16:00,0.0,0.0,14400
2023-03-22 22:17:00,0.0,0.0,14460
2023-03-22 22:18:00,0.0,0.0,14520
2023-03-22 22:19:00,0.0,0.0,14580
2023-03-22 22:20:00,0.0,0.0,14640
2023-03-22 22:21:00,0.0,0.0,14700
2023-03-22 22:22:00,0.0,0.0,14760
2023-03-22 22:23:00,0.0,0.0,14820
2023-03-22 22:24:00,0.0,0.0,14880
2023-03-22 22:25:00,0.0,0.0,14940
2023-03-22 22:26:00,0.0,0.0,15000
2023-03-22 22:27:00,0.0,0.0,15060
2023-03-22 22:28:00,0.0,0.0,15120
2023-03-22 22:29:00,0.0,0.0,15180
2023-03-22 22:30:00,0.0,0.0,15240
2023-03-22 22:31:00,0.0,0.0,15300
2023-03-22 22:32:00,0.0,0.0,15360
2023-03-22 22:33:00,0.0,0.0,15420
2023-03-22 22:34:00,0.0,0.0,15480
2023-03-22 22:35:00,0.0,0.0,15540
2023-03-22 22:36:00,0.0,0.0,15600
2023-03-22 22:37:00,0.0,0.0,15660
2023-03-22 22:38:00,0.0,0.0,15720
2023-03-22 22:39:00,0.0,0.0,15780
2023-03-22 22:40:00,0.0,0.0,15840
2023-03-22 22:41:00,0.0,0.0,15900
2023-03-22 22:42:00,0.0,0.0,15960
2023-03-22 22:43:00,0.0,0.0,16020
2023-03-22 22:44:00,0.0,0.0,16080
2023-03-22 22:45:00,0.0,0.0,16140
2023-03-22 22:46:00,0.0,0.0,16200
2023-03-22 22:47:00,0.0,0.0,16260
2023-03-22 22:48:00,0.0,0.0,16320
2023-03-22 22:49:00,0.0,0.0,16380
2023-03-22 22:50:00,0.0,0.0,16440
2023-03-22 22:51:00,0.0,0.0,16500
2023-03-22 22:52:00,0.0,0.0,16560
2023-03-22 22:53:00,0.0,0.0,16620
2023-03-22 22:54:00,0.0,0.0,16680
2023-03-22 22:55:00,0.0,0.0,16740
2023-03-22 22:56:00,0.0,0.0,16800
2023-03-22 22:57:00,0.0,0.0,16860
2023-03-22 22:58:00,0.0,0.0,16920
2023-03-22 22:59:00,0.0,0.0,16980
2023-03-22 23:00:00,0.0,0.0,17040
2023-03-22 23:01:00,0.0,0.0,17100
2023-03-22 23:02:00,0.0,0.0,17160
2023-03-22 23:03:00,0.0,0.0,17220
2023-03-22 23:04:00,0.0,0.0,17280
2023-03-22 23:05:00,0.0,0.0,17340
2023-03-22 23:06:00,0.0,0.0,17400
2023-03-22 23:07:00,0.0,0.0,17460
2023-03-22 23:08:00,0.0,0.0,17520
2023-03-22 23:09:00,0.0,0.0,17580
2023-03-22 23:10:00,0.0,0.0,17640
2023-03-22 23:11:00,0.0,0.0,17700
2023-03-22 23:12:00,0.0,0.0,17760
2023-03-22 23:13:00,0.0,0.0,17820
2023-03-22 23:14:00,0.0,0.0,17880
2023-03-22 23:15:00,0.0,0.0,17940
2023-03-22 23:16:00,0.0,0.0,18000
2023-03-22 23:17:00,0.0,0.0,18060
2023-03-22 23:18:00,0.0,0.0,18120
2023-03-22 23:19:00,0.0,0.0,18180
2023-03-22 23:20:00,0.0,0.0,18240
2023-03-22 23:21:00,0.0,0.0,18300
2023-03-22 23:22:00,0.0,0.0,18360
2023-03-22 23:23:00,0.0,0.0,18420
2023-03-22 23:24:00,0.0,0.0,18480
2023-03-22 23:25:00,0.0,0.0,18540
2023-03-22 23:26:00,0.0,0.0,18600
2023-03-22 23:27:00,0.0,0.0,18660
2023-03-22 23:28:00,0.0,0.0,18720
2023-03-22 23:29:00,0.0,0.0,18780
2023-03-22 23:30:00,0.0,0.0,18840
2023-03-22 23:31:00,0.0,0.0,18900
2023-03-22 23:32:00,0.0,0.0,18960
2023-03-22 23:33:00,0.0,0.0,19020
2023-03-22 23:34:00,0.0,0.0,19080
2023-03-22 23:35:00,0.0,0.0,19140
2023-03-22 23:36:00,0.0,0.0,19200
2023-03-22 23:37:00,0.0,0.0,19260
2023-03-22 23:38:00,0.0,0.0,19320
2023-03-22 23:39:00,0.0,0.0,19380
2023-03-22 23:40:00,0.0,0.0,19440
2023-03-22 23:41:00,0.0,0.0,19500
2023-03-22 23:42:00,0.0,0.0,19560
2023-03-22 23:43:00,0.0,0.0,19620
2023-03-22 23:44:00,0.0,0.0,19680
2023-03-22 23:45:00,0.0,0.0,19740
2023-03-22 23:46:00,0.0,0.0,19800
2023-03-22 23:47:00,0.0,0.0,19860
2023-03-22 23:48:00,0.0,0.0,19920
2023-03-22 23:49:00,0.0,0.0,19980
2023-03-22 23:50:00,0.0,0.0,20040
2023-03-22 23:51:00,0.0,0.0,20100
2023-03-22 23:52:00,0.0,0.0,20160
2023-03-22 23:53:00,0.0,0.0,20220
2023-03-22 23:54:00,0.0,0.0,20280
2023-03-22 23:55:00,0.0,0.0,20340
2023-03-22 23:56:00,0.0,0.0,20400
2023-03-22 23:57:00,0.0,0.0,20460
2023-03-22 23:58:00,0.0,0.0,20520
2023-03-22 23:59:00,0.0,0.0,20580
2023-03-23 00:00:00,0.0,0.0,20640
2023-03-23 00:01:00,0.0,0.0,20700
2023-03-23 00:02:00,0.0,0.0,20760
2023-03-23 00:03:00,0.0,0.0,20820
2023-03-23 00:04:00,0.0,0.0,20880
2023-03-23 00:05:00,0.0,0.0,20940
2023-03-23 00:06:00,0.0,0.0,21000
2023-03-23 00:07:00,0.0,0.0,21060
2023-03-23 00:08:00,0.0,0.0,21120
2023-03-23 00:09:00,0.0,0.0,21180
2023-03-23 00:10:00,0.0,0.0,21240
2023-03-23 00:11:00,0.0,0.0,21300
2023-03-23 00:12:00,0.0,0.0,21360
2023-03-23 00:13:00,0.0,0.0,21420
2023-03-23 00:14:00,0.0,0.0,21480
2023-03-23 00:15:00,0.0,0.0,21540
2023-03-23 00:16:00,0.0,0.0,21600
2023-03-23 00:17:00,0.0,0.0,21660
2023-03-23 00:18:00,0.0,0.0,21720
2023-03-23 00:19:00,0.0,0.0,21780
2023-03-23 00:20:00,0.0,0.0,21840
2023-03-23 00:21:00,0.0,0.0,21900
2023-03-23 00:22:00,0.0,0.0,21960
2023-03-23 00:23:00,0.0,0.0,22020
2023-03-23 00:24:00,0.0,0.0,22080
2023-03-23 00:25:00,0.0,0.0,22140
2023-03-23 00:26:00,0.0,0.0,22200
2023-03-23 00:27:00,0.0,0.0,22260
2023-03-23 00:28:00,0.0,0.0,22320
2023-03-23 00:29:00,0.0,0.0,22380
2023-03-23 00:30:00,0.0,0.0,22440
2023-03-23 00:31:00,0.0,0.0,22500
2023-03-23 00:32:00,0.0,0.0,22560
2023-03-23 00:33:00,0.0,0.0,22620
2023-03-23 00:34:00,0.0,0.0,22680
2023-03-23 00:35:00,0.0,0.0,22740
2023-03-23 00:36:00,0.0,0.0,22800
2023-03-23 00:37:00,0.0,0.0,22860
2023-03-23 00:38:00,0.0,0.0,22920
2023-03-23 00:39:00,0.0,0.0,22980
2023-03-23 00:40:00,0.0,0.0,23040
2023-03-23 00:41:00,0.0,0.0,23100
2023-03-23 00:42:00,0.0,0.0,23160
2023-03-23 00:43:00,0.0,0.0,23220
2023-03-23 00:44:00,0.0,0.0,23280
2023-03-23 00:45:00,0.0,0.0,23340
2023-03-23 00:46:00,0.0,0.0,23400
2023-03-23 00:47:00,0.0,0.0,23460
2023-03-23 00:48:00,0.0,0.0,23520
2023-03-23 00:49:00,0.0,0.0,23580
2023-03-23 00:50:00,0.0,0.0,23640
2023-03-23 00:51:00,0.0,0.0,23700
2023-03-23 00:52:00,0.0,0.0,23760
2023-03-23 00:53:00,0.0,0.0,23820
2023-03-23 00:54:00,0.0,0.0,23880
2023-03-23 00:55:00,0.0,0.0,23940
2023-03-23 00:56:00,0.0,0.0,24000
2023-03-23 00:57:00,0.0,0.0,24060
2023-03-23 00:58:00,0.0,0.0,24120
2023-03-23 00:59:00,0.0,0.0,24180
2023-03-23 01:00:00,0.0,0.0,24240
2023-03-23 01:01:00,0.0,0.0,24300
2023-03-23 01:02:00,0.0,0.0,24360
2023-03-23 01:03:00,0.0,0.0,24420
2023-03-23 01:04:00,0.0,0.0,24480
2023-03-23 01:05:00,0.0,0.0,24540
2023-03-23 01:06:00,0.0,0.0,24600
2023-03-23 01:07:00,0.0,0.0,24660
2023-03-23 01:08:00,0.0,0.0,24720
2023-03-23 01:09:00,0.0,0.0,24780
2023-03-23 01:10:00,0.0,0.0,24840
2023-03-23 01:11:00,0.0,0.0,24900
2023-03-23 01:12:00,0.0,0.0,24960
2023-03-23 01:13:00,0.0,0.0,25020
2023-03-23 01:14:00,0.0,0.0,25080
2023-03-23 01:15:00,0.0,0.0,25140
2023-03-23 01:16:00,0.0,0.0,25200
2023-03-23 01:17:00,0.0,0.0,25260
2023-03-23 01:18:00,0.0,0.0,25320
2023-03-23 01:19:00,0.0,0.0,25380
2023-03-23 01:20:00,0.0,0.0,25440
2023-03-23 01:21:00,0.0,0.0,25500
2023-03-23 01:22:00,0.0,0.0,25560
2023-03-23 01:23:00,0.0,0.0,25620
2023-03-23 01:24:00,0.0,0.0,25680
2023-03-23 01:25:00,0.0,0.0,25740
2023-03-23 01:26:00,0.0,0.0,25800
2023-03-23 01:27:00,0.0,0.0,25860
2023-03-23 01:28:00,0.0,0.0,25920
2023-03-23 01:29:00,0.0,0.0,25980
2023-03-23 01:30:00,0.0,0.0,26040
2023-03-23 01:31:00,0.0,0.0,26100
2023-03-23 01:32:00,0.0,0.0,26160
2023-03-23 01:33:00,0.0,0.0,26220
2023-03-23 01:34:00,0.0,0.0,26280
2023-03-23 01:35:00,0.0,0.0,26340
2023-03-23 01:36:00,0.0,0.0,26400
2023-03-23 01:37:00,0.0,0.0,26460
2023-03-23 01:38:00,0.0,0.0,26520
2023-03-23 01:39:00,0.0,0.0,26580
2023-03-23 01:40:00,0.0,0.0,26640
2023-03-23 01:41:00,0.0,0.0,26700
2023-03-23 01:42:00,0.0,0.0,26760
2023-03-23 01:43:00,0.0,0.0,26820
2023-03-23 01:44:00,0.0,0.0,26880
2023-03-23 01:45:00,0.0,0.0,26940
2023-03-23 01:46:00,0.0,0.0,27000
2023-03-23 01:47:00,0.0,0.0,27060
2023-03-23 01:48:00,0.0,0.0,27120
2023-03-23 01:49:00,0.0,0.0,27180
2023-03-23 01:50:00,0.0,0.0,27240
2023-03-23 01:51:00,0.0,0.0,27300
2023-03-23 01:52:00,0.0,0.0,27360
2023-03-23 01:53:00,0.0,0.0,27420
2023-03-23 01:54:00,0.0,0.0,27480
2023-03-23 01:55:00,0.0,0.0,27540
2023-03-23 01:56:00,0.0,0.0,27600
2023-03-23 01:57:00,0.0,0.0,27660
2023-03-23 01:58:00,0.0,0.0,27720
2023-03-23 01:59:00,0.0,0.0,27780
2023-03-23 02:00:00,0.0,0.0,27840
2023-03-23 02:01:00,0.0,0.0,27900
2023-03-23 02:02:00,0.0,0.0,27960
2023-03-23 02:03:00,0.0,0.0,28020
2023-03-23 02:04:00,0.0,0.0,28080
2023-03-23 02:05:00,0.0,0.0,28140
2023-03-23 02:06:00,0.0,0.0,28200
2023-03-23 02:07:00,0.0,0.0,28260
2023-03-23 02:08:00,0.0,0.0,28320
2023-03-23 02:09:00,0.0,0.0,28380
2023-03-23 02:10:00,0.0,0.0,28440
2023-03-23 02:11:00,0.0,0.0,28500
2023-03-23 02:12:00,0.0,0.0,28560
2023-03-23 02:13:00,0.0,0.0,28620
2023-03-23 02:14:00,0.0,0.0,28680
2023-03-23 02:15:00,0.0,0.0,28740
2023-03-23 02:16:00,0.0,0.0,28800
2023-03-23 02:17:00,0.0,0.0,28860
2023-03-23 02:18:00,0.0,0.0,28920
2023-03-23 02:19:00,0.0,0.0,28980
2023-03-23 02:20:00,0.0,0.0,29040
2023-03-23 02:21:00,0.0,0.0,29100
2023-03-23 02:22:00,0.0,0.0,29160
2023-03-23 02:23:00,0.0,0.0,29220
2023-03-23 02:24:00,0.0,0.0,29280
2023-03-23 02:25:00,0.0,0.0,29340
2023-03-23 02:26:00,0.0,0.0,29400
2023-03-23 02:27:00,0.0,0.0,29460
2023-03-23 02:28:00,0.0,0.0,29520
2023-03-23 02:29:00,0.0,0.0,29580
2023-03-23 02:30:00,0.0,0.0,29640
2023-03-23 02:31:00,0.0,0.0,29700
2023-03-23 02:32:00,0.0,0.0,29760
2023-03-23 02:33:00,0.0,0.0,29820
2023-03-23 02:34:00,0.0,0.0,29880
2023-03-23 02:35:00,0.0,0.0,29940
2023-03-23 02:36:00,0.0,0.0,30000
2023-03-23 02:37:00,0.0,0.0,30060
2023-03-23 02:38:00,0.0,0.0,30120
2023-03-23 02:39:00,0.0,0.0,30180
2023-03-23 02:40:00,0.0,0.0,30240
2023-03-23 02:41:00,0.0,0.0,30300
2023-03-23 02:42:00,0.0,0.0,30360
2023-03-23 02:43:00,0.0,0.0,30420
2023-03-23 02:44:00,0.0,0.0,30480
2023-03-23 02:45:00,0.0,0.0,30540
2023-03-23 02:46:00,0.0,0.0,30600
2023-03-23 02:47:00,0.0,0.0,30660
2023-03-23 02:48:00,0.0,0.0,30720
2023-03-23 02:49:00,0.0,0.0,30780
2023-03-23 02:50:00,0.0,0.0,30840
2023-03-23 02:51:00,0.0,0.0,30900
2023-03-23 02:52:00,0.0,0.0,30960
2023-03-23 02:53:00,0.0,0.0,31020
2023-03-23 02:54:00,0.0,0.0,31080
2023-03-23 02:55:00,0.0,0.0,31140
2023-03-23 02:56:00,0.0,0.0,31200
2023-03-23 02:57:00,0.0,0.0,31260
2023-03-23 02:58:00,0.0,0.0,31320
2023-03-23 02:59:00,0.0,0.0,31380
2023-03-23 03:00:00,0.0,0.0,31440
2023-03-23 03:01:00,0.0,0.0,31500
2023-03-23 03:02:00,0.0,0.0,31560
2023-03-23 03:03:00,0.0,0.0,31620
2023-03-23 03:04:00,0.0,0.0,31680
2023-03-23 03:05:00,0.0,0.0,31740
2023-03-23 03:06:00,0.0,0.0,31800
2023-03-23 03:07:00,0.0,0.0,31860
2023-03-23 03:08:00,0.0,0.0,31920
2023-03-23 03:09:00,0.0,0.0,31980
2023-03-23 03:10:00,0.0,0.0,32040
2023-03-23 03:11:00,0.0,0.0,32100
2023-03-23 03:12:00,0.0,0.0,32160
2023-03-23 03:13:00,0.0,0.0,32220
2023-03-23 03:14:00,0.0,0.0,32280
2023-03-23 03:15:00,0.0,0.0,32340
2023-03-23 03:16:00,0.0,0.0,32400
2023-03-23 03:17:00,0.0,0.0,32460
2023-03-23 03:18:00,0.0,0.0,32520
2023-03-23 03:19:00,0.0,0.0,32580
2023-03-23 03:20:00,0.0,0.0,32640
2023-03-23 03:21:00,0.0,0.0,32700
2023-03-23 03:22:00,0.0,0.0,32760
2023-03-23 03:23:00,0.0,0.0,32820
2023-03-23 03:24:00,0.0,0.0,32880
2023-03-23 03:25:00,0.0,0.0,32940
2023-03-23 03:26:00,0.0,0.0,33000
2023-03-23 03:27:00,0.0,0.0,33060
2023-03-23 03:28:00,0.0,0.0,33120
2023-03-23 03:29:00,0.0,0.0,33180
2023-03-23 03:30:00,0.0,0.0,33240
2023-03-23 03:31:00,0.0,0.0,33300
2023-03-23 03:32:00,0.0,0.0,33360
2023-03-23 03:33:00,0.0,0.0,33420
2023-03-23 03:34:00,0.0,0.0,33480
2023-03-23 03:35:00,0.0,0.0,33540
2023-03-23 03:36:00,0.0,0.0,33600
2023-03-23 03:37:00,0.0,0.0,33660
2023-03-23 03:38:00,0.0,0.0,33720
2023-03-23 03:39:00,0.0,0.0,33780
2023-03-23 03:40:00,0.0,0.0,33840
2023-03-23 03:41:00,0.0,0.0,33900
2023-03-23 03:42:00,0.0,0.0,33960
2023-03-23 03:43:00,0.0,0.0,34020
2023-03-23 03:44:00,0.0,0.0,34080
2023-03-23 03:45:00,0.0,0.0,34140
2023-03-23 03:46:00,0.0,0.0,34200
2023-03-23 03:47:00,0.0,0.0,34260
2023-03-23 03:48:00,0.0,0.0,34320
2023-03-23 03:49:00,0.0,0.0,34380
2023-03-23 03:50:00,0.0,0.0,34440
2023-03-23 03:51:00,0.0,0.0,34500
2023-03-23 03:52:00,0.0,0.0,34560
2023-03-23 03:53:00,0.0,0.0,34620
2023-03-23 03:54:00,0.0,0.0,34680
2023-03-23 03:55:00,0.0,0.0,34740
