time,Battery level,Temperature,firewood,seconds
yyyymmdd hhmmss,%,C,kg,s
2023-03-22 19:06:48,83.0,15.47,2.00836,0
2023-03-22 19:06:52,82.0,15.48,2.007935,4
2023-03-22 19:06:56,82.0,15.48,2.007935,8
2023-03-22 19:07:00,83.0,15.47,2.007868,12
2023-03-22 19:07:04,82.0,15.48,2.007868,16
2023-03-22 19:07:08,82.0,15.48,2.007846,20
2023-03-22 19:07:12,82.0,15.48,2.007463,24
2023-03-22 19:07:16,83.0,15.48,1.917917,28
2023-03-22 19:07:20,82.0,15.48,1.917508,32
2023-03-22 19:07:24,82.0,15.48,1.91707,36
2023-03-22 19:07:28,82.0,15.48,1.91707,40
2023-03-22 19:07:32,82.0,15.48,1.91707,44
2023-03-22 19:07:36,83.0,15.48,1.917084,48
2023-03-22 19:07:40,82.0,15.48,1.91707,52
2023-03-22 19:07:44,82.0,15.48,1.916659,56
2023-03-22 19:07:48,82.0,15.48,1.917084,60
2023-03-22 19:07:52,82.0,15.48,1.916841,64
2023-03-22 19:07:56,82.0,15.48,1.916841,68
2023-03-22 19:08:00,83.0,15.48,1.917019,72
2023-03-22 19:08:04,82.0,15.48,1.917019,76
2023-03-22 19:08:08,83.0,15.48,1.917019,80
2023-03-22 19:08:12,83.0,15.48,1.917019,84
2023-03-22 19:08:16,83.0,15.48,1.917019,88
2023-03-22 19:08:20,82.0,15.48,1.916758,92
2023-03-22 19:08:24,82.0,15.48,1.916758,96
2023-03-22 19:08:28,82.0,15.48,1.916681,100
2023-03-22 19:08:32,82.0,15.48,1.916681,104
2023-03-22 19:08:36,82.0,15.48,1.916681,108
2023-03-22 19:08:40,82.0,15.48,1.917055,112
2023-03-22 19:08:44,82.0,15.48,1.917326,116
2023-03-22 19:08:48,82.0,15.48,1.917361,120
2023-03-22 19:08:52,82.0,15.48,1.91739,124
2023-03-22 19:08:56,82.0,15.48,1.918121,128
2023-03-22 19:09:00,82.0,15.48,1.918121,132
2023-03-22 19:09:04,82.0,15.48,1.917422,136
2023-03-22 19:09:08,82.0,15.48,1.917425,140
2023-03-22 19:09:12,83.0,15.48,1.917422,144
2023-03-22 19:09:16,83.0,15.48,1.917122,148
2023-03-22 19:09:20,82.0,15.48,1.916815,152
2023-03-22 19:09:24,82.0,15.48,1.916815,156
2023-03-22 19:09:28,82.0,15.48,1.916815,160
2023-03-22 19:09:32,83.0,15.48,1.916815,164
2023-03-22 19:09:36,82.0,15.48,1.916783,168
2023-03-22 19:09:40,83.0,15.48,1.917051,172
2023-03-22 19:09:44,82.0,15.48,1.916783,176
2023-03-22 19:09:48,83.0,15.48,1.916783,180
2023-03-22 19:09:52,82.0,15.48,1.917135,184
2023-03-22 19:09:56,82.0,15.48,1.917135,188
2023-03-22 19:10:00,82.0,15.48,1.917135,192
2023-03-22 19:10:04,82.0,15.48,1.917135,196
2023-03-22 19:10:08,82.0,15.48,1.917007,200
2023-03-22 19:10:12,82.0,15.48,1.917007,204
2023-03-22 19:10:16,82.0,15.48,1.917051,208
2023-03-22 19:10:20,82.0,15.48,1.916768,212
2023-03-22 19:10:24,83.0,15.48,1.917051,216
2023-03-22 19:10:28,82.0,15.48,1.917128,220
2023-03-22 19:10:32,82.0,15.48,1.917051,224
2023-03-22 19:10:36,82.0,15.48,1.917412,228
2023-03-22 19:10:40,82.0,15.48,1.917412,232
2023-03-22 19:10:44,82.0,15.48,1.9173,236
2023-03-22 19:10:48,83.0,15.48,1.917087,240
2023-03-22 19:10:52,82.0,15.48,1.9173,244
2023-03-22 19:10:56,82.0,15.48,1.9173,248
2023-03-22 19:11:00,82.0,15.48,1.917087,252
2023-03-22 19:11:04,82.0,15.48,1.917087,256
2023-03-22 19:11:08,83.0,15.48,1.917358,260
2023-03-22 19:11:12,82.0,15.48,1.916748,264
2023-03-22 19:11:16,82.0,15.48,1.916748,268
2023-03-22 19:11:20,82.0,15.48,1.917358,272
2023-03-22 19:11:24,82.0,15.48,1.917482,276
2023-03-22 19:11:28,83.0,15.48,1.917482,280
2023-03-22 19:11:32,82.0,15.49,1.91753,284
2023-03-22 19:11:36,82.0,15.48,1.917482,288
2023-03-22 19:11:40,82.0,15.49,1.91694,292
2023-03-22 19:11:44,82.0,15.5,1.91694,296
2023-03-22 19:11:48,83.0,15.5,1.917189,300
2023-03-22 19:11:52,82.0,15.5,1.91694,304
2023-03-22 19:11:56,82.0,15.5,1.917189,308
2023-03-22 19:12:00,82.0,15.5,1.917189,312
2023-03-22 19:12:04,82.0,15.5,1.917486,316
2023-03-22 19:12:08,83.0,15.5,1.917384,320
2023-03-22 19:12:12,82.0,15.5,1.917486,324
2023-03-22 19:12:16,82.0,15.5,1.917384,328
2023-03-22 19:12:20,82.0,15.5,1.917384,332
2023-03-22 19:12:24,82.0,15.5,1.916512,336
2023-03-22 19:12:28,83.0,15.5,1.915841,340
2023-03-22 19:12:32,83.0,15.5,1.91573,344
2023-03-22 19:12:36,82.0,15.5,1.324494,348
2023-03-22 19:12:40,83.0,15.5,1.324347,352
2023-03-22 19:12:44,82.0,15.5,1.32397,356
2023-03-22 19:12:48,82.0,15.5,1.32397,360
2023-03-22 19:12:52,83.0,15.5,1.324098,364
2023-03-22 19:12:56,82.0,15.5,1.324098,368
2023-03-22 19:13:00,82.0,15.5,1.324398,372
2023-03-22 19:13:04,82.0,15.5,1.324398,376
2023-03-22 19:13:08,82.0,15.51,1.324098,380
2023-03-22 19:13:12,82.0,15.53,1.324398,384
2023-03-22 19:13:16,82.0,15.53,1.323552,388
2023-03-22 19:13:20,83.0,15.55,1.32337,392
2023-03-22 19:13:24,82.0,15.56,1.32337,396
2023-03-22 19:13:28,82.0,15.58,1.323536,400
2023-03-22 19:13:32,82.0,15.58,1.323536,404
2023-03-22 19:13:36,82.0,15.58,1.323929,408
2023-03-22 19:13:40,82.0,15.58,1.324111,412
2023-03-22 19:13:44,83.0,15.58,1.324111,416
2023-03-22 19:13:48,82.0,15.58,1.324111,420
2023-03-22 19:13:52,82.0,15.58,1.324111,424
2023-03-22 19:13:56,83.0,15.58,1.324334,428
2023-03-22 19:14:00,82.0,15.58,1.324334,432
2023-03-22 19:14:04,82.0,15.58,1.324337,436
2023-03-22 19:14:08,82.0,15.58,1.324334,440
2023-03-22 19:14:12,82.0,15.58,1.324375,444
2023-03-22 19:14:16,82.0,15.58,1.324375,448
2023-03-22 19:14:20,82.0,15.58,1.324375,452
2023-03-22 19:14:24,82.0,15.58,1.324114,456
2023-03-22 19:14:28,82.0,15.58,1.324324,460
2023-03-22 19:14:32,82.0,15.58,1.324114,464
2023-03-22 19:14:36,83.0,15.58,1.324114,468
2023-03-22 19:14:40,82.0,15.58,1.323865,472
2023-03-22 19:14:44,83.0,15.58,1.323865,476
2023-03-22 19:14:48,82.0,15.58,1.323865,480
2023-03-22 19:14:52,83.0,15.58,1.323865,484
2023-03-22 19:14:56,82.0,15.58,1.323865,488
2023-03-22 19:15:00,82.0,15.58,1.324372,492
2023-03-22 19:15:04,82.0,15.58,1.324372,496
2023-03-22 19:15:08,82.0,15.6,1.324452,500
2023-03-22 19:15:12,83.0,15.59,1.324452,504
2023-03-22 19:15:16,83.0,15.6,1.324602,508
2023-03-22 19:15:20,83.0,15.6,1.324605,512
2023-03-22 19:15:24,83.0,15.6,1.324605,516
2023-03-22 19:15:28,82.0,15.6,1.324557,520
2023-03-22 19:15:32,82.0,15.6,1.324605,524
2023-03-22 19:15:36,82.0,15.6,1.324647,528
2023-03-22 19:15:40,82.0,15.6,1.324647,532
2023-03-22 19:15:44,82.0,15.61,1.324813,536
2023-03-22 19:15:48,82.0,15.66,1.324813,540
2023-03-22 19:15:52,82.0,15.68,1.324647,544
2023-03-22 19:15:56,83.0,15.68,1.324957,548
2023-03-22 19:16:00,82.0,15.67,1.324576,552
2023-03-22 19:16:04,82.0,15.68,1.324576,556
2023-03-22 19:16:08,83.0,15.68,1.324507,560
2023-03-22 19:16:12,82.0,15.68,1.324669,564
2023-03-22 19:16:16,82.0,15.68,1.324669,568
2023-03-22 19:16:20,82.0,15.68,1.324669,572
2023-03-22 19:16:24,83.0,15.68,1.325279,576
2023-03-22 19:16:28,82.0,15.68,1.32549,580
2023-03-22 19:16:32,82.0,15.68,1.32549,584
2023-03-22 19:16:36,83.0,15.68,1.325279,588
2023-03-22 19:16:40,83.0,15.68,1.325279,592
2023-03-22 19:16:44,82.0,15.68,1.325122,596
2023-03-22 19:16:48,83.0,15.68,1.325122,600
2023-03-22 19:16:52,83.0,15.68,1.324653,604
2023-03-22 19:16:56,83.0,15.68,1.324596,608
2023-03-22 19:17:00,82.0,15.68,1.324596,612
2023-03-22 19:17:04,83.0,15.68,1.324596,616
2023-03-22 19:17:08,83.0,15.68,1.324596,620
2023-03-22 19:17:12,82.0,15.68,1.324762,624
2023-03-22 19:17:16,82.0,15.68,1.324762,628
2023-03-22 19:17:20,82.0,15.68,1.325088,632
2023-03-22 19:17:24,82.0,15.68,1.324762,636
2023-03-22 19:17:28,83.0,15.68,1.324762,640
2023-03-22 19:17:32,83.0,15.69,1.325113,644
2023-03-22 19:17:36,82.0,15.69,1.325193,648
2023-03-22 19:17:40,82.0,15.7,1.325113,652
2023-03-22 19:17:44,83.0,15.7,1.325113,656
2023-03-22 19:17:48,83.0,15.7,1.325301,660
2023-03-22 19:17:52,83.0,15.7,1.32534,664
2023-03-22 19:17:56,82.0,15.7,1.32534,668
2023-03-22 19:18:00,83.0,15.73,1.32534,672
2023-03-22 19:18:04,83.0,15.74,1.325522,676
2023-03-22 19:18:08,83.0,15.77,1.32557,680
2023-03-22 19:18:12,83.0,15.78,1.325522,684
2023-03-22 19:18:16,82.0,15.78,1.32557,688
2023-03-22 19:18:20,82.0,15.78,1.325816,692
2023-03-22 19:18:24,83.0,15.78,1.325844,696
2023-03-22 19:18:28,82.0,15.78,1.325844,700
2023-03-22 19:18:32,82.0,15.78,1.325844,704
2023-03-22 19:18:36,83.0,15.78,1.325844,708
2023-03-22 19:18:40,82.0,15.78,1.325688,712
2023-03-22 19:18:44,82.0,15.78,1.325557,716
2023-03-22 19:18:48,82.0,15.78,1.325557,720
2023-03-22 19:18:52,82.0,15.78,1.325688,724
