time_test,seconds_test,CO_test,ChipTemp_test,PM_test,Flow_test,FlueTemp_test,TC_test,F1Flow_test,DilFlow_test,CO2_test,PM_RH_test,datenumbers_test,phase_test,COconc_test,CO2conc_test,PMconc_test,Cconc_test,MCE_test,CER_CO_test,CER_CO2_test,CER_PM_test,EFmass_CO_test,EFmass_CO2_test,EFmass_PM_test,EFmass_dry_CO_test,EFmass_dry_CO2_test,EFmass_dry_PM_test,EFenergy_CO_test,EFenergy_CO2_test,EFenergy_PM_test,ER_CO_test,ER_CO2_test,ER_PM_test,ER_PM_heat_test,Realtime_conc_PM_test,PM_flowrate_test
20230605 14:15:33,11055.0,259.5736315236051,31.76832,1904.0574309012877,13703.0,27.88992,221.0,2694.4280000000003,2586.4320000000002,2139.005364806867,35.0,19513.594131944443,test,0.3024214934871816,3.9156351124113793,29.81851345450299,1.1982184586902034,0.8917802449197128,0.25239261780173594,3.267880814231187,24.885706974584757,103.48097329871175,1339.831133834787,10203.139859579751,126.19630890086798,1633.9404071155934,12442.85348729238,6.706044540127778,86.82723957195172,661.2105410912936,0.6837388523020212,8.852783004681283,67.41609510502077,4.044965706301246,29818.51345450299,5.135828513406544
20230605 14:15:35,11057.0,278.11453152360514,31.764480000000002,2441.1394309012876,13555.0,27.90144,221.60000000000002,2692.338,2595.0960000000005,2186.005364806867,35.0,19513.594155092593,test,0.32402294289359634,4.001672694790211,38.22949233741969,1.2309596426575913,0.8871343346816163,0.2632279171996607,3.2508561256734336,31.056657759212797,107.92344605186089,1332.8510115261079,12733.229681277247,131.61395859983037,1625.428062836717,15528.328879606399,6.993937272494388,86.37489543944709,825.1720355957001,0.7130919896449903,8.806662634296991,84.13337805823404,5.048002683494043,38229.492337419695,6.5845038552693875
20230605 14:15:37,11059.0,298.0288315236051,31.764480000000002,2356.6394309012876,13540.0,27.8976,222.20000000000002,2691.5020000000004,2621.088,2191.005364806867,35.0,19513.59417824074,test,0.3472244996634491,4.010825629085832,36.906179108515246,1.2434056676544818,0.8802632635730828,0.27925278828625705,3.225677454608774,29.68152717056036,114.4936431973654,1322.5277563895975,12169.426139929748,139.62639414312852,1612.838727304387,14840.763585280181,7.419716362994324,85.70590087418816,788.6349646769328,0.7565038257773936,8.73845289105575,80.40810978913908,4.824486587348345,36906.17910851524,6.356581365989519
20230605 14:15:39,11061.0,318.5611615236051,31.76832,2191.289830901287,13697.0,27.90528,223.0,2686.486,2633.4,2222.005364806867,35.0,19513.59420138889,test,0.3711461047468491,4.067573821718679,34.316719782195,1.269148821880288,0.8746101870500015,0.2924370242072819,3.204962059289806,27.03916135804593,119.89917992498559,1314.0344443088206,11086.056156798833,146.21851210364096,1602.481029644903,13519.580679022965,7.770020084569088,85.15549506246003,718.427591005044,0.7922202996411495,8.682334290029551,73.2498648937597,4.3949918936255825,34316.719782195,5.910582638966671
20230605 14:15:41,11063.0,339.1278265236051,31.78368,2359.7490309012874,13611.0,27.89376,223.9,2692.338,2596.0080000000003,2201.005364806867,35.0,19513.59422453704,test,0.395107712514335,4.029131497677073,36.954877035338924,1.2689323478777261,0.8664921084921627,0.3113701949321001,3.1752137963980087,29.12281107589818,127.66177992216105,1301.8376565231838,11940.352541118255,155.68509746605005,1587.6068981990043,14561.405537949091,8.273072381709614,84.36508693689223,773.7899385080847,0.8435108030424592,8.601745391254413,78.89453183803168,4.733671910281901,36954.877035338926,6.3649689135950185
20230605 14:15:43,11065.0,357.8060665236051,31.776,2519.2174309012876,13707.0,27.90528,224.70000000000002,2690.248,2596.464,2191.005364806867,35.0,19513.594247685185,test,0.41686917265709356,4.010825629085832,39.45223376092741,1.273267592775998,0.8596184628939648,0.3274010703030844,3.1500256912542373,30.985029372272827,134.2344388242646,1291.5105334142374,12703.86204263186,163.7005351515422,1575.0128456271186,15492.514686136414,8.699011005395931,83.69584170917229,823.2688771065946,0.886938904953759,8.53351009082184,83.93933470028983,5.0363600820173895,39452.23376092741,6.795104235363987
20230605 14:15:45,11067.0,374.0121865236051,31.77216,2563.5630309012877,13640.0,27.88224,225.60000000000002,2692.7560000000003,2628.384,2196.005364806867,35.0,19513.594270833335,test,0.43575043954566345,4.019978563381453,40.14670854345647,1.2838611835895892,0.854470960196368,0.3394061952456064,3.1311629440667907,31.27028767332071,139.15654005069862,1283.7768070673842,12820.817946061492,169.7030976228032,1565.5814720333954,15635.143836660354,9.017985875879633,83.19466055779822,830.8481592937264,0.9194611333035213,8.48241036680638,84.71210763266346,5.082726457959808,40146.70854345647,6.914717957738062
20230605 14:15:47,11069.0,387.1281565236051,31.76832,2877.7678309012877,13633.0,27.88992,226.60000000000002,2691.084,2591.904,2228.005364806867,35.0,19513.59429398148,test,0.45103146486649753,4.078557342873423,45.0673164538148,1.306399022917965,0.8519661985263949,0.34524785839098104,3.121984379446015,34.49735927783589,141.55162194030225,1280.0135955728663,14143.917303912716,172.62392919549052,1560.9921897230074,17248.679638917944,9.173198233445808,82.95078708916249,916.5911025800477,0.9352863665822978,8.457545371569005,93.45433731586648,5.607260238951989,45067.3164538148,7.762224941876326
20230605 14:15:49,11071.0,398.83639152360513,31.78752,3071.5770309012873,13952.0,27.8976,227.70000000000002,2694.01,2594.64,2212.005364806867,35.0,19513.59431712963,test,0.46467238013980755,4.049267953127438,48.102467675630045,1.3042550568233617,0.8472383894747539,0.3562741640975974,3.1046595770844228,36.881181655364415,146.07240728001494,1272.9104266046133,15121.284478699412,178.1370820487987,1552.3297885422114,18440.59082768221,9.466165982762941,82.49046896536929,979.9290051648896,0.9651569455026977,8.410611984268511,99.91218061849266,5.99473083710956,48102.46767563005,8.284987963288632
20230605 14:15:51,11073.0,409.2398965236051,31.78752,3043.117430901287,13642.0,27.874560000000002,228.9,2693.592,2609.232,2269.005364806867,35.0,19513.594340277778,test,0.4767931934178513,4.153611404097511,47.65677578013502,1.337926711580189,0.847198498796071,0.3563671980617861,3.1045133998347287,35.61987018246231,146.1105512053323,1272.850493932239,14604.146774809546,178.18359903089305,1552.2566999173644,17809.935091231153,9.468637885122956,82.48658505166478,946.416095833682,0.9654089771843433,8.410215985899745,96.49525160373473,5.789715096224084,47656.77578013502,8.208223668899171
20230605 14:15:53,11075.0,418.1669965236051,31.78752,3164.5270309012876,13636.0,27.874560000000002,230.10000000000002,2696.518,2624.28,2306.005364806867,35.0,19513.594363425927,test,0.48719389128019913,4.221343117885103,49.55811222742495,1.3608697537140113,0.8464975996161365,0.35800185135320717,3.1019449924318208,36.41649914855824,146.78075905481495,1271.7974468970465,14930.764650908879,179.00092567660357,1550.9724962159103,18208.249574279118,9.512070446167776,82.41834274493206,967.5824412487124,0.969837299910747,8.403258096460647,98.65334235826248,5.919200541495749,49558.11222742495,8.535702701496488
20230605 14:15:55,11077.0,425.8580365236051,31.78752,3351.9818309012876,13930.0,27.90528,231.3,2693.174,2592.816,2306.005364806867,35.0,19513.594386574074,test,0.4961544925154526,4.221343117885103,52.49375029442659,1.3647118394275206,0.8441144471878778,0.36355989461012017,3.0932120583462535,38.46508015673628,149.0595567901493,1268.216943921964,15770.682864261875,181.7799473050601,1546.6060291731267,19232.54007836814,9.659747053991918,82.18630963138902,1022.013016930975,0.9848941987639136,8.379600327145122,104.20300716058117,6.25218042963487,52493.75029442659,9.041325951714947
20230605 14:15:57,11079.0,432.24434652360515,31.77984,3451.624230901288,13720.0,27.870720000000002,232.3,2691.5020000000004,2566.824,2363.005364806867,35.0,19513.594409722224,test,0.50359499175544,4.3256865688551756,54.05420125395073,1.396376690485774,0.8453646753735403,0.36064408349601457,3.097793452388802,38.71032911265961,147.86407423336598,1270.095315479409,15871.23493619044,180.32204174800728,1548.896726194401,19355.164556329804,9.582274268250016,82.30803677528411,1028.529255148107,0.97699518269105,8.392011455219622,104.86739362763309,6.292043617657985,54054.20125395073,9.31009215107377
20230605 14:15:59,11081.0,437.7379465236051,31.77984,3417.1482309012877,13953.0,27.88992,233.10000000000002,2686.904,2611.968,2380.005364806867,35.0,19513.59443287037,test,0.5099954212091924,4.356806545460285,53.514289456557705,1.4076134463998495,0.844649459458067,0.36231212660945417,3.0951725820773963,38.01774527902338,148.54797190987622,1269.0207586517326,15587.275564399586,181.15606330472707,1547.5862910386982,19008.87263951169,9.6265939932523,82.23840053475035,1010.1273776423814,0.981513959404517,8.384911442254264,102.99116412592336,6.179469847555401,53514.28945655771,9.217099775447583
20230605 14:16:01,11083.0,442.68218652360514,31.77216,3577.1574309012876,13713.0,27.8784,233.9,2691.92,2577.7680000000005,2406.005364806867,35.0,19513.59445601852,test,0.5157558077175697,4.404401803797511,56.02011538681118,1.4230717488426146,0.8446013546424733,0.36242431777388195,3.094996304564134,39.3656296194288,148.5939702872916,1268.948484871295,16139.908143965808,181.21215888694098,1547.498152282067,19682.8148097144,9.6295749003494,82.23371686030038,1045.9405186939155,0.9818178884919537,8.384433901406776,106.6426215257932,6.398557291547593,56020.11538681118,9.64869380114794
20230605 14:16:03,11085.0,447.04273152360514,31.79136,3750.145830901288,13721.0,27.8784,234.8,2697.3540000000003,2545.3920000000003,2406.005364806867,35.0,19513.594479166666,test,0.5208361485964857,4.404401803797511,58.72920222902438,1.4252500742248273,0.8433104818321914,0.3654349212223412,3.0902659704774975,41.206243936501,149.82831770115993,1267.009047895774,16894.56001396541,182.71746061117062,1545.1329852387487,20603.1219682505,9.709566308156305,82.10803239555273,1094.845441900422,0.9899736997217541,8.371619290474127,111.62889858748689,6.697733915249213,58729.202229024384,10.11529672120169
20230605 14:16:05,11087.0,451.0599265236051,31.77984,3880.6814309012875,13935.0,27.8976,235.8,2693.174,2587.8,2439.005364806867,35.0,19513.594502314816,test,0.5255164626345422,4.464811170148606,60.77345650503597,1.443742142405943,0.8439274268727835,0.36399606771801263,3.0925267324455623,42.0943981061322,149.23838776438518,1267.9359603026808,17258.703223514203,181.9980338590063,1546.263366222781,21047.199053066102,9.67133612626435,82.16810059637618,1118.4436020681876,0.986075804243475,8.377743759592265,114.03493374770666,6.8420960248624,60773.456505035974,10.46739138264123
20230605 14:16:07,11089.0,454.69943652360513,31.77216,3823.8298309012876,13620.0,27.90528,236.9,2692.338,2612.4240000000004,2460.005364806867,35.0,19513.594525462962,test,0.5297567471476533,4.503253494190212,59.88313136462906,1.4560508951050406,0.8439981172995464,0.3638312018684184,3.092785773717988,41.12708667392361,149.17079276605156,1268.0421672243751,16862.105536308678,181.91560093420918,1546.392886858994,20563.543336961804,9.666955658483026,82.17498329495011,1092.7422420004327,0.9856291779206962,8.378445509840944,111.41445928915306,6.684867557349183,59883.13136462906,10.314045131853735
20230605 14:16:09,11091.0,458.5449565236051,31.77984,3828.223830901288,13712.0,27.8976,238.0,2694.4280000000003,2566.824,2476.005364806867,36.0,19513.594548611112,test,0.53423704776528,4.532542883936197,59.9519436525321,1.4659647934684819,0.843742684120779,0.36442692904054796,3.0918497525524966,40.89589594487152,149.41504090662465,1267.6583985465238,16767.317337397322,182.213464520274,1545.9248762762484,20447.94797243576,9.682784064974705,82.1501133138827,1086.5995293498363,0.9872430199439082,8.375909801613828,110.78815696255683,6.64728941775341,59951.9436525321,10.325897101296288
20230605 14:16:11,11093.0,463.21451652360514,31.78368,3941.318630901287,14051.0,27.91296,238.9,2693.174,2596.0080000000003,2543.005364806867,36.0,19513.59457175926,test,0.5396774128009697,4.655192203497512,61.72306607809781,1.5017675708002207,0.8459146254070414,0.3593614772979824,3.099808714751365,41.10027895009646,147.33820569217278,1270.9215730480598,16851.114369539548,179.6807386489912,1549.9043573756826,20550.13947504823,9.548195560376696,82.36158207815825,1092.0299636795767,0.9735205656541647,8.397470858853799,111.34183639517919,6.6805101837107514,61723.06607809781,10.630948560948461
20230605 14:16:13,11095.0,468.2274265236051,31.77984,8857.596230901288,13631.0,27.88992,239.9,2696.518,2544.48,2599.005364806867,36.0,19513.59459490741,test,0.5455178046775189,4.757705067608461,138.7144883863421,1.532246781654751,0.8473453244738877,0.35602476781735287,3.105051434645778,90.53012220168432,145.97015480511467,1273.071088204769,37117.35010269057,178.01238390867644,1552.525717322889,45265.06110084216,9.459539550587433,82.50088057836622,2405.375549393466,0.964481323814916,8.411673537659416,245.24870177290754,14.714922106374452,138714.4883863421,23.891661325242648
20230605 14:16:15,11097.0,473.2403365236051,31.78368,8857.596230901288,13650.0,27.88608,241.0,2693.174,2588.712,2632.005364806867,36.0,19513.594618055555,test,0.5513581965540679,4.818114433959556,138.7144883863421,1.551236262718419,0.8475997128598098,0.3554314773352811,3.105983627223999,89.42189640619664,145.72690570746525,1273.4532871618399,36662.97752654062,177.71573866764055,1552.9918136119995,44710.94820309832,9.44377588668688,82.52564883428423,2375.93010994366,0.962874082855071,8.414198874133632,242.24648625607543,14.534789175364525,138714.4883863421,23.891661325242648
20230605 14:16:17,11099.0,478.5279265236051,31.7952,8857.596230901288,13634.0,27.88224,242.20000000000002,2693.174,2575.9440000000004,2689.005364806867,36.0,19513.594641203705,test,0.5575186099033047,4.922457884929629,138.7144883863421,1.5823522443890283,0.8489272621590642,0.35233533613027584,3.110848360334755,87.6634699247398,144.4574878134131,1275.4478277372496,35942.02266914332,176.16766806513792,1555.4241801673777,43831.7349623699,9.361511749945766,82.65490426655755,2329.208908634782,0.9544865473854789,8.427377575883602,237.48285840213703,14.248971504128221,138714.4883863421,23.891661325242648
20230605 14:16:19,11101.0,484.3648765236051,31.78752,4362.534230901288,13731.0,27.866880000000002,243.20000000000002,2690.666,2617.44,2707.005364806867,36.0,19513.59466435185,test,0.5643190661979168,4.955408448393862,68.31951786154073,1.5942600754559106,0.8482266738434977,0.3539692644166219,3.1082810920776294,42.85343333458526,145.12739841081498,1274.395247751828,17569.90766717996,176.98463220831096,1554.1405460388146,21426.716667292632,9.404925047684205,82.58669222680501,1138.6110859425805,0.9589129060523066,8.420422772423157,116.09118198697561,6.965470919218537,68319.51786154073,11.767096585510753
20230605 14:16:21,11103.0,490.8885265236051,31.79904,8857.596230901288,13703.0,27.86304,244.10000000000002,2694.4280000000003,2582.328,2752.005364806867,36.0,19513.5946875,test,0.5719195761742478,5.037784857054446,138.7144883863421,1.6199988935576046,0.8486263988359463,0.3530370165366482,3.1097458628451284,85.62628588079936,144.74517678002576,1274.9958037665028,35106.777211127745,176.5185082683241,1554.8729314225643,42813.14294039968,9.380155322404624,82.62561102757455,2275.081149058891,0.956387419764055,8.42439087851191,231.9640683033474,13.917844098200844,138714.4883863421,23.891661325242648
20230605 14:16:23,11105.0,497.10316152360514,31.79136,8857.596230901288,13946.0,27.90144,245.0,2692.338,2564.5440000000003,2815.005364806867,36.0,19513.594710648147,test,0.5791600619938054,5.153111829179264,138.7144883863421,1.6545753045890463,0.849913383703537,0.35003548063812895,3.114461949774576,83.8369145252021,143.5145470616329,1276.929399407576,34373.13495533287,175.01774031906447,1557.2309748872879,41918.45726260105,9.300404838418308,82.75091694689755,2227.5377457930704,0.948256172787533,8.437166893486443,227.11660989638534,13.62699659378312,138714.4883863421,23.891661325242648
20230605 14:16:25,11107.0,502.6654315236051,31.79136,8857.596230901288,13723.0,27.8976,245.9,2693.592,2573.6639999999998,2804.005364806867,36.0,19513.594733796297,test,0.5856404968157298,5.132975373728899,138.7144883863421,1.6518588677031474,0.8479844343496696,0.3545342209713368,3.107393418462028,83.97478204613195,145.3590305982481,1274.0313015694317,34429.6606389141,177.2671104856684,1553.6967092310142,41987.391023065975,9.41993588220129,82.56310683490582,2231.200870903642,0.9604433895889715,8.41801803909761,227.49009697121076,13.649405818272646,138714.4883863421,23.891661325242648
20230605 14:16:27,11109.0,508.1590315236051,31.7952,8857.596230901288,13944.0,27.88608,246.9,2689.8300000000004,2608.7760000000003,2873.005364806867,36.0,19513.594756944443,test,0.5920409262694823,5.259285867008461,138.7144883863421,1.689072404013955,0.8497088659530714,0.3505124616698142,3.1137125054616717,82.12465496250927,143.71010928462383,1276.6221272392854,33671.1085346288,175.25623083490711,1556.8562527308359,41062.32748125464,9.31307817280953,82.73100429261133,2182.0431945193964,0.9495483281049698,8.435136627312923,222.47804955165125,13.348682973099075,138714.4883863421,23.891661325242648
20230605 14:16:29,11111.0,513.8929765236052,31.7952,8857.596230901288,13938.0,27.88608,247.9,2695.264,2568.648,2914.005364806867,36.0,19513.594780092593,test,0.5987213745118365,5.3343399282325485,138.7144883863421,1.7124185083666081,0.8500851176572093,0.34963495873618383,3.115091259624794,81.00501583497544,143.35033308183537,1277.1874164461656,33212.056492339936,174.8174793680919,1557.545629812397,40502.50791748772,9.289763014829589,82.76763764151161,2152.294504072318,0.9471711474490625,8.438871711949355,219.4449149904266,13.166694899425597,138714.4883863421,23.891661325242648
20230605 14:16:31,11113.0,519.1805665236051,31.78368,8857.596230901288,13711.0,27.88992,249.0,2691.92,2594.184,3009.005364806867,36.0,19513.59480324074,test,0.6048817878610733,5.508245679849337,138.7144883863421,1.7625175218655986,0.8528477306387809,0.34319192879331767,3.1252147065289546,78.70247340265581,140.70869080526023,1281.3380296768714,32268.014095088885,171.59596439665884,1562.6073532644773,39351.23670132791,9.11857240653621,83.03661653015823,2091.1162008352594,0.9297167942399546,8.466296420436782,213.2072613943629,12.792435683661774,138714.4883863421,23.891661325242648
20230605 14:16:33,11115.0,525.4638715236051,31.78368,8857.596230901288,13720.0,27.90144,249.9,2695.264,2594.64,3026.005364806867,36.0,19513.59482638889,test,0.6122022790488026,5.5393656564544465,138.7144883863421,1.7741487776520433,0.852043242794203,0.3450681739662261,3.122266704027716,78.18650280836123,141.47795132615272,1280.1293486513637,32056.466151428103,172.53408698311304,1561.133352013858,39093.25140418061,9.168424037726183,82.95828842274408,2077.4069179851017,0.9347995963137038,8.458310196971388,211.8094822317342,12.70856893390405,138714.4883863421,23.891661325242648
20230605 14:16:35,11117.0,532.2622015236051,31.7952,8857.596230901288,13928.0,27.8976,250.8,2690.666,2601.0240000000003,3122.005364806867,36.0,19513.594849537036,test,0.6201228104978214,5.715101994930359,138.7144883863421,1.8255020400282125,0.8543450385440468,0.339699872637906,3.130701510934512,75.98703553582352,139.27694778154148,1283.58761948315,31154.684569687644,169.849936318953,1565.350755467256,37993.51776791176,9.02578885241018,83.18240032941158,2018.9673105882734,0.9202567137959577,8.481160331195094,205.85106220463925,12.351063732278355,138714.4883863421,23.891661325242648
20230605 14:16:37,11119.0,539.3008765236051,31.78752,8857.596230901288,13948.0,27.91296,251.8,2696.1,2589.6240000000003,3165.005364806867,36.0,19513.594872685186,test,0.6283233607354418,5.793817229872695,138.7144883863421,1.8504990337170284,0.8544124482726609,0.33954265810847367,3.1309485302647633,74.96058406888842,139.2124898244742,1283.688897408553,30733.839468244256,169.77132905423684,1565.4742651323816,37480.29203444421,9.0216116793775,83.18896360628301,1991.6946061981891,0.9198308151193025,8.48182951365706,203.0703756930502,12.184222541583013,138714.4883863421,23.891661325242648
20230605 14:16:39,11121.0,545.2751665236051,31.79136,8857.596230901288,14028.0,27.916800000000002,252.9,2693.592,2598.288,3220.005364806867,36.0,19513.594895833332,test,0.6352838277663976,5.89449950712452,138.7144883863421,1.8809589518165797,0.8551833888640084,0.3377446526160805,3.1337736006582015,73.74668556821794,138.475307572593,1284.8471762698628,30236.141082969356,168.87232630804024,1566.8868003291009,36873.34278410897,8.973838868031432,83.26402542089708,1959.4414544079682,0.9149599665877212,8.489482710510856,199.78188978213672,11.986913386928203,138714.4883863421,23.891661325242648
20230605 14:16:41,11123.0,550.7687665236051,31.802880000000002,8857.596230901288,14023.0,27.88992,254.0,2694.846,2644.8,3314.005364806867,36.0,19513.594918981482,test,0.6416842572201501,6.066574671882185,138.7144883863421,1.9306613248565854,0.8574900504382128,0.3323650030995551,3.1422262381170483,71.84817274808475,136.26965127081758,1288.3127576279899,29457.75082671475,166.18250154977753,1571.113119058524,35924.086374042374,8.830902162582955,83.48861108340289,1908.998174241122,0.9003863415021186,8.512381148212297,194.63876401235595,11.678325840741358,138714.4883863421,23.891661325242648
20230605 14:16:43,11125.0,554.8546315236051,31.7952,8857.596230901288,14022.0,27.91296,255.10000000000002,2691.5020000000004,2618.808,3389.005364806867,36.0,19513.594942129628,test,0.6464445766263786,6.203868686316491,138.7144883863421,1.9701689430794813,0.8593117828625092,0.3281163165712837,3.1489018787492946,70.40740788935786,134.52768979422632,1291.0497702872108,28867.037234636722,164.05815828564187,1574.4509393746473,35203.70394467893,8.718015021335384,83.6659821325391,1870.7172078696601,0.8888765276417413,8.530465650461322,190.73569062010304,11.444141437206182,138714.4883863421,23.891661325242648
20230605 14:16:45,11127.0,557.2580815236051,31.802880000000002,8857.596230901288,14041.0,27.89376,256.2,2694.01,2615.616,3408.005364806867,36.0,19513.594965277778,test,0.6492447645123953,6.238649836639849,138.7144883863421,1.9808611107791436,0.8594650547016486,0.3277588524402017,3.1494635351723193,70.027367204852,134.3811295004827,1291.2800494206508,28711.220553989322,163.87942622010084,1574.7317675861595,35013.683602426,8.70851723805863,83.68090528291432,1860.6195680117505,0.8879081470414929,8.531987193846431,189.70614948805525,11.382368969283315,138714.4883863421,23.891661325242648
20230605 14:16:47,11129.0,558.2537965236052,31.79904,8857.596230901288,13705.0,27.88992,257.3,2693.592,2587.3440000000005,3478.005364806867,36.0,19513.594988425924,test,0.650404842350888,6.366790916778535,138.7144883863421,2.016327266503451,0.8616902993068493,0.32256908546337654,3.1576178245207687,68.79562196611535,132.2533250399844,1294.6233080535153,28206.205006107295,161.28454273168828,1578.8089122603844,34397.81098305767,8.570625691140197,83.89756386841523,1827.8922303225518,0.8738489192108404,8.554077397945933,186.36931625102352,11.18215897506141,138714.4883863421,23.891661325242648
