time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text
20230605 11:16:35,317.0,0.13837152360515015,18.005760000000002,0.30623090128755415,10599.0,19.18464,18.6,2.5080000000000005,-15.504,7.0053648068669645,55.0,19513.469849537036,prebkg
20230605 11:16:37,319.0,-0.033303476394849874,18.0096,0.1710309012875535,10467.0,19.188480000000002,18.6,4.598000000000001,-15.960000000000003,12.005364806866964,55.0,19513.469872685186,prebkg
20230605 11:16:39,321.0,0.035366523605150135,18.0096,0.1710309012875535,10499.0,19.1808,18.6,2.0900000000000003,-15.960000000000003,19.005364806866964,55.0,19513.469895833332,prebkg
20230605 11:16:41,323.0,0.0010315236051501309,18.01344,0.30623090128755415,10436.0,19.19616,18.6,3.762,-15.960000000000003,14.005364806866964,55.0,19513.469918981482,prebkg
20230605 11:16:43,325.0,0.10403652360515014,18.0096,0.1710309012875535,10459.0,19.19232,18.6,2.0900000000000003,-15.504,25.005364806866964,55.0,19513.469942129628,prebkg
20230605 11:16:45,327.0,0.17270652360515015,18.0096,0.30623090128755415,10497.0,19.18464,18.6,4.598000000000001,-14.592,28.005364806866964,55.0,19513.469965277778,prebkg
20230605 11:16:47,329.0,-0.033303476394849874,18.0096,0.30623090128755415,10453.0,19.19232,18.6,2.0900000000000003,-15.960000000000003,25.005364806866964,55.0,19513.469988425924,prebkg
20230605 11:16:49,331.0,0.0010315236051501309,18.01728,0.509030901287554,10481.0,19.18464,18.6,4.598000000000001,-15.504,22.005364806866964,55.0,19513.470011574074,prebkg
20230605 11:16:51,333.0,0.06970152360515014,18.01344,0.1710309012875535,10490.0,19.19232,18.6,2.5080000000000005,-15.504,25.005364806866964,55.0,19513.47003472222,prebkg
20230605 11:16:53,335.0,0.035366523605150135,18.01344,0.23863090128755404,10481.0,19.19232,18.6,4.180000000000001,-16.416,22.005364806866964,55.0,19513.47005787037,prebkg
20230605 11:16:55,337.0,0.10403652360515014,18.02112,0.1710309012875535,10550.0,19.19232,18.6,1.6720000000000002,-16.416,22.005364806866964,55.0,19513.470081018517,prebkg
20230605 11:16:57,339.0,0.0010315236051501309,18.02112,0.10343090128755383,10442.0,19.19232,18.6,4.180000000000001,-15.960000000000003,28.005364806866964,55.0,19513.470104166667,prebkg
20230605 11:16:59,341.0,0.06970152360515014,18.02112,0.23863090128755404,10453.0,19.19232,18.7,2.0900000000000003,-15.504,25.005364806866964,55.0,19513.470127314813,prebkg
20230605 11:17:01,343.0,0.035366523605150135,18.01728,0.1710309012875535,10450.0,19.19232,18.7,5.016000000000001,-15.504,19.005364806866964,55.0,19513.470150462963,prebkg
20230605 11:17:03,345.0,0.13837152360515015,18.01344,0.23863090128755404,10461.0,19.19616,18.7,1.6720000000000002,-15.504,4.0053648068669645,55.0,19513.470173611113,prebkg
20230605 11:17:05,347.0,0.17270652360515015,18.02496,0.10343090128755383,10487.0,19.19232,18.7,4.598000000000001,-15.960000000000003,12.005364806866964,55.0,19513.47019675926,prebkg
20230605 11:17:07,349.0,0.10403652360515014,18.02112,0.23863090128755404,10546.0,19.188480000000002,18.7,2.0900000000000003,-16.416,9.005364806866964,55.0,19513.47021990741,prebkg
20230605 11:17:09,351.0,0.035366523605150135,18.02112,0.10343090128755383,10451.0,19.19616,18.7,4.598000000000001,-14.136000000000001,-1.9946351931330355,55.0,19513.470243055555,prebkg
20230605 11:17:11,353.0,0.13837152360515015,18.02496,0.1710309012875535,10460.0,19.19616,18.7,2.0900000000000003,-15.504,4.0053648068669645,55.0,19513.470266203705,prebkg
20230605 11:17:13,355.0,0.06970152360515014,18.03264,0.1710309012875535,10577.0,19.19232,18.7,4.598000000000001,-15.960000000000003,1.0053648068669645,55.0,19513.47028935185,prebkg
20230605 11:17:15,357.0,-0.033303476394849874,18.0288,0.23863090128755404,10457.0,19.2,18.7,1.6720000000000002,-15.504,1.0053648068669645,55.0,19513.4703125,prebkg
20230605 11:17:17,359.0,0.06970152360515014,18.0288,0.30623090128755415,10461.0,19.20768,18.7,4.598000000000001,-14.592,7.0053648068669645,55.0,19513.470335648148,prebkg
20230605 11:17:19,361.0,-0.033303476394849874,18.0288,0.1710309012875535,10460.0,19.2,18.7,1.6720000000000002,-15.504,7.0053648068669645,55.0,19513.470358796298,prebkg
20230605 11:17:21,363.0,0.035366523605150135,18.03264,0.10343090128755383,10486.0,19.20384,18.7,4.598000000000001,-15.960000000000003,1.0053648068669645,55.0,19513.470381944444,prebkg
20230605 11:17:23,365.0,0.06970152360515014,18.03648,0.5766309012875541,10462.0,19.20768,18.7,1.6720000000000002,-15.048,-0.9946351931330355,55.0,19513.470405092594,prebkg
20230605 11:17:25,367.0,-0.06763847639484988,18.03648,0.30623090128755415,10548.0,19.2,18.7,4.598000000000001,-15.960000000000003,-5.9946351931330355,55.0,19513.47042824074,prebkg
20230605 11:17:27,369.0,0.10403652360515014,18.0288,0.1710309012875535,10339.0,19.2,18.7,2.0900000000000003,-15.960000000000003,-7.9946351931330355,55.0,19513.47045138889,prebkg
20230605 11:17:29,371.0,0.13837152360515015,18.04032,0.23863090128755404,10540.0,19.20768,18.7,4.180000000000001,-15.504,-2.9946351931330355,55.0,19513.470474537036,prebkg
20230605 11:17:31,373.0,0.17270652360515015,18.03648,0.10343090128755383,10455.0,19.2,18.7,2.0900000000000003,-16.872,-5.9946351931330355,55.0,19513.470497685186,prebkg
20230605 11:17:33,375.0,0.035366523605150135,18.04032,0.1710309012875535,10493.0,19.20768,18.7,3.762,-15.048,-7.9946351931330355,55.0,19513.470520833333,prebkg
20230605 11:17:35,377.0,-0.06763847639484988,18.04032,0.10343090128755383,10511.0,19.2,18.7,1.6720000000000002,-16.416,-2.9946351931330355,55.0,19513.470543981482,prebkg
20230605 11:17:37,379.0,-0.033303476394849874,18.04032,0.23863090128755404,10530.0,19.20768,18.7,5.016000000000001,-15.504,-7.9946351931330355,55.0,19513.47056712963,prebkg
20230605 11:17:39,381.0,0.10403652360515014,18.04416,0.37383090128755425,10517.0,19.20384,18.7,1.6720000000000002,-16.416,-12.994635193133036,55.0,19513.47059027778,prebkg
20230605 11:17:41,383.0,0.035366523605150135,18.04416,0.37383090128755425,10497.0,19.20768,18.7,4.598000000000001,-15.960000000000003,-12.994635193133036,55.0,19513.470613425925,prebkg
20230605 11:17:43,385.0,0.035366523605150135,18.048000000000002,0.10343090128755383,10468.0,19.2,18.7,1.6720000000000002,-15.960000000000003,-12.994635193133036,55.0,19513.470636574075,prebkg
20230605 11:17:45,387.0,0.035366523605150135,18.04416,0.10343090128755383,10489.0,19.21152,18.7,4.180000000000001,-15.504,-0.9946351931330355,55.0,19513.47065972222,prebkg
20230605 11:17:47,389.0,0.13837152360515015,18.051840000000002,0.1710309012875535,10467.0,19.20768,18.7,2.0900000000000003,-15.504,5.0053648068669645,55.0,19513.47068287037,prebkg
20230605 11:17:49,391.0,0.13837152360515015,18.051840000000002,0.30623090128755415,10464.0,19.20768,18.7,3.762,-15.960000000000003,10.005364806866964,55.0,19513.470706018517,prebkg
20230605 11:17:51,393.0,0.035366523605150135,18.051840000000002,0.4414309012875539,10468.0,19.21152,18.7,2.0900000000000003,-15.960000000000003,20.005364806866964,55.0,19513.470729166667,prebkg
20230605 11:17:53,395.0,0.0010315236051501309,18.04032,0.10343090128755383,10468.0,19.21152,18.7,4.598000000000001,-15.504,25.005364806866964,55.0,19513.470752314814,prebkg
20230605 11:17:55,397.0,0.13837152360515015,18.04416,0.10343090128755383,10436.0,19.20384,18.7,1.6720000000000002,-15.960000000000003,12.005364806866964,55.0,19513.470775462964,prebkg
20230605 11:17:57,399.0,0.10403652360515014,18.051840000000002,0.10343090128755383,10461.0,19.20384,18.7,4.180000000000001,-15.960000000000003,15.005364806866964,55.0,19513.47079861111,prebkg
20230605 11:17:59,401.0,0.035366523605150135,18.051840000000002,-0.031769098712446375,10537.0,19.20768,18.7,1.6720000000000002,-16.416,12.005364806866964,55.0,19513.47082175926,prebkg
20230605 11:18:01,403.0,0.035366523605150135,18.05952,0.10343090128755383,10463.0,19.20768,18.7,4.598000000000001,-15.048,15.005364806866964,55.0,19513.470844907406,prebkg
20230605 11:18:03,405.0,0.0010315236051501309,18.05952,0.10343090128755383,10468.0,19.21152,18.7,2.0900000000000003,-15.960000000000003,12.005364806866964,55.0,19513.470868055556,prebkg
20230605 11:18:05,407.0,-0.033303476394849874,18.05952,0.1710309012875535,10472.0,19.20384,18.7,4.180000000000001,-14.136000000000001,7.0053648068669645,55.0,19513.470891203702,prebkg
20230605 11:18:07,409.0,0.0010315236051501309,18.05952,0.37383090128755425,10473.0,19.21536,18.7,1.6720000000000002,-15.504,2.0053648068669645,55.0,19513.470914351852,prebkg
20230605 11:18:09,411.0,0.13837152360515015,18.051840000000002,0.30623090128755415,10560.0,19.20768,18.7,4.180000000000001,-15.048,-2.9946351931330355,55.0,19513.4709375,prebkg
20230605 11:18:11,413.0,0.035366523605150135,18.05568,0.10343090128755383,10647.0,19.21152,18.7,1.6720000000000002,-15.960000000000003,-2.9946351931330355,55.0,19513.47096064815,prebkg
20230605 11:18:13,415.0,-0.033303476394849874,18.05952,0.10343090128755383,10465.0,19.20768,18.7,4.598000000000001,-15.960000000000003,-9.994635193133036,55.0,19513.470983796295,prebkg
20230605 11:18:15,417.0,0.13837152360515015,18.0672,0.10343090128755383,10468.0,19.21152,18.7,1.6720000000000002,-16.416,-14.994635193133036,55.0,19513.471006944445,prebkg
20230605 11:18:17,419.0,0.13837152360515015,18.05952,0.10343090128755383,10486.0,19.20768,18.7,4.180000000000001,-15.048,-9.994635193133036,55.0,19513.47103009259,prebkg
20230605 11:18:19,421.0,0.0010315236051501309,18.06336,0.03583090128755373,10467.0,19.21536,18.7,1.6720000000000002,-16.416,-12.994635193133036,55.0,19513.47105324074,prebkg
20230605 11:18:21,423.0,0.06970152360515014,18.05952,0.03583090128755373,10454.0,19.22304,18.7,4.598000000000001,-15.504,-2.9946351931330355,55.0,19513.47107638889,prebkg
20230605 11:18:23,425.0,0.10403652360515014,18.05568,0.10343090128755383,10459.0,19.21152,18.7,1.6720000000000002,-16.416,-5.9946351931330355,55.0,19513.471099537037,prebkg
20230605 11:18:25,427.0,0.0010315236051501309,18.0672,-0.031769098712446375,10454.0,19.20768,18.7,4.598000000000001,-15.960000000000003,-2.9946351931330355,55.0,19513.471122685187,prebkg
20230605 11:18:27,429.0,0.035366523605150135,18.0672,0.10343090128755383,10487.0,19.2192,18.7,2.0900000000000003,-16.416,7.0053648068669645,55.0,19513.471145833333,prebkg
