time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text
20230605 11:18:29,431.0,0.13837152360515015,18.07488,-0.031769098712446375,10475.0,19.21536,18.7,3.762,-15.048,10.005364806866964,55.0,19513.471168981483,prebkg
20230605 11:18:31,433.0,0.06970152360515014,18.07104,0.03583090128755373,10463.0,19.21536,18.7,1.6720000000000002,-16.416,2.0053648068669645,55.0,19513.47119212963,prebkg
20230605 11:18:33,435.0,0.20704152360515016,18.06336,0.03583090128755373,10566.0,19.21536,18.7,4.180000000000001,-15.960000000000003,7.0053648068669645,55.0,19513.47121527778,prebkg
20230605 11:18:35,437.0,0.06970152360515014,18.07104,0.03583090128755373,10667.0,19.22304,18.7,2.5080000000000005,-16.416,7.0053648068669645,55.0,19513.471238425926,prebkg
20230605 11:18:37,439.0,0.10403652360515014,18.07104,-0.031769098712446375,10467.0,19.2192,18.7,4.598000000000001,-15.504,7.0053648068669645,55.0,19513.471261574075,prebkg
20230605 11:18:39,441.0,-0.033303476394849874,18.07104,0.03583090128755373,10446.0,19.22304,18.7,1.6720000000000002,-16.416,7.0053648068669645,55.0,19513.47128472222,prebkg
20230605 11:18:41,443.0,0.06970152360515014,18.07872,0.03583090128755373,10452.0,19.22304,18.7,4.598000000000001,-15.960000000000003,7.0053648068669645,55.0,19513.47130787037,prebkg
20230605 11:18:43,445.0,0.10403652360515014,18.07104,-0.031769098712446375,10473.0,19.2192,18.7,1.6720000000000002,-16.416,15.005364806866964,55.0,19513.471331018518,prebkg
20230605 11:18:45,447.0,0.0010315236051501309,18.07488,-0.031769098712446375,10559.0,19.2192,18.7,4.180000000000001,-15.504,25.005364806866964,55.0,19513.471354166668,prebkg
20230605 11:18:47,449.0,0.0010315236051501309,18.07872,0.03583090128755373,10336.0,19.23072,18.7,1.6720000000000002,-16.416,33.005364806866964,55.0,19513.471377314814,prebkg
20230605 11:18:49,451.0,0.20704152360515016,18.07872,0.03583090128755373,10545.0,19.21536,18.7,4.180000000000001,-15.504,20.005364806866964,55.0,19513.471400462964,prebkg
20230605 11:18:51,453.0,-0.033303476394849874,18.08256,0.30623090128755415,10544.0,19.23072,18.7,2.0900000000000003,-16.872,5.0053648068669645,55.0,19513.47142361111,prebkg
20230605 11:18:53,455.0,-0.1363084763948499,18.0864,0.03583090128755373,10462.0,19.22304,18.7,4.598000000000001,-15.960000000000003,15.005364806866964,55.0,19513.47144675926,prebkg
20230605 11:18:55,457.0,0.13837152360515015,18.07872,0.03583090128755373,10467.0,19.22304,18.7,1.2540000000000002,-16.416,10.005364806866964,55.0,19513.471469907407,prebkg
20230605 11:18:57,459.0,0.035366523605150135,18.09024,0.1710309012875535,10537.0,19.23072,18.7,4.180000000000001,-15.960000000000003,22.005364806866964,55.0,19513.471493055556,prebkg
20230605 11:18:59,461.0,-0.06763847639484988,18.08256,0.1710309012875535,10645.0,19.23072,18.7,1.6720000000000002,-16.872,7.0053648068669645,55.0,19513.471516203703,prebkg
20230605 11:19:01,463.0,0.06970152360515014,18.0864,0.03583090128755373,10458.0,19.22688,18.7,4.598000000000001,-15.960000000000003,5.0053648068669645,55.0,19513.471539351853,prebkg
20230605 11:19:03,465.0,0.13837152360515015,18.08256,0.03583090128755373,10467.0,19.22688,18.7,2.0900000000000003,-15.960000000000003,5.0053648068669645,55.0,19513.4715625,prebkg
20230605 11:19:05,467.0,0.0010315236051501309,18.09408,0.03583090128755373,10588.0,19.234560000000002,18.7,3.762,-15.504,10.005364806866964,55.0,19513.47158564815,prebkg
20230605 11:19:07,469.0,0.0010315236051501309,18.09024,0.10343090128755383,10501.0,19.22688,18.7,1.6720000000000002,-15.960000000000003,10.005364806866964,55.0,19513.471608796295,prebkg
20230605 11:19:09,471.0,0.0010315236051501309,18.09024,-0.031769098712446375,10460.0,19.22688,18.7,4.598000000000001,-15.960000000000003,5.0053648068669645,55.0,19513.471631944445,prebkg
20230605 11:19:11,473.0,0.17270652360515015,18.09408,-0.031769098712446375,10464.0,19.22688,18.7,1.6720000000000002,-15.504,7.0053648068669645,55.0,19513.47165509259,prebkg
20230605 11:19:13,475.0,0.06970152360515014,18.0864,0.10343090128755383,10434.0,19.23072,18.8,5.016000000000001,-16.416,2.0053648068669645,55.0,19513.47167824074,prebkg
20230605 11:19:15,477.0,0.13837152360515015,18.09408,0.03583090128755373,10479.0,19.23072,18.8,1.2540000000000002,-16.872,7.0053648068669645,55.0,19513.471701388888,prebkg
20230605 11:19:17,479.0,0.17270652360515015,18.09408,0.03583090128755373,10484.0,19.234560000000002,18.7,4.598000000000001,-15.960000000000003,10.005364806866964,55.0,19513.471724537038,prebkg
20230605 11:19:19,481.0,0.10403652360515014,18.09024,0.03583090128755373,10547.0,19.23072,18.8,1.2540000000000002,-16.872,10.005364806866964,55.0,19513.471747685184,prebkg
20230605 11:19:21,483.0,-0.033303476394849874,18.097920000000002,0.03583090128755373,10551.0,19.23072,18.8,4.180000000000001,-15.504,10.005364806866964,55.0,19513.471770833334,prebkg
20230605 11:19:23,485.0,0.10403652360515014,18.097920000000002,0.10343090128755383,10456.0,19.234560000000002,18.8,1.6720000000000002,-16.872,10.005364806866964,55.0,19513.47179398148,prebkg
20230605 11:19:25,487.0,0.06970152360515014,18.097920000000002,0.30623090128755415,10469.0,19.234560000000002,18.7,4.180000000000001,-15.960000000000003,10.005364806866964,55.0,19513.47181712963,prebkg
20230605 11:19:27,489.0,0.06970152360515014,18.10176,0.10343090128755383,10476.0,19.234560000000002,18.8,1.6720000000000002,-15.960000000000003,7.0053648068669645,55.0,19513.471840277776,prebkg
20230605 11:19:29,491.0,0.13837152360515015,18.09408,0.03583090128755373,10443.0,19.22688,18.7,4.598000000000001,-15.960000000000003,7.0053648068669645,55.0,19513.471863425926,prebkg
20230605 11:19:31,493.0,0.13837152360515015,18.10176,0.03583090128755373,10566.0,19.22688,18.8,2.0900000000000003,-17.328,2.0053648068669645,55.0,19513.471886574072,prebkg
20230605 11:19:33,495.0,0.10403652360515014,18.10176,0.23863090128755404,10463.0,19.234560000000002,18.7,4.180000000000001,-16.416,5.0053648068669645,55.0,19513.471909722222,prebkg
20230605 11:19:35,497.0,-0.033303476394849874,18.10176,0.10343090128755383,10452.0,19.23072,18.8,1.2540000000000002,-18.24,2.0053648068669645,55.0,19513.47193287037,prebkg
20230605 11:19:37,499.0,0.10403652360515014,18.1056,0.1710309012875535,10530.0,19.238400000000002,18.8,4.180000000000001,-15.504,-7.9946351931330355,55.0,19513.47195601852,prebkg
20230605 11:19:39,501.0,0.0010315236051501309,18.097920000000002,0.10343090128755383,10446.0,19.23072,18.8,1.6720000000000002,-15.960000000000003,5.0053648068669645,55.0,19513.47197916667,prebkg
20230605 11:19:41,503.0,0.035366523605150135,18.10944,0.10343090128755383,10484.0,19.238400000000002,18.8,4.180000000000001,-16.872,12.005364806866964,55.0,19513.472002314815,prebkg
20230605 11:19:43,505.0,0.10403652360515014,18.1056,-0.031769098712446375,10576.0,19.238400000000002,18.8,2.0900000000000003,-15.504,7.0053648068669645,55.0,19513.472025462965,prebkg
20230605 11:19:45,507.0,0.06970152360515014,18.11328,0.1710309012875535,10560.0,19.234560000000002,18.8,4.598000000000001,-15.960000000000003,-5.9946351931330355,55.0,19513.47204861111,prebkg
20230605 11:19:47,509.0,0.0010315236051501309,18.10944,0.10343090128755383,10459.0,19.234560000000002,18.8,1.6720000000000002,-16.416,-0.9946351931330355,55.0,19513.47207175926,prebkg
20230605 11:19:49,511.0,0.0010315236051501309,18.1056,0.03583090128755373,10588.0,19.24224,18.8,4.180000000000001,-15.960000000000003,7.0053648068669645,55.0,19513.472094907407,prebkg
20230605 11:19:51,513.0,0.17270652360515015,18.10944,0.10343090128755383,10473.0,19.234560000000002,18.8,2.5080000000000005,-17.328,7.0053648068669645,55.0,19513.472118055557,prebkg
20230605 11:19:53,515.0,0.13837152360515015,18.11712,0.10343090128755383,10452.0,19.238400000000002,18.8,4.180000000000001,-15.960000000000003,10.005364806866964,55.0,19513.472141203703,prebkg
20230605 11:19:55,517.0,0.06970152360515014,18.11328,0.10343090128755383,10456.0,19.24608,18.8,1.2540000000000002,-16.416,5.0053648068669645,55.0,19513.472164351853,prebkg
20230605 11:19:57,519.0,0.13837152360515015,18.10944,0.23863090128755404,10478.0,19.238400000000002,18.8,3.762,-16.416,7.0053648068669645,55.0,19513.4721875,prebkg
20230605 11:19:59,521.0,0.0010315236051501309,18.10944,0.10343090128755383,10446.0,19.24224,18.8,2.0900000000000003,-16.872,5.0053648068669645,55.0,19513.47221064815,prebkg
20230605 11:20:01,523.0,-0.1363084763948499,18.11328,0.10343090128755383,10482.0,19.24608,18.8,4.180000000000001,-16.416,-2.9946351931330355,55.0,19513.472233796296,prebkg
20230605 11:20:03,525.0,0.13837152360515015,18.11712,0.30623090128755415,10647.0,19.24992,18.8,2.0900000000000003,-16.872,-7.9946351931330355,55.0,19513.472256944446,prebkg
20230605 11:20:05,527.0,0.0010315236051501309,18.11712,0.10343090128755383,10563.0,19.238400000000002,18.8,4.180000000000001,-15.504,-2.9946351931330355,55.0,19513.472280092592,prebkg
20230605 11:20:07,529.0,0.06970152360515014,18.12864,0.1710309012875535,10459.0,19.24608,18.8,1.2540000000000002,-16.872,2.0053648068669645,55.0,19513.472303240742,prebkg
20230605 11:20:09,531.0,0.13837152360515015,18.12096,0.10343090128755383,10466.0,19.24608,18.8,4.598000000000001,-15.960000000000003,-2.9946351931330355,55.0,19513.472326388888,prebkg
20230605 11:20:11,533.0,0.035366523605150135,18.12096,0.10343090128755383,10568.0,19.24608,18.8,1.6720000000000002,-16.872,2.0053648068669645,55.0,19513.472349537038,prebkg
20230605 11:20:13,535.0,0.13837152360515015,18.1248,0.10343090128755383,10458.0,19.24608,18.8,4.180000000000001,-16.872,5.0053648068669645,55.0,19513.472372685184,prebkg
20230605 11:20:15,537.0,0.06970152360515014,18.1248,0.10343090128755383,10543.0,19.24992,18.8,1.6720000000000002,-15.960000000000003,10.005364806866964,55.0,19513.472395833334,prebkg
20230605 11:20:17,539.0,0.06970152360515014,18.12864,0.1710309012875535,10571.0,19.24608,18.8,4.598000000000001,-16.416,15.005364806866964,55.0,19513.47241898148,prebkg
20230605 11:20:19,541.0,0.06970152360515014,18.1248,0.1710309012875535,10458.0,19.24992,18.8,2.0900000000000003,-16.872,15.005364806866964,55.0,19513.47244212963,prebkg
20230605 11:20:21,543.0,0.0010315236051501309,18.1248,0.1710309012875535,10480.0,19.24608,18.8,4.598000000000001,-16.872,15.005364806866964,55.0,19513.472465277777,prebkg
20230605 11:20:23,545.0,0.13837152360515015,18.12864,0.509030901287554,10530.0,19.24608,18.8,1.6720000000000002,-16.872,13.005364806866964,55.0,19513.472488425927,prebkg
20230605 11:20:25,547.0,0.035366523605150135,18.1248,0.1710309012875535,10448.0,19.24608,18.8,4.180000000000001,-16.872,20.005364806866964,55.0,19513.472511574073,prebkg
20230605 11:20:27,549.0,0.17270652360515015,18.1248,0.10343090128755383,10453.0,19.24608,18.8,1.2540000000000002,-15.504,26.005364806866964,55.0,19513.472534722223,prebkg
20230605 11:20:29,551.0,0.24137652360515016,18.13248,0.1710309012875535,10571.0,19.25376,18.8,3.762,-15.048,23.005364806866964,55.0,19513.47255787037,prebkg
20230605 11:20:31,553.0,-0.1706434763948499,18.13248,0.10343090128755383,10436.0,19.24224,18.8,1.6720000000000002,-17.328,15.005364806866964,55.0,19513.47258101852,prebkg
20230605 11:20:33,555.0,0.06970152360515014,18.13248,0.1710309012875535,10618.0,19.2576,18.8,4.598000000000001,-15.504,18.005364806866964,55.0,19513.472604166665,prebkg
20230605 11:20:35,557.0,0.10403652360515014,18.13632,0.23863090128755404,10557.0,19.24992,18.8,1.2540000000000002,-16.872,13.005364806866964,55.0,19513.472627314815,prebkg
20230605 11:20:37,559.0,0.035366523605150135,18.144000000000002,0.1710309012875535,10407.0,19.2576,18.8,4.180000000000001,-16.416,15.005364806866964,55.0,19513.47265046296,prebkg
20230605 11:20:39,561.0,-0.10197347639484988,18.13248,0.10343090128755383,10440.0,19.25376,18.8,1.6720000000000002,-15.960000000000003,2.0053648068669645,55.0,19513.47267361111,prebkg
20230605 11:20:41,563.0,0.10403652360515014,18.13632,0.10343090128755383,10440.0,19.24992,18.8,4.598000000000001,-15.960000000000003,5.0053648068669645,55.0,19513.472696759258,prebkg
20230605 11:20:43,565.0,-0.06763847639484988,18.14016,0.03583090128755373,10477.0,19.24608,18.8,2.5080000000000005,-16.416,8.005364806866964,55.0,19513.472719907408,prebkg
20230605 11:20:45,567.0,-0.033303476394849874,18.144000000000002,0.10343090128755383,10583.0,19.2576,18.8,4.180000000000001,-15.960000000000003,13.005364806866964,55.0,19513.472743055554,prebkg
20230605 11:20:47,569.0,-0.033303476394849874,18.144000000000002,0.23863090128755404,10456.0,19.25376,18.8,1.6720000000000002,-15.960000000000003,5.0053648068669645,55.0,19513.472766203704,prebkg
20230605 11:20:49,571.0,0.20704152360515016,18.13632,0.10343090128755383,10465.0,19.26144,18.8,4.598000000000001,-15.960000000000003,2.0053648068669645,55.0,19513.47278935185,prebkg
20230605 11:20:51,573.0,0.0010315236051501309,18.14016,0.10343090128755383,10442.0,19.24992,18.8,2.0900000000000003,-17.328,8.005364806866964,55.0,19513.4728125,prebkg
20230605 11:20:53,575.0,0.20704152360515016,18.144000000000002,0.10343090128755383,10442.0,19.25376,18.8,4.180000000000001,-16.872,10.005364806866964,55.0,19513.472835648146,prebkg
20230605 11:20:55,577.0,0.035366523605150135,18.14016,0.10343090128755383,10562.0,19.2576,18.8,1.6720000000000002,-16.416,10.005364806866964,55.0,19513.472858796296,prebkg
20230605 11:20:57,579.0,0.035366523605150135,18.144000000000002,0.03583090128755373,10474.0,19.24608,18.8,4.180000000000001,-15.504,8.005364806866964,55.0,19513.472881944443,prebkg
20230605 11:20:59,581.0,0.06970152360515014,18.144000000000002,0.03583090128755373,10455.0,19.26144,18.8,2.0900000000000003,-15.960000000000003,2.0053648068669645,55.0,19513.472905092593,prebkg
20230605 11:21:01,583.0,0.27571152360515017,18.147840000000002,0.1710309012875535,10581.0,19.26144,18.8,4.598000000000001,-16.416,13.005364806866964,55.0,19513.472928240742,prebkg
20230605 11:21:03,585.0,0.035366523605150135,18.15168,0.4414309012875539,10469.0,19.2576,18.8,1.6720000000000002,-16.872,10.005364806866964,55.0,19513.47295138889,prebkg
20230605 11:21:05,587.0,-0.06763847639484988,18.15168,0.10343090128755383,10463.0,19.26528,18.8,3.762,-15.504,10.005364806866964,55.0,19513.47297453704,prebkg
20230605 11:21:07,589.0,0.10403652360515014,18.15168,-0.031769098712446375,10461.0,19.24992,18.900000000000002,1.6720000000000002,-17.328,8.005364806866964,55.0,19513.472997685185,prebkg
20230605 11:21:09,591.0,0.035366523605150135,18.15552,0.10343090128755383,10487.0,19.2576,18.8,4.180000000000001,-15.504,13.005364806866964,55.0,19513.473020833335,prebkg
20230605 11:21:11,593.0,0.0010315236051501309,18.15936,-0.031769098712446375,10469.0,19.2576,18.8,1.2540000000000002,-15.960000000000003,15.005364806866964,55.0,19513.47304398148,prebkg
20230605 11:21:13,595.0,0.06970152360515014,18.1632,0.03583090128755373,10436.0,19.26528,18.8,3.762,-15.960000000000003,13.005364806866964,55.0,19513.47306712963,prebkg
20230605 11:21:15,597.0,-0.033303476394849874,18.15936,0.10343090128755383,10467.0,19.26144,18.8,1.6720000000000002,-16.872,18.005364806866964,55.0,19513.473090277777,prebkg
20230605 11:21:17,599.0,-0.033303476394849874,18.15168,-0.031769098712446375,10486.0,19.26144,18.8,4.180000000000001,-16.416,15.005364806866964,55.0,19513.473113425927,prebkg
20230605 11:21:19,601.0,0.0010315236051501309,18.15552,0.03583090128755373,10469.0,19.2576,18.8,1.6720000000000002,-16.872,20.005364806866964,55.0,19513.473136574074,prebkg
20230605 11:21:21,603.0,0.20704152360515016,18.15936,0.03583090128755373,10550.0,19.26528,18.8,3.762,-16.872,20.005364806866964,55.0,19513.473159722223,prebkg
20230605 11:21:23,605.0,0.0010315236051501309,18.16704,-0.09936909871244604,10481.0,19.2768,18.8,1.2540000000000002,-17.328,26.005364806866964,55.0,19513.47318287037,prebkg
20230605 11:21:25,607.0,0.27571152360515017,18.1632,-0.09936909871244604,10464.0,19.2576,18.8,4.180000000000001,-15.504,31.005364806866964,55.0,19513.47320601852,prebkg
20230605 11:21:27,609.0,0.10403652360515014,18.15936,-0.031769098712446375,10480.0,19.26912,18.8,1.6720000000000002,-17.328,29.005364806866964,55.0,19513.473229166666,prebkg
20230605 11:21:29,611.0,0.13837152360515015,18.15552,-0.09936909871244604,10535.0,19.26528,18.8,3.762,-16.416,13.005364806866964,55.0,19513.473252314816,prebkg
20230605 11:21:31,613.0,0.0010315236051501309,18.17088,-0.031769098712446375,10450.0,19.26144,18.8,1.6720000000000002,-17.784000000000002,18.005364806866964,55.0,19513.473275462962,prebkg
20230605 11:21:33,615.0,0.035366523605150135,18.16704,-0.16696909871244614,10553.0,19.26528,18.8,4.180000000000001,-15.960000000000003,20.005364806866964,55.0,19513.473298611112,prebkg
20230605 11:21:35,617.0,0.035366523605150135,18.16704,0.03583090128755373,10460.0,19.2576,18.8,1.6720000000000002,-16.416,15.005364806866964,55.0,19513.47332175926,prebkg
20230605 11:21:37,619.0,0.13837152360515015,18.16704,-0.09936909871244604,10446.0,19.26144,18.8,3.762,-16.416,15.005364806866964,55.0,19513.47334490741,prebkg
20230605 11:21:39,621.0,0.13837152360515015,18.17088,0.10343090128755383,10455.0,19.27296,18.8,2.0900000000000003,-16.416,20.005364806866964,55.0,19513.473368055555,prebkg
20230605 11:21:41,623.0,0.10403652360515014,18.17472,-0.09936909871244604,10448.0,19.26912,18.8,3.762,-16.872,20.005364806866964,55.0,19513.473391203705,prebkg
20230605 11:21:43,625.0,0.06970152360515014,18.17088,0.4414309012875539,10475.0,19.26912,18.8,1.6720000000000002,-16.872,26.005364806866964,55.0,19513.47341435185,prebkg
20230605 11:21:45,627.0,0.24137652360515016,18.16704,-0.09936909871244604,10454.0,19.26528,18.900000000000002,4.598000000000001,-17.328,26.005364806866964,55.0,19513.4734375,prebkg
20230605 11:21:47,629.0,0.10403652360515014,18.17088,0.10343090128755383,10483.0,19.26912,18.900000000000002,2.0900000000000003,-17.328,29.005364806866964,55.0,19513.473460648147,prebkg
20230605 11:21:49,631.0,0.035366523605150135,18.17856,-0.031769098712446375,10456.0,19.27296,18.900000000000002,5.016000000000001,-16.416,29.005364806866964,55.0,19513.473483796297,prebkg
20230605 11:21:51,633.0,0.10403652360515014,18.17088,-0.031769098712446375,10436.0,19.27296,18.900000000000002,1.6720000000000002,-17.328,29.005364806866964,55.0,19513.473506944443,prebkg
20230605 11:21:53,635.0,0.06970152360515014,18.17088,-0.031769098712446375,10464.0,19.26912,18.900000000000002,4.598000000000001,-15.504,23.005364806866964,55.0,19513.473530092593,prebkg
20230605 11:21:55,637.0,-0.033303476394849874,18.16704,-0.031769098712446375,10462.0,19.26528,18.900000000000002,2.0900000000000003,-16.872,26.005364806866964,55.0,19513.47355324074,prebkg
20230605 11:21:57,639.0,-0.06763847639484988,18.17856,-0.031769098712446375,10464.0,19.27296,18.900000000000002,4.598000000000001,-16.872,23.005364806866964,55.0,19513.47357638889,prebkg
20230605 11:21:59,641.0,0.10403652360515014,18.17472,-0.031769098712446375,10464.0,19.26912,18.900000000000002,1.6720000000000002,-17.328,18.005364806866964,55.0,19513.473599537036,prebkg
20230605 11:22:01,643.0,0.06970152360515014,18.17472,-0.09936909871244604,10479.0,19.2768,18.900000000000002,4.180000000000001,-16.416,29.005364806866964,55.0,19513.473622685186,prebkg
20230605 11:22:03,645.0,0.10403652360515014,18.17856,-0.09936909871244604,10540.0,19.28832,18.900000000000002,1.2540000000000002,-16.872,23.005364806866964,55.0,19513.473645833332,prebkg
20230605 11:22:05,647.0,0.20704152360515016,18.18624,-0.09936909871244604,10474.0,19.280640000000002,18.900000000000002,4.180000000000001,-15.960000000000003,15.005364806866964,55.0,19513.47366898148,prebkg
20230605 11:22:07,649.0,0.06970152360515014,18.17856,-0.09936909871244604,10558.0,19.2768,18.900000000000002,1.6720000000000002,-17.784000000000002,13.005364806866964,55.0,19513.473692129628,prebkg
20230605 11:22:09,651.0,0.10403652360515014,18.17472,-0.16696909871244614,10488.0,19.2768,18.900000000000002,3.762,-16.872,10.005364806866964,55.0,19513.473715277778,prebkg
20230605 11:22:11,653.0,0.17270652360515015,18.1824,0.10343090128755383,10454.0,19.280640000000002,18.900000000000002,1.6720000000000002,-17.328,13.005364806866964,55.0,19513.473738425924,prebkg
20230605 11:22:13,655.0,0.035366523605150135,18.1824,-0.031769098712446375,10445.0,19.2768,18.900000000000002,4.180000000000001,-16.872,29.005364806866964,55.0,19513.473761574074,prebkg
20230605 11:22:15,657.0,-0.06763847639484988,18.18624,-0.16696909871244614,10444.0,19.2768,18.900000000000002,1.6720000000000002,-17.784000000000002,26.005364806866964,55.0,19513.47378472222,prebkg
20230605 11:22:17,659.0,0.13837152360515015,18.1824,-0.031769098712446375,10461.0,19.280640000000002,18.900000000000002,4.180000000000001,-16.872,29.005364806866964,55.0,19513.47380787037,prebkg
20230605 11:22:19,661.0,0.06970152360515014,18.18624,-0.031769098712446375,10478.0,19.280640000000002,18.900000000000002,1.6720000000000002,-17.328,29.005364806866964,55.0,19513.47383101852,prebkg
20230605 11:22:21,663.0,0.20704152360515016,18.17856,0.03583090128755373,10570.0,19.2768,18.900000000000002,3.762,-16.416,23.005364806866964,55.0,19513.473854166667,prebkg
20230605 11:22:23,665.0,0.13837152360515015,18.18624,0.10343090128755383,10456.0,19.2768,18.900000000000002,1.6720000000000002,-17.328,13.005364806866964,55.0,19513.473877314816,prebkg
20230605 11:22:25,667.0,0.035366523605150135,18.190080000000002,0.03583090128755373,10464.0,19.280640000000002,18.900000000000002,3.762,-16.416,29.005364806866964,55.0,19513.473900462963,prebkg
20230605 11:22:27,669.0,0.06970152360515014,18.193920000000002,-0.031769098712446375,10486.0,19.280640000000002,18.900000000000002,2.0900000000000003,-17.328,39.005364806866964,55.0,19513.473923611113,prebkg
20230605 11:22:29,671.0,0.0010315236051501309,18.19776,0.10343090128755383,10522.0,19.2768,18.900000000000002,4.598000000000001,-15.960000000000003,44.005364806866964,55.0,19513.47394675926,prebkg
20230605 11:22:31,673.0,-0.033303476394849874,18.19776,-0.09936909871244604,10303.0,19.2768,18.900000000000002,2.0900000000000003,-16.872,31.005364806866964,55.0,19513.47396990741,prebkg
20230605 11:22:33,675.0,0.17270652360515015,18.190080000000002,-0.09936909871244604,10595.0,19.28832,18.900000000000002,4.598000000000001,-17.328,23.005364806866964,55.0,19513.473993055555,prebkg
20230605 11:22:35,677.0,0.17270652360515015,18.190080000000002,-0.031769098712446375,10443.0,19.284480000000002,18.900000000000002,2.5080000000000005,-16.872,18.005364806866964,55.0,19513.474016203705,prebkg
20230605 11:22:37,679.0,0.13837152360515015,18.193920000000002,-0.09936909871244604,10331.0,19.28832,18.900000000000002,3.762,-17.328,15.005364806866964,55.0,19513.47403935185,prebkg
20230605 11:22:39,681.0,0.10403652360515014,18.193920000000002,-0.09936909871244604,10478.0,19.28832,18.900000000000002,1.6720000000000002,-16.872,18.005364806866964,55.0,19513.4740625,prebkg
20230605 11:22:41,683.0,-0.06763847639484988,18.19776,-0.031769098712446375,10524.0,19.28832,18.900000000000002,4.180000000000001,-16.416,15.005364806866964,55.0,19513.474085648148,prebkg
20230605 11:22:43,685.0,0.06970152360515014,18.19776,-0.16696909871244614,10440.0,19.284480000000002,18.900000000000002,1.6720000000000002,-16.416,8.005364806866964,55.0,19513.474108796298,prebkg
20230605 11:22:45,687.0,0.13837152360515015,18.2016,-0.09936909871244604,10566.0,19.28832,18.900000000000002,4.180000000000001,-17.328,2.0053648068669645,55.0,19513.474131944444,prebkg
20230605 11:22:47,689.0,0.06970152360515014,18.2016,-0.09936909871244604,10304.0,19.2768,18.900000000000002,1.2540000000000002,-16.872,-4.9946351931330355,55.0,19513.474155092594,prebkg
20230605 11:22:49,691.0,-0.06763847639484988,18.2016,0.03583090128755373,10456.0,19.28832,18.900000000000002,3.762,-16.872,-2.9946351931330355,55.0,19513.47417824074,prebkg
20230605 11:22:51,693.0,-0.033303476394849874,18.2016,-0.09936909871244604,10574.0,19.280640000000002,18.900000000000002,2.0900000000000003,-17.784000000000002,5.0053648068669645,55.0,19513.47420138889,prebkg
20230605 11:22:53,695.0,0.06970152360515014,18.20544,-0.09936909871244604,10457.0,19.28832,18.900000000000002,5.016000000000001,-17.784000000000002,10.005364806866964,55.0,19513.474224537036,prebkg
20230605 11:22:55,697.0,-0.033303476394849874,18.20544,-0.16696909871244614,10465.0,19.284480000000002,18.900000000000002,2.0900000000000003,-16.872,5.0053648068669645,55.0,19513.474247685186,prebkg
20230605 11:22:57,699.0,-0.033303476394849874,18.2016,-0.09936909871244604,10452.0,19.284480000000002,18.900000000000002,3.762,-17.328,-0.9946351931330355,55.0,19513.474270833332,prebkg
20230605 11:22:59,701.0,0.0010315236051501309,18.20544,-0.09936909871244604,10462.0,19.284480000000002,18.900000000000002,1.6720000000000002,-18.24,8.005364806866964,55.0,19513.474293981482,prebkg
20230605 11:23:01,703.0,0.06970152360515014,18.20928,0.03583090128755373,10467.0,19.280640000000002,18.900000000000002,4.180000000000001,-17.328,10.005364806866964,55.0,19513.47431712963,prebkg
20230605 11:23:03,705.0,0.035366523605150135,18.20544,-0.031769098712446375,10567.0,19.296,18.900000000000002,2.0900000000000003,-16.872,8.005364806866964,55.0,19513.47434027778,prebkg
20230605 11:23:05,707.0,0.0010315236051501309,18.21312,0.1710309012875535,10463.0,19.28832,18.900000000000002,3.3440000000000003,-16.416,15.005364806866964,55.0,19513.474363425925,prebkg
20230605 11:23:07,709.0,0.06970152360515014,18.20928,-0.031769098712446375,10473.0,19.284480000000002,18.900000000000002,2.0900000000000003,-19.152,23.005364806866964,55.0,19513.474386574075,prebkg
20230605 11:23:09,711.0,0.035366523605150135,18.21696,-0.16696909871244614,10451.0,19.284480000000002,18.900000000000002,4.598000000000001,-17.328,13.005364806866964,55.0,19513.47440972222,prebkg
20230605 11:23:11,713.0,-0.1363084763948499,18.21696,-0.031769098712446375,10454.0,19.296,18.900000000000002,1.2540000000000002,-17.328,13.005364806866964,55.0,19513.47443287037,prebkg
20230605 11:23:13,715.0,0.10403652360515014,18.20928,-0.09936909871244604,10452.0,19.29216,18.900000000000002,4.180000000000001,-17.328,20.005364806866964,55.0,19513.474456018517,prebkg
20230605 11:23:15,717.0,0.06970152360515014,18.21312,0.03583090128755373,10553.0,19.296,18.900000000000002,1.6720000000000002,-17.328,10.005364806866964,55.0,19513.474479166667,prebkg
20230605 11:23:17,719.0,-0.033303476394849874,18.2208,-0.09936909871244604,10230.0,19.28832,18.900000000000002,4.180000000000001,-16.416,5.0053648068669645,55.0,19513.474502314813,prebkg
20230605 11:23:19,721.0,0.0010315236051501309,18.21696,-0.09936909871244604,10453.0,19.296,18.900000000000002,1.2540000000000002,-17.328,5.0053648068669645,55.0,19513.474525462963,prebkg
20230605 11:23:21,723.0,0.06970152360515014,18.2208,-0.031769098712446375,10564.0,19.28832,18.900000000000002,3.762,-17.328,5.0053648068669645,55.0,19513.47454861111,prebkg
20230605 11:23:23,725.0,0.13837152360515015,18.21312,0.03583090128755373,10467.0,19.29216,18.900000000000002,1.6720000000000002,-17.784000000000002,2.0053648068669645,55.0,19513.47457175926,prebkg
