variable_name,units,value,uncertainty
start_time_prebkg,hh:mm:ss,09:18:25,
end_time_prebkg,hh:mm:ss,09:25:58,
start_time_L1,hh:mm:ss,09:30:30,
end_time_L1,hh:mm:ss,09:54:58,
start_time_hp,hh:mm:ss,09:54:58,
end_time_hp,hh:mm:ss,10:43:50,
start_time_mp,hh:mm:ss,10:43:50,
end_time_mp,hh:mm:ss,11:42:32,
start_time_lp,hh:mm:ss,11:42:32,
end_time_lp,hh:mm:ss,13:01:00,
start_time_postbkg,hh:mm:ss,18:32:46,
end_time_postbkg,hh:mm:ss,18:42:46,
