time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,O2_4,O2_ave,datenumbers,phase
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,lambda,lambda,date,text
20230711 18:32:55,33516.0,4003.0,-3.1701101321585905,-133.85462555066078,1.3436123348017617,0.155,26.28,23.09,42.2,0.0,0.01,30.0,1.294140969162985,-675.0,29.8,32.39,32.06,31.76,27.81,27.0,27.38,nan,nan,-36.19,nan,nan,0.214,28.0,988.81,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.772858796296,postbkg
20230711 18:32:56,33517.0,4003.0,-3.2401101321585903,-133.85462555066078,1.3436123348017617,0.149,26.28,23.07,42.2,0.0,0.01,30.0,1.2341409691629863,-675.0,29.8,32.38,32.05,31.74,27.81,27.0,27.38,nan,nan,-36.19,nan,nan,0.204,28.0,988.78,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.019,0.025,-0.001,2.00075,19549.77287037037,postbkg
20230711 18:32:57,33518.0,4003.0,-3.1701101321585905,-134.85462555066078,1.3436123348017617,0.152,26.28,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-675.0,29.8,32.38,32.06,31.75,27.81,26.94,27.44,nan,nan,-36.19,nan,nan,0.199,27.9,988.78,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.772881944446,postbkg
20230711 18:32:58,33519.0,4003.0,-3.1001101321585907,-137.85462555066078,1.3436123348017617,0.155,26.28,23.07,42.2,0.0,0.02,30.0,1.294140969162985,-675.0,29.8,32.4,32.06,31.76,27.88,27.0,27.44,nan,nan,-36.25,nan,nan,0.205,28.0,988.77,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.77289351852,postbkg
20230711 18:32:59,33520.0,4003.0,-3.1701101321585905,-133.85462555066078,1.3436123348017617,0.148,26.28,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-671.0,29.8,32.39,32.06,31.76,27.81,26.94,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.77,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.957,0.019,0.025,-0.001,1.9999999999999998,19549.772905092592,postbkg
20230711 18:33:00,33521.0,4003.0,-3.2401101321585903,-136.85462555066078,1.3436123348017617,0.158,26.28,23.07,42.2,0.0,0.01,30.0,1.2341409691629863,-671.0,29.8,32.38,32.05,31.74,27.81,27.06,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.75,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.772916666665,postbkg
20230711 18:33:01,33522.0,4003.0,-3.2401101321585903,-133.85462555066078,1.3436123348017617,0.157,26.25,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-671.0,29.8,32.38,32.05,31.74,27.81,27.0,27.44,nan,nan,-36.25,nan,nan,0.211,28.0,988.76,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.77292824074,postbkg
20230711 18:33:02,33523.0,4003.0,-3.1701101321585905,-134.85462555066078,1.3436123348017617,0.166,26.25,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-671.0,29.8,32.39,32.06,31.75,27.81,27.0,27.38,nan,nan,-36.19,nan,nan,0.213,28.0,988.79,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.772939814815,postbkg
20230711 18:33:03,33524.0,4003.0,-3.1701101321585905,-136.85462555066078,1.3436123348017617,0.169,26.28,23.09,42.2,0.0,0.02,30.0,1.294140969162985,-671.0,29.8,32.39,32.06,31.76,27.81,26.94,27.44,nan,nan,-36.19,nan,nan,0.205,28.0,988.75,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956,0.019,0.025,-0.001,1.99975,19549.772951388888,postbkg
20230711 18:33:04,33525.0,4003.0,-3.1001101321585907,-136.85462555066078,1.3436123348017617,0.164,26.28,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-663.0,29.8,32.38,32.05,31.75,27.81,27.0,27.38,nan,nan,-36.19,nan,nan,0.209,28.0,988.76,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.77296296296,postbkg
20230711 18:33:05,33526.0,4003.0,-3.2401101321585903,-137.85462555066078,0.3436123348017617,0.163,26.28,23.07,42.2,0.0,0.01,30.0,1.2341409691629863,-663.0,29.8,32.37,32.05,31.74,27.81,27.0,27.38,nan,nan,-36.19,nan,nan,0.203,28.0,988.74,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.772974537038,postbkg
20230711 18:33:06,33527.0,4003.0,-3.2401101321585903,-136.85462555066078,1.3436123348017617,0.164,26.25,23.07,42.2,0.0,0.01,30.0,1.294140969162985,-663.0,29.8,32.38,32.06,31.75,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.212,28.0,988.75,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.77298611111,postbkg
20230711 18:33:07,33528.0,4003.0,-3.1701101321585905,-137.85462555066078,1.3436123348017617,0.165,26.28,23.09,42.3,0.0,0.02,30.0,1.294140969162985,-663.0,29.8,32.39,32.06,31.76,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.74,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956,0.019,0.025,-0.001,1.99975,19549.772997685184,postbkg
20230711 18:33:08,33529.0,4003.0,-3.1701101321585905,-139.85462555066078,0.3436123348017617,0.161,26.28,23.09,42.3,0.0,0.01,30.0,1.294140969162985,-663.0,29.8,32.38,32.05,31.75,27.88,27.0,27.5,nan,nan,-36.19,nan,nan,0.215,28.0,988.75,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.77300925926,postbkg
20230711 18:33:09,33530.0,4003.0,-3.1001101321585907,-133.85462555066078,1.3436123348017617,0.158,26.28,23.07,42.4,0.0,0.01,30.0,1.294140969162985,-663.0,29.8,32.37,32.05,31.74,27.81,26.94,27.44,nan,nan,-36.19,nan,nan,0.211,28.0,988.74,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.019,0.025,-0.001,2.00075,19549.773020833334,postbkg
20230711 18:33:10,33531.0,4003.0,-3.1001101321585907,-125.85462555066078,1.3436123348017617,0.161,26.3,23.07,42.4,0.0,0.01,30.0,1.294140969162985,-673.0,29.8,32.38,32.05,31.75,27.62,27.0,27.38,nan,nan,-36.19,nan,nan,0.213,28.0,988.76,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.773032407407,postbkg
20230711 18:33:11,33532.0,4003.0,-3.1001101321585907,-118.85462555066078,1.3436123348017617,0.166,26.3,23.09,42.5,0.0,0.01,30.0,1.294140969162985,-673.0,29.8,32.39,32.06,31.76,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.75,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956,0.019,0.025,-0.001,1.99975,19549.77304398148,postbkg
20230711 18:33:12,33533.0,4003.0,-3.1701101321585905,-114.85462555066078,1.3436123348017617,0.156,26.3,23.07,42.5,0.0,0.01,30.0,1.294140969162985,-673.0,29.8,32.38,32.05,31.74,27.69,26.94,27.44,nan,nan,-36.19,nan,nan,0.214,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.957,0.019,0.025,-0.001,1.9999999999999998,19549.773055555557,postbkg
20230711 18:33:13,33534.0,4003.0,-3.1701101321585905,-119.85462555066078,1.3436123348017617,0.152,26.3,23.07,42.6,0.0,0.01,30.0,1.294140969162985,-673.0,29.8,32.37,32.05,31.74,27.88,27.0,27.38,nan,nan,-36.19,nan,nan,0.202,28.0,988.79,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.77306712963,postbkg
