time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase,COconc,CO2conc,PMconc,Cconc,MCE,CER_CO,CER_CO2,CER_PM,EFmass_CO,EFmass_CO2,EFmass_PM,EFmass_dry_CO,EFmass_dry_CO2,EFmass_dry_PM,EFenergy_CO,EFenergy_CO2,EFenergy_PM,ER_CO,ER_CO2,ER_PM,ER_PM_heat,Realtime_conc_PM,PM_flowrate
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text,gm^-3,gm^-3,mgm^-3,gm^-3,mol/mol,g/g,g/g,mg/g,g/kg,g/kg,mg/kg,g/kg,g/kg,mg/kg,g/MJ,g/MJ,mg/MJ,g/min,g/min,mg/min,g/hr,mg/m^3,g/hr
20230605 14:15:33,11055.0,259.5736315236051,31.76832,1904.0574309012877,13703.0,27.88992,221.0,2694.4280000000003,2586.4320000000002,2139.005364806867,35.0,19513.594131944443,test,0.3024214934871816,3.9156351124113793,29.81851345450299,1.1982184586902034,0.8917802449197128,0.25239261780173594,3.267880814231187,24.885706974584757,19.93709192619212,258.13766172965546,1965.7810593744086,28.546590590547122,369.6100801800862,2814.670630017563,5.111484202973429,66.18149652960163,503.98818788090864,0.7080804112008201,9.16794798060918,69.81615302801418,4.188969181680851,29818.51345450299,5.318667431850794
20230605 14:15:35,11057.0,278.11453152360514,31.764480000000002,2441.1394309012876,13555.0,27.90144,221.60000000000002,2692.338,2595.0960000000005,2186.005364806867,35.0,19513.594155092593,test,0.32402294289359634,4.001672694790211,38.22949233741969,1.2309596426575913,0.8871343346816163,0.2632279171996607,3.2508561256734336,31.056657759212797,20.79299794288052,256.79284117290945,2453.2391084120477,29.772105261033783,367.684521427922,3512.6292594635806,5.330921927378216,65.83671058704346,628.9629899479435,0.7384785397989927,9.12018569429695,87.12858239752877,5.227714943851726,38229.492337419695,6.818916581521205
20230605 14:15:37,11059.0,298.0288315236051,31.764480000000002,2356.6394309012876,13540.0,27.8976,222.20000000000002,2691.5020000000004,2621.088,2191.005364806867,35.0,19513.59417824074,test,0.3472244996634491,4.010825629085832,36.906179108515246,1.2434056676544818,0.8802632635730828,0.27925278828625705,3.225677454608774,29.68152717056036,22.05884054454417,254.80391818471887,2344.614279384684,31.58458075322393,364.8367154153804,3357.0966204161277,5.6554594519985555,65.32678925685633,601.1136877688916,0.7834358662345491,9.04954763873005,83.27069209491809,4.996241525695085,36906.17910851524,6.582879899697668
20230605 14:15:39,11061.0,318.5611615236051,31.76832,2191.289830901287,13697.0,27.90528,223.0,2686.486,2633.4,2222.005364806867,35.0,19513.59420138889,test,0.3711461047468491,4.067573821718679,34.316719782195,1.269148821880288,0.8746101870500015,0.2924370242072819,3.204962059289806,27.03916135804593,23.100294632320065,253.1675599411267,2135.887532281048,33.07576931636301,362.4937233174244,3058.2347293779303,5.922468107899623,64.90725869826277,547.6001926960906,0.8204238703752299,8.991431178100585,75.85760890982291,4.551456534589375,34316.719782195,6.121003320705365
20230605 14:15:41,11063.0,339.1278265236051,31.78368,2359.7490309012874,13611.0,27.89376,223.9,2692.338,2596.0080000000003,2201.005364806867,35.0,19513.59422453704,test,0.395107712514335,4.029131497677073,36.954877035338924,1.2689323478777261,0.8664921084921627,0.3113701949321001,3.1752137963980087,29.12281107589818,24.595870725165653,250.81767404872636,2300.479968972035,35.217184853670375,359.1290786263535,3293.903648491729,6.305904849889157,64.30479347102394,589.7985054284314,0.8735403498861153,8.907973260811257,81.70322975985216,4.90219378559113,36954.877035338926,6.591566049588773
20230605 14:15:43,11065.0,357.8060665236051,31.776,2519.2174309012876,13707.0,27.90528,224.70000000000002,2690.248,2596.464,2191.005364806867,35.0,19513.594247685185,test,0.41686917265709356,4.010825629085832,39.45223376092741,1.273267592775998,0.8596184628939648,0.3274010703030844,3.1500256912542373,30.985029372272827,25.86218761950409,248.82800584023522,2447.5810121199097,37.03033945386973,356.28020558262705,3504.527809213388,6.630563973964609,63.794681080786134,627.51236365183,0.9185145211731391,8.837308738199976,86.92763096669911,5.215657858001947,39452.23376092741,7.037014475526155
20230605 14:15:45,11067.0,374.0121865236051,31.77216,2563.5630309012877,13640.0,27.88224,225.60000000000002,2692.7560000000003,2628.384,2196.005364806867,35.0,19513.594270833335,test,0.43575043954566345,4.019978563381453,40.14670854345647,1.2838611835895892,0.854470960196368,0.3394061952456064,3.1311629440667907,31.27028767332071,26.81050093250479,247.3379926697547,2470.1142423713923,38.38816596126682,354.14675522237917,3536.7916369096706,6.873693139282064,63.41267056434126,633.2894474361057,0.9521945625303542,8.784389829948244,87.72791513056914,5.263674907834149,40146.70854345647,7.1608865261471495
20230605 14:15:47,11069.0,387.1281565236051,31.76832,2877.7678309012877,13633.0,27.88992,226.60000000000002,2691.084,2591.904,2228.005364806867,35.0,19513.59429398148,test,0.45103146486649753,4.078557342873423,45.0673164538148,1.306399022917965,0.8519661985263949,0.34524785839098104,3.121984379446015,34.49735927783589,27.271947769363827,246.61295606532184,2725.0282877661894,39.04888087294421,353.10862372423844,3901.786036123202,6.991999170364679,63.22678522239391,698.6444711765424,0.9685831846624121,8.758639624306268,96.78137401776438,5.806882441065863,45067.3164538148,8.038565323839798
20230605 14:15:49,11071.0,398.83639152360513,31.78752,3071.5770309012873,13952.0,27.8976,227.70000000000002,2694.01,2594.64,2212.005364806867,35.0,19513.59431712963,test,0.46467238013980755,4.049267953127438,48.102467675630045,1.3042550568233617,0.8472383894747539,0.3562741640975974,3.1046595770844228,36.881181655364415,28.142941827723305,245.24442880689975,2913.3320752954824,40.295999102766004,351.1491209290061,4171.405655130234,7.215305176409589,62.87592134070747,746.9219149922856,0.9995171761030807,8.71003537713369,103.46912084654072,6.208147250792443,48102.46767563005,8.579939057270265
20230605 14:15:51,11073.0,409.2398965236051,31.78752,3043.117430901287,13642.0,27.874560000000002,228.9,2693.592,2609.232,2269.005364806867,35.0,19513.594340277778,test,0.4767931934178513,4.153611404097511,47.65677578013502,1.337926711580189,0.847198498796071,0.3563671980617861,3.1045133998347287,35.61987018246231,28.150290801367788,245.23288191899928,2813.6980883673705,40.30652160738536,351.1325877112875,4028.7464025035156,7.217189310907785,62.87296094230457,721.3776905814402,0.9997781802805883,8.709625280959036,99.93054688124984,5.99583281287499,47656.77578013502,8.500441902832096
20230605 14:15:53,11075.0,418.1669965236051,31.78752,3164.5270309012876,13636.0,27.874560000000002,230.10000000000002,2696.518,2624.28,2306.005364806867,35.0,19513.594363425927,test,0.48719389128019913,4.221343117885103,49.55811222742495,1.3608697537140113,0.8464975996161365,0.35800185135320717,3.1019449924318208,36.41649914855824,28.27941594465592,245.02999732220846,2876.6257011733765,40.491407277473954,350.84209080516115,4118.848249165193,7.25029449658719,62.82094526141379,737.5111116430223,1.00436415424782,8.702419686018018,102.16546710514795,6.129928026308877,49558.11222742495,8.839579407276158
20230605 14:15:55,11077.0,425.8580365236051,31.78752,3351.9818309012876,13930.0,27.90528,231.3,2693.174,2592.816,2306.005364806867,35.0,19513.594386574074,test,0.4961544925154526,4.221343117885103,52.49375029442659,1.3647118394275206,0.8441144471878778,0.36355989461012017,3.0932120583462535,38.46508015673628,28.71845897336238,244.34016213144187,3038.447977252705,41.120043672316065,349.8543618606056,4350.550760282087,7.362856625204877,62.64408488010481,778.999208850521,1.0199570887365712,8.677919684345403,107.91270367364525,6.474762220418715,52493.75029442659,9.363203182233496
20230605 14:15:57,11079.0,432.24434652360515,31.77984,3451.624230901288,13720.0,27.870720000000002,232.3,2691.5020000000004,2566.824,2363.005364806867,35.0,19513.594409722224,test,0.50359499175544,4.3256865688551756,54.05420125395073,1.396376690485774,0.8453646753735403,0.36064408349601457,3.097793452388802,38.71032911265961,28.488132132872135,244.70205732065918,3057.8207743718626,40.79025404994634,350.372535415782,4378.289374820338,7.303805284565775,62.73686779697476,783.9660187949488,1.0117768624263008,8.69077265685219,108.60074274178147,6.516044564506888,54054.20125395073,9.641537637439814
20230605 14:15:59,11081.0,437.7379465236051,31.77984,3417.1482309012877,13953.0,27.88992,233.10000000000002,2686.904,2611.968,2380.005364806867,35.0,19513.59443287037,test,0.5099954212091924,4.356806545460285,53.514289456557705,1.4076134463998495,0.844649459458067,0.36231212660945417,3.0951725820773963,38.01774527902338,28.61989481745121,244.49502855420698,3003.111933526736,40.978916239282434,350.0761047498527,4299.955438904764,7.337586684744931,62.68378963125234,769.9397316725288,1.016456510602829,8.683419878692638,106.65771821918068,6.399463093150841,53514.28945655771,9.54523467125581
20230605 14:16:01,11083.0,442.68218652360514,31.77216,3577.1574309012876,13713.0,27.8784,233.9,2691.92,2577.7680000000005,2406.005364806867,35.0,19513.59445601852,test,0.5157558077175697,4.404401803797511,56.02011538681118,1.4230717488426146,0.8446013546424733,0.36242431777388195,3.094996304564134,39.3656296194288,28.6287570638116,244.4811039750452,3109.584516736945,40.99160549805193,350.0561670747921,4452.406420887086,7.339858793056499,62.68021963886418,797.2372397114909,1.0167712597683671,8.682925337072668,110.43916993642205,6.626350196185323,56020.11538681118,9.992193731956862
