sep=,

firmware launcher:,6.84
firmware GUI,6.30

Household ID:,1
Sensor ID:,3944
Sensor Type:,EXACT 
Start time:,2023-02-03 03:07:57
Stop time:,2023-02-03 15:05:33
Total number of logs:,10764
Study arm:,0

Type of stove data logged:,usage and temperature
Stove Name:,Coal Hea
Cooking Events per day:,10.03
Cooking Time (min/day):,481.61
Number of days since last use:,0

Timestamp,Coal Hea Usage (EXACT 3944),Coal Hea Temperature (EXACT 3944)
2023-02-03 03:17:45,1,127
2023-02-03 03:17:49,1,127
2023-02-03 03:17:53,1,127
2023-02-03 03:17:57,1,127
2023-02-03 03:18:01,1,127
2023-02-03 03:18:05,1,127
2023-02-03 03:18:09,1,127
2023-02-03 03:18:13,1,127
2023-02-03 03:18:17,1,127
2023-02-03 03:18:21,1,127
2023-02-03 03:18:25,1,127
2023-02-03 03:18:29,1,127
2023-02-03 03:18:33,1,126
2023-02-03 03:18:37,1,127
2023-02-03 03:18:41,1,125
2023-02-03 03:18:45,1,124
2023-02-03 03:18:49,1,127
2023-02-03 03:18:53,1,124
2023-02-03 03:18:57,1,119
2023-02-03 03:19:01,1,123
2023-02-03 03:19:05,1,119
2023-02-03 03:19:09,1,127
2023-02-03 03:19:13,1,117
2023-02-03 03:19:17,1,117
2023-02-03 03:19:21,1,117
2023-02-03 03:19:25,1,115
2023-02-03 03:19:29,1,110
2023-02-03 03:19:33,1,115
2023-02-03 03:19:37,1,114
2023-02-03 03:19:41,1,109
2023-02-03 03:19:45,1,112
2023-02-03 03:19:49,1,108
2023-02-03 03:19:53,1,111
2023-02-03 03:19:57,1,110
2023-02-03 03:20:01,1,110
2023-02-03 03:20:05,1,109
2023-02-03 03:20:09,1,105
2023-02-03 03:20:13,1,110
2023-02-03 03:20:17,1,105
2023-02-03 03:20:21,1,105
2023-02-03 03:20:25,1,104
2023-02-03 03:20:29,1,104
2023-02-03 03:20:33,1,106
2023-02-03 03:20:37,1,98
2023-02-03 03:20:41,1,101
2023-02-03 03:20:45,1,100
2023-02-03 03:20:49,1,101
2023-02-03 03:20:53,1,100
2023-02-03 03:20:57,1,97
2023-02-03 03:21:01,1,98
2023-02-03 03:21:05,1,97
2023-02-03 03:21:09,1,98
2023-02-03 03:21:13,1,100
2023-02-03 03:21:17,1,96
2023-02-03 03:21:21,1,96
2023-02-03 03:21:25,1,96
2023-02-03 03:21:29,1,89
2023-02-03 03:21:33,1,95
2023-02-03 03:21:37,1,96
2023-02-03 03:21:41,1,93
2023-02-03 03:21:45,1,91
2023-02-03 03:21:49,1,95
2023-02-03 03:21:53,1,95
2023-02-03 03:21:57,1,88
2023-02-03 03:22:01,1,92
2023-02-03 03:22:05,1,92
2023-02-03 03:22:09,1,88
2023-02-03 03:22:13,1,87
2023-02-03 03:22:17,1,88
2023-02-03 03:22:21,1,82
2023-02-03 03:22:25,1,83
2023-02-03 03:22:29,1,87
