time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase,CO_bkg,PM_bkg,CO2_bkg
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text,ppm,Mm^-1,ppm
20230605 13:03:19,6721.0,222.59483652360512,26.66496,123.40583090128756,14712.0,25.41312,391.20000000000005,2712.82,2645.2560000000003,4852.005364806867,40.0,19513.54396990741,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:21,6723.0,223.41887652360515,26.67264,125.63663090128755,14711.0,25.40928,391.40000000000003,2719.5080000000003,2662.128,4852.005364806867,40.0,19513.543993055555,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:23,6725.0,224.58626652360513,26.67264,128.81383090128756,14539.0,25.43232,391.3,2714.9100000000003,2628.84,4891.005364806867,40.0,19513.544016203705,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:25,6727.0,225.85666152360514,26.680320000000002,117.05143090128756,14949.0,25.43616,391.5,2720.762,2679.9120000000003,4914.005364806867,40.0,19513.54403935185,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:27,6729.0,226.44035652360515,26.684160000000002,128.47583090128757,14715.0,25.42848,391.5,2714.492,2611.512,4923.005364806867,40.0,19513.5440625,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:29,6731.0,226.92104652360513,26.69184,141.92823090128758,14951.0,25.41696,391.8,2718.254,2637.5040000000004,4939.005364806867,40.0,19513.544085648147,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:31,6733.0,227.12705652360515,26.684160000000002,146.86303090128757,14933.0,25.451520000000002,392.0,2718.254,2657.112,4969.005364806867,40.0,19513.544108796297,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:33,6735.0,227.47040652360513,26.688000000000002,131.72063090128756,14635.0,25.44384,391.90000000000003,2715.328,2601.936,5015.005364806867,40.0,19513.544131944444,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:35,6737.0,228.05410152360514,26.69184,160.45063090128755,15020.0,25.46304,392.0,2714.492,2663.496,4992.005364806867,40.0,19513.544155092593,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:37,6739.0,228.63779652360515,26.688000000000002,132.53183090128758,14630.0,25.46304,392.1,2716.164,2642.064,4992.005364806867,40.0,19513.54417824074,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:39,6741.0,229.83952152360513,26.69952,114.61783090128755,14948.0,25.45536,392.20000000000005,2715.328,2656.6560000000004,5031.005364806867,40.0,19513.54420138889,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:41,6743.0,230.83523652360515,26.70336,119.95823090128755,15025.0,25.447680000000002,392.1,2713.238,2615.16,5077.005364806867,40.0,19513.544224537036,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:43,6745.0,231.24725652360513,26.71104,140.57623090128757,15044.0,25.44384,392.1,2709.8940000000002,2655.288,5070.005364806867,40.0,19513.544247685186,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:45,6747.0,231.38459652360513,26.71872,155.78623090128755,14525.0,25.451520000000002,392.0,2710.7300000000005,2622.0000000000005,5103.005364806867,40.0,19513.544270833332,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:47,6749.0,230.97257652360514,26.71488,132.05863090128756,15033.0,25.47456,392.0,2711.148,2663.952,5126.005364806867,40.0,19513.544293981482,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:49,6751.0,230.56055652360513,26.7264,129.76023090128757,15054.0,25.46304,391.90000000000003,2719.926,2676.72,5126.005364806867,40.0,19513.54431712963,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:51,6753.0,230.76656652360515,26.71872,117.32183090128756,15023.0,25.47072,392.0,2717.418,2619.264,5166.005364806867,40.0,19513.54434027778,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:53,6755.0,230.83523652360515,26.730240000000002,118.06543090128756,15034.0,25.47456,392.0,2714.074,2639.3280000000004,5126.005364806867,40.0,19513.544363425925,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:55,6757.0,230.62922652360513,26.7456,118.67383090128754,14945.0,25.45536,392.1,2710.7300000000005,2685.384,5118.005364806867,40.0,19513.544386574074,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:57,6759.0,230.28587652360514,26.730240000000002,101.97663090128756,14942.0,25.4592,392.1,2714.074,2632.944,5134.005364806867,40.0,19513.54440972222,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:03:59,6761.0,229.49617152360514,26.734080000000002,109.95343090128755,14708.0,25.46688,392.1,2716.164,2615.16,5118.005364806867,40.0,19513.54443287037,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:01,6763.0,228.32878152360513,26.7456,110.69703090128756,14927.0,25.497600000000002,392.1,2716.164,2632.032,5158.005364806867,40.0,19513.544456018517,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:03,6765.0,226.88671152360513,26.7456,95.48703090128754,15018.0,25.4784,392.0,2709.476,2631.1200000000003,5118.005364806867,40.0,19513.544479166667,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:05,6767.0,225.58198152360512,26.75712,114.61783090128755,14615.0,25.48224,392.1,2716.5820000000003,2664.4080000000004,5078.005364806867,40.0,19513.544502314813,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:07,6769.0,223.79656152360513,26.76096,115.29383090128755,14953.0,25.48608,392.1,2711.5660000000003,2637.5040000000004,5111.005364806867,40.0,19513.544525462963,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:09,6771.0,221.80513152360513,26.76096,119.82303090128755,14710.0,25.49376,392.1,2717.8360000000002,2671.704,5111.005364806867,40.0,19513.54454861111,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:11,6773.0,219.91670652360514,26.7648,121.85103090128756,15122.0,25.4784,392.1,2714.9100000000003,2628.84,5135.005364806867,40.0,19513.54457175926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:13,6775.0,219.02399652360515,26.776320000000002,141.45503090128759,15526.0,25.48992,392.1,2718.672,2619.7200000000003,5175.005364806867,40.0,19513.54459490741,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:15,6777.0,218.33729652360515,26.76864,123.40583090128756,15039.0,25.48992,392.0,2714.9100000000003,2640.6960000000004,5262.005364806867,40.0,19513.544618055555,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:17,6779.0,218.26862652360515,26.784,113.73903090128755,15115.0,25.501440000000002,391.8,2716.5820000000003,2661.6720000000005,5270.005364806867,40.0,19513.544641203705,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:19,6781.0,217.92527652360513,26.780160000000002,130.09823090128756,14944.0,25.48992,391.90000000000003,2712.82,2606.04,5247.005364806867,40.0,19513.54466435185,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:21,6783.0,217.95961152360513,26.784,118.80903090128754,14720.0,25.497600000000002,391.8,2714.074,2659.8480000000004,5278.005364806867,40.0,19513.5446875,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:23,6785.0,218.02828152360513,26.78784,147.26863090128757,14621.0,25.52064,391.90000000000003,2715.328,2610.1440000000002,5270.005364806867,40.0,19513.544710648148,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:25,6787.0,217.71926652360514,26.78784,129.01663090128758,14538.0,25.52064,391.90000000000003,2721.18,2643.888,5318.005364806867,40.0,19513.544733796298,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:27,6789.0,217.75360152360514,26.79168,116.44303090128756,14723.0,25.536,391.90000000000003,2717.418,2625.192,5311.005364806867,40.0,19513.544756944444,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:29,6791.0,217.92527652360513,26.79168,126.38023090128756,14723.0,25.5168,391.90000000000003,2717.0,2667.144,5327.005364806867,40.0,19513.544780092594,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:31,6793.0,218.09695152360513,26.79936,112.31943090128755,14949.0,25.5168,391.90000000000003,2714.074,2614.704,5366.005364806867,40.0,19513.54480324074,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:33,6795.0,218.30296152360515,26.79936,115.42903090128755,14712.0,25.52832,392.1,2717.8360000000002,2651.184,5399.005364806867,40.0,19513.54482638889,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:35,6797.0,218.44030152360514,26.8032,111.17023090128754,14619.0,25.536,392.0,2716.5820000000003,2617.896,5399.005364806867,40.0,19513.544849537036,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:37,6799.0,218.54330652360514,26.80704,114.21223090128755,14717.0,25.55136,391.8,2718.672,2654.8320000000003,5383.005364806867,40.0,19513.544872685186,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:39,6801.0,218.54330652360514,26.79552,114.34743090128755,15034.0,25.543680000000002,391.8,2714.074,2642.976,5376.005364806867,40.0,19513.544895833333,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:41,6803.0,218.09695152360513,26.81856,110.49423090128755,14633.0,25.536,391.6,2717.8360000000002,2614.704,5383.005364806867,40.0,19513.544918981483,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:43,6805.0,217.44458652360512,26.81088,97.65023090128756,15262.0,25.536,391.5,2710.312,2658.936,5369.005364806867,40.0,19513.54494212963,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:45,6807.0,216.62054652360513,26.826240000000002,95.82503090128755,14945.0,25.543680000000002,391.5,2716.164,2621.088,5352.005364806867,40.0,19513.54496527778,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:47,6809.0,215.65916652360514,26.81856,101.57103090128754,14716.0,25.56288,391.6,2714.492,2636.136,5336.005364806867,40.0,19513.544988425925,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:49,6811.0,214.90379652360514,26.830080000000002,104.20743090128755,14459.0,25.547520000000002,391.70000000000005,2714.9100000000003,2632.944,5393.005364806867,40.0,19513.545011574075,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:51,6813.0,213.77074152360512,26.8416,96.16303090128756,14946.0,25.56672,391.70000000000005,2717.8360000000002,2646.168,5409.005364806867,40.0,19513.54503472222,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:53,6815.0,212.67202152360514,26.830080000000002,102.31463090128754,14621.0,25.55136,391.8,2717.0,2617.44,5449.005364806867,40.0,19513.54505787037,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:55,6817.0,211.40162652360513,26.83392,96.77143090128754,14718.0,25.55136,391.8,2719.5080000000003,2653.92,5449.005364806867,40.0,19513.545081018518,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:57,6819.0,210.57758652360513,26.85696,102.78783090128755,14705.0,25.536,391.6,2716.5820000000003,2622.9120000000003,5418.005364806867,40.0,19513.545104166667,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:04:59,6821.0,209.68487652360514,26.84544,100.69223090128756,15112.0,25.57056,391.5,2717.0,2621.544,5410.005364806867,40.0,19513.545127314814,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:01,6823.0,209.27285652360513,26.84544,99.81343090128756,15043.0,25.5552,391.6,2717.8360000000002,2638.416,5401.005364806867,40.0,19513.545150462964,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:03,6825.0,208.44881652360513,26.84928,106.91143090128756,14704.0,25.55136,391.3,2714.9100000000003,2635.224,5410.005364806867,40.0,19513.54517361111,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:05,6827.0,207.62477652360514,26.85696,111.71103090128756,14928.0,25.53984,391.1,2719.09,2635.6800000000003,5466.005364806867,40.0,19513.54519675926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:07,6829.0,207.21275652360515,26.84928,115.15863090128755,14946.0,25.57056,391.20000000000005,2720.762,2627.016,5475.005364806867,40.0,19513.545219907406,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:09,6831.0,206.59472652360515,26.872320000000002,108.87183090128755,14932.0,25.5552,391.1,2719.5080000000003,2601.0240000000003,5524.005364806867,40.0,19513.545243055556,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:11,6833.0,206.66339652360514,26.8608,120.49903090128754,14712.0,25.56288,391.0,2717.8360000000002,2642.52,5531.005364806867,40.0,19513.545266203702,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:13,6835.0,206.83507152360514,26.86848,113.33343090128756,15041.0,25.56672,390.70000000000005,2722.016,2642.976,5565.005364806867,40.0,19513.545289351852,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:15,6837.0,207.41876652360514,26.872320000000002,102.51743090128755,15034.0,25.55136,390.70000000000005,2712.402,2612.4240000000004,5613.005364806867,40.0,19513.5453125,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:17,6839.0,208.17413652360514,26.88768,110.96743090128756,14725.0,25.57824,390.70000000000005,2719.5080000000003,2647.0800000000004,5640.005364806867,40.0,19513.54533564815,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:19,6841.0,208.72349652360515,26.88384,108.80423090128755,14618.0,25.56288,390.6,2720.762,2639.784,5606.005364806867,40.0,19513.545358796295,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:21,6843.0,209.34152652360513,26.88768,119.28223090128755,14931.0,25.56672,390.6,2718.254,2618.808,5615.005364806867,40.0,19513.545381944445,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:23,6845.0,209.89088652360513,26.89152,132.53183090128758,14715.0,25.589760000000002,390.40000000000003,2718.672,2623.368,5615.005364806867,40.0,19513.54540509259,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:25,6847.0,210.26857152360515,26.89152,114.82063090128756,14712.0,25.57824,390.40000000000003,2719.5080000000003,2668.056,5648.005364806867,40.0,19513.54542824074,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:27,6849.0,211.19561652360514,26.89152,123.33823090128755,14621.0,25.593600000000002,390.3,2716.5820000000003,2628.84,5682.005364806867,40.0,19513.545451388887,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:29,6851.0,212.63768652360514,26.90688,108.66903090128756,15026.0,25.593600000000002,390.20000000000005,2720.762,2622.456,5673.005364806867,41.0,19513.545474537037,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:31,6853.0,214.45744152360513,26.91072,99.00223090128756,14715.0,25.58592,390.3,2713.6560000000004,2637.5040000000004,5699.005364806867,40.0,19513.545497685187,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:33,6855.0,216.10552152360515,26.89152,102.11183090128756,14937.0,25.597440000000002,390.3,2717.8360000000002,2673.072,5690.005364806867,40.0,19513.545520833333,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:35,6857.0,216.75788652360515,26.90304,111.44063090128756,15130.0,25.57056,390.3,2714.492,2644.344,5699.005364806867,40.0,19513.545543981483,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:37,6859.0,216.99823152360514,26.926080000000002,93.52663090128755,14716.0,25.589760000000002,390.20000000000005,2716.5820000000003,2658.936,5724.005364806867,40.0,19513.54556712963,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:39,6861.0,216.48320652360513,26.93376,90.55223090128754,15117.0,25.60896,390.1,2716.5820000000003,2656.6560000000004,5732.005364806867,40.0,19513.54559027778,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:41,6863.0,215.52182652360514,26.93376,88.05103090128755,14719.0,25.60128,389.90000000000003,2714.074,2644.344,5750.005364806867,40.0,19513.545613425926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:43,6865.0,214.35443652360513,26.93376,102.31463090128754,14714.0,25.61664,389.70000000000005,2714.074,2691.312,5742.005364806867,40.0,19513.545636574076,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:45,6867.0,212.87803152360513,26.92992,86.96943090128755,15044.0,25.60512,389.5,2715.746,2671.2480000000005,5725.005364806867,40.0,19513.545659722222,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:47,6869.0,211.05827652360514,26.94144,77.43783090128755,14708.0,25.60128,389.40000000000003,2715.328,2662.5840000000003,5700.005364806867,40.0,19513.545682870372,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:49,6871.0,209.16985152360513,26.93376,77.50543090128755,14524.0,25.62432,389.20000000000005,2720.3440000000005,2646.6240000000003,5642.005364806867,40.0,19513.545706018518,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:51,6873.0,207.21275652360515,26.96064,87.30743090128755,14932.0,25.62048,389.1,2715.328,2637.0480000000002,5591.005364806867,40.0,19513.545729166668,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:53,6875.0,204.63763152360514,26.94144,88.32143090128756,14706.0,25.62048,389.0,2719.926,2649.36,5608.005364806867,40.0,19513.545752314814,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:55,6877.0,202.40585652360514,26.95296,85.68503090128756,14708.0,25.60896,389.0,2715.746,2680.368,5633.005364806867,40.0,19513.545775462964,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:57,6879.0,200.20841652360514,26.96064,88.52423090128755,14704.0,25.632,388.90000000000003,2716.5820000000003,2672.1600000000003,5600.005364806867,40.0,19513.54579861111,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:05:59,6881.0,198.25132152360513,26.94528,88.45663090128755,14717.0,25.60128,388.8,2713.6560000000004,2662.5840000000003,5567.005364806867,40.0,19513.54582175926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:01,6883.0,196.84358652360513,26.964480000000002,77.91103090128755,14533.0,25.632,388.90000000000003,2719.926,2663.04,5543.005364806867,40.0,19513.545844907407,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:03,6885.0,196.12255152360513,26.972160000000002,83.99503090128755,14524.0,25.61664,388.70000000000005,2711.9840000000004,2661.216,5584.005364806867,40.0,19513.545868055557,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:05,6887.0,195.88220652360513,26.968320000000002,75.88303090128755,14919.0,25.62432,388.6,2719.09,2684.016,5576.005364806867,40.0,19513.545891203703,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:07,6889.0,195.71053152360514,26.968320000000002,70.40743090128755,14712.0,25.643520000000002,388.5,2712.82,2697.2400000000002,5535.005364806867,40.0,19513.545914351853,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:09,6891.0,195.09250152360514,26.98368,73.51703090128755,15117.0,25.639680000000002,388.3,2717.418,2667.6000000000004,5528.005364806867,40.0,19513.5459375,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:11,6893.0,194.16545652360514,26.98368,61.14623090128756,14704.0,25.639680000000002,388.3,2716.5820000000003,2705.9040000000005,5512.005364806867,39.0,19513.54596064815,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:13,6895.0,192.62038152360515,26.99136,54.38623090128756,14645.0,25.639680000000002,388.1,2713.6560000000004,2704.536,5520.005364806867,39.0,19513.545983796295,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:15,6897.0,190.62895152360514,26.98752,65.06703090128755,14732.0,25.62432,387.8,2711.9840000000004,2661.216,5528.005364806867,39.0,19513.546006944445,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:17,6899.0,188.12249652360515,26.9952,51.073830901287565,15130.0,25.643520000000002,387.70000000000005,2716.5820000000003,2668.056,5496.005364806867,39.0,19513.54603009259,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:19,6901.0,185.65037652360513,26.99904,53.980630901287554,14618.0,25.65504,387.6,2716.164,2684.016,5446.005364806867,39.0,19513.54605324074,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:21,6903.0,182.83490652360513,27.00672,59.92943090128756,14994.0,25.639680000000002,387.6,2718.254,2669.88,5390.005364806867,39.0,19513.546076388888,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:23,6905.0,179.57308152360514,27.00288,65.60783090128754,15029.0,25.643520000000002,387.5,2714.9100000000003,2651.184,5325.005364806867,39.0,19513.546099537038,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:25,6907.0,176.86061652360513,27.014400000000002,59.92943090128756,14662.0,25.65504,387.5,2719.926,2698.608,5310.005364806867,39.0,19513.546122685184,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:27,6909.0,174.25115652360515,27.00672,68.04143090128755,14724.0,25.64736,387.40000000000003,2717.0,2666.688,5294.005364806867,39.0,19513.546145833334,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:29,6911.0,171.98504652360515,27.00672,58.98303090128756,14878.0,25.66272,387.20000000000005,2715.746,2673.5280000000002,5262.005364806867,39.0,19513.54616898148,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:31,6913.0,170.09662152360514,27.018240000000002,62.160230901287555,14716.0,25.66656,387.1,2714.074,2689.944,5247.005364806867,39.0,19513.54619212963,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:33,6915.0,168.44854152360514,27.01056,56.88743090128756,14666.0,25.643520000000002,387.0,2719.5080000000003,2675.808,5238.005364806867,39.0,19513.546215277776,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:35,6917.0,167.04080652360514,27.02976,70.20463090128754,14955.0,25.65888,387.0,2718.672,2697.696,5207.005364806867,39.0,19513.546238425926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:37,6919.0,165.77041152360513,27.02976,54.18343090128755,14848.0,25.67424,386.90000000000003,2715.328,2674.8959999999997,5168.005364806867,39.0,19513.546261574073,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:39,6921.0,164.46568152360513,27.02592,62.83623090128756,15038.0,25.67424,386.8,2711.9840000000004,2704.0800000000004,5128.005364806867,39.0,19513.546284722222,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:41,6923.0,162.98927652360513,27.02592,55.87343090128756,14557.0,25.67424,386.8,2717.8360000000002,2671.704,5081.005364806867,39.0,19513.54630787037,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:43,6925.0,162.02789652360514,27.04128,57.76623090128756,14716.0,25.6704,386.6,2715.746,2652.552,5043.005364806867,39.0,19513.54633101852,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:45,6927.0,160.92917652360515,27.0336,66.95983090128755,14918.0,25.70112,386.40000000000003,2719.926,2696.784,5019.005364806867,39.0,19513.546354166665,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:47,6929.0,160.44848652360514,27.0528,54.52143090128756,14625.0,25.6704,386.40000000000003,2716.5820000000003,2691.768,5027.005364806867,39.0,19513.546377314815,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:49,6931.0,160.31114652360515,27.04512,58.17183090128756,14928.0,25.689600000000002,386.20000000000005,2714.9100000000003,2665.7760000000003,4989.005364806867,39.0,19513.54640046296,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:51,6933.0,160.34548152360514,27.04512,66.95983090128755,15028.0,25.69344,386.1,2715.746,2664.864,4958.005364806867,39.0,19513.54642361111,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:53,6935.0,160.65449652360513,27.05664,80.34463090128756,14766.0,25.689600000000002,385.90000000000003,2716.5820000000003,2679.9120000000003,4934.005364806867,39.0,19513.54644675926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:55,6937.0,161.16952152360514,27.060480000000002,88.92983090128756,14712.0,25.69344,385.90000000000003,2713.6560000000004,2670.792,4966.005364806867,39.0,19513.546469907407,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:57,6939.0,161.82188652360514,27.05664,65.20223090128755,14948.0,25.689600000000002,385.90000000000003,2721.598,2687.664,4919.005364806867,39.0,19513.546493055557,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:06:59,6941.0,162.81760152360513,27.072,81.08823090128755,14923.0,25.69344,385.8,2722.434,2645.2560000000003,4881.005364806867,39.0,19513.546516203704,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:01,6943.0,164.53435152360515,27.068160000000002,69.05543090128755,15019.0,25.70496,385.8,2719.09,2636.592,4873.005364806867,39.0,19513.546539351853,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:03,6945.0,166.56011652360513,27.08352,75.13943090128755,15048.0,25.685760000000002,385.70000000000005,2719.09,2634.768,4842.005364806867,39.0,19513.5465625,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:05,6947.0,169.13524152360515,27.07584,85.68503090128756,15216.0,25.7088,385.5,2721.18,2657.112,4850.005364806867,39.0,19513.54658564815,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:07,6949.0,171.95071152360515,27.07968,71.55663090128755,15040.0,25.71264,385.3,2719.926,2601.936,4827.005364806867,39.0,19513.546608796296,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:09,6951.0,174.93785652360515,27.08352,85.82023090128756,15128.0,25.70112,385.20000000000005,2722.016,2644.8,4873.005364806867,39.0,19513.546631944446,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:11,6953.0,178.44002652360513,27.08352,84.33303090128754,14717.0,25.71648,385.0,2717.418,2639.784,4850.005364806867,39.0,19513.546655092592,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:13,6955.0,181.63318152360515,27.10272,92.37743090128754,15213.0,25.70496,384.90000000000003,2720.3440000000005,2599.2000000000003,4827.005364806867,39.0,19513.546678240742,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:15,6957.0,184.62032652360514,27.09888,80.34463090128756,15030.0,25.7088,385.0,2718.672,2672.616,4843.005364806867,40.0,19513.54670138889,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:17,6959.0,187.77914652360514,27.09888,81.56143090128755,14925.0,25.72032,385.1,2720.762,2591.4480000000003,4821.005364806867,40.0,19513.54672453704,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:19,6961.0,190.80062652360513,27.10656,86.09063090128755,15034.0,25.7088,385.1,2720.3440000000005,2605.128,4821.005364806867,40.0,19513.546747685185,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:21,6963.0,193.54742652360514,27.110400000000002,100.21903090128755,15030.0,25.71264,385.1,2720.3440000000005,2656.2000000000003,4821.005364806867,40.0,19513.546770833334,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:23,6965.0,196.15688652360515,27.10656,104.34263090128755,15044.0,25.72416,385.0,2724.5240000000003,2617.44,4866.005364806867,40.0,19513.54679398148,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 13:07:25,6967.0,198.73201152360514,27.10656,98.59663090128754,14948.0,25.72032,385.0,2724.942,2633.856,4913.005364806867,40.0,19513.54681712963,none,-1.37443152360515,2.803369098712446,869.994635193133
