time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase,CO_bkg,PM_bkg,CO2_bkg
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text,ppm,Mm^-1,ppm
20230605 11:12:27,69.0,0.20704152360515016,17.856,0.4414309012875539,10557.0,19.0848,18.5,3.762,-13.224000000000002,11.005364806866964,56.0,19513.466979166667,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:29,71.0,0.17270652360515015,17.859840000000002,0.4414309012875539,10462.0,19.08096,18.5,6.688000000000001,-12.312,13.005364806866964,56.0,19513.467002314814,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:31,73.0,0.31004652360515017,17.863680000000002,0.4414309012875539,10478.0,19.07712,18.5,4.180000000000001,-13.224000000000002,27.005364806866964,56.0,19513.467025462964,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:33,75.0,0.06970152360515014,17.863680000000002,0.37383090128755425,10478.0,19.0848,18.5,5.852,-13.224000000000002,8.005364806866964,56.0,19513.46704861111,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:35,77.0,0.06970152360515014,17.856,0.4414309012875539,10460.0,19.0848,18.5,4.180000000000001,-13.680000000000001,6.0053648068669645,56.0,19513.46707175926,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:37,79.0,0.10403652360515014,17.859840000000002,0.37383090128755425,10480.0,19.0848,18.5,6.2700000000000005,-12.312,4.0053648068669645,56.0,19513.467094907406,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:39,81.0,0.10403652360515014,17.859840000000002,0.30623090128755415,10562.0,19.08864,18.5,3.762,-13.224000000000002,6.0053648068669645,56.0,19513.467118055556,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:41,83.0,0.24137652360515016,17.863680000000002,0.30623090128755415,10502.0,19.0848,18.5,6.2700000000000005,-13.224000000000002,9.005364806866964,56.0,19513.467141203702,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:43,85.0,0.20704152360515016,17.863680000000002,0.37383090128755425,10455.0,19.08864,18.5,4.180000000000001,-12.768,9.005364806866964,56.0,19513.467164351852,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:45,87.0,0.24137652360515016,17.863680000000002,0.30623090128755415,10516.0,19.096320000000002,18.5,5.852,-12.312,9.005364806866964,56.0,19513.4671875,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:47,89.0,0.20704152360515016,17.863680000000002,0.30623090128755415,10432.0,19.08864,18.5,3.3440000000000003,-13.224000000000002,-1.9946351931330355,56.0,19513.46721064815,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:49,91.0,0.06970152360515014,17.86752,0.37383090128755425,10517.0,19.092480000000002,18.5,5.852,-12.312,-3.9946351931330355,56.0,19513.467233796295,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:51,93.0,0.13837152360515015,17.86752,0.37383090128755425,10460.0,19.092480000000002,18.5,4.180000000000001,-13.680000000000001,-8.994635193133036,56.0,19513.467256944445,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:53,95.0,0.27571152360515017,17.8752,0.37383090128755425,10456.0,19.092480000000002,18.5,5.852,-11.856,-1.9946351931330355,56.0,19513.46728009259,none,-1.37443152360515,2.803369098712446,869.994635193133
20230605 11:12:55,97.0,0.10403652360515014,17.86752,0.4414309012875539,10488.0,19.092480000000002,18.5,3.3440000000000003,-13.224000000000002,-15.994635193133036,56.0,19513.46730324074,none,-1.37443152360515,2.803369098712446,869.994635193133
