time,Battery level,Temperature,firewood,seconds
yyyymmdd hhmmss,%,C,kg,s
2023-03-22 18:38:56,82.0,15.48,3.118542,1568
2023-03-22 18:39:00,83.0,15.48,3.11852,1572
2023-03-22 18:39:04,83.0,15.48,3.11852,1576
2023-03-22 18:39:08,83.0,15.48,3.11852,1580
2023-03-22 18:39:12,82.0,15.48,3.118865,1584
2023-03-22 18:39:16,82.0,15.48,3.118878,1588
2023-03-22 18:39:20,82.0,15.48,3.119155,1592
2023-03-22 18:39:24,82.0,15.48,3.119155,1596
2023-03-22 18:39:28,82.0,15.48,3.119548,1600
2023-03-22 18:39:32,82.0,15.48,3.119548,1604
2023-03-22 18:39:36,82.0,15.48,3.119172,1608
2023-03-22 18:39:40,83.0,15.48,3.118987,1612
2023-03-22 18:39:44,83.0,15.48,3.119172,1616
2023-03-22 18:39:48,82.0,15.48,3.118993,1620
2023-03-22 18:39:52,82.0,15.48,3.118993,1624
2023-03-22 18:39:56,82.0,15.47,3.118993,1628
2023-03-22 18:40:00,82.0,15.46,3.118993,1632
2023-03-22 18:40:04,82.0,15.48,3.118808,1636
2023-03-22 18:40:08,83.0,15.48,3.118808,1640
2023-03-22 18:40:12,83.0,15.46,3.118999,1644
2023-03-22 18:40:16,82.0,15.45,3.118808,1648
2023-03-22 18:40:20,82.0,15.42,3.118594,1652
2023-03-22 18:40:24,82.0,15.42,3.118999,1656
2023-03-22 18:40:28,83.0,15.41,3.118594,1660
2023-03-22 18:40:32,83.0,15.41,3.118575,1664
2023-03-22 18:40:36,82.0,15.41,3.118575,1668
2023-03-22 18:40:40,82.0,15.4,3.118575,1672
2023-03-22 18:40:44,82.0,15.4,3.118274,1676
2023-03-22 18:40:48,82.0,15.4,3.11799,1680
2023-03-22 18:40:52,83.0,15.4,3.11799,1684
2023-03-22 18:40:56,82.0,15.4,3.11799,1688
2023-03-22 18:41:00,83.0,15.4,3.11799,1692
2023-03-22 18:41:04,82.0,15.4,3.117847,1696
2023-03-22 18:41:08,82.0,15.4,3.118223,1700
2023-03-22 18:41:12,82.0,15.4,3.118223,1704
2023-03-22 18:41:16,82.0,15.4,3.118223,1708
2023-03-22 18:41:20,82.0,15.4,3.118223,1712
2023-03-22 18:41:24,83.0,15.4,3.118642,1716
2023-03-22 18:41:28,82.0,15.4,3.118664,1720
2023-03-22 18:41:32,82.0,15.4,3.118664,1724
2023-03-22 18:41:36,82.0,15.4,3.118115,1728
2023-03-22 18:41:40,83.0,15.4,3.118393,1732
2023-03-22 18:41:44,82.0,15.39,3.118115,1736
2023-03-22 18:41:48,82.0,15.4,3.117747,1740
2023-03-22 18:41:52,83.0,15.39,3.118115,1744
2023-03-22 18:41:56,82.0,15.39,3.117747,1748
2023-03-22 18:42:00,82.0,15.39,3.117747,1752
2023-03-22 18:42:04,83.0,15.39,3.117747,1756
2023-03-22 18:42:08,82.0,15.38,3.118313,1760
2023-03-22 18:42:12,82.0,15.38,3.118313,1764
2023-03-22 18:42:16,83.0,15.38,3.118894,1768
2023-03-22 18:42:20,83.0,15.38,3.118779,1772
2023-03-22 18:42:24,82.0,15.38,3.118779,1776
2023-03-22 18:42:28,83.0,15.38,3.118779,1780
2023-03-22 18:42:32,82.0,15.38,3.118514,1784
2023-03-22 18:42:36,83.0,15.38,3.118514,1788
2023-03-22 18:42:40,82.0,15.38,3.118475,1792
2023-03-22 18:42:44,83.0,15.38,3.118514,1796
2023-03-22 18:42:48,82.0,15.38,3.118514,1800
2023-03-22 18:42:52,83.0,15.38,3.118584,1804
2023-03-22 18:42:56,82.0,15.38,3.118485,1808
2023-03-22 18:43:00,82.0,15.38,3.118539,1812
2023-03-22 18:43:04,83.0,15.38,3.118485,1816
2023-03-22 18:43:08,82.0,15.38,3.118514,1820
2023-03-22 18:43:12,82.0,15.38,3.118485,1824
2023-03-22 18:43:16,82.0,15.38,3.117773,1828
2023-03-22 18:43:20,82.0,15.38,3.117697,1832
2023-03-22 18:43:24,82.0,15.38,3.117773,1836
2023-03-22 18:43:28,82.0,15.38,3.117697,1840
2023-03-22 18:43:32,83.0,15.38,3.117773,1844
2023-03-22 18:43:36,82.0,15.38,3.118236,1848
2023-03-22 18:43:40,82.0,15.38,3.118236,1852
2023-03-22 18:43:44,83.0,15.38,3.117694,1856
2023-03-22 18:43:48,82.0,15.38,3.117834,1860
2023-03-22 18:43:52,82.0,15.38,3.117834,1864
2023-03-22 18:43:56,82.0,15.38,3.117834,1868
2023-03-22 18:44:00,82.0,15.38,3.118109,1872
2023-03-22 18:44:04,82.0,15.38,3.118188,1876
2023-03-22 18:44:08,82.0,15.38,3.118246,1880
