time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4,datenumbers,phase
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda,date,text
20230727 11:37:40,1448.0,27.50520661971831,1046.6478873239437,13607.42957746479,0.3178,24.843498,48.4,53.0,23.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.484490740742,hp
20230727 11:37:44,1452.0,30.84208661971831,1083.6478873239437,19547.42957746479,0.3018,24.8396993,48.6,53.0,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48453703704,hp
20230727 11:37:48,1456.0,35.92610661971831,1113.6478873239437,21032.42957746479,0.3025,24.832101899999998,48.6,53.3,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.484583333335,hp
20230727 11:37:52,1460.0,42.25358661971831,1139.6478873239437,8882.42957746479,0.3344,24.832101899999998,49.5,53.6,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48462962963,hp
20230727 11:37:56,1464.0,47.18020661971831,1186.6478873239437,13607.42957746479,0.3126,24.8245045,49.7,53.6,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.484675925927,hp
20230727 11:38:00,1468.0,50.076366619718314,1231.6478873239437,11987.42957746479,0.341,24.8207058,50.7,53.8,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.484722222223,hp
20230727 11:38:04,1472.0,52.21700661971831,1266.6478873239437,8477.42957746479,0.3177,24.8245045,50.7,54.0,24.0,1533.5424,1.2845056,3.9,3.6,3.3,3.0,19565.48476851852,hp
20230727 11:38:08,1476.0,54.215986619718315,1310.6478873239437,9962.42957746479,0.3093,24.8207058,51.1,54.0,24.0,1533.5424,1.2845056,3.9,3.6,3.4,3.0,19565.484814814816,hp
20230727 11:38:12,1480.0,54.18450661971831,1365.6478873239437,10502.42957746479,0.3172,24.8131084,51.1,53.8,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.484861111112,hp
20230727 11:38:16,1484.0,53.051226619718314,1407.6478873239437,16712.42957746479,0.3174,24.805511,51.4,53.7,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.484907407408,hp
20230727 11:38:20,1488.0,53.03548661971831,1427.6478873239437,13877.42957746479,0.3296,24.8017123,51.8,53.8,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.484953703704,hp
20230727 11:38:24,1492.0,53.633606619718314,1449.6478873239437,11177.42957746479,0.3173,24.7979136,51.7,53.9,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.485,hp
20230727 11:38:28,1496.0,55.78998661971831,1475.6478873239437,11312.42957746479,0.3209,24.7941149,51.6,53.8,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.485046296297,hp
20230727 11:38:32,1500.0,57.80470661971832,1498.6478873239437,11312.42957746479,0.3177,24.7941149,51.9,53.7,24.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.485092592593,hp
20230727 11:38:36,1504.0,59.67776661971831,1538.6478873239437,11582.42957746479,0.3386,24.8017123,52.0,53.5,24.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48513888889,hp
20230727 11:38:40,1508.0,59.69350661971831,1523.6478873239437,10232.42957746479,0.334,24.7979136,51.9,53.3,24.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.485185185185,hp
20230727 11:38:44,1512.0,59.961086619718316,1532.6478873239437,8882.42957746479,0.3099,24.7979136,52.0,53.2,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48523148148,hp
20230727 11:38:48,1516.0,60.90548661971832,1520.6478873239437,7937.429577464791,0.3036,24.805511,52.2,53.1,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485277777778,hp
20230727 11:38:52,1520.0,61.661006619718314,1511.6478873239437,8072.429577464791,0.3102,24.8017123,52.6,53.1,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485324074074,hp
20230727 11:38:56,1524.0,62.10172661971831,1497.6478873239437,8747.42957746479,0.3326,24.8093097,52.7,53.2,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48537037037,hp
20230727 11:39:00,1528.0,61.550826619718315,1477.6478873239437,7667.429577464791,0.342,24.8207058,52.9,53.1,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485416666666,hp
20230727 11:39:04,1532.0,60.32310661971832,1460.6478873239437,9827.42957746479,0.3163,24.8207058,53.1,53.1,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485462962963,hp
20230727 11:39:08,1536.0,57.25380661971831,1468.6478873239437,9152.42957746479,0.335,24.832101899999998,53.3,53.1,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48550925926,hp
20230727 11:39:12,1540.0,54.26320661971832,1482.6478873239437,8882.42957746479,0.314,24.8359006,53.4,53.0,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485555555555,hp
20230727 11:39:16,1544.0,50.879106619718314,1487.6478873239437,5912.429577464791,0.3356,24.843498,53.5,52.9,24.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48560185185,hp
20230727 11:39:20,1548.0,46.629306619718314,1490.6478873239437,7532.429577464791,0.3201,24.8472967,53.8,52.7,24.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.485648148147,hp
20230727 11:39:24,1552.0,42.37950661971831,1482.6478873239437,5372.429577464791,0.3217,24.8548941,54.0,52.7,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485694444444,hp
20230727 11:39:28,1556.0,38.66486661971831,1456.6478873239437,6182.429577464791,0.3178,24.8548941,54.4,52.6,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48574074074,hp
20230727 11:39:32,1560.0,35.202066619718316,1439.6478873239437,6587.429577464791,0.316,24.8586928,54.7,52.6,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485787037036,hp
20230727 11:39:36,1564.0,32.38460661971831,1429.6478873239437,6587.429577464791,0.3232,24.866290199999998,55.2,52.6,24.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485833333332,hp
20230727 11:39:40,1568.0,30.02360661971831,1438.6478873239437,5102.429577464791,0.313,24.8700889,55.5,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48587962963,hp
20230727 11:39:44,1572.0,28.07184661971831,1421.6478873239437,4697.429577464791,0.3353,24.8738876,55.7,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.485925925925,hp
20230727 11:39:48,1576.0,26.38766661971831,1421.6478873239437,3752.429577464791,0.3126,24.8776863,56.0,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48597222222,hp
20230727 11:39:52,1580.0,25.14420661971831,1407.6478873239437,3752.429577464791,0.3275,24.881484999999998,56.1,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486018518517,hp
20230727 11:39:56,1584.0,24.35720661971831,1392.6478873239437,2807.429577464791,0.3355,24.8890824,56.3,52.6,24.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486064814813,hp
20230727 11:40:00,1588.0,23.69612661971831,1383.6478873239437,2537.429577464791,0.3405,24.8852837,56.4,52.6,24.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48611111111,hp
20230727 11:40:04,1592.0,23.28688661971831,1378.6478873239437,2807.429577464791,0.3195,24.8966798,56.6,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486157407406,hp
20230727 11:40:08,1596.0,23.22392661971831,1395.6478873239437,2132.429577464791,0.3268,24.9080759,56.8,52.8,24.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486203703702,hp
20230727 11:40:12,1600.0,23.28688661971831,1397.6478873239437,2537.429577464791,0.3039,24.9118746,57.0,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48625,hp
20230727 11:40:16,1604.0,23.69612661971831,1412.6478873239437,3347.429577464791,0.3273,24.915673299999998,57.3,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486296296298,hp
20230727 11:40:20,1608.0,23.33410661971831,1419.6478873239437,3617.429577464791,0.3184,24.9232707,57.5,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486342592594,hp
20230727 11:40:24,1612.0,22.76746661971831,1419.6478873239437,3617.429577464791,0.3121,24.9346668,57.8,52.9,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48638888889,hp
20230727 11:40:28,1616.0,22.13786661971831,1411.6478873239437,3347.429577464791,0.3054,24.9460629,58.1,53.0,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486435185187,hp
20230727 11:40:32,1620.0,21.36660661971831,1433.6478873239437,3617.429577464791,0.327,24.9536603,58.3,53.0,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486481481483,hp
20230727 11:40:36,1624.0,20.72126661971831,1430.6478873239437,5372.429577464791,0.315,24.9612577,58.5,52.9,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48652777778,hp
20230727 11:40:40,1628.0,20.17036661971831,1442.6478873239437,3752.429577464791,0.3211,24.9726538,58.6,52.8,24.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.486574074075,hp
20230727 11:40:44,1632.0,19.95000661971831,1442.6478873239437,5102.429577464791,0.3132,24.9840499,58.9,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48662037037,hp
20230727 11:40:48,1636.0,19.66668661971831,1427.6478873239437,4157.429577464791,0.2959,24.9916473,59.0,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486666666668,hp
20230727 11:40:52,1640.0,19.25744661971831,1424.6478873239437,4157.429577464791,0.337,25.0030434,59.0,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486712962964,hp
20230727 11:40:56,1644.0,18.848206619718308,1410.6478873239437,1997.4295774647908,0.342,25.0068421,59.4,52.6,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48675925926,hp
20230727 11:41:00,1648.0,18.34452661971831,1393.6478873239437,6047.429577464791,0.315,25.0182382,59.9,52.6,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486805555556,hp
20230727 11:41:04,1652.0,17.95102661971831,1365.6478873239437,4562.429577464791,0.3089,25.0258356,60.0,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486851851852,hp
20230727 11:41:08,1656.0,18.18712661971831,1345.6478873239437,2537.429577464791,0.323,25.029634299999998,60.1,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48689814815,hp
20230727 11:41:12,1660.0,18.51766661971831,1337.6478873239437,1862.4295774647908,0.3195,25.0372317,60.3,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.486944444445,hp
20230727 11:41:16,1664.0,19.39910661971831,1317.6478873239437,2132.429577464791,0.326,25.0486278,60.6,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48699074074,hp
20230727 11:41:20,1668.0,20.21758661971831,1309.6478873239437,2537.429577464791,0.3194,25.0562252,60.7,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487037037037,hp
20230727 11:41:24,1672.0,20.799966619718308,1314.6478873239437,3347.429577464791,0.3202,25.0562252,60.7,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487083333333,hp
20230727 11:41:28,1676.0,20.91014661971831,1319.6478873239437,3077.429577464791,0.3083,25.063822599999998,60.9,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48712962963,hp
20230727 11:41:32,1680.0,21.429566619718308,1319.6478873239437,2672.429577464791,0.2874,25.0676213,61.5,52.9,24.3,1533.5424,1.2845056,3.9,3.6,3.3,3.0,19565.487175925926,hp
20230727 11:41:36,1684.0,22.45266661971831,1336.6478873239437,3212.429577464791,0.3051,25.0866148,61.6,53.1,24.3,1533.5424,1.2845056,3.9,3.6,3.3,3.0,19565.487222222222,hp
20230727 11:41:40,1688.0,23.14522661971831,1333.6478873239437,3347.429577464791,0.2915,25.0904135,62.0,53.0,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0,19565.48726851852,hp
20230727 11:41:44,1692.0,23.42854661971831,1361.6478873239437,2267.429577464791,0.296,25.0904135,62.1,53.0,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0,19565.487314814814,hp
20230727 11:41:48,1696.0,23.01930661971831,1408.6478873239437,1592.4295774647908,0.2951,25.0904135,62.3,52.7,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0,19565.48736111111,hp
20230727 11:41:52,1700.0,22.45266661971831,1430.6478873239437,2537.429577464791,0.2987,25.1018096,62.4,52.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487407407407,hp
20230727 11:41:56,1704.0,22.34248661971831,1430.6478873239437,4562.429577464791,0.2947,25.1056083,62.6,52.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487453703703,hp
20230727 11:42:00,1708.0,22.34248661971831,1430.6478873239437,5777.429577464791,0.2827,25.109407,62.8,52.9,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.4875,hp
20230727 11:42:04,1712.0,23.25540661971831,1433.6478873239437,8882.42957746479,0.2996,25.1170044,63.1,53.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487546296295,hp
20230727 11:42:08,1716.0,24.81366661971831,1416.6478873239437,6182.429577464791,0.2989,25.128400499999998,63.3,53.3,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48759259259,hp
20230727 11:42:12,1720.0,25.08124661971831,1433.6478873239437,3617.429577464791,0.2967,25.1397966,63.7,53.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487638888888,hp
20230727 11:42:16,1724.0,24.26276661971831,1481.6478873239437,3347.429577464791,0.2804,25.147394,64.0,52.9,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487685185184,hp
20230727 11:42:20,1728.0,22.84616661971831,1494.6478873239437,3347.429577464791,0.3249,25.1549914,64.1,52.7,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48773148148,hp
20230727 11:42:24,1732.0,21.96472661971831,1472.6478873239437,5642.429577464791,0.3228,25.1587901,64.4,52.3,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487777777777,hp
20230727 11:42:28,1736.0,21.19346661971831,1432.6478873239437,6857.429577464791,0.3316,25.162588799999998,64.4,52.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487824074073,hp
20230727 11:42:32,1740.0,20.75274661971831,1398.6478873239437,3482.429577464791,0.3418,25.162588799999998,64.7,51.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48787037037,hp
20230727 11:42:36,1744.0,20.07592661971831,1317.6478873239437,4967.429577464791,0.3108,25.162588799999998,64.8,51.6,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.487916666665,hp
20230727 11:42:40,1748.0,19.32040661971831,1248.6478873239437,6047.429577464791,0.3062,25.162588799999998,64.9,51.8,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48796296296,hp
20230727 11:42:44,1752.0,18.70654661971831,1177.6478873239437,2402.429577464791,0.3371,25.1739849,65.1,51.9,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488009259258,hp
20230727 11:42:48,1756.0,18.32878661971831,1125.6478873239437,2267.429577464791,0.3281,25.1739849,65.2,51.8,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488055555557,hp
20230727 11:42:52,1760.0,18.07694661971831,1091.6478873239437,1997.4295774647908,0.324,25.1701862,65.4,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488101851854,hp
20230727 11:42:56,1764.0,17.90380661971831,1048.6478873239437,1862.4295774647908,0.3385,25.1663875,65.6,51.5,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48814814815,hp
20230727 11:43:00,1768.0,17.93528661971831,1020.6478873239437,647.4295774647908,0.3346,25.1663875,65.7,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488194444446,hp
20230727 11:43:04,1772.0,17.82510661971831,987.6478873239437,512.4295774647908,0.3271,25.1663875,65.8,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488240740742,hp
20230727 11:43:08,1776.0,17.54178661971831,955.6478873239437,377.4295774647908,0.3281,25.1663875,66.0,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48828703704,hp
20230727 11:43:12,1780.0,17.22698661971831,925.6478873239437,1187.4295774647908,0.3069,25.1587901,66.2,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488333333335,hp
20230727 11:43:16,1784.0,16.99088661971831,896.6478873239437,2807.429577464791,0.3149,25.1587901,66.2,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48837962963,hp
20230727 11:43:20,1788.0,16.88070661971831,888.6478873239437,10772.42957746479,0.2831,25.1587901,66.4,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488425925927,hp
20230727 11:43:24,1792.0,18.26582661971831,864.6478873239437,9017.42957746479,0.2753,25.1511927,66.4,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488472222223,hp
20230727 11:43:28,1796.0,20.26480661971831,857.6478873239437,2807.429577464791,0.3346,25.1511927,66.7,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48851851852,hp
20230727 11:43:32,1800.0,20.89440661971831,879.6478873239437,2672.429577464791,0.3186,25.1511927,66.6,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488564814816,hp
20230727 11:43:36,1804.0,21.14624661971831,888.6478873239437,1997.4295774647908,0.3333,25.147394,66.6,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488611111112,hp
20230727 11:43:40,1808.0,20.91014661971831,908.6478873239437,1052.4295774647908,0.3186,25.1397966,66.7,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488657407408,hp
20230727 11:43:44,1812.0,20.29628661971831,920.6478873239437,1727.4295774647908,0.3223,25.1321992,66.8,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488703703704,hp
20230727 11:43:48,1816.0,19.87130661971831,922.6478873239437,1997.4295774647908,0.3172,25.128400499999998,66.9,51.7,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48875,hp
20230727 11:43:52,1820.0,20.07592661971831,915.6478873239437,4562.429577464791,0.3208,25.1246018,67.5,51.9,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488796296297,hp
20230727 11:43:56,1824.0,19.91852661971831,939.6478873239437,5777.429577464791,0.3314,25.1246018,67.6,52.2,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488842592593,hp
20230727 11:44:00,1828.0,20.51664661971831,959.6478873239437,4967.429577464791,0.3363,25.1170044,67.7,52.3,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48888888889,hp
20230727 11:44:04,1832.0,21.82306661971831,996.6478873239437,5372.429577464791,0.313,25.1170044,68.2,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.488935185185,hp
20230727 11:44:08,1836.0,22.48414661971831,1036.6478873239437,5372.429577464791,0.313,25.113205699999998,68.3,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48898148148,hp
20230727 11:44:12,1840.0,22.90912661971831,1089.6478873239437,4157.429577464791,0.3268,25.1018096,68.4,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489027777778,hp
20230727 11:44:16,1844.0,22.81468661971831,1128.6478873239437,3752.429577464791,0.3054,25.1018096,68.4,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489074074074,hp
20230727 11:44:20,1848.0,22.27952661971831,1196.6478873239437,4967.429577464791,0.3094,25.1018096,68.5,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48912037037,hp
20230727 11:44:24,1852.0,22.01194661971831,1212.6478873239437,4832.429577464791,0.3124,25.1018096,69.2,52.7,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489166666666,hp
20230727 11:44:28,1856.0,22.10638661971831,1256.6478873239437,4022.429577464791,0.3173,25.1056083,69.0,52.6,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489212962962,hp
20230727 11:44:32,1860.0,22.16934661971831,1287.6478873239437,4292.429577464791,0.3172,25.1018096,69.0,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48925925926,hp
20230727 11:44:36,1864.0,22.57858661971831,1300.6478873239437,3212.429577464791,0.3341,25.094212199999998,69.1,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489305555555,hp
20230727 11:44:40,1868.0,22.72024661971831,1314.6478873239437,4292.429577464791,0.3281,25.094212199999998,69.4,52.2,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48935185185,hp
20230727 11:44:44,1872.0,22.56284661971831,1314.6478873239437,3752.429577464791,0.3434,25.0904135,69.5,52.0,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489398148147,hp
20230727 11:44:48,1876.0,22.54710661971831,1319.6478873239437,2402.429577464791,0.327,25.0866148,69.8,51.9,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489444444444,hp
20230727 11:44:52,1880.0,22.12212661971831,1284.6478873239437,3077.429577464791,0.2985,25.0904135,69.9,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48949074074,hp
20230727 11:44:56,1884.0,21.64992661971831,1261.6478873239437,2942.429577464791,0.2959,25.0866148,70.1,52.3,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489537037036,hp
20230727 11:45:00,1888.0,21.77584661971831,1216.6478873239437,2672.429577464791,0.3155,25.0866148,70.5,52.2,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489583333332,hp
20230727 11:45:04,1892.0,21.57122661971831,1187.6478873239437,2132.429577464791,0.3454,25.0828161,70.9,52.0,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48962962963,hp
20230727 11:45:08,1896.0,21.13050661971831,1205.6478873239437,2537.429577464791,0.3189,25.0828161,71.3,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489675925925,hp
20230727 11:45:12,1900.0,20.67404661971831,1210.6478873239437,2537.429577464791,0.3289,25.0752187,70.9,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48972222222,hp
20230727 11:45:16,1904.0,20.02870661971831,1191.6478873239437,2132.429577464791,0.3132,25.0752187,70.8,51.8,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489768518517,hp
20230727 11:45:20,1908.0,19.194486619718308,1178.6478873239437,1997.4295774647908,0.3166,25.0752187,71.0,51.6,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489814814813,hp
20230727 11:45:24,1912.0,18.59636661971831,1183.6478873239437,3212.429577464791,0.3071,25.0676213,71.2,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48986111111,hp
20230727 11:45:28,1916.0,18.13990661971831,1154.6478873239437,4292.429577464791,0.328,25.0600239,71.3,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48990740741,hp
20230727 11:45:32,1920.0,17.80936661971831,1128.6478873239437,4022.429577464791,0.3216,25.0676213,71.3,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.489953703705,hp
20230727 11:45:36,1924.0,17.33716661971831,1131.6478873239437,4022.429577464791,0.3121,25.063822599999998,71.6,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.49,hp
20230727 11:45:40,1928.0,17.03810661971831,1154.6478873239437,6857.429577464791,0.3092,25.063822599999998,72.0,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490046296298,hp
20230727 11:45:44,1932.0,17.13254661971831,1146.6478873239437,5372.429577464791,0.3159,25.0600239,72.1,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490092592594,hp
20230727 11:45:48,1936.0,17.10106661971831,1141.6478873239437,3887.429577464791,0.3052,25.063822599999998,72.2,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.49013888889,hp
20230727 11:45:52,1940.0,16.959406619718308,1154.6478873239437,4427.429577464791,0.3394,25.063822599999998,72.8,52.2,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490185185186,hp
20230727 11:45:56,1944.0,16.73904661971831,1154.6478873239437,7262.429577464791,0.3435,25.0600239,73.1,52.4,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490231481483,hp
20230727 11:46:00,1948.0,17.589006619718308,1156.6478873239437,6587.429577464791,0.3356,25.07142,72.8,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.3,3.0,19565.49027777778,hp
20230727 11:46:04,1952.0,18.81672661971831,1161.6478873239437,4292.429577464791,0.3413,25.0676213,72.7,52.7,24.8,1533.5424,1.2845056,3.9,3.6,3.4,3.0,19565.490324074075,hp
20230727 11:46:08,1956.0,20.23332661971831,1177.6478873239437,4427.429577464791,0.335,25.07142,72.9,52.5,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.49037037037,hp
20230727 11:46:12,1960.0,22.18508661971831,1222.6478873239437,4832.429577464791,0.2926,25.07142,73.0,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490416666667,hp
20230727 11:46:16,1964.0,24.18406661971831,1240.6478873239437,2807.429577464791,0.2755,25.0752187,73.2,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490462962964,hp
20230727 11:46:20,1968.0,25.55344661971831,1256.6478873239437,5372.429577464791,0.2885,25.079017399999998,73.3,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.49050925926,hp
20230727 11:46:24,1972.0,26.16730661971831,1278.6478873239437,5372.429577464791,0.3005,25.0828161,73.5,52.9,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490555555556,hp
20230727 11:46:28,1976.0,26.48210661971831,1313.6478873239437,2402.429577464791,0.3007,25.0904135,73.6,52.9,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490601851852,hp
20230727 11:46:32,1980.0,25.93120661971831,1340.6478873239437,2267.429577464791,0.2849,25.0904135,74.3,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.49064814815,hp
20230727 11:46:36,1984.0,25.15994661971831,1349.6478873239437,2132.429577464791,0.2989,25.0980109,74.2,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.490694444445,hp
