time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4,datenumbers,phase,CO_bkg,CO2_bkg,PM_bkg,COmass,CO2mass,PMmass,MCE,MW_duct,density,mass_flow,mole_flow,vol_flow,totvol,CO_ER,CO2_ER,PM_ER,CO_totmass,CO2_totmass,PM_totmass
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda,date,text,ppm,ppm,Mm^-1,gm^-3,gm^-3,gm^-3,mol/mol,g/mol,gm^-3,g/sec,mol/sec,m^3/sec,m^3,g/sec,g/sec,g/sec,g,g,g
20230727 11:29:48,976.0,65.3126866197183,57.64788732394368,4832.429577464791,0.2949,21.3069083,21.2,52.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47902777778,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.07413673636377438+/-0,0.10281525822847316+/-0,0.002125947248211963+/-0,0.4688322888794969,29.0,1175.2244117298608+/-0,30.260658325314438,1.0434709767349806,0.025748834029725897,6.239184125572312,0.0019089345201363712,0.0026473730198483653,5.4740662850162326e-05,0.0017483607245362374,0.1493737117949971,-0.0001832564171589506
20230727 11:29:52,980.0,137.16578661971832,118.64788732394368,7532.429577464791,0.2865,21.3372979,21.2,54.0,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479074074075,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.15568145937907152+/-0,0.21158718703945464+/-0,0.003313767469522601+/-0,0.46380588455202587,29.0,1175.103134513365+/-0,29.825029998018394,1.0284493102764964,0.0253807764799892,6.264564902052301,0.003951316322578732,0.005370247100278066,8.410599145061255e-05,0.005699677047114969,0.15474395889527515,-9.915042570833806e-05
20230727 11:29:56,984.0,183.7561866197183,301.6478873239437,5102.429577464791,0.2748,21.3714862,21.2,55.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47912037037,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2085367731509087+/-0,0.537872359595531+/-0,0.002244729270343027+/-0,0.6214366617758429,29.0,1174.9667275604731+/-0,29.207994092436703,1.0071722100840241,0.024858571232123188,6.289423473284424,0.005183926229888979,0.013370738364795687,5.5800762463654043e-05,0.010883603277003948,0.16811469726007083,-4.3349663244684015e-05
20230727 11:30:00,988.0,201.00722661971832,591.6478873239437,4967.429577464791,0.2974,21.413271899999998,22.8,56.4,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479166666668,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2280818563823338+/-0,1.054825561356046+/-0,0.002185338259277495+/-0,0.7464127549500615,29.0,1174.8000509518413+/-0,30.383167234821293,1.0476954218903893,0.02586241565975791,6.3152858889441825,0.005898747774209125,0.027280337116327533,5.651812641860638e-05,0.016782351051213073,0.19539503437639838,1.3168463173922366e-05
20230727 11:30:04,992.0,202.75436661971833,896.6478873239437,4427.429577464791,0.2791,21.4474602,23.0,56.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479212962964,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.23003762789698476+/-0,1.5984124503468276+/-0,0.0019477742150153675+/-0,0.8155776323975881,29.0,1174.663714350179+/-0,29.431830834672436,1.0148907184369806,0.025055537576517423,6.3403414265207,0.005763716429785834,0.040049083212438226,4.880253003488927e-05,0.022546067480998907,0.2354441175888366,6.197099320881164e-05
20230727 11:30:08,996.0,191.23268661971832,1177.6478873239437,9692.42957746479,0.3132,21.477849799999998,23.7,56.2,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47925925926,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.21694317555829767+/-0,2.0991215322519436+/-0,0.004264023646571111+/-0,0.8602999485420495,29.0,1174.5425528223811+/-0,31.176390898141626,1.0750479620048836,0.026543432439485436,6.366884858960185,0.005758416523639102,0.05571789057359862,0.00011318182358312862,0.02830448400463801,0.2911620081624352,0.00017515281679194027
20230727 11:30:12,1000.0,180.9859466197183,1420.6478873239437,28727.42957746479,0.2768,21.5158368,24.1,56.3,23.1,1533.5424,1.2845056,3.9,3.7,3.5,3.0,19565.479305555556,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.205292332545641+/-0,2.531935191773309+/-0,0.01263815620681111+/-0,0.886999173728691,29.0,1174.391136056737+/-0,29.30690853147123,1.0105830528093527,0.024954981037983038,6.391839839998169,0.005123066265919779,0.06318439470010487,0.00031538494849603886,0.03342755027055779,0.35434640286254004,0.0004905377652879791
20230727 11:30:16,1004.0,180.4665266197183,1573.6478873239437,44387.42957746479,0.2854,21.5538238,24.1,56.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479351851853,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.20467676850394603+/-0,2.804256367407404+/-0,0.01952751349041281+/-0,0.897118155357958,29.0,1174.2397583260033+/-0,29.756781670664765,1.0260959196780954,0.02534131676233314,6.417181156760502,0.005186778824549227,0.0710635488892607,0.0004948529049412847,0.03861432909510702,0.42540995175180074,0.0009853906702292638
20230727 11:30:20,1008.0,188.6513266197183,1684.6478873239437,81242.42957746479,0.2768,21.5918108,23.5,56.6,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47939814815,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2139320136344091+/-0,3.001672571853214+/-0,0.03574125951130302+/-0,0.8992946106977912,29.0,1174.088419615087+/-0,29.303131146505898,1.0104527981553757,0.02495819791503661,6.442139354675538,0.005339357536649893,0.07491633812444946,0.0008920374286157854,0.043953686631756916,0.5003262898762502,0.0018774280988450493
20230727 11:30:24,1012.0,201.52664661971832,1776.6478873239437,95687.42957746479,0.2986,21.6335965,23.1,56.8,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479444444445,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2285003280840663+/-0,3.1651476432218293+/-0,0.04209609769531493+/-0,0.8981249413731166,29.0,1173.9219920829653+/-0,30.43302373337213,1.0494146114955907,0.025924230007287673,6.468063584682826,0.00592369506199203,0.08205401550990721,0.0010913089190625967,0.049877381693748946,0.5823803053861574,0.002968737017907646
20230727 11:30:28,1016.0,221.07572661971832,1893.6478873239437,172502.4295774648,0.2874,21.6867783,23.3,57.1,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47949074074,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.25062077399932364+/-0,3.3729778808349256+/-0,0.07588958299160259+/-0,0.895458808346381,29.0,1173.7102434505234+/-0,29.854129542923857,1.0294527428594433,0.02543568969386977,6.4934992743766955,0.0063747122382842615,0.08579401872120362,0.0019303038839715806,0.056252093932033204,0.668174324107361,0.004899040901879226
20230727 11:30:32,1020.0,246.0078866197183,2000.6478873239437,129977.42957746479,0.2801,21.7399601,23.8,57.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479537037038,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2788346274362271+/-0,3.5629243038880913+/-0,0.05718141450596004+/-0,0.890500409776666,29.0,1173.4985711935094+/-0,29.469883610401915,1.0162028831173073,0.025112841492793213,6.518612115869488,0.007002329801508021,0.08947515329436223,0.001435987798821881,0.06325442373354123,0.7576494774017233,0.006335028700701107
20230727 11:30:36,1024.0,273.48992661971835,2113.647887323944,136187.4295774648,0.291,21.8007393,24.8,57.9,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479583333334,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.3099199322378519+/-0,3.7633886718556866+/-0,0.0599134010149745+/-0,0.8854318652981746,29.0,1173.256753510572+/-0,30.034721518288165,1.0356800523547642,0.025599444817529897,6.544211560687018,0.007933778203175494,0.09634066063208678,0.0015337498031133795,0.07118820193671672,0.8539901380338101,0.007868778503814487
20230727 11:30:40,1028.0,294.7074466197183,2261.647887323944,122282.42957746479,0.2999,21.8653172,24.9,57.9,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47962962963,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.3338906113388205+/-0,4.02602389868526+/-0,0.05379612687522471+/-0,0.884715773778962,29.0,1172.9999313969893+/-0,30.487218959492893,1.0512834123963066,0.025990810522200123,6.570202371209218,0.008678087614448847,0.10463962430857801,0.0013982049404422032,0.07986628955116556,0.9586297623423881,0.00926698344425669
20230727 11:30:44,1032.0,309.34564661971837,2405.647887323944,125522.42957746479,0.2783,21.9260964,24.8,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479675925926,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.35040285974805446+/-0,4.281480332399588+/-0,0.05522151114079748+/-0,0.8860602639556276,29.0,1172.7583191542487+/-0,29.365773720907264,1.0126128869278366,0.02503991934338595,6.595242290552604,0.008774059345783063,0.10720792219357894,0.0013827421849854575,0.08864034889694863,1.065837684535967,0.010649725629242147
20230727 11:30:48,1036.0,321.18212661971836,2510.647887323944,59912.42957746479,0.2953,21.9906743,24.8,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479722222222,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.36373070716101497+/-0,4.467377633453632+/-0,0.026357479762948978+/-0,0.8865814243657818,29.0,1172.5017151817933+/-0,30.24607679299593,1.0429681652757217,0.02579618980626084,6.621038480358865,0.009382866360291021,0.11524132136881425,0.0006799225507797108,0.09802321525723966,1.181079005904781,0.011329648180021858
20230727 11:30:52,1040.0,322.34688661971836,2613.647887323944,85832.42957746479,0.2727,22.0514535,25.4,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47976851852,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.36497460835290224+/-0,4.649695468131193+/-0,0.037760553887531106+/-0,0.8902086306554496,29.0,1172.2603081175585+/-0,29.062648061724122,1.002160277990487,0.024791974837392188,6.645830455196258,0.009048441306572222,0.11527513304744502,0.000936158701825663,0.10707165656381187,1.2963541389522262,0.012265806881847521
20230727 11:30:56,1044.0,315.4370266197183,2663.647887323944,34262.42957746479,0.3197,22.119830099999998,25.9,57.9,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.479814814815,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.3570682696404392+/-0,4.737548428160429+/-0,0.015073187660497917+/-0,0.8941161344064718,29.0,1171.988843965068+/-0,31.463978789045843,1.0849647858291669,0.026846653832127816,6.672677109028386,0.009586088229473745,0.12718732266376429,0.0004046646512680881,0.11665774479328561,1.4235414616159905,0.01267047153311561
20230727 11:31:00,1048.0,303.53758661971835,2709.647887323944,24677.42957746479,0.2911,22.1882067,26.0,57.6,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9,19565.47986111111,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.34351879689932124+/-0,4.818247979516537+/-0,0.010856425874845152+/-0,0.8992635570413634,29.0,1171.717505511152+/-0,30.02016988073128,1.0351782717493545,0.02562065492708947,6.698297763955475,0.008801176556326442,0.12344666883633924,0.0002781487410809331,0.12545892134961206,1.5469881304523296,0.012948620274196543
20230727 11:31:04,1052.0,280.21090661971834,2754.647887323944,21842.42957746479,0.2895,22.2527846,26.2,57.1,23.2,1533.5424,1.2845056,3.9,3.7,3.4,2.9,19565.479907407407,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.3170502596614765+/-0,4.89719537586308+/-0,0.009609214642468982+/-0,0.9076692111083045,29.0,1171.461356754797+/-0,29.93428237941427,1.032216633772906,0.02555294052749529,6.72385070448297,0.008101566429356648,0.12513774219095422,0.0002455436902749468,0.1335604877789687,1.672125872643284,0.01319416396447149
20230727 11:31:08,1056.0,255.4046666197183,2731.647887323944,17927.42957746479,0.2711,22.3097651,26.3,56.4,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.479953703703,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.2889270096802131+/-0,4.855369566675957+/-0,0.007886875321568558+/-0,0.9144960920481564,29.0,1171.23543613303+/-0,28.96459392878247,0.998779100992499,0.024729950132325613,6.748580654615296,0.00714515054127363,0.12007304725790785,0.00019504203340225997,0.14070563832024233,1.7921989199011918,0.01338920599787375
20230727 11:31:12,1060.0,231.5743066197183,2640.647887323944,18197.42957746479,0.2915,22.374343,26.6,56.0,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.26191162472418644+/-0,4.692595900152368+/-0,0.00800565734369962+/-0,0.9193745152767033,29.0,1170.979498080336+/-0,30.03132603147121,1.0355629666024555,0.02564632948800858,6.774226984103304,0.00671707182441614,0.12034786060938583,0.000205315726004616,0.14742271014465846,1.9125467805105776,0.013594521723878367
20230727 11:31:16,1064.0,210.29382661971832,2523.647887323944,15767.42957746479,0.2876,22.431323499999998,27.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480046296296,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.237797452145967+/-0,4.483815075741485+/-0,0.006936619144520047+/-0,0.9230803548052334,29.0,1170.753763258865+/-0,29.826878541621856,1.0285130531593742,0.0254766454549733,6.799703629558278,0.006058281378418781,0.11423256697033007,0.00017672178660111743,0.15348099152307726,2.0267793474809075,0.013771243510479484
20230727 11:31:20,1068.0,192.17708661971832,2374.647887323944,16442.42957746479,0.2883,22.4921027,28.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480092592592,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.21726660871581985+/-0,4.218216456182758+/-0,0.007233574199847706+/-0,0.9251304282253191,29.0,1170.513075357927+/-0,29.86008499169506,1.0296581031618985,0.025510253255876063,6.825213882814154,0.005542526212385894,0.1076077700853262,0.00018453030978328602,0.15902351773546317,2.134387117566234,0.01395577382026277
20230727 11:31:24,1072.0,176.1537666197183,2254.647887323944,11042.42957746479,0.2851,22.5528819,28.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480138888888,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.19911044343740716+/-0,4.004230711802834+/-0,0.00485793375722643+/-0,0.9275326449058764,29.0,1170.2724863996702+/-0,29.690854015980182,1.0238225522751787,0.025370889567201352,6.850584772381356,0.005051609072126949,0.10159089519074577,0.0001232501008793713,0.16407512680759012,2.2359780127569797,0.014079023921142141
20230727 11:31:28,1076.0,163.7506466197183,2150.647887323944,10232.42957746479,0.3074,22.6174598,28.5,55.8,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480185185184,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.18505051367835507+/-0,3.818693859773829+/-0,0.004501587690833239+/-0,0.9292469969116804,29.0,1170.016968975101+/-0,30.826810693981095,1.0629934722062446,0.026347319322201315,6.876932091703557,0.004875584974621003,0.10061234651719053,0.0001186047683472742,0.16895071178221113,2.33659035927417,0.014197628689489416
20230727 11:31:32,1080.0,153.66130661971832,2070.647887323944,8882.42957746479,0.2872,22.678238999999998,28.6,55.7,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48023148148,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.17361312577040774+/-0,3.6758903477809817+/-0,0.00390767758017792+/-0,0.9309172901689627,29.0,1169.7765838935377+/-0,29.793687842657636,1.0273685462985391,0.025469553975418936,6.902401645678975,0.004421848877650596,0.0936232876205292,9.952680504687597e-05,0.17337256065986173,2.4302136468946993,0.014297155494536291
20230727 11:31:36,1084.0,145.17744661971832,2033.6478873239437,11582.42957746479,0.2909,22.7390182,29.1,55.6,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480277777777,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.16399400408324732+/-0,3.609465005548699+/-0,0.005095497801488558+/-0,0.9333689376757209,29.0,1169.5362975680084+/-0,29.981910043995576,1.0338589670343301,0.025635724266396383,6.928037369945372,0.004204105070020411,0.09253124963145333,0.00013062677663898964,0.17757666572988215,2.5227448965261527,0.01442778227117528
20230727 11:31:40,1088.0,138.1574066197183,2003.6478873239437,10232.42957746479,0.2763,22.7959987,29.1,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480324074073,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.15603404336405796+/-0,3.5555341378900196+/-0,0.004501587690833239+/-0,0.9354948804121537,29.0,1169.3111187742545+/-0,29.21702995160621,1.007483791434697,0.0249865322261139,6.953023902171486,0.003898749652886888,0.08884046831743708,0.00011247906590568239,0.18147541538276904,2.61158536484359,0.014540261337080963
20230727 11:31:44,1092.0,132.85302661971832,1983.6478873239437,10772.42957746479,0.2908,22.860576599999998,29.5,55.8,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48037037037,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.15001057879551227+/-0,3.5192755939191023+/-0,0.004739151735095366+/-0,0.9372298751470066,29.0,1169.0560209417229+/-0,29.97060060580739,1.0334689864071513,0.0256365820533261,6.978660484224812,0.0038457585121580906,0.090222197531775,0.0001214956523199351,0.18532117389492714,2.701807562375365,0.014661756989400898
20230727 11:31:48,1096.0,127.3125466197183,1946.6478873239437,7937.429577464791,0.2783,22.9213558,29.8,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480416666665,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.14372505241256403+/-0,3.4529233109561672+/-0,0.0034919405027191964+/-0,0.9386138016251199,29.0,1168.8160305194274+/-0,29.316374877036804,1.0109094785185104,0.02508211224995645,7.003742596474768,0.0036049278977428054,0.08660661007589388,8.758524365937224e-05,0.18892610179266994,2.788414172451259,0.01474934223306027
20230727 11:31:52,1100.0,120.60730661971832,1940.6478873239437,10232.42957746479,0.273,22.982135,30.2,55.7,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.48046296296,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13612746091813482+/-0,3.4415741306642262+/-0,0.004501587690833239+/-0,0.9414884159059566,29.0,1168.5761386100874+/-0,29.03289973197134,1.001134473516253,0.0248446795828839,7.028587276057652,0.00338204314894261,0.0855048065370949,0.00011184050379300605,0.19230814494161255,2.8739189789883537,0.014861182736853275
20230727 11:31:56,1104.0,114.84646661971831,1939.6478873239437,16172.42957746479,0.2983,23.0353168,30.1,55.6,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480509259258,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.12960202165273815+/-0,3.4391830793665834+/-0,0.007114792177716642+/-0,0.9440998869628104,29.0,1168.3663139531468+/-0,30.345669520609842,1.0464023972624084,0.02597273574067349,7.054560011798325,0.003366119059843612,0.08932499328418397,0.0001847906170816452,0.19567426400145616,2.9632439722725374,0.01504597335393492
20230727 11:32:00,1108.0,112.48546661971831,1926.6478873239437,28052.42957746479,0.2792,23.096096,30.0,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480555555554,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.1269116355944882+/-0,3.4154319541436697+/-0,0.012341201151483449+/-0,0.9448366305214062,29.0,1168.1266065921795+/-0,29.355078672367508,1.0122440921506037,0.025130048837776413,7.079690060636102,0.003189295600571572,0.08582997180973255,0.0003101349876536016,0.19886355960202773,3.04907394408227,0.015356108341588522
20230727 11:32:04,1112.0,118.02594661971831,1910.6478873239437,18602.42957746479,0.2847,23.156875199999998,30.1,56.0,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48060185185,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13313536295895978+/-0,3.3863734651038215+/-0,0.008183830376896217+/-0,0.9418211322860706,29.0,1167.8869975699472+/-0,29.639763149398707,1.0220607982551277,0.025378964926462005,7.105069025562564,0.003378837707007229,0.0859426533987715,0.00020769714409936342,0.20224239730903495,3.1350165974810418,0.015563805485687886
20230727 11:32:08,1116.0,122.7164666197183,1922.6478873239437,19412.42957746479,0.2741,23.2138557,30.4,56.1,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480648148146,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13839973819312965+/-0,3.4069867240319223+/-0,0.008540176443289409+/-0,0.9400026374845591,29.0,1167.6624533693466+/-0,29.079956944623323,1.002757136021494,0.024904420674580825,7.129973446237145,0.0034467653012135516,0.084849030608003,0.0002126881467788249,0.2056891626102485,3.2198656280890448,0.01577649363246671
20230727 11:32:12,1120.0,123.61364661971831,1944.6478873239437,15092.42957746479,0.2854,23.2784336,30.9,56.2,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480694444443,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13938120731384024+/-0,3.4452206334846927+/-0,0.006639664089192387+/-0,0.9402330679215323,29.0,1167.408074299729+/-0,29.670093465068156,1.0231066712092467,0.02541535742149616,7.155388803658641,0.0035424232017209046,0.08756151379592689,0.00016874943598549726,0.2092315858119694,3.3074271418849714,0.015945243068452207
20230727 11:32:16,1124.0,122.6377666197183,1961.6478873239437,18737.42957746479,0.2919,23.335414099999998,31.3,56.2,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9,19565.480740740742,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13825427305163998+/-0,3.4746706409151686+/-0,0.008243221387961748+/-0,0.9411607682528178,29.0,1167.183714204378+/-0,30.003176769278575,1.0345923023889163,0.025705616351690212,7.181094420010331,0.0035539113020472803,0.08931855044384687,0.000211897086500992,0.21278549711401668,3.3967456923288184,0.0161571401549532
20230727 11:32:20,1128.0,121.9452066197183,1977.6478873239437,17657.42957746479,0.2965,23.3961933,31.8,56.0,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48078703704,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13744534736341454+/-0,3.5022935048967607+/-0,0.007768093299437493+/-0,0.9419196000541853,29.0,1166.9444918032643+/-0,30.235561044542244,1.0426055532600773,0.025910025075674012,7.207004445086005,0.0035612123967207958,0.09074451253424529,0.0002012714921786007,0.21634670951073748,3.4874902048630636,0.0163584116471318
20230727 11:32:24,1132.0,121.48874661971831,2013.6478873239437,17522.42957746479,0.2947,23.4417777,32.1,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480833333335,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13690982244634592+/-0,3.565499223681134+/-0,0.007708702288371961+/-0,0.9431002472214977,29.0,1166.7651393447954+/-0,30.141327370433174,1.0393561162218337,0.02583324300155148,7.232837688087557,0.0035368247125557215,0.09210840786719789,0.00019914077944212884,0.2198835342232932,3.5795986127302615,0.01655755242657393
20230727 11:32:28,1136.0,119.91474661971831,2003.6478873239437,29267.42957746479,0.2931,23.4987582,32.0,55.9,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48087962963,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13511007100660483+/-0,3.5471110943952886+/-0,0.012875720251073237+/-0,0.9435313351709221,29.0,1166.5410262845355+/-0,30.05650655399249,1.0364312604824997,0.02576549463478646,7.258603182722343,0.003481177809626294,0.09139307187163334,0.00033174930104803887,0.2233647120329195,3.6709916846018946,0.01688930172762197
20230727 11:32:32,1140.0,121.89798661971831,1983.6478873239437,24137.42957746479,0.2768,23.55194,32.1,56.1,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480925925927,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13732000458854726+/-0,3.5110751138678125+/-0,0.010618861830583025+/-0,0.9421062309170186,29.0,1166.331931758387+/-0,29.206176771991345,1.0071095438617705,0.025041050473478408,7.2836442331958215,0.0034386371659200984,0.08792100914253784,0.00026590745507052284,0.2268033491988396,3.7589126937444326,0.01715520918269249
20230727 11:32:36,1144.0,125.25060661971831,1966.6478873239437,30212.42957746479,0.2751,23.6051218,32.5,56.2,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.480972222223,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.14107149779421155+/-0,3.480361125574083+/-0,0.01329145732853196+/-0,0.9401258679700109,29.0,1166.122912176342+/-0,29.11374294147151,1.0039221703955694,0.02496627296957605,7.308610506165397,0.003522029522157231,0.0868916458937835,0.00033183815182760094,0.23032537872099684,3.845804339638216,0.01748704733452009
20230727 11:32:40,1148.0,128.4300866197183,1953.6478873239437,22517.42957746479,0.2942,23.6583036,32.8,56.2,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48101851852,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.14462667157766187+/-0,3.4567356437026717+/-0,0.009906169697796643+/-0,0.9383163895747578,29.0,1165.913967498115+/-0,30.10476007689986,1.0380951750655125,0.025820738850483436,7.334431245015881,0.0037343675176214424,0.08925546833120444,0.00025578462077537956,0.23405974623861828,3.9350598079694206,0.017742831955295472
20230727 11:32:44,1152.0,128.7921066197183,1949.6478873239437,14282.42957746479,0.2831,23.7076867,33.0,56.1,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.481064814816,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.14501021980567785+/-0,3.449084283675189+/-0,0.006283318022799196+/-0,0.9380342434734685,29.0,1165.7200144740636+/-0,29.528925548473108,1.0182388120163142,0.02533106164587526,7.359762306661756,0.0036732628171795476,0.08736896661159574,0.0001591631161761655,0.23773300905579783,4.022428774581016,0.017901995071471638
20230727 11:32:48,1156.0,122.62202661971831,1953.6478873239437,11312.42957746479,0.2911,23.7532711,33.4,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.481111111112,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.13804197682487118+/-0,3.4556299720102484+/-0,0.004976715779357494+/-0,0.9409411917996682,29.0,1165.5410381790873+/-0,29.940942766334263,1.0324463022873884,0.025688450072174795,7.385450756733931,0.0035460844295300137,0.08876977800389606,0.00012784411482142947,0.24127909348532783,4.111198552584912,0.018029839186293067
20230727 11:32:52,1160.0,113.74466661971832,1936.6478873239437,9557.42957746479,0.273,23.7950568,33.8,55.7,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.48115740741,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.12803025335111673+/-0,3.4250781788345477+/-0,0.00420463263550558+/-0,0.9445254195832182,29.0,1165.3770248471806+/-0,28.993132017932624,0.9997631730321594,0.024878757174515757,7.410329513908447,0.0031852335841141654,0.08521168831495737,0.00010460603434678755,0.244464327069442,4.196410240899869,0.018134445220639853
20230727 11:32:56,1164.0,104.55250661971832,1910.6478873239437,11852.42957746479,0.3059,23.8482386,34.0,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9,19565.481203703705,hp,-0.29074661971830984,634.3521126760563,34182.57042253521,0.11766254518995937+/-0,3.3784905406678383+/-0,0.005214279823619621+/-0,0.9481180596560358,29.0,1165.1683473541686+/-0,30.687722706259706,1.0581973346986104,0.026337586989849594,7.436667100898297,0.003098947519387664,0.08898128850922318,0.00013733154844399937,0.24756327458882965,4.285391529409092,0.018271776769083852
