time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda
20230727 11:40:00,1588.0,23.40538,2018.0,36720.0,0.3405,24.8852837,56.4,52.6,24.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:04,1592.0,22.99614,2013.0,36990.0,0.3195,24.8966798,56.6,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:08,1596.0,22.93318,2030.0,36315.0,0.3268,24.9080759,56.8,52.8,24.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:12,1600.0,22.99614,2032.0,36720.0,0.3039,24.9118746,57.0,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:16,1604.0,23.40538,2047.0,37530.0,0.3273,24.915673299999998,57.3,52.6,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:20,1608.0,23.04336,2054.0,37800.0,0.3184,24.9232707,57.5,52.7,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:24,1612.0,22.47672,2054.0,37800.0,0.3121,24.9346668,57.8,52.9,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:28,1616.0,21.84712,2046.0,37530.0,0.3054,24.9460629,58.1,53.0,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:32,1620.0,21.075860000000002,2068.0,37800.0,0.327,24.9536603,58.3,53.0,24.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:36,1624.0,20.43052,2065.0,39555.0,0.315,24.9612577,58.5,52.9,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:40,1628.0,19.87962,2077.0,37935.0,0.3211,24.9726538,58.6,52.8,24.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:40:44,1632.0,19.65926,2077.0,39285.0,0.3132,24.9840499,58.9,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:48,1636.0,19.37594,2062.0,38340.0,0.2959,24.9916473,59.0,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:52,1640.0,18.9667,2059.0,38340.0,0.337,25.0030434,59.0,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:40:56,1644.0,18.55746,2045.0,36180.0,0.342,25.0068421,59.4,52.6,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:00,1648.0,18.05378,2028.0,40230.0,0.315,25.0182382,59.9,52.6,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:04,1652.0,17.66028,2000.0,38745.0,0.3089,25.0258356,60.0,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:08,1656.0,17.89638,1980.0,36720.0,0.323,25.029634299999998,60.1,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:12,1660.0,18.22692,1972.0,36045.0,0.3195,25.0372317,60.3,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:16,1664.0,19.10836,1952.0,36315.0,0.326,25.0486278,60.6,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:20,1668.0,19.926840000000002,1944.0,36720.0,0.3194,25.0562252,60.7,52.8,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:24,1672.0,20.50922,1949.0,37530.0,0.3202,25.0562252,60.7,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:28,1676.0,20.619400000000002,1954.0,37260.0,0.3083,25.063822599999998,60.9,52.7,24.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:32,1680.0,21.13882,1954.0,36855.0,0.2874,25.0676213,61.5,52.9,24.3,1533.5424,1.2845056,3.9,3.6,3.3,3.0
20230727 11:41:36,1684.0,22.161920000000002,1971.0,37395.0,0.3051,25.0866148,61.6,53.1,24.3,1533.5424,1.2845056,3.9,3.6,3.3,3.0
20230727 11:41:40,1688.0,22.854480000000002,1968.0,37530.0,0.2915,25.0904135,62.0,53.0,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0
20230727 11:41:44,1692.0,23.137800000000002,1996.0,36450.0,0.296,25.0904135,62.1,53.0,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0
20230727 11:41:48,1696.0,22.72856,2043.0,35775.0,0.2951,25.0904135,62.3,52.7,24.4,1533.5424,1.2845056,3.9,3.6,3.4,3.0
20230727 11:41:52,1700.0,22.161920000000002,2065.0,36720.0,0.2987,25.1018096,62.4,52.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:41:56,1704.0,22.051740000000002,2065.0,38745.0,0.2947,25.1056083,62.6,52.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:00,1708.0,22.051740000000002,2065.0,39960.0,0.2827,25.109407,62.8,52.9,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:04,1712.0,22.964660000000002,2068.0,43065.0,0.2996,25.1170044,63.1,53.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:08,1716.0,24.52292,2051.0,40365.0,0.2989,25.128400499999998,63.3,53.3,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:12,1720.0,24.7905,2068.0,37800.0,0.2967,25.1397966,63.7,53.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:16,1724.0,23.97202,2116.0,37530.0,0.2804,25.147394,64.0,52.9,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:20,1728.0,22.55542,2129.0,37530.0,0.3249,25.1549914,64.1,52.7,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:24,1732.0,21.67398,2107.0,39825.0,0.3228,25.1587901,64.4,52.3,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:28,1736.0,20.902720000000002,2067.0,41040.0,0.3316,25.162588799999998,64.4,52.1,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:32,1740.0,20.462,2033.0,37665.0,0.3418,25.162588799999998,64.7,51.8,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:36,1744.0,19.78518,1952.0,39150.0,0.3108,25.162588799999998,64.8,51.6,24.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:40,1748.0,19.02966,1883.0,40230.0,0.3062,25.162588799999998,64.9,51.8,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:44,1752.0,18.4158,1812.0,36585.0,0.3371,25.1739849,65.1,51.9,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:48,1756.0,18.038040000000002,1760.0,36450.0,0.3281,25.1739849,65.2,51.8,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:52,1760.0,17.7862,1726.0,36180.0,0.324,25.1701862,65.4,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:42:56,1764.0,17.61306,1683.0,36045.0,0.3385,25.1663875,65.6,51.5,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:00,1768.0,17.64454,1655.0,34830.0,0.3346,25.1663875,65.7,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:04,1772.0,17.53436,1622.0,34695.0,0.3271,25.1663875,65.8,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:08,1776.0,17.25104,1590.0,34560.0,0.3281,25.1663875,66.0,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:12,1780.0,16.93624,1560.0,35370.0,0.3069,25.1587901,66.2,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:16,1784.0,16.70014,1531.0,36990.0,0.3149,25.1587901,66.2,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:20,1788.0,16.58996,1523.0,44955.0,0.2831,25.1587901,66.4,51.4,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:24,1792.0,17.975080000000002,1499.0,43200.0,0.2753,25.1511927,66.4,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:28,1796.0,19.97406,1492.0,36990.0,0.3346,25.1511927,66.7,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:32,1800.0,20.60366,1514.0,36855.0,0.3186,25.1511927,66.6,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:36,1804.0,20.8555,1523.0,36180.0,0.3333,25.147394,66.6,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:40,1808.0,20.619400000000002,1543.0,35235.0,0.3186,25.1397966,66.7,51.6,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:44,1812.0,20.00554,1555.0,35910.0,0.3223,25.1321992,66.8,51.7,24.5,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:48,1816.0,19.580560000000002,1557.0,36180.0,0.3172,25.128400499999998,66.9,51.7,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:52,1820.0,19.78518,1550.0,38745.0,0.3208,25.1246018,67.5,51.9,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:43:56,1824.0,19.62778,1574.0,39960.0,0.3314,25.1246018,67.6,52.2,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:00,1828.0,20.2259,1594.0,39150.0,0.3363,25.1170044,67.7,52.3,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:04,1832.0,21.532320000000002,1631.0,39555.0,0.313,25.1170044,68.2,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:08,1836.0,22.1934,1671.0,39555.0,0.313,25.113205699999998,68.3,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:12,1840.0,22.618380000000002,1724.0,38340.0,0.3268,25.1018096,68.4,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:16,1844.0,22.52394,1763.0,37935.0,0.3054,25.1018096,68.4,52.5,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:20,1848.0,21.988780000000002,1831.0,39150.0,0.3094,25.1018096,68.5,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:24,1852.0,21.7212,1847.0,39015.0,0.3124,25.1018096,69.2,52.7,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:28,1856.0,21.815640000000002,1891.0,38205.0,0.3173,25.1056083,69.0,52.6,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:32,1860.0,21.878600000000002,1922.0,38475.0,0.3172,25.1018096,69.0,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:36,1864.0,22.28784,1935.0,37395.0,0.3341,25.094212199999998,69.1,52.4,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:40,1868.0,22.4295,1949.0,38475.0,0.3281,25.094212199999998,69.4,52.2,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:44,1872.0,22.272100000000002,1949.0,37935.0,0.3434,25.0904135,69.5,52.0,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:48,1876.0,22.25636,1954.0,36585.0,0.327,25.0866148,69.8,51.9,24.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:52,1880.0,21.83138,1919.0,37260.0,0.2985,25.0904135,69.9,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:44:56,1884.0,21.359180000000002,1896.0,37125.0,0.2959,25.0866148,70.1,52.3,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:00,1888.0,21.4851,1851.0,36855.0,0.3155,25.0866148,70.5,52.2,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:04,1892.0,21.28048,1822.0,36315.0,0.3454,25.0828161,70.9,52.0,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:08,1896.0,20.839760000000002,1840.0,36720.0,0.3189,25.0828161,71.3,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:12,1900.0,20.383300000000002,1845.0,36720.0,0.3289,25.0752187,70.9,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:16,1904.0,19.73796,1826.0,36315.0,0.3132,25.0752187,70.8,51.8,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:20,1908.0,18.90374,1813.0,36180.0,0.3166,25.0752187,71.0,51.6,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:24,1912.0,18.30562,1818.0,37395.0,0.3071,25.0676213,71.2,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:28,1916.0,17.84916,1789.0,38475.0,0.328,25.0600239,71.3,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:32,1920.0,17.518620000000002,1763.0,38205.0,0.3216,25.0676213,71.3,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:36,1924.0,17.04642,1766.0,38205.0,0.3121,25.063822599999998,71.6,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:40,1928.0,16.74736,1789.0,41040.0,0.3092,25.063822599999998,72.0,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:44,1932.0,16.8418,1781.0,39555.0,0.3159,25.0600239,72.1,51.9,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:48,1936.0,16.81032,1776.0,38070.0,0.3052,25.063822599999998,72.2,52.1,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:52,1940.0,16.66866,1789.0,38610.0,0.3394,25.063822599999998,72.8,52.2,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:45:56,1944.0,16.4483,1789.0,41445.0,0.3435,25.0600239,73.1,52.4,24.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:00,1948.0,17.29826,1791.0,40770.0,0.3356,25.07142,72.8,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.3,3.0
20230727 11:46:04,1952.0,18.52598,1796.0,38475.0,0.3413,25.0676213,72.7,52.7,24.8,1533.5424,1.2845056,3.9,3.6,3.4,3.0
20230727 11:46:08,1956.0,19.94258,1812.0,38610.0,0.335,25.07142,72.9,52.5,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:12,1960.0,21.89434,1857.0,39015.0,0.2926,25.07142,73.0,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:16,1964.0,23.89332,1875.0,36990.0,0.2755,25.0752187,73.2,52.6,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:20,1968.0,25.262700000000002,1891.0,39555.0,0.2885,25.079017399999998,73.3,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:24,1972.0,25.87656,1913.0,39555.0,0.3005,25.0828161,73.5,52.9,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:28,1976.0,26.19136,1948.0,36585.0,0.3007,25.0904135,73.6,52.9,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:32,1980.0,25.64046,1975.0,36450.0,0.2849,25.0904135,74.3,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:36,1984.0,24.8692,1984.0,36315.0,0.2989,25.0980109,74.2,52.8,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:40,1988.0,24.17664,1981.0,40365.0,0.2966,25.1018096,74.3,53.1,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:44,1992.0,23.51556,1984.0,38205.0,0.2984,25.113205699999998,74.6,53.3,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:48,1996.0,23.484080000000002,1975.0,39015.0,0.2882,25.1170044,75.0,53.1,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:52,2000.0,22.681340000000002,2000.0,40635.0,0.2962,25.1208031,75.1,53.1,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:46:56,2004.0,22.036,2014.0,41445.0,0.2735,25.1321992,75.3,53.1,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:00,2008.0,21.595280000000002,2034.0,39690.0,0.2925,25.1359979,75.8,53.1,24.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:04,2012.0,21.73694,2056.0,41040.0,0.3106,25.1397966,75.7,53.0,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:08,2016.0,21.91008,2036.0,40905.0,0.2767,25.143595299999998,76.1,53.3,24.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:47:12,2020.0,22.47672,2061.0,41580.0,0.2918,25.1587901,76.2,53.4,24.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:47:16,2024.0,22.76004,2052.0,43605.0,0.2883,25.1701862,76.2,53.4,24.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:47:20,2028.0,22.854480000000002,2055.0,41985.0,0.2853,25.1815823,76.3,53.4,24.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:47:24,2032.0,22.55542,2055.0,43065.0,0.2886,25.192978399999998,76.4,53.4,24.9,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:47:28,2036.0,22.036,2072.0,41310.0,0.306,25.2081732,76.6,53.3,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:32,2040.0,22.791520000000002,2094.0,39285.0,0.2816,25.211971899999998,76.8,53.3,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:36,2044.0,24.41274,2094.0,39960.0,0.2896,25.2195693,77.1,53.2,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:40,2048.0,25.089560000000002,2074.0,38745.0,0.2916,25.227166699999998,77.3,53.0,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:44,2052.0,24.36552,2094.0,39150.0,0.2825,25.2347641,77.4,53.0,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:48,2056.0,23.830360000000002,2091.0,38205.0,0.294,25.2461602,77.6,53.0,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:52,2060.0,23.46834,2091.0,39960.0,0.2838,25.2575563,78.1,53.0,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:47:56,2064.0,23.34242,2082.0,41310.0,0.2951,25.261355,78.2,53.1,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:00,2068.0,23.9248,2077.0,39285.0,0.3067,25.2727511,78.4,53.3,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:04,2072.0,24.64884,2060.0,40635.0,0.2814,25.2841472,78.3,53.4,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:08,2076.0,24.88494,2040.0,37260.0,0.2809,25.291744599999998,78.6,53.4,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:12,2080.0,24.88494,2026.0,39825.0,0.2939,25.2955433,78.7,53.2,24.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:16,2084.0,24.53866,2022.0,36855.0,0.2694,25.299342,78.9,53.1,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:20,2088.0,24.44422,2006.0,39015.0,0.2812,25.3031407,78.9,53.3,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:24,2092.0,24.33404,1992.0,38340.0,0.2908,25.3145368,79.1,53.5,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:28,2096.0,25.199740000000002,1964.0,37665.0,0.272,25.3221342,79.3,53.8,25.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:48:32,2100.0,25.95526,1975.0,37530.0,0.2978,25.325932899999998,79.4,53.9,25.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:48:36,2104.0,26.175620000000002,1959.0,37665.0,0.2858,25.3297316,80.0,53.7,25.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:48:40,2108.0,26.56912,1978.0,40635.0,0.2878,25.341127699999998,80.1,53.9,25.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:48:44,2112.0,28.017200000000003,1959.0,37260.0,0.2942,25.3525238,80.5,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:48,2116.0,29.119,1939.0,38880.0,0.2952,25.3563225,80.7,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:52,2120.0,29.040300000000002,1944.0,39690.0,0.2883,25.3677186,80.8,53.9,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:48:56,2124.0,28.50514,1952.0,43470.0,0.2808,25.3791147,80.8,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:00,2128.0,28.31626,1980.0,43605.0,0.2838,25.3867121,81.4,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:04,2132.0,28.20608,1971.0,41040.0,0.2841,25.3981082,81.0,54.1,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:08,2136.0,27.434820000000002,1955.0,39420.0,0.2844,25.413303,80.8,54.0,25.0,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:49:12,2140.0,25.971,1944.0,39150.0,0.2817,25.424699099999998,81.0,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 11:49:16,2144.0,25.07382,1941.0,39420.0,0.2823,25.4360952,81.2,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:20,2148.0,24.34978,1944.0,39150.0,0.3059,25.4474913,81.3,54.0,25.0,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:24,2152.0,23.940540000000002,1933.0,41580.0,0.2915,25.4588874,81.6,54.0,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:28,2156.0,23.56278,1949.0,41175.0,0.3097,25.4702835,82.0,53.9,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:32,2160.0,23.10632,1982.0,39825.0,0.3011,25.4816796,82.1,53.7,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:49:36,2164.0,22.46098,1996.0,37260.0,0.2708,25.4816796,82.2,53.6,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:40,2168.0,21.705460000000002,1985.0,36585.0,0.2778,25.4930757,82.3,53.6,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:44,2172.0,20.88698,1965.0,36180.0,0.2859,25.5006731,82.6,53.5,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:48,2176.0,19.9898,1951.0,36045.0,0.28,25.5082705,82.5,53.5,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:52,2180.0,19.15558,1943.0,35640.0,0.2899,25.5158679,82.5,53.4,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:49:56,2184.0,18.85652,1924.0,36180.0,0.2881,25.5196666,82.5,53.3,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:50:00,2188.0,18.82504,1891.0,36990.0,0.2932,25.523465299999998,82.7,53.2,25.1,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:50:04,2192.0,18.667640000000002,1874.0,39015.0,0.2826,25.523465299999998,82.9,53.2,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:08,2196.0,18.52598,1822.0,37935.0,0.2803,25.527264,83.2,53.4,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:12,2200.0,18.58894,1790.0,37935.0,0.2835,25.5348614,83.3,53.7,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:16,2204.0,18.7306,1780.0,40365.0,0.2812,25.5462575,83.8,53.8,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:20,2208.0,18.99818,1798.0,40095.0,0.2897,25.5500562,84.1,53.7,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:24,2212.0,19.06114,1829.0,41445.0,0.2878,25.5538549,83.9,53.7,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:28,2216.0,18.90374,1832.0,39015.0,0.2959,25.5690497,84.1,53.8,25.1,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:32,2220.0,18.71486,1842.0,38610.0,0.2975,25.5690497,84.1,54.0,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:36,2224.0,18.63616,1858.0,43335.0,0.283,25.5766471,83.8,54.0,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:40,2228.0,19.26576,1906.0,43335.0,0.2952,25.5766471,84.0,54.3,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:44,2232.0,21.86286,1925.0,44955.0,0.3104,25.588043199999998,84.2,54.7,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:48,2236.0,25.026600000000002,1955.0,44955.0,0.2946,25.5994393,84.3,55.0,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:52,2240.0,28.42644,1997.0,44145.0,0.2938,25.603238,84.4,55.2,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:50:56,2244.0,31.35408,2029.0,42795.0,0.2914,25.6108354,84.7,55.3,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:51:00,2248.0,33.46324,2079.0,41985.0,0.2894,25.6184328,85.2,55.3,25.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:51:04,2252.0,34.14006,2105.0,40095.0,0.2936,25.6260302,85.1,55.3,25.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:51:08,2256.0,33.1327,2122.0,38880.0,0.287,25.637426299999998,85.3,55.5,25.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:51:12,2260.0,31.228160000000003,2115.0,41310.0,0.2829,25.6488224,85.5,55.5,25.2,1533.5424,1.2845056,3.9,3.6,3.4,2.9
