time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda
20230727 13:06:16,6764.0,14.70116,1347.0,38475.0,0.2777,25.4930757,94.4,50.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:20,6768.0,13.59936,1360.0,39285.0,0.2989,25.5044718,94.4,49.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:24,6772.0,12.592,1378.0,39015.0,0.2971,25.5006731,94.2,49.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:28,6776.0,11.6476,1391.0,41040.0,0.2874,25.4968744,94.1,49.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:32,6780.0,10.98652,1400.0,41850.0,0.2791,25.5044718,94.1,50.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:36,6784.0,10.32544,1400.0,42525.0,0.27,25.5082705,94.0,50.2,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:40,6788.0,9.85324,1411.0,43335.0,0.2846,25.5082705,94.0,49.8,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:44,6792.0,9.506960000000001,1431.0,40500.0,0.2888,25.5082705,94.0,49.4,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:48,6796.0,9.23938,1452.0,38610.0,0.3013,25.5120692,94.1,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:52,6800.0,9.25512,1466.0,41175.0,0.2955,25.5196666,94.3,50.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:06:56,6804.0,9.3653,1475.0,38475.0,0.2758,25.5196666,94.4,49.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:00,6808.0,9.475480000000001,1491.0,40770.0,0.2803,25.5196666,94.4,50.0,28.7,1533.5424,1.2845056,4.0,3.6,3.2,2.9
20230727 13:07:04,6812.0,10.309700000000001,1491.0,38070.0,0.2748,25.527264,94.4,50.2,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:08,6816.0,11.254100000000001,1464.0,36855.0,0.294,25.5310627,94.5,49.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:12,6820.0,12.891060000000001,1447.0,36450.0,0.2893,25.5348614,94.5,49.8,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:16,6824.0,14.35488,1445.0,35775.0,0.2899,25.5348614,94.4,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:20,6828.0,14.811340000000001,1433.0,36855.0,0.2783,25.538660099999998,94.2,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:24,6832.0,14.8743,1396.0,36180.0,0.3055,25.5424588,94.2,49.8,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:28,6836.0,14.54376,1373.0,38610.0,0.2909,25.5462575,94.3,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:32,6840.0,14.13452,1367.0,35910.0,0.289,25.5462575,94.2,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:36,6844.0,13.835460000000001,1367.0,38205.0,0.2778,25.5462575,94.2,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:40,6848.0,13.33178,1331.0,36855.0,0.2776,25.5462575,94.2,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:44,6852.0,12.87532,1320.0,36585.0,0.2968,25.5462575,94.5,49.7,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:48,6856.0,12.717920000000001,1307.0,36990.0,0.3017,25.5538549,94.5,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:52,6860.0,13.032720000000001,1309.0,37935.0,0.2938,25.5462575,94.6,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:07:56,6864.0,13.347520000000001,1324.0,38880.0,0.2786,25.5500562,94.5,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:00,6868.0,12.81236,1320.0,37935.0,0.3049,25.5500562,94.5,49.2,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:04,6872.0,12.056840000000001,1333.0,38745.0,0.2821,25.5500562,94.4,49.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:08,6876.0,11.36428,1315.0,37125.0,0.2957,25.5500562,94.3,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:12,6880.0,11.04948,1333.0,40095.0,0.3051,25.5576536,94.5,50.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:16,6884.0,11.04948,1326.0,37125.0,0.2931,25.5576536,94.5,50.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:20,6888.0,11.23836,1340.0,36585.0,0.2719,25.565251,94.3,50.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:24,6892.0,11.50594,1367.0,34560.0,0.284,25.565251,94.2,50.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:28,6896.0,11.4902,1393.0,37665.0,0.2955,25.5690497,94.3,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:32,6900.0,11.20688,1420.0,39150.0,0.2944,25.5690497,94.3,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:36,6904.0,11.38002,1427.0,39015.0,0.2912,25.572848399999998,94.4,49.4,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:40,6908.0,12.15128,1433.0,36855.0,0.2847,25.5766471,94.6,50.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:44,6912.0,12.84384,1422.0,37395.0,0.308,25.572848399999998,94.7,50.0,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:48,6916.0,13.28456,1438.0,37665.0,0.3162,25.5804458,94.6,50.0,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:52,6920.0,13.39474,1458.0,37260.0,0.3139,25.5842445,94.5,50.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:08:56,6924.0,13.36326,1449.0,37260.0,0.3223,25.5804458,94.6,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:00,6928.0,13.59936,1454.0,36585.0,0.3132,25.5956406,94.6,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:04,6932.0,13.89842,1449.0,36180.0,0.3088,25.5956406,94.7,49.7,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:08,6936.0,14.166,1424.0,36585.0,0.3204,25.5956406,94.6,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:12,6940.0,14.4808,1413.0,39285.0,0.319,25.5994393,94.6,49.4,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:16,6944.0,14.7956,1424.0,35775.0,0.3204,25.603238,94.6,49.4,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:20,6948.0,14.984480000000001,1393.0,38070.0,0.3097,25.6070367,94.6,49.3,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:24,6952.0,15.04744,1395.0,38205.0,0.3256,25.603238,94.6,49.1,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:28,6956.0,14.44932,1409.0,39150.0,0.3181,25.6070367,94.8,49.0,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:32,6960.0,13.72528,1388.0,39690.0,0.3098,25.6070367,94.8,49.0,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:36,6964.0,13.174380000000001,1382.0,36450.0,0.3063,25.6070367,94.9,48.9,28.7,1533.5424,1.2845056,4.0,3.6,3.2,2.9
20230727 13:09:40,6968.0,12.87532,1375.0,37395.0,0.3163,25.6108354,94.9,48.9,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:44,6972.0,12.93828,1373.0,36855.0,0.3211,25.603238,95.0,49.0,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:48,6976.0,13.07994,1339.0,38205.0,0.3206,25.6070367,95.0,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:52,6980.0,13.316040000000001,1320.0,37800.0,0.3302,25.603238,94.9,49.5,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:09:56,6984.0,13.5364,1307.0,35100.0,0.32,25.6070367,94.8,49.5,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:00,6988.0,14.008600000000001,1333.0,36180.0,0.3317,25.6070367,94.8,49.6,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:04,6992.0,14.260440000000001,1315.0,36990.0,0.3159,25.6070367,94.8,49.5,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:08,6996.0,14.291920000000001,1309.0,36315.0,0.3249,25.6070367,94.7,49.5,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:12,7000.0,14.27618,1322.0,35640.0,0.3129,25.603238,94.8,49.5,28.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:16,7004.0,14.19748,1331.0,36855.0,0.3062,25.6108354,94.7,49.3,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:20,7008.0,13.96138,1346.0,41445.0,0.3258,25.6070367,94.7,49.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:24,7012.0,13.977120000000001,1366.0,39420.0,0.3055,25.6108354,94.8,49.3,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:28,7016.0,14.260440000000001,1381.0,42120.0,0.303,25.6070367,94.8,49.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:32,7020.0,14.65394,1417.0,42390.0,0.3216,25.6184328,95.0,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:36,7024.0,14.82708,1460.0,37800.0,0.3141,25.6146341,95.1,49.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:40,7028.0,14.93726,1472.0,38205.0,0.2791,25.622231499999998,95.1,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:44,7032.0,15.45668,1472.0,36450.0,0.2827,25.6298289,95.1,49.7,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:48,7036.0,15.70852,1472.0,38610.0,0.2856,25.6336276,95.2,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:52,7040.0,15.6613,1463.0,39150.0,0.2865,25.637426299999998,95.1,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:10:56,7044.0,15.00022,1458.0,37530.0,0.284,25.6488224,95.2,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:00,7048.0,14.10304,1470.0,39825.0,0.2904,25.6526211,95.1,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:04,7052.0,13.41048,1483.0,38745.0,0.2863,25.6640172,95.2,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:08,7056.0,13.001240000000001,1490.0,38745.0,0.2687,25.6678159,95.3,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:12,7060.0,12.717920000000001,1481.0,37935.0,0.32,25.679212,95.3,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:16,7064.0,12.48182,1499.0,35640.0,0.2812,25.6906081,95.3,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:20,7068.0,12.592,1502.0,39420.0,0.2888,25.6982055,95.3,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:24,7072.0,12.717920000000001,1499.0,40095.0,0.2803,25.7020042,95.4,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:28,7076.0,12.52904,1488.0,38340.0,0.2968,25.717199,95.5,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:32,7080.0,11.85222,1481.0,35775.0,0.2805,25.720997699999998,95.5,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:36,7084.0,11.38002,1472.0,35235.0,0.2936,25.7285951,95.5,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:40,7088.0,11.15966,1465.0,39690.0,0.2872,25.736192499999998,95.4,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:44,7092.0,11.537420000000001,1456.0,37395.0,0.2704,25.7513873,95.4,50.5,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:11:48,7096.0,11.82074,1463.0,39285.0,0.2949,25.7589847,95.7,50.3,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:52,7100.0,11.742040000000001,1451.0,36450.0,0.288,25.7665821,95.6,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:11:56,7104.0,11.83648,1435.0,36990.0,0.3022,25.7741795,95.3,49.7,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:00,7108.0,12.10406,1423.0,37395.0,0.2889,25.7741795,95.3,49.7,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:04,7112.0,12.686440000000001,1414.0,38475.0,0.3027,25.785575599999998,95.4,49.6,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:08,7116.0,13.26882,1417.0,36720.0,0.2833,25.785575599999998,95.4,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:12,7120.0,13.96138,1401.0,38880.0,0.288,25.7893743,95.5,49.6,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:16,7124.0,14.779860000000001,1401.0,38475.0,0.2753,25.7969717,95.5,49.6,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:20,7128.0,15.53538,1401.0,37125.0,0.2801,25.8083678,95.7,49.8,28.8,1533.5424,1.2845056,4.0,3.6,3.4,2.9
20230727 13:12:24,7132.0,16.62144,1390.0,38475.0,0.2986,25.8121665,95.6,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:28,7136.0,18.27414,1386.0,39960.0,0.2813,25.819763899999998,95.7,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:32,7140.0,19.73796,1379.0,36585.0,0.2788,25.8235626,95.7,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:36,7144.0,20.02128,1386.0,36855.0,0.2938,25.834958699999998,95.7,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:12:40,7148.0,19.61204,1397.0,36990.0,0.292,25.8501535,95.7,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:44,7152.0,19.09262,1403.0,36180.0,0.2837,25.8539522,95.5,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:48,7156.0,18.63616,1410.0,37665.0,0.2688,25.8539522,95.5,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:52,7160.0,18.38432,1444.0,36720.0,0.2881,25.8577509,95.5,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:12:56,7164.0,18.6519,1444.0,39150.0,0.2804,25.8653483,95.5,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:00,7168.0,19.124100000000002,1441.0,36855.0,0.3043,25.8729457,95.6,50.3,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:04,7172.0,19.84814,1426.0,39555.0,0.2946,25.8767444,95.5,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:08,7176.0,20.462,1441.0,39555.0,0.283,25.8805431,95.6,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:12,7180.0,20.05276,1460.0,39015.0,0.2925,25.8881405,95.8,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:16,7184.0,19.21854,1457.0,39690.0,0.2971,25.8919392,95.8,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:20,7188.0,18.19544,1446.0,37665.0,0.3012,25.8919392,95.6,49.5,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:24,7192.0,17.32974,1451.0,37125.0,0.3,25.8919392,95.5,49.8,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:28,7196.0,16.95198,1444.0,38340.0,0.2856,25.907134,95.9,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:32,7200.0,16.49552,1423.0,39960.0,0.2625,25.9109327,95.9,50.5,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:36,7204.0,15.9761,1446.0,37800.0,0.2921,25.9147314,95.9,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:40,7208.0,15.614080000000001,1457.0,35370.0,0.2952,25.9223288,95.8,50.8,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:13:44,7212.0,15.28354,1469.0,36450.0,0.2864,25.933724899999998,95.8,50.7,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:48,7216.0,14.7956,1510.0,38070.0,0.2994,25.933724899999998,95.8,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:52,7220.0,14.35488,1515.0,36315.0,0.2944,25.9375236,95.7,50.3,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:13:56,7224.0,14.02434,1525.0,39420.0,0.2936,25.945121,95.9,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:00,7228.0,14.05582,1515.0,38610.0,0.2824,25.948919699999998,96.0,50.1,28.8,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:14:04,7232.0,14.41784,1508.0,36855.0,0.2873,25.9527184,96.1,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:08,7236.0,14.82708,1492.0,37530.0,0.301,25.9527184,96.2,49.7,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:12,7240.0,15.37798,1489.0,38070.0,0.2696,25.9603158,96.3,49.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:16,7244.0,17.172340000000002,1469.0,36450.0,0.2871,25.9641145,96.3,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:20,7248.0,18.11674,1451.0,37935.0,0.2664,25.9755106,96.4,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:24,7252.0,17.975080000000002,1451.0,35100.0,0.2991,25.983107999999998,96.2,50.2,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:28,7256.0,17.062160000000002,1428.0,40095.0,0.2735,25.9869067,96.0,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:32,7260.0,15.897400000000001,1421.0,36180.0,0.3005,25.9907054,95.9,50.5,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:36,7264.0,14.93726,1421.0,36180.0,0.288,25.998302799999998,95.9,50.9,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:40,7268.0,14.13452,1414.0,35910.0,0.2915,26.0096989,95.8,50.8,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:44,7272.0,13.205860000000001,1417.0,36990.0,0.2977,26.017296299999998,95.6,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:48,7276.0,12.29294,1426.0,36450.0,0.2878,26.021095,95.9,50.5,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:52,7280.0,11.86796,1426.0,35910.0,0.288,26.0362898,96.0,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:14:56,7284.0,11.93092,1418.0,40905.0,0.2714,26.0362898,96.0,50.5,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:00,7288.0,12.198500000000001,1422.0,36990.0,0.3131,26.0438872,96.2,50.4,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:04,7292.0,12.41886,1425.0,36180.0,0.29,26.0514846,96.8,50.0,28.8,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:08,7296.0,12.6707,1409.0,37800.0,0.2946,26.047685899999998,96.3,49.9,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:12,7300.0,12.859580000000001,1413.0,36855.0,0.2901,26.0514846,96.1,49.9,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:16,7304.0,12.76514,1405.0,36855.0,0.3041,26.0514846,96.1,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:20,7308.0,12.81236,1380.0,36045.0,0.3326,26.0514846,96.1,50.4,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:24,7312.0,12.73366,1371.0,37935.0,0.2772,26.059082,96.0,50.2,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:28,7316.0,12.46608,1351.0,39150.0,0.3089,26.0552833,96.0,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:32,7320.0,12.16702,1341.0,40770.0,0.2762,26.0552833,96.0,49.5,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:36,7324.0,11.93092,1338.0,39015.0,0.2935,26.0628807,96.1,49.8,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:40,7328.0,12.13554,1332.0,35640.0,0.2745,26.0552833,96.1,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:44,7332.0,12.63922,1316.0,37395.0,0.2902,26.059082,96.3,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:48,7336.0,13.44196,1308.0,36990.0,0.2858,26.0628807,96.3,49.9,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:52,7340.0,14.05582,1308.0,38610.0,0.2855,26.0628807,96.2,50.2,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:15:56,7344.0,14.779860000000001,1301.0,36450.0,0.2841,26.066679399999998,96.1,49.8,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:00,7348.0,15.724260000000001,1290.0,37125.0,0.2773,26.0704781,96.1,49.8,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:04,7352.0,16.55848,1295.0,35775.0,0.2898,26.0628807,96.0,50.0,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:08,7356.0,17.4714,1295.0,36180.0,0.2855,26.066679399999998,95.9,49.7,28.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:16:12,7360.0,18.24266,1285.0,36450.0,0.2872,26.066679399999998,95.9,50.0,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:16,7364.0,19.0454,1301.0,35910.0,0.3041,26.0704781,95.9,49.7,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:20,7368.0,20.00554,1314.0,35505.0,0.2896,26.0704781,95.9,49.9,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:24,7372.0,20.94994,1332.0,37530.0,0.2995,26.0742768,96.0,49.8,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:28,7376.0,21.595280000000002,1341.0,37800.0,0.2955,26.0742768,96.1,49.4,28.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:16:32,7380.0,22.46098,1351.0,36315.0,0.3067,26.0742768,96.1,49.0,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:36,7384.0,22.964660000000002,1354.0,36720.0,0.3023,26.0742768,96.1,49.2,28.9,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 13:16:40,7388.0,24.050720000000002,1325.0,38880.0,0.3056,26.0742768,96.2,49.5,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:44,7392.0,25.3414,1323.0,39015.0,0.2959,26.0704781,96.0,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:48,7396.0,26.94688,1327.0,35775.0,0.2804,26.0742768,96.1,50.2,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:52,7400.0,28.8829,1321.0,36450.0,0.3123,26.0704781,96.0,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:16:56,7404.0,31.29112,1332.0,35505.0,0.2763,26.0742768,96.0,50.1,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:00,7408.0,33.667860000000005,1325.0,37665.0,0.2891,26.0704781,95.9,50.2,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:04,7412.0,35.493700000000004,1345.0,36045.0,0.2748,26.0704781,95.9,50.4,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:08,7416.0,37.02048,1332.0,36990.0,0.2744,26.066679399999998,96.0,50.2,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:12,7420.0,38.21672,1343.0,35775.0,0.2809,26.066679399999998,95.9,49.8,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:16,7424.0,39.23982,1341.0,38340.0,0.2807,26.0628807,95.9,49.6,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:20,7428.0,40.23144,1334.0,38745.0,0.2864,26.0628807,96.0,49.6,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:24,7432.0,40.82956,1325.0,36180.0,0.2788,26.059082,96.1,49.7,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 13:17:28,7436.0,40.35736,1310.0,36585.0,0.2916,26.0628807,96.0,49.7,28.9,1533.5424,1.2845056,3.9,3.6,3.3,2.9
