time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4,datenumbers,phase
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda,date,text
20230727 12:15:44,3732.0,19.44632661971831,1273.6478873239437,10097.42957746479,7.6250800000000005,25.413303,48.2,48.0,26.8,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.510925925926,mp
20230727 12:15:48,3736.0,19.25744661971831,1291.6478873239437,9557.42957746479,7.38378,25.4284978,48.3,48.0,26.8,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.510972222222,mp
20230727 12:15:52,3740.0,18.848206619718308,1301.6478873239437,8612.42957746479,7.287259999999999,25.439893899999998,48.3,47.9,26.8,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51101851852,mp
20230727 12:15:56,3744.0,19.10004661971831,1309.6478873239437,10232.42957746479,7.48538,25.45129,48.3,47.9,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511064814815,mp
20230727 12:16:00,3748.0,21.52400661971831,1317.6478873239437,11177.42957746479,7.0891399999999996,25.4588874,48.5,47.9,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51111111111,mp
20230727 12:16:04,3752.0,23.46002661971831,1309.6478873239437,9962.42957746479,6.967219999999999,25.474082199999998,48.7,47.7,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511157407407,mp
20230727 12:16:08,3756.0,24.30998661971831,1325.6478873239437,11717.42957746479,6.69544,25.4816796,48.8,47.6,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511203703703,mp
20230727 12:16:12,3760.0,24.98680661971831,1315.6478873239437,11177.42957746479,7.50062,25.489276999999998,49.2,47.7,26.9,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51125,mp
20230727 12:16:16,3764.0,25.39604661971831,1309.6478873239437,9152.42957746479,7.091679999999999,25.5006731,49.6,47.8,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511296296296,mp
20230727 12:16:20,3768.0,25.52196661971831,1296.6478873239437,7937.429577464791,7.45998,25.5082705,49.7,48.0,26.9,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.511342592592,mp
20230727 12:16:24,3772.0,25.30160661971831,1290.6478873239437,7937.429577464791,7.86892,25.523465299999998,49.8,47.9,26.9,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.511388888888,mp
20230727 12:16:28,3776.0,24.92384661971831,1304.6478873239437,9557.42957746479,7.21868,25.5310627,50.0,48.0,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511435185184,mp
20230727 12:16:32,3780.0,24.93958661971831,1306.6478873239437,10232.42957746479,7.64032,25.5462575,50.2,48.0,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51148148148,mp
20230727 12:16:36,3784.0,25.63214661971831,1290.6478873239437,11717.42957746479,7.41426,25.5576536,50.6,48.1,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511527777777,mp
20230727 12:16:40,3788.0,27.26910661971831,1298.6478873239437,9827.42957746479,7.940039999999999,25.572848399999998,50.7,48.1,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511574074073,mp
20230727 12:16:44,3792.0,28.93754661971831,1322.6478873239437,10502.42957746479,7.124700000000001,25.5842445,50.8,48.2,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51162037037,mp
20230727 12:16:48,3796.0,30.43284661971831,1335.6478873239437,14147.42957746479,7.43458,25.5994393,51.1,48.2,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511666666665,mp
20230727 12:16:52,3800.0,31.75500661971831,1351.6478873239437,12257.42957746479,7.195819999999999,25.603238,51.4,48.2,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51171296296,mp
20230727 12:16:56,3804.0,32.98272661971831,1357.6478873239437,8072.429577464791,7.52348,25.6184328,51.8,48.1,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511759259258,mp
20230727 12:17:00,3808.0,32.63644661971831,1381.6478873239437,7937.429577464791,7.244079999999999,25.6298289,52.2,47.9,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511805555554,mp
20230727 12:17:04,3812.0,31.36150661971831,1392.6478873239437,6722.429577464791,7.6250800000000005,25.641225,52.4,47.8,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51185185185,mp
20230727 12:17:08,3816.0,30.68468661971831,1395.6478873239437,7667.429577464791,7.33806,25.641225,52.5,47.8,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511898148146,mp
20230727 12:17:12,3820.0,31.28280661971831,1365.6478873239437,7937.429577464791,7.482839999999999,25.6640172,52.5,47.9,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511944444443,mp
20230727 12:17:16,3824.0,32.305906619718314,1386.6478873239437,7802.429577464791,7.38378,25.6678159,52.9,47.8,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.511990740742,mp
20230727 12:17:20,3828.0,33.234566619718315,1386.6478873239437,10097.42957746479,7.57682,25.6830107,53.0,47.7,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51203703704,mp
20230727 12:17:24,3832.0,34.17896661971832,1378.6478873239437,7397.429577464791,7.25678,25.6906081,53.0,47.6,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512083333335,mp
20230727 12:17:28,3836.0,34.824306619718314,1357.6478873239437,7802.429577464791,7.93496,25.7020042,53.1,47.4,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51212962963,mp
20230727 12:17:32,3840.0,35.091886619718316,1330.6478873239437,6182.429577464791,7.78002,25.717199,53.3,47.2,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512175925927,mp
20230727 12:17:36,3844.0,34.99744661971831,1316.6478873239437,6182.429577464791,7.48538,25.7247964,53.5,47.2,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512222222223,mp
20230727 12:17:40,3848.0,35.48538661971831,1271.6478873239437,4967.429577464791,7.56666,25.7285951,53.6,47.1,26.9,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51226851852,mp
20230727 12:17:44,3852.0,35.37520661971831,1218.6478873239437,4562.429577464791,7.49046,25.7399912,53.6,47.0,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512314814816,mp
20230727 12:17:48,3856.0,33.53362661971831,1163.6478873239437,6182.429577464791,7.06374,25.7475886,53.8,47.0,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512361111112,mp
20230727 12:17:52,3860.0,31.39298661971831,1104.6478873239437,4022.429577464791,7.317740000000001,25.7513873,53.9,47.1,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51240740741,mp
20230727 12:17:56,3864.0,29.51992661971831,1068.6478873239437,7262.429577464791,7.686039999999999,25.7513873,54.1,47.2,27.0,65536.0,1664614.4,3.8,3.6,3.3,2.9,19565.512453703705,mp
20230727 12:18:00,3868.0,27.72556661971831,1051.6478873239437,7262.429577464791,7.75208,25.7589847,54.3,47.4,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.5125,mp
20230727 12:18:04,3872.0,26.76542661971831,1028.6478873239437,6452.429577464791,7.33298,25.7627834,54.4,47.5,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512546296297,mp
20230727 12:18:08,3876.0,26.41914661971831,1024.6478873239437,6452.429577464791,7.52348,25.7665821,54.5,47.7,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512592592593,mp
20230727 12:18:12,3880.0,26.78116661971831,1043.6478873239437,5102.429577464791,7.49808,25.7665821,54.7,47.6,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51263888889,mp
20230727 12:18:16,3884.0,26.95430661971831,1051.6478873239437,6047.429577464791,7.67842,25.7627834,54.9,47.7,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512685185186,mp
20230727 12:18:20,3888.0,26.15156661971831,1063.6478873239437,6992.429577464791,7.851139999999999,25.770380799999998,55.0,47.8,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51273148148,mp
20230727 12:18:24,3892.0,24.95532661971831,1089.6478873239437,9962.42957746479,7.19328,25.7741795,55.2,47.8,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512777777778,mp
20230727 12:18:28,3896.0,25.12846661971831,1099.6478873239437,6857.429577464791,7.287259999999999,25.7817769,55.5,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512824074074,mp
20230727 12:18:32,3900.0,25.11272661971831,1132.6478873239437,11447.42957746479,7.33298,25.7893743,55.7,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51287037037,mp
20230727 12:18:36,3904.0,25.83676661971831,1162.6478873239437,7802.429577464791,6.662419999999999,25.7969717,55.9,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512916666667,mp
20230727 12:18:40,3908.0,25.97842661971831,1178.6478873239437,7802.429577464791,7.439659999999999,25.7969717,56.1,48.0,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.512962962963,mp
20230727 12:18:44,3912.0,26.08860661971831,1198.6478873239437,7802.429577464791,7.378699999999999,25.8045691,56.3,48.0,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51300925926,mp
20230727 12:18:48,3916.0,26.18304661971831,1203.6478873239437,11177.42957746479,7.175499999999999,25.8083678,56.5,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513055555555,mp
20230727 12:18:52,3920.0,26.18304661971831,1219.6478873239437,9557.42957746479,7.315199999999999,25.8121665,56.7,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51310185185,mp
20230727 12:18:56,3924.0,26.63950661971831,1230.6478873239437,12122.42957746479,7.492999999999999,25.8121665,56.9,47.9,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513148148148,mp
20230727 12:19:00,3928.0,27.00152661971831,1206.6478873239437,10232.42957746479,7.41426,25.8159652,57.0,48.1,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513194444444,mp
20230727 12:19:04,3932.0,27.72556661971831,1198.6478873239437,9557.42957746479,6.9748399999999995,25.8273613,57.1,48.4,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51324074074,mp
20230727 12:19:08,3936.0,27.86722661971831,1216.6478873239437,8207.42957746479,7.096759999999999,25.834958699999998,57.2,48.6,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513287037036,mp
20230727 12:19:12,3940.0,27.28484661971831,1255.6478873239437,7397.429577464791,7.188199999999999,25.8501535,57.3,48.6,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513333333332,mp
20230727 12:19:16,3944.0,26.13582661971831,1312.6478873239437,6047.429577464791,7.5107800000000005,25.8577509,57.6,48.4,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51337962963,mp
20230727 12:19:20,3948.0,24.70348661971831,1346.6478873239437,6722.429577464791,7.465059999999999,25.869146999999998,57.8,48.3,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513425925925,mp
20230727 12:19:24,3952.0,23.208186619718308,1357.6478873239437,10772.42957746479,7.7597,25.8805431,58.2,48.3,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.51347222222,mp
20230727 12:19:28,3956.0,21.91750661971831,1346.6478873239437,7397.429577464791,6.95452,25.8957379,58.4,48.3,27.0,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513518518517,mp
20230727 12:19:32,3960.0,21.00458661971831,1360.6478873239437,6992.429577464791,7.62762,25.907134,58.5,48.3,27.1,65536.0,1664614.4,3.8,3.6,3.4,2.9,19565.513564814813,mp
20230727 12:19:36,3964.0,19.83982661971831,1346.6478873239437,7937.429577464791,7.045959999999999,25.918530099999998,58.6,48.2,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51361111111,mp
20230727 12:19:40,3968.0,19.21022661971831,1346.6478873239437,5507.429577464791,8.338819999999998,25.9299262,58.7,48.1,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513657407406,mp
20230727 12:19:44,3972.0,18.61210661971831,1336.6478873239437,5372.429577464791,7.66572,25.9413223,59.1,47.8,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513703703702,mp
20230727 12:19:48,3976.0,17.71492661971831,1314.6478873239437,5507.429577464791,7.89686,25.9413223,59.3,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51375,mp
20230727 12:19:52,3980.0,16.70756661971831,1290.6478873239437,6317.429577464791,7.965439999999999,25.945121,59.4,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513796296298,mp
20230727 12:19:56,3984.0,15.92056661971831,1237.6478873239437,4832.429577464791,8.23976,25.948919699999998,59.5,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513842592594,mp
20230727 12:20:00,3988.0,15.306706619718309,1202.6478873239437,6452.429577464791,8.44296,25.9527184,59.8,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51388888889,mp
20230727 12:20:04,3992.0,14.78728661971831,1169.6478873239437,5372.429577464791,7.92226,25.9527184,60.0,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513935185187,mp
20230727 12:20:08,3996.0,14.37804661971831,1138.6478873239437,5507.429577464791,8.737599999999999,25.9641145,60.0,47.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.513981481483,mp
20230727 12:20:12,4000.0,13.98454661971831,1100.6478873239437,4832.429577464791,8.13308,25.9641145,60.1,47.5,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51402777778,mp
20230727 12:20:16,4004.0,13.49660661971831,1065.6478873239437,4697.429577464791,8.65378,25.9641145,60.4,47.4,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514074074075,mp
20230727 12:20:20,4008.0,13.30772661971831,1035.6478873239437,4697.429577464791,7.980679999999999,25.9641145,60.5,47.4,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51412037037,mp
20230727 12:20:24,4012.0,13.19754661971831,1013.6478873239437,5507.429577464791,8.0899,25.967913199999998,60.7,47.4,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514166666668,mp
20230727 12:20:28,4016.0,12.97718661971831,986.6478873239437,6587.429577464791,8.66648,25.967913199999998,60.7,47.4,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514212962964,mp
20230727 12:20:32,4020.0,13.08736661971831,971.6478873239437,10637.42957746479,7.706359999999999,25.9641145,60.7,47.8,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51425925926,mp
20230727 12:20:36,4024.0,14.28360661971831,974.6478873239437,10097.42957746479,9.029699999999998,25.9641145,60.8,48.1,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514305555556,mp
20230727 12:20:40,4028.0,16.53442661971831,981.6478873239437,7667.429577464791,8.90016,25.9641145,61.2,48.4,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514351851853,mp
20230727 12:20:44,4032.0,17.54178661971831,1023.6478873239437,6857.429577464791,8.32358,25.967913199999998,61.3,48.4,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51439814815,mp
20230727 12:20:48,4036.0,17.55752661971831,1085.6478873239437,5102.429577464791,8.295639999999999,25.9793093,61.5,48.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514444444445,mp
20230727 12:20:52,4040.0,17.38438661971831,1130.6478873239437,4157.429577464791,8.006079999999999,25.9793093,61.6,48.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51449074074,mp
20230727 12:20:56,4044.0,16.959406619718308,1148.6478873239437,7262.429577464791,7.92226,25.9793093,61.7,48.6,27.1,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.514537037037,mp
20230727 12:21:00,4048.0,16.64460661971831,1176.6478873239437,7397.429577464791,8.186419999999998,25.983107999999998,61.9,48.6,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514583333334,mp
20230727 12:21:04,4052.0,16.94366661971831,1215.6478873239437,5102.429577464791,8.102599999999999,25.9793093,62.2,48.5,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51462962963,mp
20230727 12:21:08,4056.0,16.80200661971831,1228.6478873239437,4697.429577464791,7.9527399999999995,25.9793093,62.7,48.2,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514675925926,mp
20230727 12:21:12,4060.0,16.77052661971831,1252.6478873239437,4967.429577464791,7.6631800000000005,25.983107999999998,62.8,48.1,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514722222222,mp
20230727 12:21:16,4064.0,17.069586619718308,1254.6478873239437,5102.429577464791,7.777480000000001,25.9793093,62.9,48.2,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51476851852,mp
20230727 12:21:20,4068.0,17.36864661971831,1225.6478873239437,4427.429577464791,7.85876,25.9793093,62.9,48.1,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514814814815,mp
20230727 12:21:24,4072.0,17.38438661971831,1215.6478873239437,4832.429577464791,8.910319999999999,25.9793093,63.0,48.2,27.1,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51486111111,mp
20230727 12:21:28,4076.0,17.46308661971831,1196.6478873239437,5237.429577464791,8.69442,25.9793093,63.3,48.2,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514907407407,mp
20230727 12:21:32,4080.0,17.36864661971831,1184.6478873239437,5237.429577464791,8.01878,25.9793093,63.5,48.1,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.514953703703,mp
20230727 12:21:36,4084.0,17.40012661971831,1184.6478873239437,4832.429577464791,8.600439999999999,25.9793093,63.8,48.2,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515,mp
20230727 12:21:40,4088.0,17.05384661971831,1173.6478873239437,5372.429577464791,8.35406,25.9793093,63.9,48.2,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515046296296,mp
20230727 12:21:44,4092.0,17.30568661971831,1166.6478873239437,6452.429577464791,8.869679999999999,25.9755106,64.0,48.2,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515092592592,mp
20230727 12:21:48,4096.0,18.02972661971831,1168.6478873239437,6857.429577464791,7.9375,25.9793093,64.1,48.2,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515138888888,mp
20230727 12:21:52,4100.0,19.194486619718308,1178.6478873239437,7397.429577464791,8.76808,25.9793093,64.4,48.3,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515185185184,mp
20230727 12:21:56,4104.0,20.73700661971831,1193.6478873239437,9827.42957746479,8.714739999999999,25.9793093,64.6,48.5,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51523148148,mp
20230727 12:22:00,4108.0,23.14522661971831,1191.6478873239437,9287.42957746479,7.744459999999999,25.9793093,64.9,48.6,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515277777777,mp
20230727 12:22:04,4112.0,25.53770661971831,1216.6478873239437,8882.42957746479,7.851139999999999,25.9907054,65.2,48.6,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515324074073,mp
20230727 12:22:08,4116.0,27.58390661971831,1235.6478873239437,9557.42957746479,8.51916,25.9907054,65.3,48.7,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51537037037,mp
20230727 12:22:12,4120.0,29.31530661971831,1272.6478873239437,8477.42957746479,8.221979999999999,26.0021015,65.5,48.7,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515416666665,mp
20230727 12:22:16,4124.0,30.22822661971831,1283.6478873239437,10502.42957746479,7.287259999999999,26.0021015,65.7,48.7,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51546296296,mp
20230727 12:22:20,4128.0,30.66894661971831,1280.6478873239437,11852.42957746479,7.40664,26.0096989,65.9,49.0,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515509259258,mp
20230727 12:22:24,4132.0,31.94388661971831,1312.6478873239437,14822.42957746479,7.251699999999999,26.021095,66.1,49.5,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515555555554,mp
20230727 12:22:28,4136.0,34.493766619718315,1326.6478873239437,11717.42957746479,7.200899999999999,26.0286924,66.2,49.8,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51560185185,mp
20230727 12:22:32,4140.0,37.248266619718315,1374.6478873239437,8612.42957746479,7.44474,26.0438872,66.4,50.0,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51564814815,mp
20230727 12:22:36,4144.0,38.979666619718316,1431.6478873239437,8747.42957746479,7.3202799999999995,26.0514846,67.1,49.9,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515694444446,mp
20230727 12:22:40,4148.0,38.35006661971831,1478.6478873239437,6992.429577464791,7.10692,26.0628807,67.4,49.6,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515740740742,mp
20230727 12:22:44,4152.0,35.973326619718314,1547.6478873239437,11042.42957746479,6.99262,26.066679399999998,67.2,49.1,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51578703704,mp
20230727 12:22:48,4156.0,34.24192661971831,1556.6478873239437,12122.42957746479,7.866379999999999,26.0742768,67.4,49.0,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515833333335,mp
20230727 12:22:52,4160.0,33.75398661971831,1536.6478873239437,12392.42957746479,6.92404,26.081874199999998,67.5,49.3,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51587962963,mp
20230727 12:22:56,4164.0,34.588206619718314,1501.6478873239437,10502.42957746479,7.0891399999999996,26.0932703,67.7,49.5,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515925925927,mp
20230727 12:23:00,4168.0,35.32798661971832,1467.6478873239437,8342.42957746479,7.2720199999999995,26.1046664,67.8,49.5,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.515972222223,mp
20230727 12:23:04,4172.0,35.72148661971831,1431.6478873239437,8882.42957746479,7.33806,26.1236599,68.3,49.4,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51601851852,mp
20230727 12:23:08,4176.0,35.627046619718314,1456.6478873239437,8612.42957746479,7.50062,26.131257299999998,68.5,49.4,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516064814816,mp
20230727 12:23:12,4180.0,35.59556661971831,1456.6478873239437,8072.429577464791,7.188199999999999,26.1426534,68.7,49.6,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516111111112,mp
20230727 12:23:16,4184.0,35.737226619718314,1431.6478873239437,8747.42957746479,7.518399999999999,26.1578482,68.8,49.6,27.2,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516157407408,mp
20230727 12:23:20,4188.0,34.77708661971831,1423.6478873239437,6857.429577464791,7.876539999999999,26.173043,69.3,49.4,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516203703704,mp
20230727 12:23:24,4192.0,33.37622661971832,1428.6478873239437,5507.429577464791,7.9908399999999995,26.1844391,69.3,49.3,27.3,65536.0,1664614.4,4.0,3.7,3.4,2.9,19565.51625,mp
20230727 12:23:28,4196.0,31.53464661971831,1431.6478873239437,6047.429577464791,7.058659999999999,26.1920365,69.4,49.1,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516296296297,mp
20230727 12:23:32,4200.0,29.81898661971831,1412.6478873239437,6587.429577464791,7.38124,26.21103,69.6,49.1,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516342592593,mp
20230727 12:23:36,4204.0,28.05610661971831,1373.6478873239437,6317.429577464791,7.340599999999999,26.21103,69.8,49.2,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51638888889,mp
20230727 12:23:40,4208.0,26.21452661971831,1335.6478873239437,8072.429577464791,7.3101199999999995,26.2262248,69.8,49.2,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516435185185,mp
20230727 12:23:44,4212.0,25.01828661971831,1309.6478873239437,6317.429577464791,7.75208,26.2338222,70.1,49.4,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.51648148148,mp
20230727 12:23:48,4216.0,24.467386619718308,1303.6478873239437,6992.429577464791,6.8326,26.249017,70.2,49.4,27.3,65536.0,1664614.4,4.0,3.6,3.3,2.9,19565.516527777778,mp
20230727 12:23:52,4220.0,24.35720661971831,1295.6478873239437,7262.429577464791,7.312659999999999,26.264211799999998,70.6,49.6,27.3,65536.0,1664614.4,3.9,3.7,3.4,2.9,19565.516574074074,mp
20230727 12:23:56,4224.0,24.70348661971831,1317.6478873239437,6992.429577464791,7.48538,26.2756079,70.7,49.7,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51662037037,mp
20230727 12:24:00,4228.0,24.68774661971831,1343.6478873239437,7262.429577464791,7.15264,26.2908027,70.9,49.7,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.516666666666,mp
20230727 12:24:04,4232.0,24.59330661971831,1359.6478873239437,11987.42957746479,7.353299999999999,26.3021988,71.1,49.6,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.516712962963,mp
20230727 12:24:08,4236.0,26.15156661971831,1394.6478873239437,15092.42957746479,7.47268,26.3211923,71.3,49.6,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51675925926,mp
20230727 12:24:12,4240.0,29.91342661971831,1433.6478873239437,22787.42957746479,7.43458,26.3325884,71.4,49.8,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.516805555555,mp
20230727 12:24:16,4244.0,35.78444661971832,1449.6478873239437,25892.42957746479,7.15518,26.3477832,71.6,50.2,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51685185185,mp
20230727 12:24:20,4248.0,42.316546619718316,1474.6478873239437,20897.42957746479,7.2339199999999995,26.3705754,71.7,50.5,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.516898148147,mp
20230727 12:24:24,4252.0,46.440426619718316,1518.6478873239437,18332.42957746479,6.748779999999999,26.3857702,72.0,50.7,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.516944444444,mp
20230727 12:24:28,4256.0,47.463526619718316,1580.6478873239437,19952.42957746479,7.81812,26.400965,72.2,50.8,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.51699074074,mp
20230727 12:24:32,4260.0,46.69226661971832,1634.6478873239437,19007.42957746479,7.0231,26.4199585,72.4,50.8,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.517037037036,mp
20230727 12:24:36,4264.0,45.826566619718314,1670.6478873239437,15632.42957746479,7.391399999999999,26.4313546,72.8,50.8,27.3,65536.0,1664614.4,3.9,3.6,3.4,2.9,19565.517083333332,mp
