variable_name,units,value,uncertainty
PMsample_mass_hp,g,0.0018900000000000028,0.0
Qsample_hp,l/min,16.7,0.0
phase_time_hp,min,29.783333333333335,
PMmass_hp,ug/m^3,3799.898803400479,0.0
PMsample_mass_mp,g,0.0018699999999999828,0.0
Qsample_mp,l/min,16.7,0.0
phase_time_mp,min,30.083333333333332,
PMmass_mp,ug/m^3,3722.1954982002417,0.0
PMsample_mass_lp,g,0.0007199999999999984,0.0
Qsample_lp,l/min,16.7,0.0
phase_time_lp,min,45.0,
PMmass_lp,ug/m^3,958.0838323353272,0.0
