time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4,datenumbers,phase,COmass,CO2mass,PMmass,MCE,MW_duct,density,mass_flow,mole_flow,vol_flow,totvol,CO_ER,CO2_ER,PM_ER,CO_totmass,CO2_totmass,PM_totmass
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda,date,text,gm^-3,gm^-3,gm^-3,mol/mol,g/mol,gm^-3,g/sec,mol/sec,m^3/sec,m^3,g/sec,g/sec,g/sec,g,g,g
20230727 11:29:36,964.0,0.10186661971830985,40.64788732394368,377.4295774647908,7.162799999999999,21.2537265,21.2,50.8,23.0,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47888888889,hp,0.00011565016451441535+/-0,0.07250877995066261+/-0,0.0001660438830494105+/-0,0.9975001905567542,29.0,1175.436707105204+/-0,149.1494377670366,5.1430840609322965,0.12688853161167055,4.734252796620621,1.4674679555882291e-05,0.009200532616893317,2.106906450323965e-05,0.000299616860873093,0.28311234856496253,0.0013781032391345781
20230727 11:29:40,968.0,0.054646619718309836,43.64788732394368,782.4295774647908,6.91388,21.2613239,21.2,50.9,23.0,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.478935185187,hp,(6.2039238082049355+/-0)e-05,0.07785825033739209+/-0,0.0003442169162460062+/-0,0.9987495777753126,29.0,1175.4063744986986+/-0,146.53302770733282,5.052863024390787,0.12466584398934197,5.232916172577989,7.734173975954408e-06,0.009706264489844454,4.2912092379217e-05,0.00033055355677691063,0.32193740652434033,0.0015497516086514461
20230727 11:29:44,972.0,4.7136866197183105,61.64788732394368,2537.429577464791,7.3101199999999995,21.2765187,21.2,51.3,23.0,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.478981481483,hp,0.00535108001202656+/-0,0.10996062420896065+/-0,0.0011163000600979208+/-0,0.9289696380058733,29.0,1175.3457139819147+/-0,150.66960535462513,5.195503632918108,0.12819173419553007,5.745683109360109,0.0006859642265607226,0.014096043110569651,0.0001431004405865269,0.003074410463019801,0.37832157896661894,0.0021221533709975537
20230727 11:29:48,976.0,65.3126866197183,57.64788732394368,4832.429577464791,7.49046,21.3069083,21.2,52.5,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47902777778,hp,0.07413673636377438+/-0,0.10281525822847316+/-0,0.002125947248211963+/-0,0.4688322888794969,29.0,1175.2244117298608+/-0,152.5089146048457,5.258928089822265,0.12977003632894385,6.264763254675884,0.009620726971236334,0.013342339795478705,0.0002758842516338847,0.04155731834796514,0.43169093814853376,0.0032256903775330923
20230727 11:29:52,980.0,137.16578661971832,118.64788732394368,7532.429577464791,7.277099999999999,21.3372979,21.2,54.0,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479074074075,hp,0.15568145937907152+/-0,0.21158718703945464+/-0,0.003313767469522601+/-0,0.46380588455202587,29.0,1175.103134513365+/-0,150.3134169837161,5.183221275300555,0.1279150847010242,6.776423593479981,0.01991400706285299,0.02706519295180329,0.00042388084654348214,0.1212133465993771,0.5399517099557469,0.004921213763707021
20230727 11:29:56,984.0,183.7561866197183,301.6478873239437,5102.429577464791,6.979919999999999,21.3714862,21.2,55.5,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47912037037,hp,0.2085367731509087+/-0,0.537872359595531+/-0,0.002244729270343027+/-0,0.6214366617758429,29.0,1174.9667275604731+/-0,147.20365396333395,5.075988067701171,0.1252832531428067,7.277556606051208,0.02612616534024935,0.06738639898572567,0.00028122698541345324,0.2257180079603745,0.8094973058986497,0.006046121705360834
20230727 11:30:00,988.0,201.00722661971832,591.6478873239437,4967.429577464791,7.553959999999999,21.413271899999998,22.8,56.4,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479166666668,hp,0.2280818563823338+/-0,1.054825561356046+/-0,0.002185338259277495+/-0,0.7464127549500615,29.0,1174.8000509518413+/-0,153.1263400625954,5.280218622848118,0.13034246971519117,7.798926484911973,0.029728752458098927,0.13748856878585997,0.0002848423858773255,0.3446330177927702,1.3594515810420895,0.007185491248870136
20230727 11:30:04,992.0,202.75436661971833,896.6478873239437,4427.429577464791,7.0891399999999996,21.4474602,23.0,56.5,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479212962964,hp,0.23003762789698476+/-0,1.5984124503468276+/-0,0.0019477742150153675+/-0,0.8155776323975881,29.0,1174.663714350179+/-0,148.3317556140009,5.114888124620721,0.12627593225356218,8.304030213926222,0.029048215916089793,0.20184102229324632,0.0002459570048205158,0.4608258814571294,2.1668156702150747,0.0081693192681522
20230727 11:30:08,996.0,191.23268661971832,1177.6478873239437,9692.42957746479,7.955279999999999,21.477849799999998,23.7,56.2,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47925925926,hp,0.21694317555829767+/-0,2.0991215322519436+/-0,0.004264023646571111+/-0,0.8602999485420495,29.0,1174.5425528223811+/-0,157.12406141522914,5.418071083283763,0.13377468618541405,8.839128958667878,0.02902150523037846,0.28080932424204924,0.0005704184252072353,0.5769119023786432,3.2900529671832714,0.010450992968981141
20230727 11:30:12,1000.0,180.9859466197183,1420.6478873239437,28727.42957746479,7.03072,21.5158368,24.1,56.3,23.1,65536.0,1664614.4,3.9,3.7,3.5,3.0,19565.479305555556,hp,0.205292332545641+/-0,2.531935191773309+/-0,0.01263815620681111+/-0,0.886999173728691,29.0,1174.391136056737+/-0,147.7021670351161,5.093178173624693,0.12576914326095556,9.3422055317117,0.025819440782308453,0.3184393198615923,0.0015894900785287612,0.680189665507877,4.56381024662964,0.016808953283096187
20230727 11:30:16,1004.0,180.4665266197183,1573.6478873239437,44387.42957746479,7.249159999999999,21.5538238,24.1,56.5,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479351851853,hp,0.20467676850394603+/-0,2.804256367407404+/-0,0.01952751349041281+/-0,0.897118155357958,29.0,1174.2397583260033+/-0,149.96945624709218,5.171360560244558,0.1277162139875835,9.853070387662035,0.026140541964537065,0.3581490062958476,0.0024939800915869865,0.7847518333660253,5.996406271813031,0.02678487364944413
20230727 11:30:20,1008.0,188.6513266197183,1684.6478873239437,81242.42957746479,7.03072,21.5918108,23.5,56.6,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47939814815,hp,0.2139320136344091+/-0,3.001672571853214+/-0,0.03574125951130302+/-0,0.8992946106977912,29.0,1174.088419615087+/-0,147.68312961448518,5.092521710844316,0.12578535581068212,10.356211810904764,0.02690951445429985,0.3775664524777218,0.004495727044751176,0.8923898911832246,7.506672081723918,0.04476778182844884
20230727 11:30:24,1012.0,201.52664661971832,1776.6478873239437,95687.42957746479,7.584439999999999,21.6335965,23.1,56.8,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479444444445,hp,0.2285003280840663+/-0,3.1651476432218293+/-0,0.04209609769531493+/-0,0.8981249413731166,29.0,1173.9219920829653+/-0,153.37760890143707,5.288883065566796,0.13065400421478546,10.878827827763907,0.02985448282857546,0.41353921351792317,0.005500023725709697,1.0118078224975264,9.16082893579561,0.06676787673128762
20230727 11:30:28,1016.0,221.07572661971832,1893.6478873239437,172502.4295774648,7.29996,21.6867783,23.3,57.1,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47949074074,hp,0.25062077399932364+/-0,3.3729778808349256+/-0,0.07588958299160259+/-0,0.895458808346381,29.0,1173.7102434505234+/-0,150.46007407099148,5.1882784162410855,0.12819183858246183,11.391595182093754,0.03212753780593294,0.43238823604220494,0.00972842517294986,1.1403179737212583,10.89038187996443,0.10568157742308706
20230727 11:30:32,1020.0,246.0078866197183,2000.6478873239437,129977.42957746479,7.11454,21.7399601,23.8,57.5,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479537037038,hp,0.2788346274362271+/-0,3.5629243038880913+/-0,0.05718141450596004+/-0,0.890500409776666,29.0,1173.4985711935094+/-0,148.52353556345923,5.12150122632618,0.1265647348955892,11.897854121676112,0.03529063070117647,0.450940569974648,0.007237150567901631,1.281480496525964,12.694144159863022,0.1346301796946936
20230727 11:30:36,1024.0,273.48992661971835,2113.647887323944,136187.4295774648,7.391399999999999,21.8007393,24.8,57.9,23.1,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479583333334,hp,0.3099199322378519+/-0,3.7633886718556866+/-0,0.0599134010149745+/-0,0.8854318652981746,29.0,1173.256753510572+/-0,151.3702289609833,5.219663067620114,0.1290171384124228,12.413922675325804,0.039984982794299635,0.4855416371765491,0.007729855551507957,1.4414204277031626,14.63631070856922,0.16554960190072543
20230727 11:30:40,1028.0,294.7074466197183,2261.647887323944,122282.42957746479,7.6174599999999995,21.8653172,24.9,57.9,23.2,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47962962963,hp,0.3338906113388205+/-0,4.02602389868526+/-0,0.05379612687522471+/-0,0.884715773778962,29.0,1172.9999313969893+/-0,153.65074423853335,5.298301525466667,0.13098955944144203,12.937880913091572,0.04373618408090584,0.527367096789499,0.007046730959041604,1.616365164026786,16.745779095727215,0.19373652573689185
20230727 11:30:44,1032.0,309.34564661971837,2405.647887323944,125522.42957746479,7.06882,21.9260964,24.8,58.0,23.2,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479675925926,hp,0.35040285974805446+/-0,4.281480332399588+/-0,0.05522151114079748+/-0,0.8860602639556276,29.0,1172.7583191542487+/-0,147.99883824604572,5.103408215380887,0.1261972188377032,13.442669788442386,0.04421986637298225,0.5403109104571531,0.006968801125983886,1.793244629518715,18.907022737555828,0.2216117302408274
20230727 11:30:48,1036.0,321.18212661971836,2510.647887323944,59912.42957746479,7.50062,21.9906743,24.8,58.0,23.2,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.479722222222,hp,0.36373070716101497+/-0,4.467377633453632+/-0,0.026357479762948978+/-0,0.8865814243657818,29.0,1172.5017151817933+/-0,152.4354259965258,5.2563939998802,0.13000870192577166,13.962704596145473,0.047288157088546535,0.5807979671375324,0.0034267017300157925,1.9823972578729012,21.230214606105957,0.23531853716089057
20230727 11:30:52,1040.0,322.34688661971836,2613.647887323944,85832.42957746479,6.9265799999999995,22.0514535,25.4,58.0,23.2,65536.0,1664614.4,3.9,3.7,3.5,2.9,19565.47976851852,hp,0.36497460835290224+/-0,4.649695468131193+/-0,0.037760553887531106+/-0,0.8902086306554496,29.0,1172.2603081175585+/-0,146.47113303970437,5.050728725507048,0.12494761788438521,14.462495067683014,0.04560270790198158,0.5809683726308139,0.004718091258241974,2.1648080894808275,23.55408809662921,0.2541909021938585
