time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,O2_4,O2_ave,datenumbers,phase,COmass,CO2mass,PMmass,MCE,MW_duct,density,mass_flow,mole_flow,vol_flow,totvol,CO_ER,CO2_ER,PM_ER,CO_totmass,CO2_totmass,PM_totmass
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,lambda,lambda,date,text,gm^-3,gm^-3,gm^-3,mol/mol,g/mol,gm^-3,g/sec,mol/sec,m^3/sec,m^3,g/sec,g/sec,g/sec,g,g,g
20230531 13:16:34,543.0,4003.0,-6.924642262895175,194.33444259567386,7.728785357737105,11.364,18.84,16.85,57.5,0.06,0.09,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.12,18.88,nan,nan,nan,nan,-49.06,nan,nan,0.404,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948,0.019,0.025,-0.001,1.9977500000000001,19508.553171296295,"prebkg,L1",-0.007033844360172058+/-0,0.3101583310215503+/-0,28.078884028006506+/-0,1.036949200365185,29.0,1051.6719759738826+/-0,177.699557709788,6.127570955509931,0.1689686154708386,1.6881555646199569,-0.0011884989429756393,0.05240702376945741,4.744450158178503,-0.011946465761991728,0.5257928909965075,49.131719454045076
20230531 13:16:35,544.0,4003.0,-6.994642262895175,197.33444259567386,13.728785357737106,11.174,18.87,16.85,57.5,0.0,0.1,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.11,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.242,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953,0.019,0.025,-0.001,1.999,19508.55318287037,"prebkg,L1",-0.007104218354668829+/-0,0.3149139843917668+/-0,49.877044588822756+/-0,1.0367481853541203,29.0,1051.563934883275+/-0,176.1987238273346,6.075818063011537,0.16755873607142385,1.8557143006913808,-0.0011903738482837193,0.05276658919590055,8.357334550281191,-0.013136839610275447,0.5785594801924081,57.48905400432626
20230531 13:16:36,545.0,4003.0,-6.994642262895175,203.33444259567386,4.728785357737105,11.358,18.84,16.85,57.4,0.06,0.03,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.11,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.539,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955,0.019,0.025,-0.001,1.9995,19508.553194444445,"prebkg,L1",-0.0071049482651131595+/-0,0.3245223569858088+/-0,17.179803747598385+/-0,1.0356251878174465,29.0,1051.6719759738826+/-0,177.65264033399737,6.1259531149654265,0.16892400329435917,2.02463830398574,-0.0012001963041422268,0.05481961570056396,2.9020812248557535,-0.014337035914417675,0.633379095892972,60.39113522918202
20230531 13:16:37,546.0,4003.0,-6.994642262895175,201.33444259567386,4.728785357737105,11.295,18.84,16.85,57.4,0.01,0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.6,18.5,991.32,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952,0.019,0.025,-0.001,1.99875,19508.553206018518,"prebkg,L1",-0.0071049482651131595+/-0,0.3213303512159736+/-0,17.179803747598385+/-0,1.0359918156286971,29.0,1051.6719759738826+/-0,177.15925771801284,6.108939921310787,0.16845486212937982,2.19309316611512,-0.0011968630804360136,0.05412966001207203,2.8940214717114885,-0.015533898994853688,0.687508755905044,63.28515670089351
20230531 13:16:38,547.0,4003.0,-6.994642262895175,202.33444259567386,3.728785357737105,11.619,18.84,16.87,57.4,-0.2,-0.14,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.13,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.56,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.949,0.019,0.025,-0.001,1.998,19508.55321759259,"prebkg,L1",-0.0071049482651131595+/-0,0.3229263541008912+/-0,13.546776987462342+/-0,1.0358075632870474,29.0,1051.6719759738826+/-0,179.68222226011795,6.195938698624757,0.17085386543054581,2.363947031545666,-0.0012139078747786336,0.05517321584753045,2.314519212433506,-0.01674780686963232,0.7426819717525744,65.59967591332702
20230531 13:16:39,548.0,4003.0,-6.994642262895175,205.33444259567386,5.728785357737105,11.263,18.84,16.85,57.4,-0.09,-0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.537,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952,0.019,0.025,-0.001,1.99875,19508.553229166668,"prebkg,L1",-0.0071049482651131595+/-0,0.327714362755644+/-0,20.812830507734425+/-0,1.0352659539394484,29.0,1051.6719759738826+/-0,176.90812370999575,6.100280127930888,0.16821606713079243,2.5321630986764587,-0.0011951664543250824,0.05512682124502827,3.501052493870859,-0.017942973323957404,0.7978087929976028,69.10072840719788
20230531 13:16:40,549.0,4003.0,-6.994642262895175,205.33444259567386,11.728785357737106,11.072,18.84,16.87,57.4,-0.01,0.03,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.552,18.5,991.32,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955,0.019,0.025,-0.001,1.9995,19508.55324074074,"prebkg,L1",-0.0071049482651131595+/-0,0.327714362755644+/-0,42.61099106855067+/-0,1.0352659539394484,29.0,1051.6719759738826+/-0,175.40168975732038,6.048334129562772,0.16678364905073437,2.698946747727193,-0.0011849891979722573,0.05465739726672238,7.106816580081131,-0.01912796252192966,0.8524661902643251,76.20754498727901
20230531 13:16:41,550.0,4003.0,-6.994642262895175,203.33444259567386,21.728785357737106,10.79,18.84,16.87,57.4,0.02,0.04,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.25,20.13,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.553,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953,0.019,0.025,-0.001,1.999,19508.553252314814,"prebkg,L1",-0.0071049482651131595+/-0,0.3245223569858088+/-0,78.94125866991106+/-0,1.0356251878174465,29.0,1051.6719759738826+/-0,173.15357263678303,5.9708128495442425,0.1646459890465724,2.8635927367737652,-0.0011698012342342848,0.053431304433653334,12.997361610288817,-0.020297763756163947,0.9058974946979784,89.20490659756783
20230531 13:16:42,551.0,4003.0,-6.994642262895175,201.33444259567386,4.728785357737105,10.735,18.84,16.87,57.4,-0.03,-0.05,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.25,20.14,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.547,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553263888887,"prebkg,L1",-0.0071049482651131595+/-0,0.3213303512159736+/-0,17.179803747598385+/-0,1.0359918156286971,29.0,1051.6719759738826+/-0,172.71169990649128,5.955575858844527,0.16422582692341364,3.027818563697179,-0.0011668160040862819,0.052770742644034196,2.8213674768313055,-0.02146457976025023,0.9586682373420126,92.02627407439914
20230531 13:16:43,552.0,4003.0,-6.924642262895175,205.33444259567386,17.728785357737106,11.605,18.84,16.85,57.4,-0.09,-0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.25,20.14,18.81,nan,nan,nan,nan,-49.06,nan,nan,0.529,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553275462964,"prebkg,L1",-0.007033844360172058+/-0,0.327714362755644+/-0,64.40915162936692+/-0,1.0349007067759806,29.0,1051.6719759738826+/-0,179.5739380132018,6.192204759075924,0.1707509015317352,3.198569465228914,-0.00120103526573329,0.05595752288542431,10.997920707608632,-0.022665615025983517,1.014625760227437,103.02419478200777
