variable_name,units,value,uncertainty
net_mass,mg,2.8800000000000097,0.07071067811865477
volume_tot,m^3,0.4063676233333319,0.0
PMconc_tot,mg/m^3,7.087178787463653,0.17400667292003427
PM_tot,Mm^-1,808.5608548681545,0.0
MSC,m^2/g,0.11408783087261733,0.0028011207937809523
PMconc_prebkg,mg/m^3,nan,nan
PMconc_test,mg/m^3,7.22367703178071,0.17735802132894568
PMconc_postbkg,mg/m^3,0.0005422379331630976,1.3313198595701493e-05
