sep=,

firmware launcher:,6.89
firmware GUI,6.30

Household ID:,21
Sensor ID:,4001
Sensor Type:,FUELv2 
Start time:,2023-03-21 16:52:00
Stop time:,2023-03-24 07:06:20
Total number of logs:,56015
Study arm:,0

Fuel type:,
Fuel calibration value:,52.20
Fuel resolution (gram):,1.00

Timestamp,Battery level (%),Temperature (C), kg (FUEL 4001)
2023-03-21 16:59:04,83,16.69,0.000230
2023-03-21 16:59:08,83,16.69,0.000230
2023-03-21 16:59:12,83,16.69,0.000019
2023-03-21 16:59:16,83,16.69,0.000019
2023-03-21 16:59:20,83,16.69,0.000099
2023-03-21 16:59:24,83,16.69,0.000099
2023-03-21 16:59:28,83,16.69,0.000099
2023-03-21 16:59:32,83,16.69,0.000099
2023-03-21 16:59:36,83,16.69,0.000169
2023-03-21 16:59:40,83,16.69,0.000169
2023-03-21 16:59:44,83,16.69,0.000313
2023-03-21 16:59:48,83,16.69,0.000313
2023-03-21 16:59:52,83,16.69,0.000313
2023-03-21 16:59:56,83,16.69,0.000093
2023-03-21 17:00:00,83,16.70,-0.000185
2023-03-21 17:00:04,83,16.69,-0.000380
2023-03-21 17:00:08,83,16.70,-0.000380
2023-03-21 17:00:12,83,16.69,-0.000380
2023-03-21 17:00:16,83,16.70,-0.000380
2023-03-21 17:00:20,83,16.70,-0.000380
2023-03-21 17:00:24,83,16.69,-0.000357
2023-03-21 17:00:28,83,16.70,-0.000271
2023-03-21 17:00:32,83,16.70,-0.000099
2023-03-21 17:00:36,83,16.70,-0.000032
2023-03-21 17:00:40,83,16.69,-0.000032
2023-03-21 17:00:44,83,16.71,-0.000099
2023-03-21 17:00:48,83,16.71,-0.000195
2023-03-21 17:00:52,83,16.70,-0.000364
2023-03-21 17:00:56,83,16.70,-0.000399
2023-03-21 17:01:00,83,16.71,-0.000364
2023-03-21 17:01:04,83,16.70,-0.000399
2023-03-21 17:01:08,83,16.70,-0.000798
2023-03-21 17:01:12,83,16.71,-0.000578
2023-03-21 17:01:16,83,16.71,-0.000578
2023-03-21 17:01:20,83,16.70,-0.000578
2023-03-21 17:01:24,83,16.72,-0.000073
2023-03-21 17:01:28,83,16.71,-0.000032
2023-03-21 17:01:32,83,16.70,-0.000032
2023-03-21 17:01:36,83,16.71,-0.000032
2023-03-21 17:01:40,83,16.71,-0.000073
2023-03-21 17:01:44,83,16.69,0.000057
2023-03-21 17:01:48,83,16.72,0.000057
2023-03-21 17:01:52,83,16.72,0.000057
2023-03-21 17:01:56,83,16.71,0.000064
2023-03-21 17:02:00,83,16.71,0.000064
2023-03-21 17:02:04,83,16.71,0.000019
2023-03-21 17:02:08,83,16.70,0.000019
2023-03-21 17:02:12,83,16.70,0.000064
2023-03-21 17:02:16,83,16.70,0.000019
2023-03-21 17:02:20,83,16.71,0.000019
2023-03-21 17:02:24,83,16.73,-0.000134
2023-03-21 17:02:28,83,16.71,-0.000163
2023-03-21 17:02:32,83,16.71,-0.000163
2023-03-21 17:02:36,83,16.70,-0.000153
2023-03-21 17:02:40,83,16.71,-0.000163
2023-03-21 17:02:44,83,16.72,-0.000163
2023-03-21 17:02:48,83,16.70,-0.000153
2023-03-21 17:02:52,83,16.70,-0.000153
2023-03-21 17:02:56,83,16.73,-0.000326
2023-03-21 17:03:00,83,16.71,-0.000137
2023-03-21 17:03:04,83,16.70,-0.000073
2023-03-21 17:03:08,83,16.70,-0.000073
2023-03-21 17:03:12,83,16.72,-0.000389
2023-03-21 17:03:16,83,16.72,-0.000389
2023-03-21 17:03:20,83,16.72,-0.000527
2023-03-21 17:03:24,83,16.73,-0.000527
2023-03-21 17:03:28,83,16.71,-0.000389
2023-03-21 17:03:32,83,16.72,-0.000527
2023-03-21 17:03:36,83,16.73,-0.000287
2023-03-21 17:03:40,83,16.71,-0.000144
2023-03-21 17:03:44,83,16.74,-0.000278
2023-03-21 17:03:48,83,16.73,-0.000287
2023-03-21 17:03:52,83,16.73,-0.000287
2023-03-21 17:03:56,83,16.74,-0.000278
2023-03-21 17:04:00,83,16.75,-0.000278
2023-03-21 17:04:04,83,16.75,-0.000134
2023-03-21 17:04:08,83,16.75,-0.000134
2023-03-21 17:04:12,83,16.71,-0.000134
2023-03-21 17:04:16,83,16.76,-0.000134
2023-03-21 17:04:20,83,16.74,-0.000204
2023-03-21 17:04:24,83,16.74,-0.000204
2023-03-21 17:04:28,83,16.73,-0.000204
2023-03-21 17:04:32,83,16.75,-0.000204
2023-03-21 17:04:36,83,16.77,-0.000204
2023-03-21 17:04:40,83,16.76,-0.000316
2023-03-21 17:04:44,83,16.75,-0.000316
2023-03-21 17:04:48,83,16.75,0.000061
2023-03-21 17:04:52,83,16.76,0.000137
2023-03-21 17:04:56,83,16.77,0.000236
2023-03-21 17:05:00,83,16.76,0.000236
2023-03-21 17:05:04,83,16.76,0.000137
2023-03-21 17:05:08,83,16.76,0.000137
2023-03-21 17:05:12,83,16.75,0.000208
2023-03-21 17:05:16,83,16.75,0.000070
2023-03-21 17:05:20,83,16.76,0.000003
2023-03-21 17:05:24,83,16.77,0.000003
2023-03-21 17:05:28,83,16.75,-0.000112
2023-03-21 17:05:32,83,16.77,-0.000112
2023-03-21 17:05:36,83,16.77,-0.000160
2023-03-21 17:05:40,83,16.74,-0.000160
2023-03-21 17:05:44,83,16.77,-0.000207
2023-03-21 17:05:48,83,16.75,-0.000491
2023-03-21 17:05:52,83,16.76,-0.000491
2023-03-21 17:05:56,83,16.77,-0.000491
2023-03-21 17:06:00,83,16.78,0.000064
2023-03-21 17:06:04,83,16.77,0.000064
2023-03-21 17:06:08,83,16.77,0.000064
2023-03-21 17:06:12,83,16.78,-0.000144
2023-03-21 17:06:16,83,16.77,-0.000163
2023-03-21 17:06:20,83,16.76,-0.000163
2023-03-21 17:06:24,83,16.77,-0.000144
2023-03-21 17:06:28,83,16.77,0.000661
2023-03-21 17:06:32,83,16.77,0.000709
2023-03-21 17:06:36,83,16.78,0.000709
2023-03-21 17:06:40,83,16.75,0.000661
2023-03-21 17:06:44,83,16.77,0.000182
2023-03-21 17:06:48,83,16.78,-0.000057
