time,yyyymmdd hhmmss,nan,
seconds,s,3670.0,
CO,ppm,595.6983429531613,
ChipTemp,degC,20.726858784530414,
PM,Mm^-1,2220.7597427797477,
Flow,,14458.043508287294,
FlueTemp,degC,21.282661657458572,
TC,degC,334.4037983425417,
F1Flow,ccm,2728.2097900552417,
DilFlow,ccm,2650.9742651933716,
CO2,ppm,6496.1165526524655,
PM_RH,%,50.251381215469614,
datenumbers,date,19513.508657407405,
phase,text,nan,
COconc,gm^-3,0.6940303662059463,
CO2conc,gm^-3,11.89170559662356,
PMconc,mgm^-3,49.20962273927158,
Cconc,gm^-3,3.5427407337963985,
MCE,mol/mol,0.9386679943651383,
CER_CO,g/g,0.14303992321669232,
CER_CO2,g/g,3.439698453955848,
CER_PM,mg/g,15.423187298940825,
EFmass_CO,g/kg,58.646368518843914,
EFmass_CO2,g/kg,1410.276366121898,
EFmass_PM,mg/kg,6323.506792565758,
EFmass_dry_CO,g/kg,71.51996160834608,
EFmass_dry_CO2,g/kg,1719.849226977924,
EFmass_dry_PM,mg/kg,7711.593649470412,
EFenergy_CO,g/MJ,3.800555279556979,
EFenergy_CO2,g/MJ,91.39241566469423,
EFenergy_PM,mg/MJ,409.792417378377,
ER_CO,g/min,5.464204149074305,
ER_CO2,g/min,131.39838264032775,
ER_PM,mg/min,589.1742818062991,
ER_PM_heat,g/hr,35.35045690837792,
Realtime_conc_PM,mg/m^3,49209.61142203472,
PM_flowrate,g/hr,27.891963732915766,
