variable_name,units,value,uncertainty
net_mass,mg,6.47999999999999,0.0
volume_tot,m^3,0.13168159253333298,0.0
PMconc_tot,mg/m^3,49.209611422034456,0.0
PM_tot,Mm^-1,2220.7597427797405,0.0
MSC,m^2/g,0.04512857709307895,0.0
PMconc_prebkg,mg/m^3,nan,nan
PMconc_test,mg/m^3,43.11193976852093,0.0
PMconc_postbkg,mg/m^3,nan,nan
