time,seconds,ID,CO,CObkg,CO2,CO2bkg,COhi,CO2hi,SO2,NO,NO2,H2S,VOC,O2,HC,PM,RH,F1Flow,F2Flow,SampFlow,USampFlow,DilFlow,Pitot,Pamb,TCnoz,TC2,COtemp,HCtemp,HCinTemp,HCoutTemp,BattV,StakVel,NozVel,PMmass,DilRat,TAPstat,TAPspot,TAPflow,TAPtemp,drk,red,grn,blu,drkref,redref,grnref,bluref,RedRat,GrnRat,BluRat,RedAbs,GrnAbs,BluAbs,datenumbers,phase
20230321 17:59:34,251.0,10.0,-0.21478919631093535,-0.84,7.4812252964426875,486.0,-0.6768774703557312,-64.64196310935444,-0.5,1.85,0.43,0.0,2.82,20.59,126.0,-0.4805665349143613,53.26,492.5,485.3,1224.0,534.2,1323.8,-0.256,96787.0,4095.0,13.25,16.12,18.5,4364.0,4185.0,12.21,-2.16,46.39,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749699074073,prebkg
20230321 17:59:35,252.0,10.0,0.06521080368906462,-0.31,6.4812252964426875,484.0,-0.6768774703557312,-126.64196310935444,-0.5,1.54,0.41,0.0,2.82,20.59,130.0,-0.4805665349143613,53.23,492.4,484.7,1220.7,533.8,1325.2,0.165,96789.0,4095.0,13.25,16.12,18.5,4366.0,4184.0,12.17,1.74,46.21,0.0,1.52,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74971064815,prebkg
20230321 17:59:36,253.0,10.0,-0.21478919631093535,-0.31,6.4812252964426875,484.0,-0.6768774703557312,-22.641963109354435,-0.62,2.72,0.43,0.0,2.82,20.59,130.0,-0.4805665349143613,53.23,492.1,484.7,1226.7,533.7,1323.1,0.009,96787.0,4095.0,13.25,16.12,18.5,4366.0,4184.0,12.2,0.41,46.46,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749722222223,prebkg
20230321 17:59:37,254.0,10.0,0.06521080368906462,-0.31,7.4812252964426875,482.0,-0.6768774703557312,-43.641963109354435,-0.38,1.85,0.43,0.0,2.82,20.59,130.0,-0.4805665349143613,53.23,491.4,485.5,1220.8,533.8,1325.0,0.009,96789.0,4095.0,13.25,16.12,18.5,4366.0,4185.0,12.18,0.41,46.21,0.0,1.52,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749733796296,prebkg
20230321 17:59:38,255.0,10.0,-0.21478919631093535,-0.31,7.4812252964426875,482.0,-0.6768774703557312,-1.6419631093544353,-0.38,2.48,0.39,0.0,2.82,20.59,130.0,-0.4805665349143613,53.17,494.3,485.4,1225.9,533.7,1323.7,-0.342,96788.0,4095.0,13.25,16.06,18.5,4366.0,4184.0,12.18,-2.5,46.51,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74974537037,prebkg
20230321 17:59:39,256.0,10.0,-0.07478919631093539,-0.31,8.481225296442688,480.0,-0.6768774703557312,-85.64196310935444,-0.5,1.88,0.43,0.0,2.82,20.59,130.0,-0.4805665349143613,53.17,491.9,484.7,1219.7,533.4,1323.9,-0.185,96772.0,4095.0,13.25,16.12,18.5,4368.0,4185.0,12.17,-1.84,46.19,0.0,1.52,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749756944446,prebkg
20230321 17:59:40,257.0,10.0,-0.21478919631093535,-0.31,8.481225296442688,480.0,-0.6768774703557312,-85.64196310935444,-0.38,2.75,0.39,0.0,2.82,20.59,130.0,-0.4805665349143613,53.23,491.2,484.9,1225.9,533.2,1323.4,0.298,96788.0,4095.0,13.25,16.12,18.5,4368.0,4187.0,12.18,2.33,46.39,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74976851852,prebkg
20230321 17:59:41,258.0,10.0,-0.21478919631093535,-0.31,6.4812252964426875,476.0,-0.6768774703557312,-85.64196310935444,-0.38,1.76,0.37,0.0,2.82,20.59,130.0,-0.4805665349143613,53.26,492.1,485.4,1221.5,533.6,1324.8,0.341,96789.0,4095.0,13.25,16.12,18.5,4368.0,4186.0,12.17,2.49,46.25,0.0,1.52,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749780092592,prebkg
20230321 17:59:42,259.0,10.0,-0.21478919631093535,-0.31,6.4812252964426875,476.0,-0.6768774703557312,-22.641963109354435,-0.5,1.77,0.41,0.0,2.82,20.59,130.0,0.5194334650856387,53.29,491.7,484.7,1222.8,533.8,1324.1,-0.176,96769.0,4095.0,13.25,16.12,18.5,4371.0,4187.0,12.19,-1.79,46.3,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749791666665,prebkg
20230321 17:59:43,260.0,10.0,-0.21478919631093535,-0.31,5.4812252964426875,475.0,-0.6768774703557312,-64.64196310935444,-0.38,2.28,0.41,0.0,2.82,20.59,130.0,1.5194334650856387,53.29,492.9,484.6,1222.1,533.5,1323.8,0.094,96782.0,4095.0,13.25,16.12,18.5,4370.0,4187.0,12.16,1.31,46.3,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749803240742,prebkg
20230321 17:59:44,261.0,10.0,-0.07478919631093539,-0.84,5.4812252964426875,475.0,-0.6768774703557312,-64.64196310935444,-0.38,2.76,0.38,0.0,2.82,20.59,130.0,0.5194334650856387,53.32,491.4,485.7,1222.8,533.4,1324.5,0.346,96788.0,4095.0,13.25,16.25,18.5,4368.0,4186.0,12.18,2.51,46.28,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749814814815,prebkg
20230321 17:59:45,262.0,10.0,-0.07478919631093539,-0.31,3.4812252964426875,481.0,0.3231225296442688,-85.64196310935444,-0.5,2.17,0.39,0.0,2.82,20.59,138.0,-0.4805665349143613,53.32,492.3,483.9,1223.3,533.5,1323.3,-0.133,96772.0,4095.0,13.25,16.19,18.5,4371.0,4187.0,12.19,-1.56,46.32,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74982638889,prebkg
20230321 17:59:46,263.0,10.0,-0.21478919631093535,-0.31,3.4812252964426875,481.0,0.3231225296442688,-106.64196310935444,-0.5,2.21,0.43,0.0,2.88,20.59,138.0,9.519433465085639,53.32,492.0,484.4,1221.7,533.5,1323.9,-0.195,96759.0,4095.0,13.25,16.12,18.5,4371.0,4189.0,12.18,-1.89,46.26,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74983796296,prebkg
20230321 17:59:47,264.0,10.0,-0.07478919631093539,-0.84,4.4812252964426875,488.0,-0.6768774703557312,-43.641963109354435,-0.38,1.82,0.37,0.0,2.82,20.59,138.0,-0.4805665349143613,53.29,492.5,485.1,1222.0,533.6,1323.9,0.203,96777.0,4095.0,13.25,16.06,18.5,4372.0,4188.0,12.17,1.93,46.3,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74984953704,prebkg
20230321 17:59:48,265.0,10.0,-0.07478919631093539,-0.31,4.4812252964426875,488.0,-0.6768774703557312,-85.64196310935444,-0.38,2.79,0.39,0.0,2.82,20.59,138.0,-0.4805665349143613,53.26,492.3,484.4,1221.4,533.2,1324.4,0.402,96788.0,4095.0,13.25,16.12,18.5,4371.0,4188.0,12.2,2.71,46.22,0.0,1.52,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74986111111,prebkg
20230321 17:59:49,266.0,10.0,-0.21478919631093535,-0.84,7.4812252964426875,494.0,0.3231225296442688,-64.64196310935444,-0.5,1.73,0.39,0.0,2.82,20.59,138.0,-0.4805665349143613,53.23,492.5,484.6,1222.4,533.6,1324.1,0.44,96789.0,4095.0,13.25,16.12,18.5,4372.0,4190.0,12.19,2.84,46.29,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749872685185,prebkg
20230321 17:59:50,267.0,10.0,0.06521080368906462,-0.31,7.4812252964426875,494.0,-0.6768774703557312,-106.64196310935444,-0.5,2.21,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.17,492.5,485.6,1220.6,533.6,1323.2,0.241,96789.0,4095.0,13.25,16.06,18.5,4373.0,4189.0,12.17,2.1,46.3,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749884259258,prebkg
20230321 17:59:51,268.0,10.0,-0.21478919631093535,-0.31,8.481225296442688,495.0,-0.6768774703557312,-85.64196310935444,-0.5,0.8,0.41,0.0,2.82,20.59,139.0,-0.4805665349143613,53.14,493.4,485.1,1225.1,534.2,1324.3,-0.19,96804.0,4095.0,13.25,16.12,18.5,4373.0,4190.0,12.17,-1.86,46.43,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749895833334,prebkg
20230321 17:59:52,269.0,10.0,-0.07478919631093539,-0.84,8.481225296442688,495.0,-0.6768774703557312,-64.64196310935444,-0.38,2.52,0.39,0.0,2.88,20.59,139.0,-0.4805665349143613,53.12,492.4,485.1,1221.1,533.8,1323.2,0.028,96791.0,4095.0,13.25,16.12,18.5,4374.0,4189.0,12.19,0.71,46.29,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749907407408,prebkg
20230321 17:59:53,270.0,10.0,-0.07478919631093539,-0.31,8.481225296442688,495.0,-0.6768774703557312,-43.641963109354435,-0.38,2.8,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.12,493.7,485.4,1226.9,533.5,1323.4,0.502,96820.0,4095.0,13.25,16.06,18.5,4375.0,4190.0,12.16,3.03,46.51,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74991898148,prebkg
20230321 17:59:54,271.0,10.0,-0.21478919631093535,-0.31,8.481225296442688,495.0,-0.6768774703557312,-22.641963109354435,-0.38,2.16,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.14,491.9,484.4,1221.3,533.7,1323.5,0.104,96820.0,4095.0,13.25,16.06,18.5,4375.0,4190.0,12.18,1.38,46.24,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749930555554,prebkg
20230321 17:59:55,272.0,10.0,-0.07478919631093539,-0.84,9.481225296442688,492.0,0.3231225296442688,-64.64196310935444,-0.5,2.52,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.14,492.4,484.4,1225.6,533.4,1322.6,-0.223,96820.0,4095.0,13.25,16.12,18.5,4375.0,4190.0,12.17,-2.02,46.41,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74994212963,prebkg
20230321 17:59:56,273.0,10.0,-0.07478919631093539,-0.31,9.481225296442688,492.0,0.3231225296442688,-22.641963109354435,-0.5,2.21,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.17,492.1,484.5,1221.5,533.6,1323.5,0.336,96820.0,4095.0,13.25,16.12,18.5,4375.0,4192.0,12.17,2.48,46.25,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749953703704,prebkg
20230321 17:59:57,274.0,10.0,-0.07478919631093539,-0.84,7.4812252964426875,487.0,-0.6768774703557312,-64.64196310935444,-0.38,1.72,0.39,0.0,2.82,20.59,139.0,0.5194334650856387,53.23,491.5,485.6,1223.8,533.8,1323.1,-0.247,96820.0,4095.0,13.25,16.12,18.5,4376.0,4191.0,12.18,-2.12,46.36,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749965277777,prebkg
20230321 17:59:58,275.0,10.0,-0.07478919631093539,-0.84,7.4812252964426875,487.0,-0.6768774703557312,-106.64196310935444,-0.5,2.45,0.39,0.0,2.88,20.59,139.0,-0.4805665349143613,53.23,491.7,484.5,1222.5,533.5,1324.2,0.023,96819.0,4095.0,13.25,16.12,18.5,4377.0,4193.0,12.18,0.65,46.25,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.74997685185,prebkg
20230321 17:59:59,276.0,10.0,-0.07478919631093539,-0.31,4.4812252964426875,489.0,-0.6768774703557312,-64.64196310935444,-0.5,1.24,0.37,0.0,2.82,20.59,139.0,-0.4805665349143613,53.23,492.3,485.5,1224.8,534.0,1323.6,0.341,96803.0,4095.0,13.25,16.12,18.5,4378.0,4192.0,12.17,2.49,46.41,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.749988425927,prebkg
20230321 18:00:00,277.0,10.0,-0.07478919631093539,-0.84,4.4812252964426875,489.0,-0.6768774703557312,-85.64196310935444,-0.5,2.37,0.41,0.0,2.82,20.59,137.0,-0.4805665349143613,53.26,492.3,484.6,1221.4,534.0,1323.8,-0.285,96819.0,4095.0,13.25,16.12,18.5,4378.0,4193.0,12.17,-2.28,46.26,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75,prebkg
20230321 18:00:01,278.0,10.0,-0.07478919631093539,-0.31,4.4812252964426875,493.0,-0.6768774703557312,-1.6419631093544353,-0.5,1.31,0.41,0.0,2.75,20.59,137.0,-0.4805665349143613,53.23,492.0,484.8,1226.1,534.3,1323.1,0.061,96788.0,4095.0,13.25,16.12,18.5,4378.0,4193.0,12.19,1.06,46.46,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750011574073,prebkg
20230321 18:00:02,279.0,10.0,-0.07478919631093539,-0.31,4.4812252964426875,493.0,-0.6768774703557312,-43.641963109354435,-0.5,3.07,0.38,0.0,2.82,20.59,137.0,0.5194334650856387,53.23,493.5,484.7,1219.6,533.7,1323.7,0.341,96788.0,4095.0,13.25,16.12,18.5,4378.0,4193.0,12.17,2.49,46.25,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75002314815,prebkg
20230321 18:00:03,280.0,10.0,-0.07478919631093539,-0.31,9.481225296442688,494.0,0.3231225296442688,-1.6419631093544353,-0.5,2.34,0.41,0.0,2.75,20.59,137.0,-0.4805665349143613,53.17,491.4,483.3,1225.7,533.7,1323.4,-0.128,96810.0,4095.0,13.25,16.06,18.5,4379.0,4193.0,12.19,-1.53,46.34,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750034722223,prebkg
20230321 18:00:04,281.0,10.0,-0.07478919631093539,-0.84,9.481225296442688,494.0,0.3231225296442688,-1.6419631093544353,-0.38,2.89,0.39,0.0,2.82,20.59,137.0,-0.4805665349143613,53.17,491.6,483.4,1222.1,533.5,1323.4,-0.015,96812.0,4095.0,13.25,16.12,18.5,4379.0,4195.0,12.19,-0.52,46.22,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750046296296,prebkg
20230321 18:00:05,282.0,10.0,-0.21478919631093535,-0.84,17.481225296442688,490.0,-0.6768774703557312,-43.641963109354435,-0.38,1.91,0.39,0.0,2.82,20.59,139.0,-0.4805665349143613,53.14,491.0,485.1,1224.3,533.6,1323.4,0.061,96812.0,4095.0,13.25,16.12,18.5,4380.0,4193.0,12.19,1.06,46.33,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75005787037,prebkg
20230321 18:00:06,283.0,10.0,-0.07478919631093539,-0.84,17.481225296442688,490.0,-0.6768774703557312,-64.64196310935444,-0.5,3.01,0.37,0.0,2.82,20.59,139.0,-0.4805665349143613,53.12,491.8,484.7,1222.2,533.4,1323.6,-0.057,96789.0,4095.0,13.25,16.12,18.5,4380.0,4194.0,12.19,-1.02,46.27,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750069444446,prebkg
20230321 18:00:07,284.0,10.0,-0.07478919631093539,-0.84,23.481225296442688,489.0,-0.6768774703557312,-22.641963109354435,-0.5,2.07,0.4,0.0,2.75,20.59,139.0,-0.4805665349143613,53.09,492.0,484.4,1224.6,533.3,1319.4,-0.1,96789.0,4095.0,13.25,16.12,18.5,4380.0,4195.0,12.17,-1.35,46.48,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75008101852,prebkg
20230321 18:00:08,285.0,10.0,-0.21478919631093535,-0.31,23.481225296442688,489.0,-0.6768774703557312,-22.641963109354435,-0.5,3.01,0.38,0.0,2.75,20.59,139.0,-0.4805665349143613,53.09,491.7,484.7,1221.9,533.2,1320.4,-0.048,96817.0,4095.0,13.25,16.12,18.5,4380.0,4194.0,12.17,-0.93,46.34,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750092592592,prebkg
20230321 18:00:09,286.0,10.0,-0.21478919631093535,-0.31,23.481225296442688,489.0,-0.6768774703557312,-64.64196310935444,-0.5,1.74,0.37,0.0,2.82,20.59,139.0,-0.4805665349143613,53.06,491.9,484.2,1226.9,533.4,1319.0,-0.043,96799.0,4095.0,13.25,16.06,18.5,4381.0,4195.0,12.2,-0.89,46.56,0.0,1.49,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750104166666,prebkg
20230321 18:00:10,287.0,10.0,-0.07478919631093539,-0.31,23.481225296442688,489.0,-0.6768774703557312,-43.641963109354435,-0.5,2.03,0.4,0.0,2.88,20.59,126.0,-0.4805665349143613,53.06,491.4,484.2,1219.9,533.5,1322.0,0.355,96804.0,4095.0,13.25,16.06,18.5,4381.0,4197.0,12.18,2.55,46.22,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750115740742,prebkg
20230321 18:00:11,288.0,10.0,-0.21478919631093535,-0.31,22.481225296442688,491.0,0.3231225296442688,-85.64196310935444,-0.38,1.19,0.38,0.0,2.82,20.59,126.0,0.5194334650856387,53.06,492.9,484.7,1227.2,533.6,1322.4,0.094,96793.0,4095.0,13.25,16.06,18.5,4383.0,4197.0,12.18,1.31,46.52,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.750127314815,prebkg
20230321 18:00:12,289.0,10.0,-0.07478919631093539,-0.84,22.481225296442688,491.0,-0.6768774703557312,-85.64196310935444,-0.5,2.5,0.4,0.0,2.82,20.59,126.0,-0.4805665349143613,53.03,491.1,484.1,1222.3,533.4,1323.5,-0.176,96788.0,4095.0,13.25,16.12,18.5,4383.0,4196.0,12.18,-1.79,46.24,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75013888889,prebkg
20230321 18:00:13,290.0,10.0,-0.07478919631093539,-0.31,24.481225296442688,495.0,0.3231225296442688,-64.64196310935444,-0.5,1.71,0.38,0.0,2.82,20.59,126.0,-0.4805665349143613,53.03,492.3,484.0,1225.2,533.8,1322.8,-0.346,96814.0,4095.0,13.25,16.06,18.5,4383.0,4197.0,12.19,-2.51,46.39,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75015046296,prebkg
20230321 18:00:14,291.0,10.0,-0.07478919631093539,-0.31,24.481225296442688,495.0,-0.6768774703557312,-126.64196310935444,-0.5,2.32,0.38,0.0,2.82,20.59,126.0,1.5194334650856387,53.03,491.7,484.0,1222.2,533.7,1323.9,-0.214,96788.0,4095.0,13.25,16.06,18.5,4385.0,4198.0,12.17,-1.98,46.25,0.0,1.51,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75016203704,prebkg
20230321 18:00:15,292.0,10.0,-0.07478919631093539,-0.31,22.481225296442688,500.0,-0.6768774703557312,-22.641963109354435,-0.5,1.2,0.39,0.0,2.82,20.59,126.0,-0.4805665349143613,53.03,492.4,485.2,1226.9,533.7,1322.2,-0.294,96804.0,4095.0,13.25,16.0,18.5,4385.0,4199.0,12.21,-2.32,46.51,0.0,1.5,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19437.75017361111,prebkg
