time,seconds,ID,CO,CObkg,CO2,CO2bkg,COhi,CO2hi,SO2,NO,NO2,H2S,VOC,O2,HC,PM,RH,F1Flow,F2Flow,SampFlow,USampFlow,DilFlow,Pitot,Pamb,TCnoz,TC2,COtemp,HCtemp,HCinTemp,HCoutTemp,BattV,StakVel,NozVel,PMmass,DilRat,TAPstat,TAPspot,TAPflow,TAPtemp,drk,red,grn,blu,drkref,redref,grnref,bluref,RedRat,GrnRat,BluRat,RedAbs,GrnAbs,BluAbs,datenumbers,phase
#units:,s,10,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,Mm^-1,%,sccm,sccm,sccm,sccm,sccm,Pa,Pa,degC,degC,degC,degC,degC,degC,V,m/s,m/s,ug,-,-,-,sccm,degC,raw,raw,raw,raw,raw,raw,raw,raw,-,-,-,Mm^-1,Mm^-1,Mm^-1,date,text
20230322 17:45:12,961.0,10.0,-1.4847891963109354,-6.62,-50.51877470355731,404.0,-5.676877470355731,-22.641963109354435,-0.62,0.78,-0.97,1.0,1.41,21.14,36.0,-0.4805665349143613,43.6,310.9,-4.8,1217.3,699.8,1489.5,0.374,98094.0,4095.0,18.88,23.19,22.1,5358.0,5362.0,23.99,2.6,23.78,0.0,44.0,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73972222222,postbkg
20230322 17:45:13,962.0,10.0,-1.6247891963109353,-7.67,-44.51877470355731,402.0,-5.676877470355731,-1.6419631093544353,-0.62,-0.11,-1.0,1.0,1.41,21.14,36.0,-0.4805665349143613,43.63,310.7,-4.7,1215.1,699.6,1490.7,0.379,98094.0,4095.0,18.81,23.25,22.1,5358.0,5362.0,23.98,2.61,23.66,0.0,49.07,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739733796298,postbkg
20230322 17:45:14,963.0,10.0,-1.4847891963109354,-7.14,-44.51877470355731,402.0,-5.676877470355731,40.358036890645565,-0.62,1.0,-1.0,1.0,1.41,21.14,36.0,0.5194334650856387,43.63,310.4,-4.9,1214.6,698.9,1491.8,0.526,98093.0,4095.0,18.81,23.19,22.1,5358.0,5362.0,24.0,3.08,23.57,0.0,52.77,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73974537037,postbkg
20230322 17:45:15,964.0,10.0,-1.4847891963109354,-7.14,-41.51877470355731,400.0,-5.676877470355731,-22.641963109354435,-0.74,0.54,-0.99,1.0,1.41,21.32,36.0,-0.4805665349143613,43.63,309.6,-4.7,1214.1,699.3,1492.9,0.431,98093.0,4095.0,18.81,23.31,22.1,5358.0,5362.0,23.98,2.79,23.51,0.0,57.36,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739756944444,postbkg
20230322 17:45:16,965.0,10.0,-1.6247891963109353,-7.14,-41.51877470355731,400.0,-5.676877470355731,-1.6419631093544353,-0.5,0.96,-0.99,1.0,1.41,21.32,35.0,-0.4805665349143613,43.67,310.5,-4.7,1219.0,698.8,1494.7,0.511,98093.0,4095.0,18.69,23.19,22.1,5357.0,5362.0,23.99,3.04,23.63,0.0,49.6,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739768518517,postbkg
20230322 17:45:17,966.0,10.0,-1.4847891963109354,-7.14,-42.51877470355731,402.0,-5.676877470355731,-43.641963109354435,-0.62,0.33,-1.0,1.0,1.41,21.14,35.0,0.5194334650856387,43.67,309.8,-4.8,1213.7,699.4,1492.7,0.383,98093.0,4095.0,18.62,23.19,22.1,5357.0,5362.0,23.98,2.63,23.52,0.0,57.35,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739780092594,postbkg
20230322 17:45:18,967.0,10.0,-1.6247891963109353,-7.14,-41.51877470355731,402.0,-5.676877470355731,-43.641963109354435,-0.5,0.44,-0.99,1.0,1.41,21.32,35.0,-0.4805665349143613,43.7,311.2,-4.9,1216.9,699.4,1492.7,0.379,98094.0,4095.0,18.69,23.19,22.1,5357.0,5361.0,24.0,2.61,23.66,0.0,49.04,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739791666667,postbkg
20230322 17:45:19,968.0,10.0,-1.6247891963109353,-7.14,-41.51877470355731,407.0,-5.676877470355731,-22.641963109354435,-0.38,0.38,-0.99,1.0,1.41,21.14,35.0,-0.4805665349143613,43.73,311.1,-4.8,1215.4,699.4,1488.4,0.431,98098.0,4095.0,18.69,23.19,22.1,5357.0,5362.0,23.99,2.79,23.75,0.0,44.75,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73980324074,postbkg
20230322 17:45:20,969.0,10.0,-1.4847891963109354,-7.67,-44.51877470355731,407.0,-5.676877470355731,-43.641963109354435,-0.5,0.87,-1.0,1.0,1.41,21.14,35.0,0.5194334650856387,43.73,311.1,-4.9,1215.3,699.3,1491.1,0.526,98094.0,4095.0,18.69,23.19,22.1,5357.0,5361.0,24.0,3.08,23.65,0.0,49.05,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739814814813,postbkg
20230322 17:45:21,970.0,10.0,-1.6247891963109353,-7.67,-44.51877470355731,411.0,-5.676877470355731,-22.641963109354435,-0.62,0.54,-0.97,1.0,1.41,21.32,33.0,0.5194334650856387,43.77,310.9,-4.8,1213.2,699.1,1491.7,0.402,98096.0,4095.0,18.69,23.19,22.1,5356.0,5361.0,23.99,2.69,23.55,0.0,54.29,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73982638889,postbkg
20230322 17:45:22,971.0,10.0,-1.6247891963109353,-7.14,-44.51877470355731,411.0,-5.676877470355731,-43.641963109354435,-0.38,0.25,-0.99,1.0,1.41,21.32,33.0,0.5194334650856387,43.77,311.0,-4.8,1218.1,699.6,1495.4,0.426,98096.0,4095.0,18.69,23.25,22.1,5356.0,5361.0,24.0,2.77,23.62,0.0,51.71,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739837962963,postbkg
20230322 17:45:23,972.0,10.0,-1.4847891963109354,-7.67,-44.51877470355731,411.0,-5.676877470355731,-1.6419631093544353,-0.5,0.23,-0.99,1.0,1.41,21.14,33.0,0.5194334650856387,43.77,310.7,-4.7,1214.0,699.5,1492.7,0.478,98096.0,4095.0,18.69,23.19,22.1,5356.0,5362.0,23.98,2.94,23.56,0.0,54.74,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739849537036,postbkg
20230322 17:45:24,973.0,10.0,-1.6247891963109353,-7.67,-41.51877470355731,411.0,-5.676877470355731,-22.641963109354435,-0.5,1.61,-1.0,1.0,1.41,21.14,33.0,-0.4805665349143613,43.77,311.0,-5.0,1215.3,699.2,1493.9,0.421,98093.0,4095.0,18.69,23.25,22.1,5355.0,5360.0,23.99,2.76,23.55,0.0,54.69,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73986111111,postbkg
20230322 17:45:25,974.0,10.0,-1.6247891963109353,-6.62,-41.51877470355731,410.0,-5.676877470355731,19.358036890645565,-0.62,-0.12,-1.01,1.0,1.41,21.14,33.0,-0.4805665349143613,43.77,308.7,-4.8,1215.7,699.3,1488.9,0.374,98099.0,4095.0,18.81,23.25,22.1,5356.0,5361.0,23.99,2.6,23.66,0.0,48.55,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739872685186,postbkg
20230322 17:45:26,975.0,10.0,-1.6247891963109353,-7.14,-43.51877470355731,410.0,-5.676877470355731,-22.641963109354435,-0.62,0.83,-1.01,1.0,1.41,21.32,31.0,-0.4805665349143613,43.73,310.1,-5.0,1214.8,699.1,1490.8,0.355,98099.0,4095.0,18.88,23.19,22.1,5355.0,5361.0,23.99,2.53,23.6,0.0,51.54,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73988425926,postbkg
20230322 17:45:27,976.0,10.0,-1.7647891963109354,-7.67,-43.51877470355731,413.0,-5.676877470355731,-64.64196310935444,-0.62,-0.25,-1.0,1.0,1.41,21.32,31.0,0.5194334650856387,43.73,310.9,-4.8,1214.8,699.8,1488.6,0.474,98099.0,4095.0,18.88,23.19,22.1,5356.0,5360.0,23.98,2.92,23.73,0.0,46.32,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739895833332,postbkg
20230322 17:45:28,977.0,10.0,-1.6247891963109353,-7.67,-46.51877470355731,413.0,-5.676877470355731,-1.6419631093544353,-0.5,1.08,-0.99,1.0,1.41,21.32,31.0,0.5194334650856387,43.73,310.6,-4.9,1215.9,699.1,1494.1,0.616,98094.0,4095.0,18.88,23.19,22.1,5355.0,5360.0,23.99,3.33,23.55,0.0,54.48,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73990740741,postbkg
20230322 17:45:29,978.0,10.0,-1.6247891963109353,-7.67,-46.51877470355731,418.0,-5.676877470355731,-1.6419631093544353,-0.74,0.21,-0.99,1.0,1.41,21.32,31.0,-0.4805665349143613,43.73,310.5,-4.7,1215.1,699.7,1493.3,0.492,98093.0,4095.0,18.88,23.19,22.1,5356.0,5361.0,23.98,2.98,23.58,0.0,54.06,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739918981482,postbkg
20230322 17:45:30,979.0,10.0,-1.7647891963109354,-7.14,-47.51877470355731,418.0,-5.676877470355731,-64.64196310935444,-0.62,1.24,-0.99,1.0,1.41,21.32,31.0,0.5194334650856387,43.73,310.7,-4.7,1214.8,699.4,1493.9,0.379,98109.0,4095.0,19.06,23.19,22.1,5355.0,5360.0,23.99,2.61,23.54,0.0,55.64,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739930555555,postbkg
20230322 17:45:31,980.0,10.0,-1.6247891963109353,-7.14,-47.51877470355731,422.0,-5.676877470355731,-22.641963109354435,-0.5,-0.01,-0.99,1.0,1.41,21.32,37.0,-0.4805665349143613,43.73,310.2,-4.5,1217.8,699.6,1490.7,0.44,98103.0,4095.0,19.12,23.19,22.1,5356.0,5361.0,23.99,2.82,23.74,0.0,45.54,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73994212963,postbkg
20230322 17:45:32,981.0,10.0,-1.4847891963109354,-7.14,-47.51877470355731,422.0,-5.676877470355731,-1.6419631093544353,-0.62,1.03,-1.0,1.0,1.41,21.14,37.0,-0.4805665349143613,43.73,310.9,-4.7,1213.5,699.5,1491.4,0.426,98111.0,4095.0,19.12,23.19,22.1,5355.0,5359.0,24.0,2.77,23.59,0.0,52.79,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739953703705,postbkg
20230322 17:45:33,982.0,10.0,-1.6247891963109353,-7.67,-47.51877470355731,423.0,-5.676877470355731,-22.641963109354435,-0.62,-0.25,-0.95,1.0,1.41,21.14,37.0,1.5194334650856387,43.7,310.9,-4.7,1215.5,700.2,1490.9,0.341,98117.0,4095.0,19.12,23.19,22.0,5355.0,5360.0,23.98,2.48,23.69,0.0,48.53,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73996527778,postbkg
20230322 17:45:34,983.0,10.0,-1.4847891963109354,-7.67,-51.51877470355731,423.0,-5.676877470355731,-43.641963109354435,-0.5,0.55,-0.96,1.0,1.41,21.32,37.0,0.5194334650856387,43.7,310.7,-4.7,1217.1,700.0,1494.3,0.502,98120.0,4095.0,19.12,23.19,22.0,5354.0,5360.0,24.0,3.01,23.62,0.0,51.73,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.73997685185,postbkg
20230322 17:45:35,984.0,10.0,-1.4847891963109354,-7.14,-51.51877470355731,420.0,-5.676877470355731,-43.641963109354435,-0.62,0.36,-0.96,1.0,1.41,21.32,37.0,0.5194334650856387,43.67,310.7,-4.6,1216.1,699.4,1493.7,0.346,98117.0,4095.0,19.25,23.19,22.0,5354.0,5360.0,23.98,2.49,23.59,0.0,52.36,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.739988425925,postbkg
20230322 17:45:36,985.0,10.0,-1.6247891963109353,-7.67,-53.51877470355731,420.0,-5.676877470355731,-43.641963109354435,-0.5,0.83,-0.97,1.0,1.41,21.32,40.0,0.5194334650856387,43.63,311.0,-4.6,1214.5,700.0,1494.8,0.502,98101.0,4095.0,19.25,23.19,22.0,5353.0,5359.0,23.99,3.01,23.53,0.0,57.33,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74,postbkg
20230322 17:45:37,986.0,10.0,-1.6247891963109353,-7.14,-53.51877470355731,422.0,-5.676877470355731,-1.6419631093544353,-0.62,-0.05,-0.95,1.0,1.41,21.14,40.0,0.5194334650856387,43.63,310.3,-4.7,1217.3,700.0,1492.4,0.36,98112.0,4095.0,19.25,23.19,22.0,5354.0,5360.0,23.99,2.55,23.67,0.0,48.88,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740011574075,postbkg
20230322 17:45:38,987.0,10.0,-1.6247891963109353,-7.67,-53.51877470355731,422.0,-5.676877470355731,-64.64196310935444,-0.5,1.36,-0.96,1.0,1.41,21.14,40.0,2.5194334650856387,43.63,310.2,-4.8,1213.6,699.5,1491.9,0.388,98125.0,4095.0,19.25,23.19,22.0,5352.0,5358.0,23.98,2.64,23.54,0.0,55.2,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740023148148,postbkg
20230322 17:45:39,988.0,10.0,-1.6247891963109353,-7.14,-53.51877470355731,426.0,-5.676877470355731,-43.641963109354435,-0.5,-0.25,-1.01,1.0,1.41,21.32,40.0,-0.4805665349143613,43.67,310.1,-4.4,1216.0,699.7,1492.8,0.336,98122.0,4095.0,19.25,23.19,22.0,5354.0,5359.0,23.99,2.46,23.61,0.0,51.78,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74003472222,postbkg
20230322 17:45:40,989.0,10.0,-1.4847891963109354,-6.62,-57.51877470355731,426.0,-5.676877470355731,-22.641963109354435,-0.5,0.56,-0.96,1.0,1.41,21.32,40.0,0.5194334650856387,43.7,310.4,-4.6,1214.4,699.6,1489.6,0.478,98109.0,4095.0,19.25,23.19,22.0,5354.0,5358.0,23.98,2.94,23.67,0.0,48.73,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740046296298,postbkg
20230322 17:45:41,990.0,10.0,-1.6247891963109353,-7.14,-57.51877470355731,427.0,-5.676877470355731,-1.6419631093544353,-0.62,0.67,-0.97,1.0,1.41,21.14,45.0,-0.4805665349143613,43.73,308.8,-4.7,1218.1,699.6,1493.0,0.455,98114.0,4095.0,19.25,23.12,22.0,5352.0,5358.0,23.99,2.86,23.62,0.0,51.16,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74005787037,postbkg
20230322 17:45:42,991.0,10.0,-1.6247891963109353,-7.14,-55.51877470355731,427.0,-5.676877470355731,-43.641963109354435,-0.62,0.28,-0.97,1.0,1.41,21.14,45.0,0.5194334650856387,43.77,310.4,-4.5,1213.6,700.0,1494.3,0.308,98121.0,4095.0,19.25,23.19,22.0,5352.0,5358.0,23.97,2.35,23.5,0.0,59.15,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740069444444,postbkg
20230322 17:45:43,992.0,10.0,-1.6247891963109353,-7.67,-55.51877470355731,426.0,-5.676877470355731,19.358036890645565,-0.38,1.05,-0.96,1.0,1.41,21.14,45.0,0.5194334650856387,43.77,310.2,-4.7,1218.0,699.5,1493.0,0.488,98121.0,4095.0,19.25,23.19,22.0,5351.0,5358.0,23.99,2.96,23.66,0.0,49.06,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740081018517,postbkg
20230322 17:45:44,993.0,10.0,-1.6247891963109353,-7.67,-52.51877470355731,426.0,-5.676877470355731,-43.641963109354435,-0.62,1.17,-0.97,1.0,1.41,21.14,45.0,0.5194334650856387,43.8,309.4,-4.8,1214.4,699.7,1490.6,0.644,98115.0,4095.0,19.25,23.25,22.0,5352.0,5357.0,23.98,3.41,23.6,0.0,52.59,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740092592594,postbkg
20230322 17:45:45,994.0,10.0,-1.6247891963109353,-7.14,-52.51877470355731,425.0,-5.676877470355731,-1.6419631093544353,-0.5,-0.27,-1.0,1.0,1.41,21.14,45.0,0.5194334650856387,43.8,311.2,-4.5,1216.2,699.7,1492.6,0.526,98113.0,4095.0,19.25,23.25,22.0,5352.0,5357.0,24.0,3.08,23.66,0.0,49.26,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740104166667,postbkg
20230322 17:45:46,995.0,10.0,-1.6247891963109353,-7.14,-51.51877470355731,425.0,-5.676877470355731,-22.641963109354435,-0.5,1.17,-0.97,1.0,1.41,21.14,49.0,-0.4805665349143613,43.83,310.9,-4.5,1215.0,699.6,1487.8,0.056,98105.0,4095.0,19.31,23.19,22.0,5352.0,5357.0,23.98,1.01,23.76,0.0,44.32,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74011574074,postbkg
20230322 17:45:47,996.0,10.0,-1.6247891963109353,-7.67,-51.51877470355731,427.0,-5.676877470355731,-22.641963109354435,-0.5,0.27,-0.95,1.0,1.41,21.14,49.0,-0.4805665349143613,43.83,310.5,-4.7,1216.1,699.5,1494.4,0.45,98117.0,4095.0,19.06,23.19,22.0,5352.0,5357.0,23.99,2.85,23.56,0.0,54.27,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740127314813,postbkg
20230322 17:45:48,997.0,10.0,-1.6247891963109353,-7.67,-47.51877470355731,427.0,-5.676877470355731,-43.641963109354435,-0.5,0.99,-1.01,1.0,1.41,21.14,49.0,-0.4805665349143613,43.87,310.5,-4.6,1213.6,699.2,1493.2,0.327,98117.0,4095.0,19.12,23.19,22.0,5351.0,5356.0,23.98,2.43,23.51,0.0,56.62,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74013888889,postbkg
20230322 17:45:49,998.0,10.0,-1.6247891963109353,-7.67,-47.51877470355731,431.0,-5.676877470355731,-1.6419631093544353,-0.5,0.02,-1.0,1.0,1.41,21.14,49.0,0.5194334650856387,43.87,310.4,-4.5,1218.5,699.7,1494.3,0.426,98123.0,4095.0,19.12,23.19,22.0,5351.0,5357.0,24.0,2.77,23.65,0.0,49.62,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740150462963,postbkg
20230322 17:45:50,999.0,10.0,-1.6247891963109353,-7.67,-44.51877470355731,431.0,-5.676877470355731,-43.641963109354435,-0.5,1.0,-0.95,1.0,1.41,21.14,49.0,0.5194334650856387,43.87,310.1,-4.7,1214.5,700.0,1490.9,0.336,98125.0,4095.0,19.0,23.19,22.0,5350.0,5356.0,23.98,2.46,23.62,0.0,51.57,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740162037036,postbkg
20230322 17:45:51,1000.0,10.0,-1.7647891963109354,-7.67,-44.51877470355731,432.0,-5.676877470355731,-22.641963109354435,-0.5,0.14,-0.96,1.0,1.41,21.32,53.0,-0.4805665349143613,43.87,309.9,-4.6,1216.4,700.1,1491.2,0.426,98120.0,4095.0,19.0,23.19,22.0,5350.0,5356.0,24.0,2.77,23.68,0.0,48.72,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74017361111,postbkg
20230322 17:45:52,1001.0,10.0,-1.6247891963109353,-7.14,-43.51877470355731,432.0,-5.676877470355731,-64.64196310935444,-0.62,0.73,-0.96,1.0,1.41,21.32,53.0,0.5194334650856387,43.9,310.6,-4.5,1215.3,699.8,1490.9,0.317,98123.0,4095.0,19.0,23.19,22.0,5350.0,5355.0,23.98,2.39,23.67,0.0,48.91,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740185185186,postbkg
20230322 17:45:53,1002.0,10.0,-1.6247891963109353,-7.67,-43.51877470355731,431.0,-5.676877470355731,-43.641963109354435,-0.5,0.59,-1.0,1.0,1.41,21.32,53.0,-0.4805665349143613,43.9,309.9,-4.7,1218.8,699.2,1493.2,0.374,98123.0,4095.0,18.88,23.19,22.0,5350.0,5355.0,24.0,2.6,23.66,0.0,48.35,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74019675926,postbkg
20230322 17:45:54,1003.0,10.0,-1.6247891963109353,-7.14,-41.51877470355731,431.0,-5.676877470355731,-1.6419631093544353,-0.5,0.98,-0.97,1.0,1.41,21.14,53.0,0.5194334650856387,43.9,310.9,-4.7,1213.4,699.6,1493.3,0.407,98113.0,4095.0,18.81,23.19,22.0,5350.0,5355.0,23.98,2.71,23.53,0.0,56.85,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740208333333,postbkg
20230322 17:45:55,1004.0,10.0,-1.7647891963109354,-7.67,-41.51877470355731,429.0,-5.676877470355731,-85.64196310935444,-0.5,0.6,-1.01,1.0,1.41,21.14,53.0,0.5194334650856387,43.9,309.8,-4.7,1217.1,699.6,1496.2,0.355,98125.0,4095.0,18.88,23.19,22.0,5349.0,5355.0,23.99,2.53,23.51,0.0,57.56,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740219907406,postbkg
20230322 17:45:56,1005.0,10.0,-1.6247891963109353,-7.14,-40.51877470355731,429.0,-5.676877470355731,-43.641963109354435,-0.5,1.29,-0.99,1.0,1.41,21.14,47.0,-0.4805665349143613,43.9,310.7,-4.8,1215.7,699.5,1491.8,0.35,98125.0,4095.0,18.81,23.19,22.0,5350.0,5355.0,23.98,2.51,23.63,0.0,50.17,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740231481483,postbkg
20230322 17:45:57,1006.0,10.0,-1.4847891963109354,-7.14,-40.51877470355731,424.0,-5.676877470355731,-43.641963109354435,-0.5,0.33,-0.99,1.0,1.41,21.32,47.0,-0.4805665349143613,43.9,310.4,-4.7,1213.9,699.5,1491.2,0.355,98125.0,4095.0,18.81,23.19,22.0,5349.0,5355.0,24.0,2.53,23.59,0.0,52.59,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740243055556,postbkg
20230322 17:45:58,1007.0,10.0,-1.6247891963109353,-7.14,-42.51877470355731,424.0,-5.676877470355731,-22.641963109354435,-0.62,1.32,-0.97,1.0,1.41,21.14,47.0,-0.4805665349143613,43.93,310.2,-4.7,1216.0,699.5,1488.5,0.436,98123.0,4095.0,18.81,23.19,22.0,5349.0,5354.0,23.98,2.8,23.74,0.0,45.22,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74025462963,postbkg
20230322 17:45:59,1008.0,10.0,-1.7647891963109354,-7.67,-42.51877470355731,420.0,-5.676877470355731,-1.6419631093544353,-0.62,-0.3,-0.97,1.0,1.47,21.32,47.0,0.5194334650856387,43.93,311.0,-4.7,1216.7,699.5,1492.9,0.312,98124.0,4095.0,18.81,23.19,22.0,5350.0,5356.0,24.0,2.37,23.64,0.0,49.79,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740266203702,postbkg
20230322 17:46:00,1009.0,10.0,-1.4847891963109354,-7.67,-46.51877470355731,420.0,-5.676877470355731,-43.641963109354435,-0.38,0.74,-0.99,1.0,1.41,21.14,47.0,-0.4805665349143613,43.93,310.6,-4.6,1216.6,700.1,1494.1,0.436,98123.0,4095.0,18.81,23.12,22.0,5349.0,5355.0,23.98,2.8,23.61,0.0,52.56,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.74027777778,postbkg
20230322 17:46:01,1010.0,10.0,-1.4847891963109354,-7.67,-46.51877470355731,421.0,-5.676877470355731,-43.641963109354435,-0.5,0.27,-0.97,1.0,1.47,21.14,51.0,-0.4805665349143613,43.9,310.3,-4.8,1215.3,699.6,1495.7,0.365,98126.0,4095.0,18.81,23.19,22.0,5349.0,5353.0,24.0,2.56,23.48,0.0,59.62,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740289351852,postbkg
20230322 17:46:02,1011.0,10.0,-1.4847891963109354,-7.14,-50.51877470355731,421.0,-5.676877470355731,-22.641963109354435,-0.5,0.88,-0.99,1.0,1.47,21.14,51.0,-0.4805665349143613,43.9,311.2,-4.7,1219.3,699.5,1492.5,0.274,98125.0,4095.0,18.81,23.19,22.0,5348.0,5353.0,23.98,2.22,23.75,0.0,44.9,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.740300925925,postbkg
20230322 17:46:03,1012.0,10.0,-1.4847891963109354,-7.14,-50.51877470355731,423.0,-5.676877470355731,-22.641963109354435,-0.38,0.02,-0.99,1.0,1.47,21.14,51.0,0.5194334650856387,43.87,311.2,-4.5,1214.4,700.1,1492.3,0.478,98125.0,4095.0,18.69,23.19,22.0,5348.0,5355.0,23.99,2.93,23.62,0.0,51.76,0.0,0.0,-248.078,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19438.7403125,postbkg
