time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%
20230605 11:11:19,1.0,1.7167499999999998,17.82144,3.4476,10444.0,19.05792,18.5,3.3440000000000003,-12.768,888.0,56.0
20230605 11:11:21,3.0,1.30473,17.82144,3.5152,10493.0,19.046400000000002,18.5,5.016000000000001,-12.312,883.0,56.0
20230605 11:11:23,5.0,1.03005,17.82528,3.5828,10477.0,19.05024,18.5,3.762,-12.768,878.0,56.0
20230605 11:11:25,7.0,0.8240399999999999,17.82528,3.6504,10497.0,19.05408,18.5,5.852,-12.768,880.0,56.0
20230605 11:11:27,9.0,0.6867,17.82912,3.5828,10549.0,19.05792,18.5,3.762,-12.312,875.0,56.0
20230605 11:11:29,11.0,0.61803,17.8176,3.6504,10317.0,19.05408,18.5,5.434,-12.768,888.0,56.0
20230605 11:11:31,13.0,0.41201999999999994,17.83296,3.6504,10460.0,19.05024,18.5,3.3440000000000003,-12.768,897.0,56.0
20230605 11:11:33,15.0,0.10300499999999999,17.83296,3.6504,10440.0,19.06176,18.5,6.2700000000000005,-11.856,902.0,56.0
20230605 11:11:35,17.0,-0.034335,17.82528,3.718,10458.0,19.05408,18.5,5.016000000000001,-12.312,902.0,56.0
20230605 11:11:37,19.0,-0.10300499999999999,17.82912,3.718,10443.0,19.05408,18.5,5.852,-11.856,904.0,56.0
20230605 11:11:39,21.0,-0.24034499999999998,17.82912,3.7856,10484.0,19.06176,18.5,4.598000000000001,-12.768,902.0,56.0
20230605 11:11:41,23.0,-0.34335,17.8368,3.6504,10442.0,19.05792,18.5,6.688000000000001,-12.312,888.0,56.0
20230605 11:11:43,25.0,-0.24034499999999998,17.8368,3.5152,10551.0,19.06176,18.5,3.762,-12.768,878.0,56.0
20230605 11:11:45,27.0,-0.48068999999999995,17.84064,3.5152,10473.0,19.06944,18.5,6.688000000000001,-12.312,878.0,56.0
20230605 11:11:47,29.0,-0.515025,17.83296,3.4476,10462.0,19.06176,18.5,3.762,-12.312,881.0,56.0
20230605 11:11:49,31.0,-0.583695,17.82912,3.5828,10445.0,19.05792,18.5,6.688000000000001,-12.312,888.0,56.0
20230605 11:11:51,33.0,-0.6867,17.8368,3.4476,10465.0,19.06176,18.5,3.762,-12.768,893.0,56.0
20230605 11:11:53,35.0,-0.721035,17.84064,3.3800000000000003,10449.0,19.0656,18.5,6.688000000000001,-11.856,883.0,56.0
20230605 11:11:55,37.0,-0.721035,17.8368,3.5828,10479.0,19.06176,18.5,3.762,-12.768,878.0,56.0
20230605 11:11:57,39.0,-0.8240399999999999,17.84832,3.5152,10457.0,19.06176,18.5,6.688000000000001,-11.4,881.0,56.0
20230605 11:11:59,41.0,-0.8583749999999999,17.84448,3.6504,10482.0,19.0656,18.5,4.180000000000001,-12.768,881.0,56.0
20230605 11:12:01,43.0,-0.8927099999999999,17.84448,3.6504,10474.0,19.06944,18.5,6.688000000000001,-12.768,888.0,56.0
20230605 11:12:03,45.0,-0.9270449999999999,17.84832,3.5152,10455.0,19.06944,18.5,3.3440000000000003,-12.312,883.0,56.0
20230605 11:12:05,47.0,-0.9613799999999999,17.84448,3.6504,10473.0,19.07712,18.5,6.688000000000001,-12.312,883.0,56.0
20230605 11:12:07,49.0,-0.8927099999999999,17.84832,3.3800000000000003,10460.0,19.06944,18.5,3.3440000000000003,-12.768,891.0,56.0
20230605 11:12:09,51.0,-0.9957149999999999,17.84832,3.4476,10470.0,19.06944,18.5,6.2700000000000005,-12.312,888.0,56.0
20230605 11:12:11,53.0,-1.064385,17.84448,3.3800000000000003,10473.0,19.07328,18.5,3.762,-13.680000000000001,876.0,56.0
20230605 11:12:13,55.0,-1.03005,17.84064,3.4476,10456.0,19.07328,18.5,6.688000000000001,-12.312,865.0,56.0
20230605 11:12:15,57.0,-1.133055,17.859840000000002,3.4476,10459.0,19.07328,18.5,3.762,-13.680000000000001,867.0,56.0
20230605 11:12:17,59.0,-1.064385,17.84448,3.3124000000000002,10545.0,19.07712,18.5,6.688000000000001,-12.768,876.0,56.0
20230605 11:12:19,61.0,-1.16739,17.84448,3.4476,10443.0,19.08096,18.5,4.180000000000001,-12.312,876.0,56.0
20230605 11:12:21,63.0,-1.16739,17.856,3.3800000000000003,10480.0,19.08096,18.5,6.688000000000001,-12.768,876.0,56.0
20230605 11:12:23,65.0,-1.16739,17.859840000000002,3.3124000000000002,10471.0,19.07712,18.5,3.762,-12.768,883.0,56.0
20230605 11:12:25,67.0,-1.133055,17.84832,3.2448,10423.0,19.08096,18.5,6.2700000000000005,-12.768,878.0,56.0
20230605 11:12:27,69.0,-1.16739,17.856,3.2448,10557.0,19.0848,18.5,3.762,-13.224000000000002,881.0,56.0
20230605 11:12:29,71.0,-1.201725,17.859840000000002,3.2448,10462.0,19.08096,18.5,6.688000000000001,-12.312,883.0,56.0
20230605 11:12:31,73.0,-1.064385,17.863680000000002,3.2448,10478.0,19.07712,18.5,4.180000000000001,-13.224000000000002,897.0,56.0
20230605 11:12:33,75.0,-1.30473,17.863680000000002,3.1772000000000005,10478.0,19.0848,18.5,5.852,-13.224000000000002,878.0,56.0
20230605 11:12:35,77.0,-1.30473,17.856,3.2448,10460.0,19.0848,18.5,4.180000000000001,-13.680000000000001,876.0,56.0
20230605 11:12:37,79.0,-1.270395,17.859840000000002,3.1772000000000005,10480.0,19.0848,18.5,6.2700000000000005,-12.312,874.0,56.0
20230605 11:12:39,81.0,-1.270395,17.859840000000002,3.1096000000000004,10562.0,19.08864,18.5,3.762,-13.224000000000002,876.0,56.0
20230605 11:12:41,83.0,-1.133055,17.863680000000002,3.1096000000000004,10502.0,19.0848,18.5,6.2700000000000005,-13.224000000000002,879.0,56.0
20230605 11:12:43,85.0,-1.16739,17.863680000000002,3.1772000000000005,10455.0,19.08864,18.5,4.180000000000001,-12.768,879.0,56.0
20230605 11:12:45,87.0,-1.133055,17.863680000000002,3.1096000000000004,10516.0,19.096320000000002,18.5,5.852,-12.312,879.0,56.0
20230605 11:12:47,89.0,-1.16739,17.863680000000002,3.1096000000000004,10432.0,19.08864,18.5,3.3440000000000003,-13.224000000000002,868.0,56.0
20230605 11:12:49,91.0,-1.30473,17.86752,3.1772000000000005,10517.0,19.092480000000002,18.5,5.852,-12.312,866.0,56.0
20230605 11:12:51,93.0,-1.23606,17.86752,3.1772000000000005,10460.0,19.092480000000002,18.5,4.180000000000001,-13.680000000000001,861.0,56.0
20230605 11:12:53,95.0,-1.09872,17.8752,3.1772000000000005,10456.0,19.092480000000002,18.5,5.852,-11.856,868.0,56.0
20230605 11:12:55,97.0,-1.270395,17.86752,3.2448,10488.0,19.092480000000002,18.5,3.3440000000000003,-13.224000000000002,854.0,56.0
20230605 11:12:57,99.0,-1.3734,17.87904,3.1772000000000005,10496.0,19.092480000000002,18.5,5.434,-13.224000000000002,856.0,56.0
20230605 11:12:59,101.0,-1.30473,17.87904,3.2448,10476.0,19.096320000000002,18.5,3.3440000000000003,-13.680000000000001,861.0,56.0
20230605 11:13:01,103.0,-1.3734,17.87904,3.3124000000000002,10482.0,19.092480000000002,18.5,5.852,-13.224000000000002,861.0,56.0
20230605 11:13:03,105.0,-1.339065,17.88288,3.3124000000000002,10633.0,19.096320000000002,18.5,3.3440000000000003,-14.136000000000001,859.0,56.0
20230605 11:13:05,107.0,-1.339065,17.8752,3.3124000000000002,10430.0,19.096320000000002,18.5,5.852,-13.224000000000002,856.0,56.0
20230605 11:13:07,109.0,-1.30473,17.87904,3.3124000000000002,10441.0,19.104,18.5,3.3440000000000003,-13.680000000000001,848.0,56.0
20230605 11:13:09,111.0,-1.270395,17.87904,3.1772000000000005,10507.0,19.104,18.5,5.852,-12.768,861.0,56.0
20230605 11:13:11,113.0,-1.270395,17.87904,3.3124000000000002,10451.0,19.10784,18.5,2.926,-13.680000000000001,856.0,56.0
20230605 11:13:13,115.0,-1.201725,17.88672,3.3124000000000002,10574.0,19.104,18.5,6.2700000000000005,-13.224000000000002,866.0,56.0
20230605 11:13:15,117.0,-1.201725,17.89056,3.3124000000000002,10495.0,19.104,18.5,3.762,-13.224000000000002,863.0,56.0
20230605 11:13:17,119.0,-1.270395,17.88672,3.3124000000000002,10541.0,19.11168,18.5,6.688000000000001,-12.312,866.0,56.0
20230605 11:13:19,121.0,-1.30473,17.8944,3.3124000000000002,10436.0,19.11168,18.5,3.3440000000000003,-15.048,879.0,56.0
20230605 11:13:21,123.0,-1.270395,17.89056,3.2448,10555.0,19.10784,18.5,6.2700000000000005,-13.680000000000001,866.0,56.0
20230605 11:13:23,125.0,-1.30473,17.89824,3.1772000000000005,10460.0,19.11552,18.5,3.762,-13.680000000000001,876.0,56.0
20230605 11:13:25,127.0,-1.23606,17.8944,2.9743999999999997,10480.0,19.10784,18.5,5.852,-13.680000000000001,879.0,56.0
20230605 11:13:27,129.0,-1.339065,17.8944,3.1096000000000004,10486.0,19.11168,18.5,2.926,-13.680000000000001,884.0,56.0
20230605 11:13:29,131.0,-1.23606,17.89056,3.0420000000000003,10498.0,19.11168,18.5,5.852,-13.680000000000001,871.0,56.0
20230605 11:13:31,133.0,-1.23606,17.905920000000002,3.1096000000000004,10581.0,19.11552,18.5,3.3440000000000003,-14.136000000000001,863.0,56.0
20230605 11:13:33,135.0,-1.23606,17.905920000000002,3.0420000000000003,10471.0,19.11936,18.5,5.852,-13.224000000000002,866.0,56.0
20230605 11:13:35,137.0,-1.16739,17.90208,3.0420000000000003,10552.0,19.11168,18.5,3.3440000000000003,-14.136000000000001,861.0,56.0
20230605 11:13:37,139.0,-1.270395,17.90208,3.0420000000000003,10366.0,19.11168,18.6,5.434,-13.680000000000001,874.0,56.0
20230605 11:13:39,141.0,-1.3734,17.90208,3.1096000000000004,10456.0,19.11552,18.6,3.3440000000000003,-12.768,871.0,56.0
20230605 11:13:41,143.0,-1.23606,17.905920000000002,3.1096000000000004,10509.0,19.11552,18.6,6.2700000000000005,-12.768,874.0,56.0
20230605 11:13:43,145.0,-1.339065,17.90208,3.1772000000000005,10468.0,19.11552,18.6,3.3440000000000003,-13.680000000000001,871.0,55.0
20230605 11:13:45,147.0,-1.30473,17.909760000000002,3.2448,10481.0,19.11936,18.5,5.434,-13.680000000000001,859.0,55.0
20230605 11:13:47,149.0,-1.476405,17.90208,3.4476,10493.0,19.11936,18.5,2.926,-13.680000000000001,863.0,55.0
20230605 11:13:49,151.0,-1.270395,17.905920000000002,3.1772000000000005,10498.0,19.11552,18.6,5.016000000000001,-13.224000000000002,861.0,55.0
20230605 11:13:51,153.0,-1.3734,17.905920000000002,3.0420000000000003,10535.0,19.1232,18.6,3.3440000000000003,-13.680000000000001,861.0,55.0
20230605 11:13:53,155.0,-1.201725,17.9136,3.0420000000000003,10466.0,19.11552,18.6,5.852,-13.224000000000002,863.0,55.0
20230605 11:13:55,157.0,-1.30473,17.9136,3.1096000000000004,10442.0,19.1232,18.6,3.3440000000000003,-14.592,871.0,55.0
20230605 11:13:57,159.0,-1.30473,17.91744,3.2448,10454.0,19.11936,18.6,5.852,-13.680000000000001,876.0,55.0
20230605 11:13:59,161.0,-1.23606,17.91744,3.1772000000000005,10427.0,19.1232,18.6,2.5080000000000005,-13.680000000000001,886.0,55.0
20230605 11:14:01,163.0,-1.476405,17.909760000000002,3.2448,10655.0,19.1232,18.6,5.016000000000001,-13.224000000000002,891.0,55.0
20230605 11:14:03,165.0,-1.270395,17.92512,3.3124000000000002,10447.0,19.13088,18.6,2.5080000000000005,-14.136000000000001,884.0,55.0
20230605 11:14:05,167.0,-1.201725,17.92128,3.3124000000000002,10543.0,19.13088,18.6,5.434,-13.224000000000002,881.0,55.0
20230605 11:14:07,169.0,-1.133055,17.91744,3.1096000000000004,10469.0,19.13472,18.6,2.926,-13.224000000000002,879.0,55.0
20230605 11:14:09,171.0,-1.339065,17.92896,3.1772000000000005,10456.0,19.1232,18.6,5.852,-13.680000000000001,876.0,55.0
20230605 11:14:11,173.0,-1.30473,17.92128,3.3124000000000002,10676.0,19.13088,18.6,2.5080000000000005,-13.680000000000001,868.0,55.0
20230605 11:14:13,175.0,-1.3734,17.92512,3.1096000000000004,10584.0,19.13472,18.6,5.016000000000001,-14.136000000000001,866.0,55.0
20230605 11:14:15,177.0,-1.3734,17.92896,3.1772000000000005,10478.0,19.11936,18.6,2.5080000000000005,-14.136000000000001,863.0,55.0
20230605 11:14:17,179.0,-1.339065,17.9328,3.1772000000000005,10463.0,19.12704,18.6,5.852,-14.592,871.0,55.0
20230605 11:14:19,181.0,-1.3734,17.93664,3.2448,10508.0,19.142400000000002,18.6,2.926,-14.592,863.0,55.0
20230605 11:14:21,183.0,-1.23606,17.9328,3.3124000000000002,10558.0,19.13472,18.6,5.016000000000001,-13.680000000000001,863.0,55.0
20230605 11:14:23,185.0,-1.270395,17.92896,3.1772000000000005,10472.0,19.142400000000002,18.6,2.5080000000000005,-14.592,859.0,55.0
20230605 11:14:25,187.0,-1.16739,17.9328,3.1772000000000005,10461.0,19.138560000000002,18.6,5.016000000000001,-14.592,866.0,55.0
20230605 11:14:27,189.0,-1.339065,17.93664,3.2448,10472.0,19.138560000000002,18.6,2.5080000000000005,-14.592,871.0,55.0
20230605 11:14:29,191.0,-1.201725,17.93664,3.1772000000000005,10594.0,19.13472,18.6,5.434,-13.680000000000001,874.0,55.0
20230605 11:14:31,193.0,-1.270395,17.9328,3.2448,10470.0,19.138560000000002,18.6,3.3440000000000003,-14.592,874.0,55.0
20230605 11:14:33,195.0,-1.339065,17.93664,3.1096000000000004,10444.0,19.138560000000002,18.6,4.180000000000001,-14.136000000000001,876.0,55.0
20230605 11:14:35,197.0,-1.339065,17.92896,3.1772000000000005,10439.0,19.138560000000002,18.6,2.5080000000000005,-14.592,866.0,55.0
20230605 11:14:37,199.0,-1.270395,17.94048,3.1096000000000004,10436.0,19.14624,18.6,5.016000000000001,-14.592,876.0,55.0
20230605 11:14:39,201.0,-1.3734,17.94816,3.1772000000000005,10476.0,19.138560000000002,18.6,2.926,-13.680000000000001,863.0,55.0
20230605 11:14:41,203.0,-1.270395,17.94432,3.3124000000000002,10548.0,19.15008,18.6,5.434,-14.136000000000001,863.0,55.0
20230605 11:14:43,205.0,-1.3734,17.952,3.2448,10356.0,19.142400000000002,18.6,2.926,-14.136000000000001,856.0,55.0
20230605 11:14:45,207.0,-1.339065,17.94048,3.1096000000000004,10454.0,19.142400000000002,18.6,4.598000000000001,-13.680000000000001,863.0,55.0
20230605 11:14:47,209.0,-1.30473,17.93664,3.0420000000000003,10584.0,19.14624,18.6,2.5080000000000005,-14.592,864.0,55.0
20230605 11:14:49,211.0,-1.23606,17.94816,3.0420000000000003,10482.0,19.142400000000002,18.6,4.180000000000001,-14.592,864.0,55.0
20230605 11:14:51,213.0,-1.3734,17.94816,3.0420000000000003,10468.0,19.15008,18.6,3.3440000000000003,-14.592,871.0,55.0
20230605 11:14:53,215.0,-1.339065,17.94816,3.1096000000000004,10486.0,19.14624,18.6,5.016000000000001,-16.416,861.0,55.0
20230605 11:14:55,217.0,-1.3734,17.952,3.1096000000000004,10474.0,19.14624,18.6,2.926,-15.048,866.0,55.0
20230605 11:14:57,219.0,-1.3734,17.94432,3.1096000000000004,10461.0,19.14624,18.6,4.598000000000001,-15.048,866.0,55.0
20230605 11:14:59,221.0,-1.30473,17.952,3.1096000000000004,10445.0,19.15392,18.6,2.5080000000000005,-15.504,871.0,55.0
20230605 11:15:01,223.0,-1.339065,17.95968,3.1096000000000004,10451.0,19.15392,18.6,4.598000000000001,-14.592,882.0,55.0
20230605 11:15:03,225.0,-1.407735,17.952,3.1772000000000005,10476.0,19.15008,18.6,2.5080000000000005,-14.592,887.0,55.0
20230605 11:15:05,227.0,-1.407735,17.952,3.1772000000000005,10589.0,19.15392,18.6,5.016000000000001,-14.592,892.0,55.0
20230605 11:15:07,229.0,-1.44207,17.952,3.1096000000000004,10475.0,19.15392,18.6,2.926,-15.048,887.0,55.0
20230605 11:15:09,231.0,-1.30473,17.96352,3.1096000000000004,10458.0,19.15008,18.6,5.016000000000001,-14.136000000000001,882.0,55.0
20230605 11:15:11,233.0,-1.57941,17.95968,3.0420000000000003,10475.0,19.15776,18.6,2.0900000000000003,-15.048,877.0,55.0
20230605 11:15:13,235.0,-1.339065,17.955840000000002,3.1096000000000004,10500.0,19.16544,18.6,4.598000000000001,-14.136000000000001,866.0,55.0
20230605 11:15:15,237.0,-1.270395,17.955840000000002,3.1772000000000005,10487.0,19.15392,18.6,2.5080000000000005,-15.048,854.0,55.0
20230605 11:15:17,239.0,-1.407735,17.955840000000002,3.1772000000000005,10484.0,19.15008,18.6,5.016000000000001,-14.592,842.0,55.0
20230605 11:15:19,241.0,-1.339065,17.952,3.0420000000000003,10476.0,19.15776,18.6,2.5080000000000005,-15.048,846.0,55.0
20230605 11:15:21,243.0,-1.270395,17.96352,3.1096000000000004,10491.0,19.15776,18.6,5.434,-14.136000000000001,854.0,55.0
20230605 11:15:23,245.0,-1.270395,17.96352,3.1096000000000004,10457.0,19.15392,18.6,2.5080000000000005,-14.136000000000001,871.0,55.0
20230605 11:15:25,247.0,-1.23606,17.96736,3.1096000000000004,10451.0,19.1616,18.6,5.016000000000001,-15.048,874.0,55.0
20230605 11:15:27,249.0,-1.3734,17.95968,3.1096000000000004,10454.0,19.15776,18.6,2.5080000000000005,-15.504,871.0,55.0
20230605 11:15:29,251.0,-1.44207,17.96352,3.1772000000000005,10484.0,19.1616,18.6,5.016000000000001,-14.136000000000001,866.0,55.0
20230605 11:15:31,253.0,-1.201725,17.97504,3.4476,10563.0,19.16544,18.6,2.5080000000000005,-15.504,871.0,55.0
20230605 11:15:33,255.0,-1.23606,17.97504,3.4476,10466.0,19.16544,18.6,5.016000000000001,-15.504,871.0,55.0
20230605 11:15:35,257.0,-1.30473,17.97888,3.4476,10462.0,19.16928,18.6,2.0900000000000003,-15.048,866.0,55.0
20230605 11:15:37,259.0,-1.3734,17.97504,3.0420000000000003,10470.0,19.1616,18.6,5.016000000000001,-15.504,882.0,55.0
20230605 11:15:39,261.0,-1.339065,17.97888,3.1096000000000004,10551.0,19.16544,18.6,2.5080000000000005,-14.592,887.0,55.0
20230605 11:15:41,263.0,-1.270395,17.97888,3.0420000000000003,10473.0,19.17312,18.6,5.016000000000001,-15.048,874.0,55.0
20230605 11:15:43,265.0,-1.23606,17.97888,3.0420000000000003,10467.0,19.16928,18.6,2.5080000000000005,-15.048,879.0,55.0
20230605 11:15:45,267.0,-1.3734,17.97888,2.9743999999999997,10497.0,19.16928,18.6,5.016000000000001,-15.048,874.0,55.0
20230605 11:15:47,269.0,-1.3734,17.97504,2.9743999999999997,10542.0,19.16928,18.6,2.926,-15.960000000000003,874.0,55.0
20230605 11:15:49,271.0,-1.339065,17.9712,3.0420000000000003,10496.0,19.16928,18.6,5.016000000000001,-14.592,871.0,55.0
20230605 11:15:51,273.0,-1.30473,17.98656,2.9743999999999997,10495.0,19.17696,18.6,2.5080000000000005,-15.504,864.0,55.0
20230605 11:15:53,275.0,-1.44207,17.97888,2.9743999999999997,10437.0,19.16544,18.6,4.598000000000001,-15.048,868.0,55.0
20230605 11:15:55,277.0,-1.44207,17.98656,3.1096000000000004,10442.0,19.16544,18.6,3.3440000000000003,-15.504,871.0,55.0
20230605 11:15:57,279.0,-1.339065,17.98272,3.1096000000000004,10442.0,19.17312,18.6,4.598000000000001,-15.048,871.0,55.0
20230605 11:15:59,281.0,-1.270395,17.98272,2.9743999999999997,10559.0,19.17696,18.6,2.0900000000000003,-15.048,866.0,55.0
20230605 11:16:01,283.0,-1.270395,17.98656,2.8392,10438.0,19.17312,18.6,5.434,-14.592,866.0,55.0
20230605 11:16:03,285.0,-1.30473,17.98272,3.0420000000000003,10457.0,19.1808,18.6,2.0900000000000003,-15.048,857.0,55.0
20230605 11:16:05,287.0,-1.270395,17.9904,2.8392,10478.0,19.17696,18.6,4.598000000000001,-14.592,861.0,55.0
20230605 11:16:07,289.0,-1.3734,17.9904,3.1096000000000004,10579.0,19.1808,18.6,1.6720000000000002,-15.960000000000003,866.0,55.0
20230605 11:16:09,291.0,-1.30473,17.9904,2.9068,10514.0,19.17312,18.6,4.598000000000001,-14.592,866.0,55.0
20230605 11:16:11,293.0,-1.44207,17.99424,3.0420000000000003,10526.0,19.17312,18.6,2.0900000000000003,-15.504,864.0,55.0
20230605 11:16:13,295.0,-1.270395,17.99424,2.9743999999999997,10461.0,19.17696,18.6,5.016000000000001,-15.504,877.0,55.0
20230605 11:16:15,297.0,-1.270395,17.99808,2.9743999999999997,10458.0,19.1808,18.6,2.5080000000000005,-15.504,879.0,55.0
20230605 11:16:17,299.0,-1.339065,17.9904,3.0420000000000003,10457.0,19.17696,18.6,5.016000000000001,-16.416,887.0,55.0
20230605 11:16:19,301.0,-1.339065,18.005760000000002,2.9743999999999997,10541.0,19.1808,18.6,2.0900000000000003,-16.416,892.0,55.0
20230605 11:16:21,303.0,-1.09872,17.99424,3.2448,10428.0,19.18464,18.6,5.016000000000001,-15.504,900.0,55.0
20230605 11:16:23,305.0,-1.16739,18.001920000000002,3.0420000000000003,10334.0,19.1808,18.6,2.0900000000000003,-15.504,892.0,55.0
20230605 11:16:25,307.0,-1.270395,17.99808,3.0420000000000003,10492.0,19.17696,18.6,4.598000000000001,-15.504,892.0,55.0
20230605 11:16:27,309.0,-1.30473,18.005760000000002,3.0420000000000003,10473.0,19.17312,18.6,1.6720000000000002,-15.504,879.0,55.0
20230605 11:16:29,311.0,-1.30473,18.0096,3.0420000000000003,10477.0,19.19232,18.6,5.016000000000001,-15.504,877.0,55.0
20230605 11:16:31,313.0,-1.3734,18.0096,3.0420000000000003,10476.0,19.18464,18.6,2.0900000000000003,-15.504,871.0,55.0
20230605 11:16:33,315.0,-1.270395,18.001920000000002,3.1096000000000004,10531.0,19.18464,18.6,4.598000000000001,-15.048,877.0,55.0
20230605 11:16:35,317.0,-1.23606,18.005760000000002,3.1096000000000004,10599.0,19.18464,18.6,2.5080000000000005,-15.504,877.0,55.0
20230605 11:16:37,319.0,-1.407735,18.0096,2.9743999999999997,10467.0,19.188480000000002,18.6,4.598000000000001,-15.960000000000003,882.0,55.0
20230605 11:16:39,321.0,-1.339065,18.0096,2.9743999999999997,10499.0,19.1808,18.6,2.0900000000000003,-15.960000000000003,889.0,55.0
20230605 11:16:41,323.0,-1.3734,18.01344,3.1096000000000004,10436.0,19.19616,18.6,3.762,-15.960000000000003,884.0,55.0
20230605 11:16:43,325.0,-1.270395,18.0096,2.9743999999999997,10459.0,19.19232,18.6,2.0900000000000003,-15.504,895.0,55.0
20230605 11:16:45,327.0,-1.201725,18.0096,3.1096000000000004,10497.0,19.18464,18.6,4.598000000000001,-14.592,898.0,55.0
20230605 11:16:47,329.0,-1.407735,18.0096,3.1096000000000004,10453.0,19.19232,18.6,2.0900000000000003,-15.960000000000003,895.0,55.0
20230605 11:16:49,331.0,-1.3734,18.01728,3.3124000000000002,10481.0,19.18464,18.6,4.598000000000001,-15.504,892.0,55.0
20230605 11:16:51,333.0,-1.30473,18.01344,2.9743999999999997,10490.0,19.19232,18.6,2.5080000000000005,-15.504,895.0,55.0
20230605 11:16:53,335.0,-1.339065,18.01344,3.0420000000000003,10481.0,19.19232,18.6,4.180000000000001,-16.416,892.0,55.0
20230605 11:16:55,337.0,-1.270395,18.02112,2.9743999999999997,10550.0,19.19232,18.6,1.6720000000000002,-16.416,892.0,55.0
20230605 11:16:57,339.0,-1.3734,18.02112,2.9068,10442.0,19.19232,18.6,4.180000000000001,-15.960000000000003,898.0,55.0
20230605 11:16:59,341.0,-1.30473,18.02112,3.0420000000000003,10453.0,19.19232,18.7,2.0900000000000003,-15.504,895.0,55.0
20230605 11:17:01,343.0,-1.339065,18.01728,2.9743999999999997,10450.0,19.19232,18.7,5.016000000000001,-15.504,889.0,55.0
20230605 11:17:03,345.0,-1.23606,18.01344,3.0420000000000003,10461.0,19.19616,18.7,1.6720000000000002,-15.504,874.0,55.0
20230605 11:17:05,347.0,-1.201725,18.02496,2.9068,10487.0,19.19232,18.7,4.598000000000001,-15.960000000000003,882.0,55.0
20230605 11:17:07,349.0,-1.270395,18.02112,3.0420000000000003,10546.0,19.188480000000002,18.7,2.0900000000000003,-16.416,879.0,55.0
20230605 11:17:09,351.0,-1.339065,18.02112,2.9068,10451.0,19.19616,18.7,4.598000000000001,-14.136000000000001,868.0,55.0
20230605 11:17:11,353.0,-1.23606,18.02496,2.9743999999999997,10460.0,19.19616,18.7,2.0900000000000003,-15.504,874.0,55.0
20230605 11:17:13,355.0,-1.30473,18.03264,2.9743999999999997,10577.0,19.19232,18.7,4.598000000000001,-15.960000000000003,871.0,55.0
20230605 11:17:15,357.0,-1.407735,18.0288,3.0420000000000003,10457.0,19.2,18.7,1.6720000000000002,-15.504,871.0,55.0
20230605 11:17:17,359.0,-1.30473,18.0288,3.1096000000000004,10461.0,19.20768,18.7,4.598000000000001,-14.592,877.0,55.0
20230605 11:17:19,361.0,-1.407735,18.0288,2.9743999999999997,10460.0,19.2,18.7,1.6720000000000002,-15.504,877.0,55.0
20230605 11:17:21,363.0,-1.339065,18.03264,2.9068,10486.0,19.20384,18.7,4.598000000000001,-15.960000000000003,871.0,55.0
20230605 11:17:23,365.0,-1.30473,18.03648,3.3800000000000003,10462.0,19.20768,18.7,1.6720000000000002,-15.048,869.0,55.0
20230605 11:17:25,367.0,-1.44207,18.03648,3.1096000000000004,10548.0,19.2,18.7,4.598000000000001,-15.960000000000003,864.0,55.0
20230605 11:17:27,369.0,-1.270395,18.0288,2.9743999999999997,10339.0,19.2,18.7,2.0900000000000003,-15.960000000000003,862.0,55.0
20230605 11:17:29,371.0,-1.23606,18.04032,3.0420000000000003,10540.0,19.20768,18.7,4.180000000000001,-15.504,867.0,55.0
20230605 11:17:31,373.0,-1.201725,18.03648,2.9068,10455.0,19.2,18.7,2.0900000000000003,-16.872,864.0,55.0
20230605 11:17:33,375.0,-1.339065,18.04032,2.9743999999999997,10493.0,19.20768,18.7,3.762,-15.048,862.0,55.0
20230605 11:17:35,377.0,-1.44207,18.04032,2.9068,10511.0,19.2,18.7,1.6720000000000002,-16.416,867.0,55.0
20230605 11:17:37,379.0,-1.407735,18.04032,3.0420000000000003,10530.0,19.20768,18.7,5.016000000000001,-15.504,862.0,55.0
20230605 11:17:39,381.0,-1.270395,18.04416,3.1772000000000005,10517.0,19.20384,18.7,1.6720000000000002,-16.416,857.0,55.0
20230605 11:17:41,383.0,-1.339065,18.04416,3.1772000000000005,10497.0,19.20768,18.7,4.598000000000001,-15.960000000000003,857.0,55.0
20230605 11:17:43,385.0,-1.339065,18.048000000000002,2.9068,10468.0,19.2,18.7,1.6720000000000002,-15.960000000000003,857.0,55.0
20230605 11:17:45,387.0,-1.339065,18.04416,2.9068,10489.0,19.21152,18.7,4.180000000000001,-15.504,869.0,55.0
20230605 11:17:47,389.0,-1.23606,18.051840000000002,2.9743999999999997,10467.0,19.20768,18.7,2.0900000000000003,-15.504,875.0,55.0
20230605 11:17:49,391.0,-1.23606,18.051840000000002,3.1096000000000004,10464.0,19.20768,18.7,3.762,-15.960000000000003,880.0,55.0
20230605 11:17:51,393.0,-1.339065,18.051840000000002,3.2448,10468.0,19.21152,18.7,2.0900000000000003,-15.960000000000003,890.0,55.0
20230605 11:17:53,395.0,-1.3734,18.04032,2.9068,10468.0,19.21152,18.7,4.598000000000001,-15.504,895.0,55.0
20230605 11:17:55,397.0,-1.23606,18.04416,2.9068,10436.0,19.20384,18.7,1.6720000000000002,-15.960000000000003,882.0,55.0
