time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%
20230605 14:35:31,12253.0,386.88678,32.12544,581.698,13942.0,27.95904,337.3,2688.5760000000005,2559.5280000000002,6302.0,36.0
20230605 14:35:33,12255.0,388.01983499999994,32.13312,582.374,13950.0,27.9552,337.40000000000003,2686.904,2573.6639999999998,6302.0,36.0
20230605 14:35:35,12257.0,389.18722499999996,32.12928,562.4996,13962.0,27.962880000000002,337.3,2687.7400000000002,2604.6720000000005,6350.0,36.0
20230605 14:35:37,12259.0,389.942595,32.12928,639.6988,14216.0,27.966720000000002,337.6,2686.486,2575.032,6375.0,36.0
20230605 14:35:39,12261.0,390.90397499999995,32.13312,575.3436,14050.0,27.95136,337.8,2686.904,2589.1680000000006,6415.0,36.0
20230605 14:35:41,12263.0,392.03702999999996,32.13312,610.766,14214.0,27.98592,338.0,2685.65,2550.864,6440.0,36.0
20230605 14:35:43,12265.0,393.37609499999996,32.1216,665.6572,14124.0,27.97056,338.3,2687.322,2568.648,6466.0,36.0
20230605 14:35:45,12267.0,394.50915,32.13696,647.946,13938.0,27.95904,338.6,2687.322,2585.5200000000004,6474.0,36.0
20230605 14:35:47,12269.0,395.74521,32.13696,621.0412,13945.0,27.962880000000002,338.5,2682.724,2573.6639999999998,6457.0,36.0
20230605 14:35:49,12271.0,397.152945,32.13312,671.4708,14039.0,27.962880000000002,338.5,2685.232,2591.904,6482.0,36.0
20230605 14:35:51,12273.0,398.869695,32.12928,654.0976,14224.0,27.9552,338.5,2684.8140000000003,2575.488,6499.0,36.0
20230605 14:35:53,12275.0,400.48344,32.13312,617.9992000000001,14431.0,27.97056,338.6,2688.994,2549.496,6516.0,36.0
20230605 14:35:55,12277.0,402.20018999999996,32.14848,550.94,14117.0,27.95136,338.5,2683.56,2562.264,6541.0,36.0
20230605 14:35:57,12279.0,402.921225,32.12544,654.2328,14221.0,27.95904,338.3,2688.994,2550.408,6599.0,36.0
20230605 14:35:59,12281.0,403.23024,32.1408,717.8444000000001,13953.0,27.95136,338.40000000000003,2682.724,2576.4,6633.0,36.0
20230605 14:36:01,12283.0,403.23024,32.14848,745.628,13702.0,27.97056,338.40000000000003,2690.666,2598.744,6642.0,36.0
20230605 14:36:03,12285.0,403.50491999999997,32.12544,810.7944000000001,14043.0,27.97056,338.70000000000005,2686.486,2583.24,6744.0,36.0
20230605 14:36:05,12287.0,404.706645,32.14848,742.0452,14132.0,27.95136,338.8,2688.5760000000005,2574.576,6718.0,36.0
20230605 14:36:07,12289.0,406.83541499999995,32.14848,725.6184,13720.0,27.95904,338.8,2686.486,2620.632,6701.0,36.0
20230605 14:36:09,12291.0,410.06290499999994,32.15232,668.9696,14222.0,27.97056,339.0,2689.4120000000003,2611.968,6693.0,36.0
20230605 14:36:11,12293.0,413.66808,32.1408,585.0780000000001,14120.0,27.94752,339.20000000000005,2688.5760000000005,2579.5920000000006,6693.0,36.0
20230605 14:36:13,12295.0,417.20458499999995,32.14464,540.3268,14128.0,27.966720000000002,339.40000000000003,2691.084,2606.952,6736.0,36.0
20230605 14:36:15,12297.0,419.608035,32.13696,524.4408,14028.0,27.97056,339.70000000000005,2686.904,2572.2960000000003,6796.0,36.0
20230605 14:36:17,12299.0,420.08872499999995,32.14848,553.4412000000001,13710.0,27.9552,340.0,2693.174,2586.888,6796.0,36.0
20230605 14:36:19,12301.0,419.64236999999997,32.13312,548.7092,13932.0,27.93984,340.0,2683.978,2583.6960000000004,6883.0,36.0
20230605 14:36:21,12303.0,417.822615,32.1408,506.3916,14036.0,27.98208,340.5,2690.666,2577.312,6883.0,36.0
20230605 14:36:23,12305.0,415.55650499999996,32.14464,464.074,14132.0,27.97824,341.0,2686.068,2569.1040000000003,6865.0,36.0
20230605 14:36:25,12307.0,412.77536999999995,32.13696,503.07920000000007,14222.0,27.98208,341.6,2689.4120000000003,2570.472,6796.0,36.0
20230605 14:36:27,12309.0,409.75388999999996,32.14464,484.96240000000006,13931.0,27.9744,342.1,2687.7400000000002,2580.5040000000004,6883.0,36.0
20230605 14:36:29,12311.0,406.49206499999997,32.14848,438.45360000000005,14110.0,27.966720000000002,342.40000000000003,2685.65,2583.24,6952.0,36.0
20230605 14:36:31,12313.0,403.02423,32.13696,384.84680000000003,13935.0,27.9744,342.5,2689.4120000000003,2606.04,6909.0,36.0
20230605 14:36:33,12315.0,399.72806999999995,32.15232,381.26400000000007,14034.0,27.9744,342.8,2683.1420000000003,2618.3520000000003,6943.0,36.0
20230605 14:36:35,12317.0,396.12289499999997,32.14848,383.02160000000003,14125.0,27.9744,343.3,2688.5760000000005,2616.072,6952.0,36.0
20230605 14:36:37,12319.0,392.27737499999995,32.14848,416.9568,14128.0,27.962880000000002,343.40000000000003,2686.904,2630.208,6987.0,36.0
20230605 14:36:39,12321.0,388.01983499999994,32.14848,368.4876,14026.0,27.98208,343.5,2686.068,2625.648,6979.0,36.0
20230605 14:36:41,12323.0,383.41894499999995,32.14848,367.74399999999997,13938.0,27.98592,343.5,2686.904,2613.792,6934.0,36.0
20230605 14:36:43,12325.0,379.09273499999995,32.15232,372.8816,14133.0,27.97824,343.70000000000005,2687.7400000000002,2564.0879999999997,6943.0,36.0
20230605 14:36:45,12327.0,374.903865,32.14848,417.83560000000006,14120.0,27.98208,343.8,2685.65,2561.3520000000003,6873.0,36.0
20230605 14:36:47,12329.0,370.33730999999995,32.15232,411.07560000000007,13933.0,28.00128,343.8,2687.7400000000002,2604.216,6856.0,36.0
20230605 14:36:49,12331.0,366.21711,32.1408,402.896,14115.0,27.98976,344.1,2693.592,2583.6960000000004,6873.0,36.0
20230605 14:36:51,12333.0,362.23425,32.15232,433.38360000000006,14108.0,27.9936,344.20000000000005,2683.56,2570.472,6883.0,36.0
20230605 14:36:53,12335.0,359.041095,32.167680000000004,462.2488,14038.0,27.99744,344.40000000000003,2688.158,2573.208,6883.0,36.0
20230605 14:36:55,12337.0,356.56897499999997,32.15616,454.40720000000005,14120.0,28.012800000000002,344.40000000000003,2683.1420000000003,2596.9200000000005,6797.0,36.0
20230605 14:36:57,12339.0,354.88656,32.16384,531.2684,14043.0,27.98976,344.40000000000003,2689.8300000000004,2574.1200000000003,6805.0,36.0
20230605 14:36:59,12341.0,353.78783999999996,32.13312,478.94599999999997,13946.0,27.99744,344.3,2686.068,2595.552,6857.0,36.0
20230605 14:37:01,12343.0,353.478825,32.16384,465.426,14219.0,28.016640000000002,344.40000000000003,2688.158,2564.0879999999997,6875.0,36.0
20230605 14:37:03,12345.0,353.95951499999995,32.15616,468.5356,13716.0,28.00512,344.70000000000005,2686.904,2554.9680000000003,6840.0,36.0
20230605 14:37:05,12347.0,354.714885,32.17152,918.0079999999999,14134.0,28.00128,344.90000000000003,2688.158,2610.6000000000004,6762.0,36.0
20230605 14:37:07,12349.0,355.40158499999995,32.15616,523.0888,14035.0,28.012800000000002,345.0,2685.232,2574.576,6823.0,36.0
20230605 14:37:09,12351.0,356.362965,32.14848,526.4688,14117.0,27.98208,345.40000000000003,2691.5020000000004,2596.0080000000003,6840.0,36.0
20230605 14:37:11,12353.0,357.42735,32.15232,506.9324,13950.0,28.016640000000002,345.70000000000005,2690.248,2602.8480000000004,6857.0,36.0
20230605 14:37:13,12355.0,358.93809,32.14848,439.2648,14446.0,28.02432,345.8,2691.084,2575.9440000000004,6900.0,36.0
20230605 14:37:15,12357.0,360.414495,32.15616,432.5048,14216.0,28.00512,346.1,2689.4120000000003,2557.248,6934.0,36.0
20230605 14:37:17,12359.0,361.47887999999995,32.15232,489.28880000000004,14202.0,28.02048,346.3,2689.4120000000003,2587.3440000000005,6952.0,36.0
20230605 14:37:19,12361.0,361.925235,32.16384,483.34,14224.0,28.008960000000002,346.6,2689.4120000000003,2597.376,6952.0,36.0
20230605 14:37:21,12363.0,361.75356,32.15616,453.32560000000007,14028.0,28.016640000000002,346.90000000000003,2687.322,2547.672,6987.0,36.0
20230605 14:37:23,12365.0,360.92951999999997,32.16384,446.16,14130.0,27.98976,347.20000000000005,2690.666,2596.464,6934.0,36.0
20230605 14:37:25,12367.0,359.62478999999996,32.160000000000004,459.7476,14030.0,28.02048,347.6,2691.92,2564.0879999999997,6918.0,36.0
20230605 14:37:27,12369.0,358.49173499999995,32.15232,467.58920000000006,14025.0,28.02048,347.8,2689.4120000000003,2600.112,6918.0,36.0
20230605 14:37:29,12371.0,357.35868,32.17536,435.95240000000007,14135.0,28.008960000000002,348.0,2690.666,2567.736,6952.0,36.0
20230605 14:37:31,12373.0,356.50030499999997,32.15232,407.628,14127.0,28.016640000000002,348.20000000000005,2688.994,2587.3440000000005,6988.0,36.0
20230605 14:37:33,12375.0,355.57325999999995,32.167680000000004,396.4064,14449.0,28.032,348.5,2686.486,2592.816,7042.0,36.0
20230605 14:37:35,12377.0,354.68055,32.160000000000004,472.3888,13937.0,28.016640000000002,348.6,2686.904,2535.36,6997.0,36.0
20230605 14:37:37,12379.0,353.71916999999996,32.1792,468.33279999999996,14036.0,28.02816,348.6,2685.65,2580.96,7006.0,36.0
20230605 14:37:39,12381.0,353.204145,32.16384,443.8616,14027.0,28.03584,348.70000000000005,2685.65,2591.4480000000003,7015.0,36.0
20230605 14:37:41,12383.0,352.51744499999995,32.15232,428.1784,14528.0,28.02432,348.8,2689.4120000000003,2542.2000000000003,6997.0,36.0
20230605 14:37:43,12385.0,352.17409499999997,32.16384,444.47,14140.0,28.016640000000002,348.8,2689.8300000000004,2594.64,6997.0,36.0
20230605 14:37:45,12387.0,351.5904,32.17536,483.67800000000005,14382.0,28.0512,348.90000000000003,2691.5020000000004,2543.112,7042.0,36.0
20230605 14:37:47,12389.0,351.418725,32.15616,493.6152,14221.0,28.02048,349.1,2688.5760000000005,2613.792,7060.0,36.0
20230605 14:37:49,12391.0,351.5904,32.167680000000004,493.8856,14111.0,28.03968,349.3,2685.65,2545.3920000000003,7095.0,36.0
20230605 14:37:51,12393.0,351.624735,32.17536,489.2212,14437.0,28.02432,349.6,2685.65,2608.32,7104.0,36.0
20230605 14:37:53,12395.0,352.41443999999996,32.16384,450.28360000000004,14172.0,28.032,350.0,2683.978,2589.1680000000006,7139.0,36.0
20230605 14:37:55,12397.0,352.82646,32.16384,412.0896,14127.0,28.03584,350.40000000000003,2685.232,2554.512,7185.0,36.0
20230605 14:37:57,12399.0,353.341485,32.167680000000004,387.28040000000004,14119.0,28.04736,350.70000000000005,2683.56,2562.264,7185.0,36.0
20230605 14:37:59,12401.0,353.68483499999996,32.17536,371.5972,14125.0,28.032,350.6,2681.052,2582.328,7220.0,36.0
20230605 14:38:01,12403.0,353.204145,32.17152,390.59280000000007,14444.0,28.03584,350.70000000000005,2685.232,2613.792,7175.0,36.0
20230605 14:38:03,12405.0,352.48310999999995,32.18304,417.43,14434.0,28.032,350.70000000000005,2677.29,2611.056,7131.0,36.0
20230605 14:38:05,12407.0,350.66335499999997,32.167680000000004,367.33840000000004,14545.0,28.02048,350.90000000000003,2686.486,2609.688,7139.0,36.0
20230605 14:38:07,12409.0,348.56892,32.17536,382.2104,14053.0,28.03968,351.0,2679.38,2575.488,7122.0,36.0
20230605 14:38:09,12411.0,346.57748999999995,32.1792,402.08480000000003,14137.0,28.02816,351.1,2682.724,2570.9280000000003,7095.0,36.0
20230605 14:38:11,12413.0,344.17404,32.18304,424.6632,14213.0,28.02432,351.3,2683.1420000000003,2575.9440000000004,7060.0,36.0
20230605 14:38:13,12415.0,342.07960499999996,32.1792,394.7164,14108.0,28.0512,351.40000000000003,2683.978,2590.536,7123.0,36.0
20230605 14:38:15,12417.0,340.53452999999996,32.17152,421.7564,14121.0,28.0512,351.6,2683.56,2588.712,7158.0,36.0
20230605 14:38:17,12419.0,339.16112999999996,32.167680000000004,381.3316,14052.0,28.03968,351.70000000000005,2686.486,2559.5280000000002,7193.0,36.0
20230605 14:38:19,12421.0,338.68044,32.18304,412.29240000000004,14122.0,28.02816,352.0,2683.56,2568.648,7239.0,36.0
20230605 14:38:21,12423.0,338.165415,32.1792,415.46960000000007,14218.0,28.04352,352.1,2682.724,2580.5040000000004,7193.0,36.0
20230605 14:38:23,12425.0,337.51304999999996,32.1792,430.81480000000005,14043.0,28.0512,352.20000000000005,2683.56,2537.184,7123.0,36.0
20230605 14:38:25,12427.0,336.89502,32.17536,455.624,14233.0,28.032,352.40000000000003,2683.56,2574.576,7185.0,36.0
20230605 14:38:27,12429.0,336.31132499999995,32.18304,465.3584,14209.0,28.04352,352.40000000000003,2684.8140000000003,2570.016,7131.0,36.0
20230605 14:38:29,12431.0,335.93363999999997,32.18304,520.182,14058.0,28.062720000000002,352.40000000000003,2688.5760000000005,2584.608,7149.0,36.0
20230605 14:38:31,12433.0,336.13964999999996,32.17152,530.9304000000001,14210.0,28.04352,352.3,2686.904,2585.064,7167.0,36.0
20230605 14:38:33,12435.0,337.204035,32.17536,516.5316,13961.0,28.062720000000002,352.3,2687.7400000000002,2577.7680000000005,7193.0,36.0
20230605 14:38:35,12437.0,339.64182,32.1792,541.6112,14213.0,28.05504,352.40000000000003,2687.7400000000002,2550.864,7230.0,36.0
20230605 14:38:37,12439.0,343.178325,32.18688,543.0984,14202.0,28.04736,352.5,2688.158,2531.256,7239.0,36.0
20230605 14:38:39,12441.0,347.53887,32.18304,583.8612,14204.0,28.0512,352.70000000000005,2687.322,2608.7760000000003,7202.0,36.0
20230605 14:38:41,12443.0,352.27709999999996,32.18304,571.22,14225.0,28.058880000000002,353.1,2683.56,2565.912,7175.0,36.0
20230605 14:38:43,12445.0,357.393015,32.19456,506.9324,14027.0,28.06656,353.5,2687.322,2592.36,7267.0,36.0
20230605 14:38:45,12447.0,362.47459499999997,32.19456,494.8996,14119.0,28.04736,353.90000000000003,2688.994,2534.904,7239.0,36.0
20230605 14:38:47,12449.0,367.830855,32.19072,494.8996,14228.0,28.062720000000002,354.20000000000005,2685.232,2601.0240000000003,7294.0,36.0
20230605 14:38:49,12451.0,372.500415,32.19072,453.86640000000006,13948.0,28.05504,354.6,2691.084,2545.3920000000003,7303.0,36.0
20230605 14:38:51,12453.0,376.51761,32.19072,421.14799999999997,14124.0,28.0512,354.8,2684.8140000000003,2599.2000000000003,7321.0,36.0
20230605 14:38:53,12455.0,379.19573999999994,32.18304,439.1296,14141.0,28.0512,354.8,2687.7400000000002,2595.552,7349.0,36.0
20230605 14:38:55,12457.0,380.67214499999994,32.18688,375.1124,14128.0,28.058880000000002,354.90000000000003,2685.232,2560.896,7386.0,36.0
20230605 14:38:57,12459.0,380.26012499999996,32.19456,374.166,14127.0,28.0704,355.1,2689.8300000000004,2590.08,7377.0,36.0
20230605 14:38:59,12461.0,379.12706999999995,32.18688,350.9792,14214.0,28.07424,355.40000000000003,2680.2160000000003,2616.5280000000002,7377.0,36.0
20230605 14:39:01,12463.0,376.826625,32.19456,371.0564,14147.0,28.0704,355.40000000000003,2688.5760000000005,2593.2720000000004,7377.0,36.0
20230605 14:39:03,12465.0,373.77081,32.18688,378.2896,14021.0,28.058880000000002,355.3,2688.158,2602.8480000000004,7377.0,36.0
20230605 14:39:05,12467.0,371.127015,32.19072,421.8916,14212.0,28.08192,355.1,2694.01,2582.784,7414.0,36.0
20230605 14:39:07,12469.0,368.48321999999996,32.19456,399.5836,14038.0,28.058880000000002,355.0,2690.666,2561.808,7441.0,36.0
20230605 14:39:09,12471.0,366.114105,32.19456,386.4016,14429.0,28.08576,355.1,2691.5020000000004,2606.04,7460.0,36.0
20230605 14:39:11,12473.0,363.67632,32.20608,417.22720000000004,14224.0,28.08192,355.3,2687.322,2575.9440000000004,7414.0,36.0
20230605 14:39:13,12475.0,362.062575,32.19456,397.7584,14126.0,28.0704,355.40000000000003,2691.5020000000004,2562.7200000000003,7441.0,36.0
20230605 14:39:15,12477.0,360.826515,32.209920000000004,407.5604,14443.0,28.07424,355.3,2686.904,2601.0240000000003,7468.0,36.0
20230605 14:39:17,12479.0,360.5175,32.20608,407.1548,14120.0,28.06656,355.5,2688.5760000000005,2608.7760000000003,7460.0,36.0
20230605 14:39:19,12481.0,360.89518499999997,32.1984,408.30400000000003,13931.0,28.07808,355.90000000000003,2683.56,2602.8480000000004,7433.0,36.0
20230605 14:39:21,12483.0,361.75356,32.1984,417.63280000000003,14130.0,28.07424,356.0,2682.724,2607.408,7369.0,36.0
20230605 14:39:23,12485.0,362.30292,32.18688,409.58840000000004,14210.0,28.07424,356.1,2681.052,2625.648,7404.0,36.0
20230605 14:39:25,12487.0,362.74927499999995,32.1984,394.91920000000005,14438.0,28.08192,356.0,2683.1420000000003,2611.056,7396.0,36.0
20230605 14:39:27,12489.0,362.68060499999996,32.20608,354.8324,14206.0,28.0896,356.1,2680.634,2633.856,7478.0,36.0
20230605 14:39:29,12491.0,362.44025999999997,32.209920000000004,364.97240000000005,14040.0,28.0896,356.3,2683.978,2608.7760000000003,7423.0,36.0
20230605 14:39:31,12493.0,361.20419999999996,32.20608,380.1148,14212.0,28.0896,356.6,2683.1420000000003,2596.9200000000005,7369.0,36.0
20230605 14:39:33,12495.0,359.52178499999997,32.20224,369.56919999999997,14198.0,28.09344,356.70000000000005,2681.052,2556.336,7350.0,36.0
20230605 14:39:35,12497.0,356.87798999999995,32.21376,364.2964,14107.0,28.08576,356.70000000000005,2683.978,2616.072,7377.0,36.0
20230605 14:39:37,12499.0,354.16552499999995,32.20224,392.8912,14137.0,28.0896,356.8,2685.65,2607.408,7441.0,36.0
20230605 14:39:39,12501.0,351.899415,32.1984,399.92160000000007,14213.0,28.11648,357.3,2679.7980000000002,2578.224,7414.0,36.0
20230605 14:39:41,12503.0,350.320005,32.209920000000004,380.04720000000003,14149.0,28.108800000000002,357.5,2683.1420000000003,2565.456,7377.0,36.0
20230605 14:39:43,12505.0,349.22128499999997,32.19456,382.6836,14207.0,28.09344,357.3,2684.396,2590.536,7441.0,36.0
20230605 14:39:45,12507.0,348.397245,32.20608,379.7092,14229.0,28.11264,357.20000000000005,2689.8300000000004,2594.64,7468.0,36.0
20230605 14:39:47,12509.0,347.67620999999997,32.20224,368.6904,14117.0,28.108800000000002,357.20000000000005,2681.8880000000004,2600.568,7487.0,36.0
20230605 14:39:49,12511.0,346.955175,32.209920000000004,368.82560000000007,14203.0,28.10112,357.20000000000005,2685.65,2624.736,7479.0,36.0
20230605 14:39:51,12513.0,346.19980499999997,32.2176,381.73720000000003,14145.0,28.104960000000002,357.20000000000005,2682.724,2572.2960000000003,7461.0,36.0
20230605 14:39:53,12515.0,345.47877,32.20608,375.18,14458.0,28.07424,357.1,2679.38,2590.536,7478.0,36.0
20230605 14:39:55,12517.0,344.620395,32.21376,380.72319999999996,14231.0,28.104960000000002,357.1,2680.634,2623.368,7478.0,36.0
20230605 14:39:57,12519.0,343.83068999999995,32.20608,360.4432,14214.0,28.08192,357.20000000000005,2684.8140000000003,2591.4480000000003,7479.0,36.0
20230605 14:39:59,12521.0,343.65901499999995,32.20224,373.3548,14430.0,28.09344,357.0,2677.708,2631.1200000000003,7498.0,36.0
20230605 14:40:01,12523.0,343.59034499999996,32.21376,371.5296,14231.0,28.09728,357.1,2682.306,2598.288,7479.0,36.0
20230605 14:40:03,12525.0,343.69334999999995,32.22144,344.422,13713.0,28.12032,357.20000000000005,2678.126,2619.264,7434.0,36.0
20230605 14:40:05,12527.0,344.17404,32.2176,358.4828,14464.0,28.10112,357.40000000000003,2676.454,2627.472,7442.0,36.0
20230605 14:40:07,12529.0,344.75773499999997,32.2176,357.7392,14457.0,28.104960000000002,357.6,2678.126,2597.8320000000003,7387.0,36.0
20230605 14:40:09,12531.0,344.44872,32.22144,371.39439999999996,14220.0,28.104960000000002,357.70000000000005,2680.2160000000003,2619.264,7378.0,36.0
20230605 14:40:11,12533.0,344.139705,32.21376,390.2548,14450.0,28.09344,358.0,2678.126,2615.16,7351.0,36.0
20230605 14:40:13,12535.0,343.69334999999995,32.2176,399.6512,14219.0,28.104960000000002,358.20000000000005,2683.1420000000003,2604.6720000000005,7314.0,36.0
20230605 14:40:15,12537.0,343.31566499999997,32.23296,372.9492,14444.0,28.11264,358.40000000000003,2678.544,2600.568,7333.0,36.0
20230605 14:40:17,12539.0,343.28132999999997,32.21376,412.29240000000004,14143.0,28.0896,358.6,2679.38,2627.9280000000003,7304.0,36.0
20230605 14:40:19,12541.0,343.55600999999996,32.22912,409.04760000000005,14130.0,28.108800000000002,358.6,2678.9620000000004,2604.6720000000005,7240.0,36.0
20230605 14:40:21,12543.0,343.52167499999996,32.209920000000004,371.5972,14128.0,28.09344,358.70000000000005,2679.7980000000002,2597.376,7222.0,36.0
20230605 14:40:23,12545.0,343.48733999999996,32.22528,379.97960000000006,14150.0,28.11264,358.8,2681.47,2590.992,7143.0,36.0
20230605 14:40:25,12547.0,343.69334999999995,32.2176,368.28479999999996,14139.0,28.09344,358.90000000000003,2681.8880000000004,2591.4480000000003,7071.0,36.0
20230605 14:40:27,12549.0,343.55600999999996,32.21376,377.0052,14210.0,28.10112,359.1,2682.724,2605.5840000000003,7062.0,36.0
20230605 14:40:29,12551.0,343.59034499999996,32.24448,345.8416,14027.0,28.13568,359.20000000000005,2680.634,2622.9120000000003,7062.0,36.0
20230605 14:40:31,12553.0,343.178325,32.21376,361.7276,14123.0,28.12416,359.20000000000005,2680.634,2626.1040000000003,7133.0,36.0
20230605 14:40:33,12555.0,343.040985,32.22528,350.84400000000005,14143.0,28.12416,359.3,2681.47,2614.2480000000005,7098.0,36.0
20230605 14:40:35,12557.0,342.972315,32.22528,372.47600000000006,13949.0,28.11648,359.40000000000003,2677.708,2609.688,7143.0,36.0
20230605 14:40:37,12559.0,342.73197,32.22912,362.8768,14216.0,28.12032,359.5,2682.306,2625.648,7222.0,36.0
20230605 14:40:39,12561.0,342.560295,32.22912,336.7832,14415.0,28.09344,359.70000000000005,2679.38,2605.5840000000003,7250.0,36.0
20230605 14:40:41,12563.0,342.18260999999995,32.22144,345.23320000000007,13945.0,28.14336,360.0,2681.8880000000004,2605.5840000000003,7188.0,36.0
20230605 14:40:43,12565.0,341.2899,32.23296,338.2704,14122.0,28.12032,360.20000000000005,2681.052,2609.232,7196.0,36.0
20230605 14:40:45,12567.0,339.744825,32.22144,308.0532,14622.0,28.12416,360.3,2681.47,2604.6720000000005,7196.0,36.0
20230605 14:40:47,12569.0,338.06241,32.23296,319.4776,14446.0,28.12032,360.6,2676.0360000000005,2597.8320000000003,7232.0,36.0
20230605 14:40:49,12571.0,336.517335,32.22144,288.1788,14445.0,28.11648,360.70000000000005,2681.8880000000004,2605.128,7241.0,36.0
20230605 14:40:51,12573.0,334.49156999999997,32.2368,312.10920000000004,14134.0,28.13184,360.5,2680.634,2599.2000000000003,7232.0,36.0
20230605 14:40:53,12575.0,332.3628,32.2368,302.1044,14206.0,28.13184,360.40000000000003,2683.1420000000003,2622.456,7241.0,36.0
20230605 14:40:55,12577.0,329.89068,32.23296,300.8876,14146.0,28.128,360.40000000000003,2676.0360000000005,2630.208,7206.0,36.0
20230605 14:40:57,12579.0,328.482945,32.24064,325.08840000000004,14228.0,28.13568,360.3,2683.978,2616.5280000000002,7241.0,36.0
20230605 14:40:59,12581.0,327.07520999999997,32.22912,317.2468,14521.0,28.128,360.6,2677.708,2593.728,7241.0,36.0
20230605 14:41:01,12583.0,325.94215499999996,32.2368,328.536,14216.0,28.13184,360.6,2684.8140000000003,2587.3440000000005,7269.0,36.0
20230605 14:41:03,12585.0,324.87777,32.24832,336.98600000000005,14161.0,28.13952,360.70000000000005,2675.618,2556.7920000000004,7223.0,36.0
20230605 14:41:05,12587.0,324.50008499999996,32.23296,366.3244,14436.0,28.12416,360.90000000000003,2682.306,2585.064,7196.0,36.0
20230605 14:41:07,12589.0,324.29407499999996,32.22912,348.2076,14451.0,28.13952,360.8,2674.782,2590.536,7161.0,36.0
20230605 14:41:09,12591.0,324.50008499999996,32.2368,344.8276,14223.0,28.151040000000002,360.70000000000005,2681.47,2642.976,7161.0,36.0
20230605 14:41:11,12593.0,325.22112,32.24064,337.662,14128.0,28.13568,360.5,2678.9620000000004,2600.112,7116.0,36.0
20230605 14:41:13,12595.0,326.285505,32.24448,296.1556,14122.0,28.104960000000002,360.6,2683.56,2621.088,7108.0,36.0
20230605 14:41:15,12597.0,327.52156499999995,32.24064,287.77320000000003,14044.0,28.13952,360.8,2676.454,2578.6800000000003,7099.0,36.0
20230605 14:41:17,12599.0,328.414275,32.2368,288.51680000000005,14210.0,28.1664,361.0,2678.9620000000004,2587.3440000000005,7108.0,36.0
20230605 14:41:19,12601.0,329.06663999999995,32.23296,272.766,14219.0,28.13184,361.1,2677.708,2596.0080000000003,7108.0,36.0
20230605 14:41:21,12603.0,329.20398,32.24064,313.93440000000004,14131.0,28.13184,361.40000000000003,2682.724,2606.952,7099.0,36.0
20230605 14:41:23,12605.0,328.44861,32.2368,289.5308,14218.0,28.158720000000002,361.6,2680.634,2611.056,7036.0,36.0
20230605 14:41:25,12607.0,327.89925,32.24832,256.13640000000004,14116.0,28.12416,361.70000000000005,2679.7980000000002,2581.4159999999997,7009.0,36.0
20230605 14:41:27,12609.0,327.62456999999995,32.24448,279.72880000000004,14212.0,28.128,361.70000000000005,2678.126,2555.4240000000004,7001.0,36.0
20230605 14:41:29,12611.0,327.34988999999996,32.24064,246.26680000000002,14127.0,28.1472,361.90000000000003,2679.7980000000002,2594.184,7054.0,36.0
20230605 14:41:31,12613.0,326.697525,32.24448,271.8872,14232.0,28.14336,362.20000000000005,2676.8720000000003,2577.7680000000005,7046.0,36.0
20230605 14:41:33,12615.0,325.255455,32.24064,275.6052,14448.0,28.13184,362.40000000000003,2678.544,2569.1040000000003,7046.0,36.0
20230605 14:41:35,12617.0,323.29836,32.24832,289.3956,14210.0,28.12032,362.5,2680.634,2597.8320000000003,7036.0,36.0
20230605 14:41:37,12619.0,320.585895,32.25216,306.2956,14138.0,28.14336,362.5,2679.38,2570.472,7109.0,36.0
20230605 14:41:39,12621.0,318.25111499999997,32.24448,293.5192,14213.0,28.13952,362.6,2679.38,2585.5200000000004,7099.0,36.0
20230605 14:41:41,12623.0,316.5687,32.24448,288.652,14218.0,28.13184,362.70000000000005,2676.454,2568.1920000000005,7054.0,36.0
20230605 14:41:43,12625.0,315.77899499999995,32.24832,282.3652,14225.0,28.13568,362.8,2680.634,2574.1200000000003,7145.0,36.0
20230605 14:41:45,12627.0,315.71032499999995,32.256,276.6868,14202.0,28.13568,362.6,2680.2160000000003,2559.5280000000002,7189.0,36.0
20230605 14:41:47,12629.0,315.71032499999995,32.24832,308.594,14104.0,28.12032,362.8,2681.8880000000004,2596.464,7179.0,36.0
20230605 14:41:49,12631.0,316.29402,32.24448,323.7364,14125.0,28.13952,362.8,2684.396,2577.312,7242.0,36.0
20230605 14:41:51,12633.0,316.94638499999996,32.25216,304.2676,14464.0,28.1472,362.8,2676.8720000000003,2575.032,7207.0,36.0
20230605 14:41:53,12635.0,318.56012999999996,32.24832,306.904,14210.0,28.1472,362.70000000000005,2680.634,2536.728,7197.0,36.0
20230605 14:41:55,12637.0,320.34555,32.24448,315.9624,14111.0,28.13568,362.90000000000003,2680.2160000000003,2527.152,7215.0,36.0
20230605 14:41:57,12639.0,322.81766999999996,32.26368,305.89000000000004,14227.0,28.151040000000002,362.90000000000003,2681.052,2570.9280000000003,7242.0,36.0
20230605 14:41:59,12641.0,325.42713,32.24448,319.4776,14212.0,28.1472,362.8,2677.708,2580.0480000000002,7207.0,36.0
20230605 14:42:01,12643.0,328.55161499999997,32.24448,313.66400000000004,14023.0,28.1472,362.70000000000005,2678.9620000000004,2563.1760000000004,7207.0,36.0
