time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH,datenumbers,phase
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%,date,text
20230605 16:57:27,20769.0,45.01421652360515,32.3904,-1.5865690987124461,10475.0,27.678720000000002,45.7,2721.18,-6.840000000000001,1316.005364806867,35.0,19513.7065625,postbkg
20230605 16:57:29,20771.0,41.34037152360515,32.41728,-1.5189690987124462,10331.0,27.65568,45.800000000000004,2718.672,-7.296,1265.005364806867,35.0,19513.70658564815,postbkg
20230605 16:57:31,20773.0,38.18155152360515,32.401920000000004,-1.5189690987124462,10491.0,27.65952,45.900000000000006,2717.418,-4.56,1204.005364806867,35.0,19513.706608796296,postbkg
20230605 16:57:33,20775.0,35.46908652360515,32.401920000000004,-1.5189690987124462,10477.0,27.65568,45.900000000000006,2715.746,-0.456,1142.005364806867,35.0,19513.706631944446,postbkg
20230605 16:57:35,20777.0,32.48194152360515,32.401920000000004,-1.5189690987124462,10463.0,27.65568,46.0,2715.746,-7.296,1095.005364806867,35.0,19513.706655092592,postbkg
20230605 16:57:37,20779.0,30.215831523605146,32.40576,-1.5865690987124461,10474.0,27.65184,46.0,2719.926,-5.472,1055.005364806867,35.0,19513.706678240742,postbkg
20230605 16:57:39,20781.0,27.915386523605147,32.4096,-1.5189690987124462,10472.0,27.64416,46.1,2717.0,-6.384,1016.005364806867,35.0,19513.706701388888,postbkg
20230605 16:57:41,20783.0,25.717946523605146,32.41728,-1.4513690987124461,10458.0,27.632640000000002,46.1,2717.418,-5.928,994.005364806867,35.0,19513.706724537038,postbkg
20230605 16:57:43,20785.0,23.62351152360515,32.38656,-1.4513690987124461,10341.0,27.65568,46.1,2713.6560000000004,-6.840000000000001,975.005364806867,35.0,19513.706747685184,postbkg
20230605 16:57:45,20787.0,21.906761523605148,32.36736,-1.5865690987124461,10477.0,27.62112,46.1,2715.328,-9.12,925.005364806867,35.0,19513.706770833334,postbkg
20230605 16:57:47,20789.0,20.22434652360515,32.38656,-1.5189690987124462,10467.0,27.64416,46.2,2714.9100000000003,-5.472,918.005364806867,35.0,19513.70679398148,postbkg
20230605 16:57:49,20791.0,18.57626652360515,32.3904,-1.4513690987124461,10467.0,27.632640000000002,46.2,2717.0,-5.016000000000001,903.005364806867,35.0,19513.70681712963,postbkg
20230605 16:57:51,20793.0,17.27153652360515,32.37504,-1.5189690987124462,10667.0,27.628800000000002,46.2,2714.9100000000003,-4.56,873.005364806867,35.0,19513.706840277777,postbkg
20230605 16:57:53,20795.0,15.76079652360515,32.38272,-1.6541690987124462,10226.0,27.636480000000002,46.2,2717.8360000000002,-5.928,821.005364806867,36.0,19513.706863425927,postbkg
20230605 16:57:55,20797.0,14.456066523605148,32.37504,-1.5189690987124462,10469.0,27.62496,46.2,2715.328,-5.472,803.005364806867,36.0,19513.706886574073,postbkg
20230605 16:57:57,20799.0,13.254341523605149,32.35584,-1.6541690987124462,10465.0,27.62496,46.2,2717.8360000000002,-3.192,771.005364806867,36.0,19513.706909722223,postbkg
20230605 16:57:59,20801.0,12.22429152360515,32.352000000000004,-1.5189690987124462,10474.0,27.62112,46.2,2715.328,-5.928,771.005364806867,36.0,19513.70693287037,postbkg
20230605 16:58:01,20803.0,11.26291152360515,32.34816,-1.5865690987124461,10481.0,27.632640000000002,46.300000000000004,2716.164,-3.192,760.005364806867,36.0,19513.70695601852,postbkg
20230605 16:58:03,20805.0,10.232861523605148,32.34816,-1.5865690987124461,10467.0,27.64416,46.300000000000004,2714.9100000000003,-10.032000000000002,757.005364806867,36.0,19513.706979166665,postbkg
20230605 16:58:05,20807.0,9.47749152360515,32.3328,-1.5865690987124461,10344.0,27.62496,46.400000000000006,2716.164,-10.488000000000001,704.005364806867,36.0,19513.707002314815,postbkg
20230605 16:58:07,20809.0,8.55044652360515,32.352000000000004,-1.5865690987124461,10472.0,27.62496,46.400000000000006,2713.6560000000004,-4.56,683.005364806867,36.0,19513.70702546296,postbkg
20230605 16:58:09,20811.0,7.657736523605149,32.36352,-1.5189690987124462,10320.0,27.6096,46.400000000000006,2712.402,-6.384,651.005364806867,36.0,19513.70704861111,postbkg
20230605 16:58:11,20813.0,7.108376523605149,32.36736,-1.5189690987124462,10477.0,27.62112,46.400000000000006,2713.238,-6.384,616.005364806867,36.0,19513.707071759258,postbkg
