#,6/5/2023,,,,,,,,,
#,11:11:18,,,,,,,,,
##,## ,,,,,,,,,
#0,0.034335,0.00384,0.2028,1,0.00384,0.1,0.000418,0.000456,1,1
seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,grav,dilution,CO2,PM_RH
1,50,4641,51,10444,4963,185,8,-28,888,56
3,38,4641,52,10493,4960,185,12,-27,883,56
5,30,4642,53,10477,4961,185,9,-28,878,56
7,24,4642,54,10497,4962,185,14,-28,880,56
9,20,4643,53,10549,4963,185,9,-27,875,56
11,18,4640,54,10317,4962,185,13,-28,888,56
13,12,4644,54,10460,4961,185,8,-28,897,56
15,3,4644,54,10440,4964,185,15,-26,902,56
17,-1,4642,55,10458,4962,185,12,-27,902,56
19,-3,4643,55,10443,4962,185,14,-26,904,56
21,-7,4643,56,10484,4964,185,11,-28,902,56
23,-10,4645,54,10442,4963,185,16,-27,888,56
25,-7,4645,52,10551,4964,185,9,-28,878,56
27,-14,4646,52,10473,4966,185,16,-27,878,56
29,-15,4644,51,10462,4964,185,9,-27,881,56
31,-17,4643,53,10445,4963,185,16,-27,888,56
33,-20,4645,51,10465,4964,185,9,-28,893,56
35,-21,4646,50,10449,4965,185,16,-26,883,56
37,-21,4645,53,10479,4964,185,9,-28,878,56
39,-24,4648,52,10457,4964,185,16,-25,881,56
41,-25,4647,54,10482,4965,185,10,-28,881,56
43,-26,4647,54,10474,4966,185,16,-28,888,56
45,-27,4648,52,10455,4966,185,8,-27,883,56
47,-28,4647,54,10473,4968,185,16,-27,883,56
49,-26,4648,50,10460,4966,185,8,-28,891,56
51,-29,4648,51,10470,4966,185,15,-27,888,56
53,-31,4647,50,10473,4967,185,9,-30,876,56
55,-30,4646,51,10456,4967,185,16,-27,865,56
57,-33,4651,51,10459,4967,185,9,-30,867,56
59,-31,4647,49,10545,4968,185,16,-28,876,56
61,-34,4647,51,10443,4969,185,10,-27,876,56
63,-34,4650,50,10480,4969,185,16,-28,876,56
65,-34,4651,49,10471,4968,185,9,-28,883,56
67,-33,4648,48,10423,4969,185,15,-28,878,56
69,-34,4650,48,10557,4970,185,9,-29,881,56
71,-35,4651,48,10462,4969,185,16,-27,883,56
73,-31,4652,48,10478,4968,185,10,-29,897,56
75,-38,4652,47,10478,4970,185,14,-29,878,56
77,-38,4650,48,10460,4970,185,10,-30,876,56
79,-37,4651,47,10480,4970,185,15,-27,874,56
81,-37,4651,46,10562,4971,185,9,-29,876,56
83,-33,4652,46,10502,4970,185,15,-29,879,56
85,-34,4652,47,10455,4971,185,10,-28,879,56
87,-33,4652,46,10516,4973,185,14,-27,879,56
89,-34,4652,46,10432,4971,185,8,-29,868,56
91,-38,4653,47,10517,4972,185,14,-27,866,56
93,-36,4653,47,10460,4972,185,10,-30,861,56
95,-32,4655,47,10456,4972,185,14,-26,868,56
97,-37,4653,48,10488,4972,185,8,-29,854,56
99,-40,4656,47,10496,4972,185,13,-29,856,56
101,-38,4656,48,10476,4973,185,8,-30,861,56
103,-40,4656,49,10482,4972,185,14,-29,861,56
105,-39,4657,49,10633,4973,185,8,-31,859,56
107,-39,4655,49,10430,4973,185,14,-29,856,56
109,-38,4656,49,10441,4975,185,8,-30,848,56
111,-37,4656,47,10507,4975,185,14,-28,861,56
113,-37,4656,49,10451,4976,185,7,-30,856,56
115,-35,4658,49,10574,4975,185,15,-29,866,56
117,-35,4659,49,10495,4975,185,9,-29,863,56
119,-37,4658,49,10541,4977,185,16,-27,866,56
121,-38,4660,49,10436,4977,185,8,-33,879,56
123,-37,4659,48,10555,4976,185,15,-30,866,56
125,-38,4661,47,10460,4978,185,9,-30,876,56
127,-36,4660,44,10480,4976,185,14,-30,879,56
129,-39,4660,46,10486,4977,185,7,-30,884,56
131,-36,4659,45,10498,4977,185,14,-30,871,56
133,-36,4663,46,10581,4978,185,8,-31,863,56
135,-36,4663,45,10471,4979,185,14,-29,866,56
137,-34,4662,45,10552,4977,185,8,-31,861,56
139,-37,4662,45,10366,4977,186,13,-30,874,56
141,-40,4662,46,10456,4978,186,8,-28,871,56
143,-36,4663,46,10509,4978,186,15,-28,874,56
145,-39,4662,47,10468,4978,186,8,-30,871,55
147,-38,4664,48,10481,4979,185,13,-30,859,55
149,-43,4662,51,10493,4979,185,7,-30,863,55
151,-37,4663,47,10498,4978,186,12,-29,861,55
153,-40,4663,45,10535,4980,186,8,-30,861,55
155,-35,4665,45,10466,4978,186,14,-29,863,55
157,-38,4665,46,10442,4980,186,8,-32,871,55
159,-38,4666,48,10454,4979,186,14,-30,876,55
161,-36,4666,47,10427,4980,186,6,-30,886,55
163,-43,4664,48,10655,4980,186,12,-29,891,55
165,-37,4668,49,10447,4982,186,6,-31,884,55
167,-35,4667,49,10543,4982,186,13,-29,881,55
169,-33,4666,46,10469,4983,186,7,-29,879,55
171,-39,4669,47,10456,4980,186,14,-30,876,55
173,-38,4667,49,10676,4982,186,6,-30,868,55
175,-40,4668,46,10584,4983,186,12,-31,866,55
177,-40,4669,47,10478,4979,186,6,-31,863,55
179,-39,4670,47,10463,4981,186,14,-32,871,55
181,-40,4671,48,10508,4985,186,7,-32,863,55
183,-36,4670,49,10558,4983,186,12,-30,863,55
185,-37,4669,47,10472,4985,186,6,-32,859,55
187,-34,4670,47,10461,4984,186,12,-32,866,55
189,-39,4671,48,10472,4984,186,6,-32,871,55
191,-35,4671,47,10594,4983,186,13,-30,874,55
193,-37,4670,48,10470,4984,186,8,-32,874,55
195,-39,4671,46,10444,4984,186,10,-31,876,55
197,-39,4669,47,10439,4984,186,6,-32,866,55
199,-37,4672,46,10436,4986,186,12,-32,876,55
201,-40,4674,47,10476,4984,186,7,-30,863,55
203,-37,4673,49,10548,4987,186,13,-31,863,55
205,-40,4675,48,10356,4985,186,7,-31,856,55
207,-39,4672,46,10454,4985,186,11,-30,863,55
209,-38,4671,45,10584,4986,186,6,-32,864,55
211,-36,4674,45,10482,4985,186,10,-32,864,55
213,-40,4674,45,10468,4987,186,8,-32,871,55
215,-39,4674,46,10486,4986,186,12,-36,861,55
217,-40,4675,46,10474,4986,186,7,-33,866,55
219,-40,4673,46,10461,4986,186,11,-33,866,55
221,-38,4675,46,10445,4988,186,6,-34,871,55
223,-39,4677,46,10451,4988,186,11,-32,882,55
225,-41,4675,47,10476,4987,186,6,-32,887,55
227,-41,4675,47,10589,4988,186,12,-32,892,55
229,-42,4675,46,10475,4988,186,7,-33,887,55
231,-38,4678,46,10458,4987,186,12,-31,882,55
233,-46,4677,45,10475,4989,186,5,-33,877,55
235,-39,4676,46,10500,4991,186,11,-31,866,55
237,-37,4676,47,10487,4988,186,6,-33,854,55
239,-41,4676,47,10484,4987,186,12,-32,842,55
241,-39,4675,45,10476,4989,186,6,-33,846,55
243,-37,4678,46,10491,4989,186,13,-31,854,55
245,-37,4678,46,10457,4988,186,6,-31,871,55
247,-36,4679,46,10451,4990,186,12,-33,874,55
249,-40,4677,46,10454,4989,186,6,-34,871,55
251,-42,4678,47,10484,4990,186,12,-31,866,55
253,-35,4681,51,10563,4991,186,6,-34,871,55
255,-36,4681,51,10466,4991,186,12,-34,871,55
257,-38,4682,51,10462,4992,186,5,-33,866,55
259,-40,4681,45,10470,4990,186,12,-34,882,55
261,-39,4682,46,10551,4991,186,6,-32,887,55
263,-37,4682,45,10473,4993,186,12,-33,874,55
265,-36,4682,45,10467,4992,186,6,-33,879,55
267,-40,4682,44,10497,4992,186,12,-33,874,55
269,-40,4681,44,10542,4992,186,7,-35,874,55
271,-39,4680,45,10496,4992,186,12,-32,871,55
273,-38,4684,44,10495,4994,186,6,-34,864,55
275,-42,4682,44,10437,4991,186,11,-33,868,55
277,-42,4684,46,10442,4991,186,8,-34,871,55
279,-39,4683,46,10442,4993,186,11,-33,871,55
281,-37,4683,44,10559,4994,186,5,-33,866,55
283,-37,4684,42,10438,4993,186,13,-32,866,55
285,-38,4683,45,10457,4995,186,5,-33,857,55
287,-37,4685,42,10478,4994,186,11,-32,861,55
289,-40,4685,46,10579,4995,186,4,-35,866,55
291,-38,4685,43,10514,4993,186,11,-32,866,55
293,-42,4686,45,10526,4993,186,5,-34,864,55
295,-37,4686,44,10461,4994,186,12,-34,877,55
297,-37,4687,44,10458,4995,186,6,-34,879,55
299,-39,4685,45,10457,4994,186,12,-36,887,55
301,-39,4689,44,10541,4995,186,5,-36,892,55
303,-32,4686,48,10428,4996,186,12,-34,900,55
305,-34,4688,45,10334,4995,186,5,-34,892,55
307,-37,4687,45,10492,4994,186,11,-34,892,55
309,-38,4689,45,10473,4993,186,4,-34,879,55
311,-38,4690,45,10477,4998,186,12,-34,877,55
313,-40,4690,45,10476,4996,186,5,-34,871,55
315,-37,4688,46,10531,4996,186,11,-33,877,55
317,-36,4689,46,10599,4996,186,6,-34,877,55
319,-41,4690,44,10467,4997,186,11,-35,882,55
321,-39,4690,44,10499,4995,186,5,-35,889,55
323,-40,4691,46,10436,4999,186,9,-35,884,55
325,-37,4690,44,10459,4998,186,5,-34,895,55
327,-35,4690,46,10497,4996,186,11,-32,898,55
329,-41,4690,46,10453,4998,186,5,-35,895,55
331,-40,4692,49,10481,4996,186,11,-34,892,55
333,-38,4691,44,10490,4998,186,6,-34,895,55
335,-39,4691,45,10481,4998,186,10,-36,892,55
337,-37,4693,44,10550,4998,186,4,-36,892,55
339,-40,4693,43,10442,4998,186,10,-35,898,55
341,-38,4693,45,10453,4998,187,5,-34,895,55
343,-39,4692,44,10450,4998,187,12,-34,889,55
345,-36,4691,45,10461,4999,187,4,-34,874,55
347,-35,4694,43,10487,4998,187,11,-35,882,55
349,-37,4693,45,10546,4997,187,5,-36,879,55
351,-39,4693,43,10451,4999,187,11,-31,868,55
353,-36,4694,44,10460,4999,187,5,-34,874,55
355,-38,4696,44,10577,4998,187,11,-35,871,55
357,-41,4695,45,10457,5000,187,4,-34,871,55
359,-38,4695,46,10461,5002,187,11,-32,877,55
361,-41,4695,44,10460,5000,187,4,-34,877,55
363,-39,4696,43,10486,5001,187,11,-35,871,55
365,-38,4697,50,10462,5002,187,4,-33,869,55
367,-42,4697,46,10548,5000,187,11,-35,864,55
369,-37,4695,44,10339,5000,187,5,-35,862,55
371,-36,4698,45,10540,5002,187,10,-34,867,55
373,-35,4697,43,10455,5000,187,5,-37,864,55
375,-39,4698,44,10493,5002,187,9,-33,862,55
377,-42,4698,43,10511,5000,187,4,-36,867,55
379,-41,4698,45,10530,5002,187,12,-34,862,55
381,-37,4699,47,10517,5001,187,4,-36,857,55
383,-39,4699,47,10497,5002,187,11,-35,857,55
385,-39,4700,43,10468,5000,187,4,-35,857,55
387,-39,4699,43,10489,5003,187,10,-34,869,55
389,-36,4701,44,10467,5002,187,5,-34,875,55
391,-36,4701,46,10464,5002,187,9,-35,880,55
393,-39,4701,48,10468,5003,187,5,-35,890,55
395,-40,4698,43,10468,5003,187,11,-34,895,55
397,-36,4699,43,10436,5001,187,4,-35,882,55
399,-37,4701,43,10461,5001,187,10,-35,885,55
401,-39,4701,41,10537,5002,187,4,-36,882,55
403,-39,4703,43,10463,5002,187,11,-33,885,55
405,-40,4703,43,10468,5003,187,5,-35,882,55
407,-41,4703,44,10472,5001,187,10,-31,877,55
409,-40,4703,47,10473,5004,187,4,-34,872,55
411,-36,4701,46,10560,5002,187,10,-33,867,55
413,-39,4702,43,10647,5003,187,4,-35,867,55
415,-41,4703,43,10465,5002,187,11,-35,860,55
417,-36,4705,43,10468,5003,187,4,-36,855,55
419,-36,4703,43,10486,5002,187,10,-33,860,55
421,-40,4704,42,10467,5004,187,4,-36,857,55
423,-38,4703,42,10454,5006,187,11,-34,867,55
425,-37,4702,43,10459,5003,187,4,-36,864,55
427,-40,4705,41,10454,5002,187,11,-35,867,55
429,-39,4705,43,10487,5005,187,5,-36,877,55
431,-36,4707,41,10475,5004,187,9,-33,880,55
433,-38,4706,42,10463,5004,187,4,-36,872,55
435,-34,4704,42,10566,5004,187,10,-35,877,55
437,-38,4706,42,10667,5006,187,6,-36,877,55
439,-37,4706,41,10467,5005,187,11,-34,877,55
441,-41,4706,42,10446,5006,187,4,-36,877,55
443,-38,4708,42,10452,5006,187,11,-35,877,55
445,-37,4706,41,10473,5005,187,4,-36,885,55
447,-40,4707,41,10559,5005,187,10,-34,895,55
449,-40,4708,42,10336,5008,187,4,-36,903,55
451,-34,4708,42,10545,5004,187,10,-34,890,55
453,-41,4709,46,10544,5008,187,5,-37,875,55
455,-44,4710,42,10462,5006,187,11,-35,885,55
457,-36,4708,42,10467,5006,187,3,-36,880,55
459,-39,4711,44,10537,5008,187,10,-35,892,55
461,-42,4709,44,10645,5008,187,4,-37,877,55
463,-38,4710,42,10458,5007,187,11,-35,875,55
465,-36,4709,42,10467,5007,187,5,-35,875,55
467,-40,4712,42,10588,5009,187,9,-34,880,55
469,-40,4711,43,10501,5007,187,4,-35,880,55
471,-40,4711,41,10460,5007,187,11,-35,875,55
473,-35,4712,41,10464,5007,187,4,-34,877,55
475,-38,4710,43,10434,5008,188,12,-36,872,55
477,-36,4712,42,10479,5008,188,3,-37,877,55
479,-35,4712,42,10484,5009,187,11,-35,880,55
481,-37,4711,42,10547,5008,188,3,-37,880,55
483,-41,4713,42,10551,5008,188,10,-34,880,55
485,-37,4713,43,10456,5009,188,4,-37,880,55
487,-38,4713,46,10469,5009,187,10,-35,880,55
489,-38,4714,43,10476,5009,188,4,-35,877,55
491,-36,4712,42,10443,5007,187,11,-35,877,55
493,-36,4714,42,10566,5007,188,5,-38,872,55
495,-37,4714,45,10463,5009,187,10,-36,875,55
497,-41,4714,43,10452,5008,188,3,-40,872,55
499,-37,4715,44,10530,5010,188,10,-34,862,55
501,-40,4713,43,10446,5008,188,4,-35,875,55
503,-39,4716,43,10484,5010,188,10,-37,882,55
505,-37,4715,41,10576,5010,188,5,-34,877,55
507,-38,4717,44,10560,5009,188,11,-35,864,55
509,-40,4716,43,10459,5009,188,4,-36,869,55
511,-40,4715,42,10588,5011,188,10,-35,877,55
513,-35,4716,43,10473,5009,188,6,-38,877,55
515,-36,4718,43,10452,5010,188,10,-35,880,55
517,-38,4717,43,10456,5012,188,3,-36,875,55
519,-36,4716,45,10478,5010,188,9,-36,877,55
521,-40,4716,43,10446,5011,188,5,-37,875,55
523,-44,4717,43,10482,5012,188,10,-36,867,55
525,-36,4718,46,10647,5013,188,5,-37,862,55
527,-40,4718,43,10563,5010,188,10,-34,867,55
529,-38,4721,44,10459,5012,188,3,-37,872,55
531,-36,4719,43,10466,5012,188,11,-35,867,55
533,-39,4719,43,10568,5012,188,4,-37,872,55
535,-36,4720,43,10458,5012,188,10,-37,875,55
537,-38,4720,43,10543,5013,188,4,-35,880,55
539,-38,4721,44,10571,5012,188,11,-36,885,55
541,-38,4720,44,10458,5013,188,5,-37,885,55
543,-40,4720,44,10480,5012,188,11,-37,885,55
545,-36,4721,49,10530,5012,188,4,-37,883,55
547,-39,4720,44,10448,5012,188,10,-37,890,55
549,-35,4720,43,10453,5012,188,3,-34,896,55
551,-33,4722,44,10571,5014,188,9,-33,893,55
553,-45,4722,43,10436,5011,188,4,-38,885,55
555,-38,4722,44,10618,5015,188,11,-34,888,55
557,-37,4723,45,10557,5013,188,3,-37,883,55
559,-39,4725,44,10407,5015,188,10,-36,885,55
561,-43,4722,43,10440,5014,188,4,-35,872,55
563,-37,4723,43,10440,5013,188,11,-35,875,55
565,-42,4724,42,10477,5012,188,6,-36,878,55
567,-41,4725,43,10583,5015,188,10,-35,883,55
569,-41,4725,45,10456,5014,188,4,-35,875,55
571,-34,4723,43,10465,5016,188,11,-35,872,55
573,-40,4724,43,10442,5013,188,5,-38,878,55
575,-34,4725,43,10442,5014,188,10,-37,880,55
577,-39,4724,43,10562,5015,188,4,-36,880,55
579,-39,4725,42,10474,5012,188,10,-34,878,55
581,-38,4725,42,10455,5016,188,5,-35,872,55
583,-32,4726,44,10581,5016,188,11,-36,883,55
585,-39,4727,48,10469,5015,188,4,-37,880,55
587,-42,4727,43,10463,5017,188,9,-34,880,55
589,-37,4727,41,10461,5013,189,4,-38,878,55
591,-39,4728,43,10487,5015,188,10,-34,883,55
593,-40,4729,41,10469,5015,188,3,-35,885,55
595,-38,4730,42,10436,5017,188,9,-35,883,55
597,-41,4729,43,10467,5016,188,4,-37,888,55
599,-41,4727,41,10486,5016,188,10,-36,885,55
601,-40,4728,42,10469,5015,188,4,-37,890,55
603,-34,4729,42,10550,5017,188,9,-37,890,55
605,-40,4731,40,10481,5020,188,3,-38,896,55
607,-32,4730,40,10464,5015,188,10,-34,901,55
609,-37,4729,41,10480,5018,188,4,-38,899,55
611,-36,4728,40,10535,5017,188,9,-36,883,55
613,-40,4732,41,10450,5016,188,4,-39,888,55
615,-39,4731,39,10553,5017,188,10,-35,890,55
617,-39,4731,42,10460,5015,188,4,-36,885,55
619,-36,4731,40,10446,5016,188,9,-36,885,55
621,-36,4732,43,10455,5019,188,5,-36,890,55
623,-37,4733,40,10448,5018,188,9,-37,890,55
625,-38,4732,48,10475,5018,188,4,-37,896,55
627,-33,4731,40,10454,5017,189,11,-38,896,55
629,-37,4732,43,10483,5018,189,5,-38,899,55
631,-39,4734,41,10456,5019,189,12,-36,899,55
633,-37,4732,41,10436,5019,189,4,-38,899,55
635,-38,4732,41,10464,5018,189,11,-34,893,55
637,-41,4731,41,10462,5017,189,5,-37,896,55
639,-42,4734,41,10464,5019,189,11,-37,893,55
641,-37,4733,41,10464,5018,189,4,-38,888,55
643,-38,4733,40,10479,5020,189,10,-36,899,55
645,-37,4734,40,10540,5023,189,3,-37,893,55
647,-34,4736,40,10474,5021,189,10,-35,885,55
649,-38,4734,40,10558,5020,189,4,-39,883,55
651,-37,4733,39,10488,5020,189,9,-37,880,55
653,-35,4735,43,10454,5021,189,4,-38,883,55
655,-39,4735,41,10445,5020,189,10,-37,899,55
657,-42,4736,39,10444,5020,189,4,-39,896,55
659,-36,4735,41,10461,5021,189,10,-37,899,55
661,-38,4736,41,10478,5021,189,4,-38,899,55
663,-34,4734,42,10570,5020,189,9,-36,893,55
665,-36,4736,43,10456,5020,189,4,-38,883,55
667,-39,4737,42,10464,5021,189,9,-36,899,55
669,-38,4738,41,10486,5021,189,5,-38,909,55
671,-40,4739,43,10522,5020,189,11,-35,914,55
673,-41,4739,40,10303,5020,189,5,-37,901,55
675,-35,4737,40,10595,5023,189,11,-38,893,55
677,-35,4737,41,10443,5022,189,6,-37,888,55
679,-36,4738,40,10331,5023,189,9,-38,885,55
681,-37,4738,40,10478,5023,189,4,-37,888,55
683,-42,4739,41,10524,5023,189,10,-36,885,55
685,-38,4739,39,10440,5022,189,4,-36,878,55
687,-36,4740,40,10566,5023,189,10,-38,872,55
689,-38,4740,40,10304,5020,189,3,-37,865,55
691,-42,4740,42,10456,5023,189,9,-37,867,55
693,-41,4740,40,10574,5021,189,5,-39,875,55
695,-38,4741,40,10457,5023,189,12,-39,880,55
697,-41,4741,39,10465,5022,189,5,-37,875,55
699,-41,4740,40,10452,5022,189,9,-38,869,55
701,-40,4741,40,10462,5022,189,4,-40,878,55
703,-38,4742,42,10467,5021,189,10,-38,880,55
705,-39,4741,41,10567,5025,189,5,-37,878,55
707,-40,4743,44,10463,5023,189,8,-36,885,55
709,-38,4742,41,10473,5022,189,5,-42,893,55
711,-39,4744,39,10451,5022,189,11,-38,883,55
713,-44,4744,41,10454,5025,189,3,-38,883,55
715,-37,4742,40,10452,5024,189,10,-38,890,55
717,-38,4743,42,10553,5025,189,4,-38,880,55
719,-41,4745,40,10230,5023,189,10,-36,875,55
721,-40,4744,40,10453,5025,189,3,-38,875,55
723,-38,4745,41,10564,5023,189,9,-38,875,55
725,-36,4743,42,10467,5024,189,4,-39,872,55
727,-41,4746,40,10443,5024,189,11,-37,867,55
729,-42,4745,40,10456,5025,189,5,-36,862,55
731,-37,4744,40,10536,5024,189,11,-37,865,55
733,-35,4748,41,10480,5024,189,3,-39,860,55
735,-37,4744,39,10480,5023,189,8,-38,858,55
737,-39,4748,42,10445,5024,189,3,-39,869,55
739,-42,4747,41,10470,5027,189,9,-35,872,55
741,-38,4748,40,10484,5023,189,2,-39,878,55
743,-41,4749,41,10466,5025,189,9,-36,876,55
745,-36,4748,42,10482,5025,189,3,-37,883,55
747,-37,4747,43,10451,5027,189,9,-38,878,55
749,-41,4748,40,10488,5025,189,5,-38,888,55
751,-38,4748,41,10466,5027,189,10,-38,893,55
753,-43,4748,41,10455,5025,189,5,-36,881,55
755,-43,4751,41,10492,5027,189,10,-37,886,55
757,-40,4748,42,10477,5027,189,4,-39,888,55
759,-33,4749,42,10472,5025,190,8,-37,878,55
761,-34,4748,42,10551,5028,189,4,-39,868,55
763,-44,4751,42,10664,5026,189,12,-37,865,55
765,-37,4750,42,10479,5024,190,4,-41,865,55
767,-38,4750,43,10466,5026,190,11,-35,865,55
769,-41,4749,41,10460,5029,190,4,-40,878,55
771,-44,4749,42,10484,5027,190,9,-34,881,55
773,-38,4752,43,10443,5029,190,2,-37,883,55
775,-41,4751,42,10483,5026,190,11,-39,886,55
777,-39,4752,44,10584,5026,190,3,-37,883,55
779,-39,4752,44,10550,5026,190,7,-37,896,55
781,-36,4750,43,10453,5030,190,5,-35,891,55
783,-39,4753,44,10468,5029,190,10,-37,881,55
785,-37,4753,44,10475,5026,190,4,-42,881,55
787,-36,4753,43,10463,5027,190,10,-38,886,55
789,-37,4753,42,10469,5027,190,3,-38,888,55
791,-36,4753,42,10485,5027,190,9,-36,886,55
793,-42,4753,43,10470,5027,190,4,-38,886,55
795,-42,4753,42,10462,5028,190,10,-36,883,55
797,-35,4754,44,10442,5027,190,4,-37,881,55
799,-37,4755,41,10487,5029,190,10,-37,876,55
801,-38,4754,42,10446,5028,190,3,-37,868,55
803,-37,4755,44,10462,5030,190,10,-37,870,55
805,-37,4754,41,10503,5029,190,3,-35,876,55
807,-38,4754,41,10484,5026,190,10,-40,883,55
809,-37,4756,43,10445,5028,190,4,-38,878,55
811,-35,4756,41,10446,5028,190,10,-38,870,55
813,-38,4758,45,10437,5028,190,3,-36,868,55
815,-36,4756,42,10538,5029,190,10,-34,870,55
817,-38,4757,44,10535,5029,190,6,-38,870,55
819,-38,4757,43,10457,5026,190,12,-39,876,55
821,-39,4758,42,10445,5029,190,5,-37,881,55
823,-35,4755,43,10470,5029,190,9,-37,881,55
825,-37,4757,44,10449,5029,190,6,-36,881,55
827,-36,4758,42,10455,5030,190,11,-40,874,55
829,-39,4759,43,10542,5029,190,5,-38,878,55
831,-39,4759,41,10329,5029,190,12,-40,896,55
833,-40,4757,42,10621,5030,190,5,-38,891,55
835,-39,4761,40,10448,5031,190,12,-39,881,55
837,-41,4761,43,10453,5030,190,6,-37,876,55
839,-38,4760,42,10466,5031,190,12,-39,883,55
841,-36,4761,41,10332,5033,190,3,-41,896,55
843,-38,4760,41,10462,5029,190,11,-37,886,55
845,-40,4760,43,10565,5029,190,4,-39,891,55
847,-37,4761,41,10449,5031,190,11,-39,891,55
849,-39,4761,44,10446,5028,190,5,-39,883,55
851,-40,4761,43,10454,5029,190,10,-35,876,55
853,-37,4763,41,10557,5030,190,5,-41,876,55
855,-36,4762,41,10466,5031,190,11,-38,886,55
857,-39,4762,42,10434,5029,190,5,-42,883,55
859,-36,4762,41,10513,5032,190,10,-38,881,55
861,-35,4761,41,10464,5030,190,2,-36,886,55
863,-39,4762,39,10426,5029,190,11,-39,891,55
865,-39,4763,40,10446,5031,190,3,-40,883,55
867,-35,4763,41,10440,5029,190,11,-35,883,55
869,-39,4762,41,10493,5030,190,5,-36,874,55
871,-37,4764,41,10473,5029,190,10,-38,879,55
873,-37,4765,42,10451,5031,191,3,-41,879,55
875,-35,4763,39,10444,5034,191,11,-35,879,55
877,-39,4763,40,10510,5028,191,5,-38,881,55
879,-39,4763,40,10453,5033,191,9,-38,881,55
881,-37,4765,40,10457,5031,191,5,-38,876,55
883,-39,4767,40,10494,5031,191,8,-36,886,55
885,-38,4765,39,10473,5034,191,4,-40,895,55
887,-38,4767,39,10483,5032,191,9,-38,886,55
889,-42,4766,40,10477,5033,191,6,-40,881,55
891,-39,4765,40,10456,5031,191,9,-36,881,55
893,-42,4766,39,10477,5030,191,3,-37,881,55
895,-34,4768,40,10452,5033,191,9,-37,879,55
897,-41,4769,40,10556,5032,191,4,-36,884,55
899,-41,4767,38,10481,5033,191,8,-38,868,55
901,-37,4766,41,10461,5033,191,4,-39,868,55
903,-39,4767,38,10449,5032,191,12,-36,874,55
905,-36,4767,39,10475,5033,191,5,-40,876,55
907,-39,4767,38,10457,5032,191,8,-37,881,55
909,-38,4766,41,10463,5035,191,3,-34,881,55
911,-37,4770,39,10452,5033,191,11,-38,884,55
913,-36,4767,40,10458,5032,191,5,-40,876,55
915,-40,4770,40,10444,5032,191,9,-39,879,55
917,-39,4770,38,10462,5033,191,5,-41,884,55
919,-38,4769,38,10482,5034,191,7,-37,891,55
921,-36,4771,40,10479,5035,191,5,-38,897,55
923,-35,4771,38,10454,5034,191,9,-36,900,55
925,-38,4771,40,10457,5034,191,6,-36,889,55
927,-35,4772,38,10647,5034,191,11,-39,886,55
929,-40,4769,39,10465,5037,191,2,-37,881,55
931,-38,4772,39,10439,5035,191,7,-36,884,55
933,-36,4773,39,10486,5034,191,3,-41,884,55
935,-41,4770,39,10472,5033,191,12,-37,891,55
937,-38,4773,40,10556,5034,191,2,-39,891,55
939,-37,4772,40,10452,5036,191,10,-37,889,55
941,-37,4772,41,10490,5034,191,5,-37,874,55
943,-38,4774,37,10521,5035,191,9,-35,874,55
945,-39,4774,38,10319,5035,191,2,-38,870,55
947,-35,4774,39,10474,5035,191,8,-40,884,55
949,-40,4776,39,10482,5035,191,1,-41,879,55
951,-36,4772,38,10459,5035,191,10,-35,881,55
953,-35,4775,40,10469,5036,191,1,-38,870,55
955,-36,4773,38,10462,5038,191,7,-36,868,55
957,-35,4774,38,10456,5036,191,4,-37,868,55
959,-37,4775,38,10463,5035,191,12,-39,876,55
961,-42,4774,37,10469,5036,191,5,-36,879,54
963,-38,4775,38,10454,5036,191,8,-38,874,54
965,-38,4777,37,10318,5036,191,2,-40,884,54
967,-32,4777,38,10490,5035,192,9,-38,874,54
969,-36,4775,40,10475,5037,191,3,-37,861,54
971,-40,4775,37,10529,5036,191,12,-36,868,54
973,-37,4776,38,10464,5035,191,1,-39,874,54
975,-36,4777,38,10534,5036,191,10,-39,879,54
977,-35,4776,39,10478,5036,192,2,-42,876,54
979,-39,4775,39,10454,5036,192,11,-38,876,54
981,-39,4779,39,10561,5036,192,5,-38,863,54
983,-37,4777,38,10509,5034,192,7,-39,865,54
985,-36,4779,39,10476,5037,192,6,-39,886,54
987,-37,4779,40,10456,5037,192,8,-39,884,54
989,-42,4779,39,10467,5038,192,4,-42,891,54
991,-36,4779,38,10467,5036,192,10,-37,881,54
993,-35,4779,37,10541,5036,192,5,-40,876,54
995,-35,4779,38,10465,5037,192,11,-39,876,54
997,-37,4779,38,10499,5037,192,3,-40,868,54
999,-39,4778,37,10468,5040,192,11,-37,876,54
1001,-37,4780,38,10514,5037,192,4,-35,886,54
1003,-36,4780,39,10452,5038,192,11,-39,897,54
1005,-38,4783,39,10450,5037,192,5,-39,886,54
1007,-39,4780,41,10436,5037,192,8,-37,891,54
1009,-37,4781,39,10477,5040,192,2,-39,891,54
1011,-39,4781,39,10463,5039,192,11,-36,891,54
1013,-37,4782,38,10556,5037,192,5,-34,895,54
1015,-35,4780,38,10457,5038,192,9,-36,895,54
1017,-34,4782,38,10456,5037,192,4,-39,886,54
1019,-42,4782,38,10455,5039,192,11,-40,874,54
1021,-39,4782,38,10480,5040,192,2,-39,881,54
1023,-36,4782,39,10441,5037,192,10,-36,879,54
1025,-35,4781,42,10460,5039,192,5,-40,886,54
