time,Coal Hea Usage (EXACT 3944),Temperature,seconds
yyyymmdd hhmmss,,C,s
2023-03-21 18:54:00,0.0,0.0,0
2023-03-21 18:55:00,0.0,0.0,60
2023-03-21 18:56:00,0.0,0.0,120
2023-03-21 18:57:00,0.0,0.0,180
2023-03-21 18:58:00,0.0,0.0,240
2023-03-21 18:59:00,0.0,0.0,300
2023-03-21 19:00:00,0.0,0.0,360
2023-03-21 19:01:00,0.0,0.0,420
2023-03-21 19:02:00,0.0,0.0,480
2023-03-21 19:03:00,0.0,0.0,540
2023-03-21 19:04:00,0.0,0.0,600
2023-03-21 19:05:00,0.0,0.0,660
2023-03-21 19:06:00,0.0,0.0,720
2023-03-21 19:07:00,0.0,0.0,780
2023-03-21 19:08:00,0.0,0.0,840
2023-03-21 19:09:00,0.0,0.0,900
2023-03-21 19:10:00,0.0,0.0,960
2023-03-21 19:11:00,0.0,0.0,1020
2023-03-21 19:12:00,0.0,0.0,1080
2023-03-21 19:13:00,0.0,0.0,1140
2023-03-21 19:14:00,0.0,0.0,1200
2023-03-21 19:15:00,0.0,0.0,1260
2023-03-21 19:16:00,0.0,0.0,1320
2023-03-21 19:17:00,0.0,0.0,1380
2023-03-21 19:18:00,0.0,0.0,1440
2023-03-21 19:19:00,0.0,0.0,1500
2023-03-21 19:20:00,0.0,0.0,1560
2023-03-21 19:21:00,0.0,0.0,1620
2023-03-21 19:22:00,0.0,0.0,1680
2023-03-21 19:23:00,0.0,0.0,1740
2023-03-21 19:24:00,0.0,0.0,1800
2023-03-21 19:25:00,0.0,0.0,1860
2023-03-21 19:26:00,0.0,0.0,1920
2023-03-21 19:27:00,0.0,0.0,1980
2023-03-21 19:28:00,0.0,0.0,2040
2023-03-21 19:29:00,0.0,0.0,2100
2023-03-21 19:30:00,0.0,0.0,2160
2023-03-21 19:31:00,0.0,0.0,2220
2023-03-21 19:32:00,0.0,0.0,2280
2023-03-21 19:33:00,0.0,0.0,2340
2023-03-21 19:34:00,0.0,0.0,2400
2023-03-21 19:35:00,1.0,6.0,2460
2023-03-21 19:36:00,1.0,14.0,2520
2023-03-21 19:37:00,1.0,16.0,2580
2023-03-21 19:38:00,1.0,10.0,2640
2023-03-21 19:39:00,0.0,0.0,2700
2023-03-21 19:40:00,0.0,0.0,2760
2023-03-21 19:41:00,0.0,0.0,2820
2023-03-21 19:42:00,0.0,0.0,2880
2023-03-21 19:43:00,0.0,0.0,2940
2023-03-21 19:44:00,0.0,0.0,3000
2023-03-21 19:45:00,1.0,6.0,3060
2023-03-21 19:46:00,1.0,23.0,3120
2023-03-21 19:47:00,1.0,35.0,3180
2023-03-21 19:48:00,1.0,45.0,3240
2023-03-21 19:49:00,1.0,50.0,3300
2023-03-21 19:50:00,1.0,50.0,3360
2023-03-21 19:51:00,1.0,59.0,3420
2023-03-21 19:52:00,1.0,67.0,3480
2023-03-21 19:53:00,1.0,70.0,3540
2023-03-21 19:54:00,1.0,64.0,3600
2023-03-21 19:55:00,1.0,60.0,3660
2023-03-21 19:56:00,1.0,53.0,3720
2023-03-21 19:57:00,1.0,46.0,3780
2023-03-21 19:58:00,1.0,44.0,3840
2023-03-21 19:59:00,1.0,47.0,3900
2023-03-21 20:00:00,1.0,56.0,3960
2023-03-21 20:01:00,1.0,66.0,4020
2023-03-21 20:02:00,1.0,81.0,4080
2023-03-21 20:03:00,1.0,104.0,4140
2023-03-21 20:04:00,1.0,115.0,4200
2023-03-21 20:05:00,1.0,120.0,4260
2023-03-21 20:06:00,1.0,117.0,4320
2023-03-21 20:07:00,1.0,118.0,4380
2023-03-21 20:08:00,1.0,117.0,4440
2023-03-21 20:09:00,1.0,117.0,4500
2023-03-21 20:10:00,1.0,119.0,4560
2023-03-21 20:11:00,1.0,120.0,4620
2023-03-21 20:12:00,1.0,123.0,4680
2023-03-21 20:13:00,1.0,117.0,4740
2023-03-21 20:14:00,1.0,106.0,4800
2023-03-21 20:15:00,1.0,104.0,4860
2023-03-21 20:16:00,1.0,96.0,4920
2023-03-21 20:17:00,1.0,84.0,4980
2023-03-21 20:18:00,1.0,82.0,5040
2023-03-21 20:19:00,1.0,74.0,5100
2023-03-21 20:20:00,1.0,65.0,5160
2023-03-21 20:21:00,1.0,64.0,5220
2023-03-21 20:22:00,1.0,72.0,5280
2023-03-21 20:23:00,1.0,80.0,5340
2023-03-21 20:24:00,1.0,96.0,5400
2023-03-21 20:25:00,1.0,80.0,5460
2023-03-21 20:26:00,1.0,64.0,5520
2023-03-21 20:27:00,1.0,45.0,5580
2023-03-21 20:28:00,1.0,43.0,5640
2023-03-21 20:29:00,1.0,37.0,5700
2023-03-21 20:30:00,1.0,33.0,5760
2023-03-21 20:31:00,1.0,33.0,5820
2023-03-21 20:32:00,1.0,32.0,5880
2023-03-21 20:33:00,1.0,33.0,5940
2023-03-21 20:34:00,1.0,32.0,6000
2023-03-21 20:35:00,1.0,22.0,6060
2023-03-21 20:36:00,1.0,22.0,6120
2023-03-21 20:37:00,1.0,22.0,6180
2023-03-21 20:38:00,1.0,18.0,6240
2023-03-21 20:39:00,1.0,15.0,6300
2023-03-21 20:40:00,1.0,11.0,6360
2023-03-21 20:41:00,1.0,10.0,6420
2023-03-21 20:42:00,1.0,12.0,6480
2023-03-21 20:43:00,1.0,13.0,6540
2023-03-21 20:44:00,1.0,21.0,6600
2023-03-21 20:45:00,1.0,20.0,6660
2023-03-21 20:46:00,1.0,18.0,6720
2023-03-21 20:47:00,1.0,23.0,6780
2023-03-21 20:48:00,1.0,21.0,6840
2023-03-21 20:49:00,1.0,23.0,6900
2023-03-21 20:50:00,1.0,23.0,6960
2023-03-21 20:51:00,1.0,17.0,7020
2023-03-21 20:52:00,1.0,23.0,7080
2023-03-21 20:53:00,1.0,19.0,7140
2023-03-21 20:54:00,1.0,25.0,7200
2023-03-21 20:55:00,1.0,30.0,7260
2023-03-21 20:56:00,1.0,32.0,7320
2023-03-21 20:57:00,1.0,32.0,7380
2023-03-21 20:58:00,1.0,20.0,7440
2023-03-21 20:59:00,1.0,14.0,7500
2023-03-21 21:00:00,1.0,10.0,7560
2023-03-21 21:01:00,1.0,6.0,7620
2023-03-21 21:02:00,1.0,10.0,7680
2023-03-21 21:03:00,1.0,9.0,7740
2023-03-21 21:04:00,1.0,9.0,7800
2023-03-21 21:05:00,1.0,6.0,7860
2023-03-21 21:06:00,1.0,7.0,7920
2023-03-21 21:07:00,0.0,3.0,7980
2023-03-21 21:08:00,1.0,7.0,8040
2023-03-21 21:09:00,1.0,5.0,8100
2023-03-21 21:10:00,0.0,3.0,8160
2023-03-21 21:11:00,1.0,4.0,8220
2023-03-21 21:12:00,0.0,1.0,8280
2023-03-21 21:13:00,0.0,3.0,8340
2023-03-21 21:14:00,0.0,0.0,8400
2023-03-21 21:15:00,0.0,0.0,8460
2023-03-21 21:16:00,0.0,0.0,8520
2023-03-21 21:17:00,0.0,0.0,8580
2023-03-21 21:18:00,0.0,0.0,8640
2023-03-21 21:19:00,0.0,0.0,8700
2023-03-21 21:20:00,0.0,1.0,8760
2023-03-21 21:21:00,0.0,2.0,8820
2023-03-21 21:22:00,1.0,4.0,8880
2023-03-21 21:23:00,0.0,2.0,8940
2023-03-21 21:24:00,1.0,8.0,9000
2023-03-21 21:25:00,1.0,9.0,9060
2023-03-21 21:26:00,1.0,7.0,9120
2023-03-21 21:27:00,1.0,11.0,9180
2023-03-21 21:28:00,1.0,11.0,9240
2023-03-21 21:29:00,1.0,10.0,9300
2023-03-21 21:30:00,1.0,11.0,9360
2023-03-21 21:31:00,1.0,11.0,9420
2023-03-21 21:32:00,1.0,11.0,9480
2023-03-21 21:33:00,1.0,11.0,9540
2023-03-21 21:34:00,1.0,4.0,9600
2023-03-21 21:35:00,0.0,2.0,9660
2023-03-21 21:36:00,0.0,0.0,9720
