time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,O2_4,O2_ave,datenumbers,phase,COmass,CO2mass,PMmass,MCE,MW_duct,density,mass_flow,mole_flow,vol_flow,totvol,CO_ER,CO2_ER,PM_ER,CO_totmass,CO2_totmass,PM_totmass
20230531 13:16:34,543.0,4003.0,-6.924642262895175,194.33444259567386,7.728785357737105,11.364,18.84,16.85,57.5,0.06,0.09,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.12,18.88,nan,nan,nan,nan,-49.06,nan,nan,0.404,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948,0.019,0.025,-0.001,1.9977500000000001,19508.553171296295,"prebkg,L1",-0.007033844360172058+/-0,0.3101583310215503+/-0,0.0004912415560936271+/-0,1.036949200365185,29.0,1051.6719759738826+/-0,177.699557709788,6.127570955509931,0.1689686154708386,1.6881555646199569,-0.0011884989429756393,0.05240702376945741,8.300440559488047e-05,-0.011946465761991728,0.5257928909965075,0.0008595620215563878
20230531 13:16:35,544.0,4003.0,-6.994642262895175,197.33444259567386,13.728785357737106,11.174,18.87,16.85,57.5,0.0,0.1,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.11,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.242,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953,0.019,0.025,-0.001,1.999,19508.55318287037,"prebkg,L1",-0.007104218354668829+/-0,0.3149139843917668+/-0,0.0008726015240750307+/-0,1.0367481853541203,29.0,1051.563934883275+/-0,176.1987238273346,6.075818063011537,0.16755873607142385,1.8557143006913808,-0.0011903738482837193,0.05276658919590055,0.00014621200846801028,-0.013136839610275447,0.5785594801924081,0.001005774030024398
20230531 13:16:36,545.0,4003.0,-6.994642262895175,203.33444259567386,4.728785357737105,11.358,18.84,16.85,57.4,0.06,0.03,18.0,-4.235574043261231,491.3643926788686,17.6,20.51,20.23,20.11,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.539,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955,0.019,0.025,-0.001,1.9995,19508.553194444445,"prebkg,L1",-0.0071049482651131595+/-0,0.3245223569858088+/-0,0.0003005615721029254+/-0,1.0356251878174465,29.0,1051.6719759738826+/-0,177.65264033399737,6.1259531149654265,0.16892400329435917,2.02463830398574,-0.0012001963041422268,0.05481961570056396,5.077206399607234e-05,-0.014337035914417675,0.633379095892972,0.0010565460940204702
20230531 13:16:37,546.0,4003.0,-6.994642262895175,201.33444259567386,4.728785357737105,11.295,18.84,16.85,57.4,0.01,0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.6,18.5,991.32,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952,0.019,0.025,-0.001,1.99875,19508.553206018518,"prebkg,L1",-0.0071049482651131595+/-0,0.3213303512159736+/-0,0.0003005615721029254+/-0,1.0359918156286971,29.0,1051.6719759738826+/-0,177.15925771801284,6.108939921310787,0.16845486212937982,2.19309316611512,-0.0011968630804360136,0.05412966001207203,5.063105818998795e-05,-0.015533898994853688,0.687508755905044,0.0011071771522104582
20230531 13:16:38,547.0,4003.0,-6.994642262895175,202.33444259567386,3.728785357737105,11.619,18.84,16.87,57.4,-0.2,-0.14,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.13,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.56,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.949,0.019,0.025,-0.001,1.998,19508.55321759259,"prebkg,L1",-0.0071049482651131595+/-0,0.3229263541008912+/-0,0.00023700157743935813+/-0,1.0358075632870474,29.0,1051.6719759738826+/-0,179.68222226011795,6.195938698624757,0.17085386543054581,2.363947031545666,-0.0012139078747786336,0.05517321584753045,4.0492635618651176e-05,-0.01674780686963232,0.7426819717525744,0.0011476697878291093
20230531 13:16:39,548.0,4003.0,-6.994642262895175,205.33444259567386,5.728785357737105,11.263,18.84,16.85,57.4,-0.09,-0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.537,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952,0.019,0.025,-0.001,1.99875,19508.553229166668,"prebkg,L1",-0.0071049482651131595+/-0,0.327714362755644+/-0,0.00036412156676649264+/-0,1.0352659539394484,29.0,1051.6719759738826+/-0,176.90812370999575,6.100280127930888,0.16821606713079243,2.5321630986764587,-0.0011951664543250824,0.05512682124502827,6.125109791896165e-05,-0.017942973323957404,0.7978087929976028,0.0012089208857480709
20230531 13:16:40,549.0,4003.0,-6.994642262895175,205.33444259567386,11.728785357737106,11.072,18.84,16.87,57.4,-0.01,0.03,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.24,20.12,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.552,18.5,991.32,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955,0.019,0.025,-0.001,1.9995,19508.55324074074,"prebkg,L1",-0.0071049482651131595+/-0,0.327714362755644+/-0,0.0007454815347478962+/-0,1.0352659539394484,29.0,1051.6719759738826+/-0,175.40168975732038,6.048334129562772,0.16678364905073437,2.698946747727193,-0.0011849891979722573,0.05465739726672238,0.00012433413066519595,-0.01912796252192966,0.8524661902643251,0.0013332550164132668
20230531 13:16:41,550.0,4003.0,-6.994642262895175,203.33444259567386,21.728785357737106,10.79,18.84,16.87,57.4,0.02,0.04,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.25,20.13,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.553,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953,0.019,0.025,-0.001,1.999,19508.553252314814,"prebkg,L1",-0.0071049482651131595+/-0,0.3245223569858088+/-0,0.0013810814813835688+/-0,1.0356251878174465,29.0,1051.6719759738826+/-0,173.15357263678303,5.9708128495442425,0.1646459890465724,2.8635927367737652,-0.0011698012342342848,0.053431304433653334,0.00022738952645630305,-0.020297763756163947,0.9058974946979784,0.0015606445428695697
20230531 13:16:42,551.0,4003.0,-6.994642262895175,201.33444259567386,4.728785357737105,10.735,18.84,16.87,57.4,-0.03,-0.05,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.25,20.14,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.547,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553263888887,"prebkg,L1",-0.0071049482651131595+/-0,0.3213303512159736+/-0,0.0003005615721029254+/-0,1.0359918156286971,29.0,1051.6719759738826+/-0,172.71169990649128,5.955575858844527,0.16422582692341364,3.027818563697179,-0.0011668160040862819,0.052770742644034196,4.935997272000413e-05,-0.02146457976025023,0.9586682373420126,0.0016100045155895738
20230531 13:16:43,552.0,4003.0,-6.924642262895175,205.33444259567386,17.728785357737106,11.605,18.84,16.85,57.4,-0.09,-0.08,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.25,20.14,18.81,nan,nan,nan,nan,-49.06,nan,nan,0.529,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553275462964,"prebkg,L1",-0.007033844360172058+/-0,0.327714362755644+/-0,0.0011268415027292998+/-0,1.0349007067759806,29.0,1051.6719759738826+/-0,179.5739380132018,6.192204759075924,0.1707509015317352,3.198569465228914,-0.00120103526573329,0.05595752288542431,0.00019240920247440318,-0.022665615025983517,1.014625760227437,0.0018024137180639769
20230531 13:16:44,553.0,4003.0,-6.994642262895175,208.33444259567386,14.728785357737106,11.264,18.84,16.85,57.4,-0.08,-0.03,18.0,-4.235574043261231,491.3643926788686,17.7,20.52,20.25,20.13,18.88,nan,nan,nan,nan,-49.06,nan,nan,0.575,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954,0.019,0.025,-0.001,1.99925,19508.553287037037,"prebkg,L1",-0.0071049482651131595+/-0,0.33250237141039685+/-0,0.000936161518738598+/-0,1.0347404847493356,29.0,1051.6719759738826+/-0,176.9159770437936,6.100550932544606,0.1682235346054207,3.3667929998343347,-0.0011952195103459872,0.05593472418334134,0.00015748439964378573,-0.023860834536329506,1.0705604844107783,0.0019598981177077627
20230531 13:16:45,554.0,4003.0,-6.924642262895175,205.33444259567386,35.7287853577371,11.085,18.84,16.85,57.4,-0.11,-0.13,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.25,20.14,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.531,18.5,991.34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953,0.019,0.025,-0.001,1.999,19508.55329861111,"prebkg,L1",-0.007033844360172058+/-0,0.327714362755644+/-0,0.0022709214066735104+/-0,1.0349007067759806,29.0,1051.6719759738826+/-0,175.5046320007524,6.05188386209491,0.166881533415616,3.533674533249951,-0.0011738187326322956,0.054689475378983304,0.00037897484661202313,-0.0250346532689618,1.1252499597897616,0.002338872964319786
20230531 13:16:46,555.0,4003.0,-6.994642262895175,202.33444259567386,5.728785357737105,11.834,18.84,16.87,57.4,-0.02,0.01,18.0,-4.235574043261231,491.3643926788686,17.7,20.54,20.26,20.15,18.88,nan,nan,nan,nan,-49.06,nan,nan,0.539,18.5,991.34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553310185187,"prebkg,L1",-0.0071049482651131595+/-0,0.3229263541008912+/-0,0.00036412156676649264+/-0,1.0358075632870474,29.0,1051.6719759738826+/-0,181.33703767200154,6.253001299034536,0.172427374518635,3.706101907768586,-0.0012250875754441927,0.05568134340049171,6.278452576315819e-05,-0.026259740844405993,1.1809313031902533,0.002401657490082944
20230531 13:16:47,556.0,4003.0,-6.994642262895175,201.33444259567386,3.728785357737105,10.977,18.87,16.87,57.4,-0.03,-0.01,18.0,-4.235574043261231,491.3643926788686,17.7,20.54,20.26,20.14,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.53,18.5,991.34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.55332175926,"prebkg,L1",-0.007104218354668829+/-0,0.32129734008476163+/-0,0.00023700157743935813+/-0,1.0359918156286971,29.0,1051.563934883275+/-0,174.63860643382893,6.022020911511342,0.16607511977216494,3.8721770275407508,-0.0011798339141392382,0.0533594942370548,3.9360065359433424e-05,-0.02743957475854523,1.234290797427308,0.0024410175554423776
20230531 13:16:48,557.0,4003.0,-6.994642262895175,202.33444259567386,9.728785357737106,11.485,18.87,16.87,57.4,-0.03,-0.0,18.0,-4.235574043261231,491.3643926788686,17.7,20.53,20.26,20.14,18.88,nan,nan,nan,nan,-49.06,nan,nan,0.354,18.5,991.34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954,0.019,0.025,-0.001,1.99925,19508.553333333333,"prebkg,L1",-0.007104218354668829+/-0,0.32289317900801046+/-0,0.0006183615454207617+/-0,1.0358075632870474,29.0,1051.563934883275+/-0,178.63391843787016,6.15979029096104,0.16987451976250859,4.042051547303259,-0.0012068256812873663,0.05485132371857549,0.00010504387056795453,-0.028646400439832596,1.2891421211458836,0.002546061426010332
20230531 13:16:49,558.0,4003.0,-6.994642262895175,202.33444259567386,4.728785357737105,11.447,18.87,16.85,57.4,-0.05,0.02,18.0,-4.235574043261231,491.3643926788686,17.7,20.54,20.27,20.14,18.81,nan,nan,nan,nan,-49.06,nan,nan,0.222,18.5,991.34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955,0.019,0.025,-0.001,1.9995,19508.553344907406,"prebkg,L1",-0.007104218354668829+/-0,0.32289317900801046+/-0,0.0003005615721029254+/-0,1.0358075632870474,29.0,1051.563934883275+/-0,178.33815382819623,6.149591511317111,0.1695932581103516,4.211644805413611,-0.0012048275370956482,0.054760506249577484,5.097321627570448e-05,-0.029851227976928244,1.343902627395461,0.0025970346422860367
20230531 13:16:50,559.0,4003.0,-6.994642262895175,203.33444259567386,3.728785357737105,11.521,18.87,16.87,57.4,-0.03,-0.03,18.0,-4.175574043261232,491.3643926788686,17.7,20.55,20.27,20.15,18.88,nan,nan,nan,nan,-49.12,nan,nan,0.209,18.5,991.35,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.951,0.019,0.025,-0.001,1.9985,19508.553356481483,"prebkg,L1",-0.007104218354668829+/-0,0.3244890179312591+/-0,0.00023700157743935813+/-0,1.0356251878174465,29.0,1051.563934883275+/-0,178.91366547995833,6.1694367406882185,0.17014054927608183,4.3817853546896925,-0.0012087156130405768,0.05520873974488079,4.0323578564830234e-05,-0.03105994358996882,1.399111367140342,0.002637358220850867
20230531 13:16:51,560.0,4003.0,-6.994642262895175,207.33444259567386,4.728785357737105,11.566,18.87,16.87,57.4,-0.05,-0.05,18.0,-4.235574043261231,491.3643926788686,17.7,20.54,20.27,20.15,18.81,nan,nan,nan,nan,-49.12,nan,nan,0.211,18.5,991.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.019,0.025,-0.001,1.99825,19508.553368055556,"prebkg,L1",-0.007104218354668829+/-0,0.3308723736242541+/-0,0.0003005615721029254+/-0,1.0349138925529355,29.0,1051.563934883275+/-0,179.2627353752946,6.181473633630848,0.17047250236400796,4.552257857053701,-0.0012110738802607107,0.05640464149484558,5.12374833108459e-05,-0.03227101747022953,1.4555160086351875,0.0026885957041617127
